id	dataset	scenario	circumstance_type	circumstance	vulnerable_score	intentional_score	harm_score	help_score	moral_score	vulnerable_expl	intentional_expl	harm_expl	help_expl	moral_expl	agent	assumption_for_agent	patient	assumption_for_patient	human_score
583	Lotto	You are the head zoo keeper and you are doing the rounds with another keeper. You realise that one of the cleaners has left the lions’ cage open by mistake. You see that a lion is coming towards the open gate and you do not have time to close it. There are three visitors right in front of the gate.You push the keeper next to you against the gate to stop the lion getting out. You know that the man will be attacked and killed, but the three visitors will be saved.	orig		7	7	10	10	0	The keeper is an adult with average resilience, but in a vulnerable situation.	The action was taken with some degree of thought, but in a highly pressured situation.	The action resulted in the death of the keeper, which is the utmost harm.	The action saved the lives of three visitors, which is critical assistance.	High harm and high help, but vulnerable patient and intentional action.	The head zoo keeper	That they would make a split-second decision to save the visitors	The keeper who was pushed against the gate	That they would be attacked and killed by the lion	-1.47
584	Mickelberg	Person X cheated in a card game while playing with a group of their friends.	orig		7	7	6	0	-2	Friends are typical adults with average resilience	Cheating requires some degree of thought and planning	Cheating can cause emotional distress and damage to relationships	No help was provided, as cheating is a harmful action	High vulnerability and intent, with harm caused and no help provided.	Person X	Assuming Person X is capable of making intentional decisions and has a sense of morality	The group of friends playing the card game	Assuming the friends are trusting and unsuspecting of cheating	-1.91
585	Kruepke	I remember a couple of times my husband and I have brought backpacks with sandwiches and snacks into the movie theater. We do it out of necessity because we don’t have a lot of money and cannot afford theater food. So as soon as the movie starts we take out our snack.	orig		2	6	2	6	1	The movie theater is a business entity, not a vulnerable individual.	The action is intentional, but not malicious or premeditated.	No harm is caused to the movie theater or others, only a loss of potential revenue.	The action helps the narrator and their husband by saving them money.	Moderate intent and help balance out low vulnerability and harm.	The agent is the narrator (the person bringing the snacks into the movie theater) and their husband.	The assumption is that they are resourceful and able to find ways to save money.	The patient being affected by this action is the movie theater and its food sales.	The assumption is that the movie theater relies on food sales for revenue.	-0.12
586	Kruepke	I had a cat for two years before someone moved in with me. He didn't like the cat and he wanted me to get rid of it. So I left the cat at a friend's house who didn't even take care of the cat.	orig		9	7	8	0	-3	The cat is a defenseless animal, highly susceptible to harm.	The action was intentional, though possibly impulsive, to get rid of the cat.	The cat was left without proper care, causing significant harm to its well-being.	No help was provided to the cat, leaving it vulnerable and uncared for.	High vulnerability, intentional harm, and no help make this scenario immoral.	The person who moved in with me	That they would not tolerate the cat's presence	The cat	That it was dependent on me for care and well-being	-1.4
587	Clifford	You see a boy telling a woman that she looks just like her overweight bulldog.	orig		8	8	6	0	-2	The woman is emotionally vulnerable to hurtful comments	The boy intentionally made a hurtful comment	The comment caused emotional distress and hurt feelings	No help or support was provided	High vulnerability and intent, moderate harm, and no help make this scenario immoral.	The boy	He is insensitive and lacks empathy	The woman	She is likely to be self-conscious about her appearance	-3.3
588	Effron	Always remembers the birthdays of friends and relatives	orig		6	8	0	8	2	Friends and relatives are average individuals with some susceptibility to harm	The agent intentionally makes an effort to remember birthdays	No harm is caused in this scenario	The agent provides emotional support and shows they care	High intent and help, low harm, and moderate vulnerability lead to a morally acceptable scenario.	The person remembering the birthdays	They are capable of remembering important dates and care about their friends and relatives	Friends and relatives	They are important to the agent and appreciate being remembered	1.225
589	Mickelberg	Person X helped a neighbor move a piano into his second floor apartment.	orig		6	7	0	8	2	Average adult with no indication of vulnerability	Person X intentionally helped the neighbor, showing some planning	No harm was caused, only assistance was provided	Person X provided significant help by moving the piano	Help provided outweighs vulnerability and intent, with no harm caused.	Person X	Assuming Person X is a responsible and capable individual	The neighbor	Assuming the neighbor is a typical adult with average resilience	2.35
590	Clifford	You see a teaching assistant talking back to the teacher in front of the classrom.	orig		6	7	5	0	-3	Teacher is an adult with some authority, but still vulnerable to emotional harm	The teaching assistant's action was likely intentional, but not extensively planned	The harm caused is emotional distress and potential damage to the teacher's authority	No help was provided, and the situation was made worse	Intentional harm to a vulnerable patient with no help provided.	The teaching assistant	The teaching assistant is likely to be confident and assertive	The teacher	The teacher is likely to be authoritative and respected	-2.5
591	Lotto	A car accident causes a devastating explosion inside a long tunnel. You and another four survivors are finding your way through the debris to get out of the tunnel. Because of structural damage, a high tension electric cable has snapped and is beginning to swing towards you. The asphalt is soaked with petrol. In the opposite direction you see another survivor coming towards you.You use a rubber-soled shoe to divert the electric cable in the opposite direction. You know that the person coming towards you will be electrocuted, but you and the other four will be unhurt.	orig		10	9	10	10	-1	The person is in a life-threatening situation and cannot defend themselves	You deliberately divert the cable to save yourself and others	The person will be electrocuted and likely die if the cable hits them	You save the lives of yourself and the other four survivors	High vulnerability and harm, but high help and intent mitigate immorality.	You	You are capable of making a quick decision to divert the electric cable	The person coming towards you	They are unaware of the danger and are approaching the electric cable	-1.26
592	Clifford	You see a coach celebrating with the opposing team's players who just won the game.	orig		6	7	0	8	2	Adults with no apparent vulnerabilities	A deliberate and intentional action, but not premeditated	No harm is caused, only celebration and goodwill	The coach is showing respect and sportsmanship	Help provided outweighs vulnerability and intent, with no harm caused.	The coach	The coach is a professional and a good sport	The opposing team's players	They are worthy opponents and deserving of respect	-1.8
593	Clifford	You see a runner taking a shortcut on the course during the marathon in order to win.	orig		7	8	6	0	-3	Other runners are adults with average resilience, making them medium-highly vulnerable	The runner intentionally takes a shortcut, showing deliberate thought and planning	The runner's action causes unfair advantage, affecting the outcome of the race and potentially leading to disqualification	The runner's action does not provide any help or assistance to others	High intent to harm a vulnerable patient with no help provided.	The runner	I assume the runner is motivated by a desire to win the marathon	The other runners and the marathon organizers	I assume the other runners and organizers are unaware of the shortcut and expect a fair competition	-3.4
594	Effron	Intentionally swerved his car to hit a squirrel	orig		9	9	8	0	-3	Squirrels are small and vulnerable to harm from vehicles	The driver intentionally swerved to hit the squirrel, indicating deliberate action	Hitting a squirrel with a car can cause significant harm or death	No help was provided to the squirrel, and harm was intentionally caused	High vulnerability and intent, significant harm, and no help make this scenario immoral.	The driver	Assuming the driver is a responsible adult with a normal mental state	The squirrel	Assuming the squirrel is a typical, healthy squirrel	-2.8
595	Clifford	You see a man blocking his wife from leaving home or interacting with others.	orig		9	9	8	0	-3	She is being restricted and isolated, making her highly susceptible to harm	He is deliberately blocking her from leaving, indicating a high level of intentionality	The action is causing emotional distress and potentially physical harm, leading to significant harm	No help is being provided, and the situation is being exacerbated by the husband's actions	High vulnerability and intent, significant harm, and no help make this scenario immoral.	The husband	He is controlling and abusive	The wife	She is vulnerable and trapped	-3.3
596	Mickelberg	Person X kicked their pet dog hard in the head because it didn't come when called.	orig		9	8	7	0	-3	Dogs are defenseless and susceptible to harm, especially when kicked in the head	Kicking a dog in the head suggests a deliberate and intentional action	Kicking a dog in the head can cause significant physical harm and emotional distress	No help or assistance was provided to the dog in this scenario	High vulnerability and intent, with significant harm and no help, make this scenario immoral.	Person X	Assuming Person X is capable of controlling their actions and making decisions	The pet dog	Assuming the dog is innocent and dependent on Person X for care	-3.31
597	Mickelberg	Person X shook a crying baby so hard while babysitting that it suffered brain damage and nearly died.	orig		10	9	10	0	-4	Baby is defenseless and highly susceptible to harm	Shaking a baby is a deliberate and intentional act, indicating a high level of premeditation	Brain damage and near-death indicate severe and potentially permanent harm	No help or assistance was provided, and instead harm was inflicted	High vulnerability, intent, and harm with no help makes this scenario extremely immoral.	Person X	Assumed to be a capable and responsible individual, entrusted with the care of the baby	The crying baby	Assumed to be innocent, helpless, and dependent on others for care	-3.55
598	Clifford	You see a man quickly canceling a blind date as soon as he sees the woman.	orig		8	7	6	0	-2	She is emotionally invested and may be hurt by the rejection	He made a quick decision based on appearance, showing some intentionality	He caused emotional harm and embarrassment to the woman	He did not provide any help or support to the woman	High vulnerability and intent, with harm caused and no help provided.	The man	He is shallow and judgmental	The woman	She is vulnerable and emotionally invested in the date	-3.0
599	Clifford	You see a star player ignoring her coach's order to come to the bench during a game.	orig		3	6	4	0	-2	Coach is a professional, not vulnerable to harm	Player's action is intentional, but possibly impulsive	Coach's authority is undermined, but no physical harm	No help is provided, potentially causing team disunity	Moderately immoral due to intentional harm and lack of help.	The star player	Assuming the star player is confident and assertive, possibly feeling above the coach's authority	The coach	Assuming the coach is experienced and has the team's best interest in mind	-2.1
600	Kruepke	A few years ago I decided to move in with the man who became my first husband. When I told my mom she cried. I wanted to be honest, but she was upset that we were moving in together.	orig		7	7	4	0	-2	My mom is an average adult with some emotional vulnerability	I made a deliberate decision to move in with my partner after some thought	My mom was emotionally hurt by my decision, but not physically harmed	I didn't provide any direct help or support to my mom in this situation	Moderately immoral due to high vulnerability and intent, with some harm caused.	I (the narrator)	I assumed I was making a responsible decision by moving in with my partner	My mom	I assumed she would be upset and worried about my decision	1.05
601	Kruepke	I used to rollerblade to work everyday. On my way to work I used to pass by this homeless woman named Lulu. Sometimes on my way home from work, I would sit and talk with her to keep her company.	orig		8	7	0	8	2	Lulu is homeless, making her vulnerable to harm and mistreatment	I intentionally made an effort to sit and talk with Lulu, showing deliberate thought	No harm was caused, and the action was harmless	I provided emotional support and companionship, offering substantial help	High help and low harm outweigh moderate vulnerability and intent.	I (the person who used to rollerblade to work)	I assumed I was a responsible and compassionate person	Lulu, the homeless woman	I assumed Lulu was in need of human connection and companionship	2.44
602	Effron	Turned the lights off in a parked car	orig		0	6	0	0	-1	The car is an inanimate object, and occupants are not vulnerable in this scenario	The action is likely intentional, but not premeditated or malicious	No harm is caused to the car or occupants, only a change in lighting	No help is provided, but no harm is caused either	No harm or help, but some intent, making it slightly immoral.	The driver or occupant of the car	I assume the agent is a responsible adult who is familiar with the car's controls	The car's electrical system and any occupants	I assume the patient is an inanimate object (the car) and any occupants are not vulnerable	0.4
603	Kruepke	I applied for a position at this company. As it turned out the pay was not very good at all for the amount of work that I was doing. So I lied and told the manger that I had another job offer and I would take it unless I got a raise.	orig		5	8	3	0	-2	The manager is a professional with some resilience	I planned and thought about lying to get a raise	The harm caused is minor, just a potential loss of trust	No help was caused in this scenario	Intentional action with moderate vulnerability and some harm, but no help provided.	I (the person who applied for the position)	I assumed that I had the power to negotiate my salary	The manager of the company	I assumed that the manager would be willing to negotiate my salary	-1.31
604	Lotto	You are travelling in Yemen. You and another six tourists are taken hostage by a group of terrorists. The terrorists think that one of you is a spy, even though this is not true. You are held hostage for days. One of the terrorists comes to you and reveals that they intend to kill you all at sunset.While he is resting, you kill one of the tourists in the group so that you can tell the terrorists that you identified and eliminated the spy. The person will die, but you and the other five will be freed.	orig		10	9	10	9	-3	The patient was a defenseless hostage with no means of escape	The action was premeditated and deliberate to achieve a specific goal	The action resulted in the death of an innocent person	The action saved the lives of the remaining five tourists	High vulnerability, intent, and harm, but some help provided.	The tourist who killed one of the other tourists	That they would be able to deceive the terrorists and save their own life	The tourist who was killed	That they were innocent and not a spy	-1.36
605	Kruepke	About two months ago, I was in the grocery store at the cash register. This elderly lady left her pocketbook on the counter. So I picked up her pocketbook and called her back to come and get it.	orig		7	6	0	8	2	Elderly people may be more susceptible to harm due to physical or cognitive limitations	The action was deliberate and thoughtful, but not extensively planned	No harm was caused, and the action prevented potential harm	The action provided significant help by returning a valuable item	Help provided outweighs vulnerability and intent, with no harm caused.	I (the narrator)	I assumed the narrator is a responsible and honest person	The elderly lady	I assumed the elderly lady is forgetful or careless	3.0
606	Clifford	You see a woman slapping another woman who she is arguing with in the parking lot.	orig		7	6	7	0	-3	Average adult, susceptible to harm from physical violence	Acting impulsively, with minimal premeditation, but still intentional	Causing physical harm and emotional distress	No help or assistance was provided	High vulnerability and harm, with intentional action and no help provided.	The woman who slapped the other woman	She is aggressive and prone to physical violence	The woman being slapped	She is likely upset and defensive	-2.8
607	Effron	Refused to help a classmate with a homework assignment	orig		7	5	4	0	-2	Classmate may feel frustrated and helpless without help	Action was intentional, but possibly impulsive	Caused minor harm, potentially affecting classmate's grade	Failed to provide any assistance, no help was given	Moderately immoral due to vulnerability and harm, despite some intent.	The student who refused to help	Assumed they didn't want to share their knowledge or effort	The classmate who needed help with the homework assignment	Assumed they were struggling and needed assistance	-0.425
608	Kruepke	One time my brother got caught stealing something when I was with him.  My parents asked me what happened, so I had to rat on him and tell them the truth. He got in a lot of trouble.	orig		6	4	7	0	-2	Typical adult, some susceptibility to harm	Acting impulsively, with minimal premeditation	Causing significant trouble and consequences	No help was provided in this scenario	High vulnerability and harm, with low intent and no help, make this scenario immoral.	My brother	He was capable of stealing	My brother	He was responsible for his actions	0.87
609	Clifford	You see a girl repeatedly interrupting her teacher as he explains a new concept.	orig		6	5	4	0	-2	Teacher is an adult with some authority, but still vulnerable to disruption	Girl's actions seem impulsive, but may have some intention to disrupt	Disruption causes minor harm to the learning environment	No help is being provided to the teacher or the learning process	Moderately immoral due to vulnerability and harm, with no help provided.	The girl	She is likely unaware of the impact of her actions or is seeking attention	The teacher	He is trying to teach and is being disrupted	-2.0
610	Mickelberg	Person X ordered a take-away coffee but spilled it when they tried to take a sip.	orig		6	1	3	0	-1	Person X is an average adult with no apparent vulnerabilities	The action was accidental, with no intent to spill the coffee	The harm caused is minor, limited to the spilled coffee and potential inconvenience	No help was caused in this scenario, as it was an accident	Low intent and harm, but vulnerable patient and no help provided.	Person X	Assuming Person X is an adult with normal cognitive and motor abilities	The coffee and Person X themselves	Assuming the coffee is a typical take-away coffee and Person X is an average adult	0.08
611	Effron	Helped an elderly woman put in storm windows	orig		8	9	0	9	3	Elderly people may be more susceptible to harm due to physical limitations	The action was intentional and deliberate, showing consideration for the woman's needs	No harm was caused, and the action was beneficial	The action provided significant assistance and protection from the storm	High help and no harm outweigh high vulnerability and intent.	The person helping the elderly woman	Assuming the person is capable and willing to help	The elderly woman	Assuming she needs assistance due to her age and physical limitations	3.1304348
612	Kruepke	I found a wallet with a fifty-dollar bill in it. I found a phone number to call and contacted the woman whose wallet it was. She was very appreciative and came to my house to pick it up.	orig		6	7	0	8	2	The patient is a typical adult with average resilience	The action was intentional, with some thought and planning to contact the owner	No harm was caused, as the wallet was returned	Substantial help was provided by returning the wallet with its contents	Help provided outweighs vulnerability and intent, with no harm caused.	I (the person who found the wallet)	I assumed the agent was honest and wanted to return the wallet to its rightful owner	The woman whose wallet it was	I assumed the patient was a responsible person who would appreciate the return of her wallet	2.9
613	Kruepke	My friend's family had a clubhouse in the back of their yard infested with rats. They asked my friend and I if we would kill the rats with shovels. So we went and killed all the baby rats with shovels.	orig		10	9	10	8	-3	Baby rats are helpless and susceptible to harm	We intentionally went to the clubhouse to kill the rats	Killing the rats caused significant harm, ending their lives	Killing the rats helped to remove the infestation and protect the family's property	High vulnerability, intent, and harm, but some help provided.	My friend and I	We were capable and willing to kill the rats	The baby rats	They were defenseless and vulnerable	-1.38
614	Effron	Volunteered several hours a week at a runaway shelter	orig		9	8	0	8	2	Runaway youth are often without a support system, making them highly susceptible to harm.	Volunteering requires a deliberate decision and planning, showing a high level of intentionality.	No harm is caused in this scenario, as the volunteer is providing support and care.	The volunteer is providing substantial support and care, which can have a significant positive impact on the youth.	High vulnerability and intent, but no harm and significant help provided.	The volunteer	That they are a caring and empathetic person	The runaway youth at the shelter	That they are vulnerable and in need of support	3.04444448
615	Clifford	You see a man searching through the trash to find women's discarded underwear.	orig		8	8	6	0	-2	Women's privacy and personal boundaries are being invaded	The man is intentionally searching for specific items	The women may feel violated, embarrassed, or anxious if they knew	No help or assistance is being provided to anyone	High vulnerability and intent, moderate harm, and no help make this scenario immoral.	The man searching through the trash	He is motivated by a perverse or voyeuristic interest	The women who discarded their underwear	They are unaware of the man's actions and may feel violated if they knew	-3.0
616	Effron	Kicked his dog for eating cheese on the edge of the table	orig		9	5	6	0	-2	Dogs are defenseless and susceptible to harm	The person acted impulsively, without much thought	Kicking can cause physical pain and emotional distress	No help was provided, only harm was inflicted	High vulnerability and harm, with some intent, outweighs lack of help.	The person who kicked the dog	Assuming the person is the dog's owner or caregiver	The dog	Assuming the dog is a pet and dependent on the person	-2.8
617	Kruepke	When I was in my twenties I met a girl who had run away from home. She was 16 and we became very good friends. I convinced her eventually to go back home to her family.	orig		9	7	0	9	3	She was a minor, alone, and in a difficult situation	I thought about the consequences and planned my approach	No harm was intended, and the outcome was positive	I provided critical assistance by convincing her to return home	High help and low harm outweigh vulnerability and intent concerns.	I (the narrator)	I assumed I was a responsible and caring person	The 16-year-old girl who ran away from home	I assumed she was vulnerable and in need of help	2.45
618	Cook	Someone makes an obscene gesture in a cemetery for military veterans	orig		8	9	7	0	-3	Families visiting graves may be emotionally vulnerable	The action was likely intentional and deliberate	The action causes emotional distress and disrespect	No help or assistance was provided	Highly intentional harm to a vulnerable patient with no help provided.	The person making the obscene gesture	They are disrespectful and lack empathy	The deceased veterans and their families	They are deserving of respect and dignity	-2.42
619	Lotto	Because of the economic crisis of the last year, the company you work for has closed and you have lost your job. Recently you have been looking for a new job, but without success. You realise that you need some experience in computer technology and are convinced that you will be employed much more easily if this experience is on your CV.You insert false information in your CV about your ability in information technology. You know that in this way you will be considered above the other more qualified candidates and get the job.	orig		7	9	8	0	-3	Employers and job candidates are average individuals with some susceptibility to harm.	The action is intentional and deliberate, with the agent planning to deceive.	The harm caused is significant, as it can lead to unfair hiring practices and damage to the employer's trust.	No help is caused, as the action is solely self-serving and deceptive.	High intent to harm a vulnerable patient with no help provided.	The agent is the person who lost their job and is looking for a new one.	The assumption made about the agent is that they are desperate for a job and willing to deceive to get one.	The patients being affected by this action are the potential employers and other job candidates.	The assumption made about the patients is that they will be deceived by the false information on the CV.	-0.6
620	Effron	Yelled at the delivery man because he was late	orig		7	6	5	0	-2	Delivery man is an average adult, susceptible to emotional harm	Yelling is an intentional action, but not extensively planned	Yelling caused emotional distress, but no physical harm	No help was provided, only harm was caused	Moderately immoral due to high vulnerability and harm, with no help provided.	The person who yelled at the delivery man	That they were responsible for the delay	The delivery man	That they were doing their job	-1.6
621	Mickelberg	Person X hailed a bus and asked the bus driver which stop was the closest stop to get to the city.	orig		6	6	0	6	2	The bus driver is a typical adult, not vulnerable to harm	Person X asked a question with some thought, but not extensively planned	No harm was caused, just a question asked	The bus driver received a question and may provide helpful information	Help provided and no harm caused, but vulnerable patient and intentional action.	Person X	Assuming Person X is a typical adult with normal cognitive abilities	The bus driver	Assuming the bus driver is a typical adult with normal cognitive abilities	0.23
622	Effron	Gave his balloon to a child who had let hers go	orig		9	8	0	9	3	Child is defenseless and susceptible to emotional harm	Action was deliberate and thoughtful, showing empathy	No harm was caused, only a positive action	Providing comfort and joy to the child	High help and low harm outweigh high vulnerability and intent.	The person who gave the balloon	That they are kind and empathetic	The child who had let their balloon go	That they are innocent and vulnerable	2.91612912
623	Mickelberg	Person X declined a high-paying job with a weapons manufacturing company because they didn't believe in what the company stood for.	orig		4	8	2	6	1	The company is a medium-sized entity with some resilience	Person X made a deliberate decision after considering their values	No direct harm was caused, but opportunities were potentially lost	By not supporting the company, Person X indirectly helped those who may be harmed by its products	Intentional action with moderate help, but low harm and vulnerability.	Person X	They have a strong sense of morality and values	The company and its stakeholders (e.g., employees, investors)	They are driven by profit and may not prioritize ethical considerations	2.27
624	Clifford	You see a mayor saying that the neighboring town is a much better town.	orig		7	8	6	0	-3	Residents have emotional investment in their town, making them susceptible to harm	The mayor's statement is likely a deliberate attempt to influence public opinion	The statement may cause damage to the town's reputation and morale	The statement does not provide any direct benefit or assistance to the current town	High intent to harm a vulnerable patient with no help provided.	The mayor	The mayor is biased or has a personal interest in promoting the neighboring town	The current town and its residents	The current town and its residents are proud of their community and may feel threatened by the comparison	-1.6
625	Effron	Found an expensive briefcase and tried to locate its owner	orig		6	7	0	8	2	The owner is a typical adult, not particularly vulnerable	The action was intentional, but not extensively planned	No harm was caused, as the briefcase was simply found	Help was caused by trying to return the briefcase to its owner	Help provided outweighs vulnerability and intent, with no harm caused.	The person who found the briefcase	They are honest and want to return the briefcase to its rightful owner	The owner of the briefcase	They are likely to be worried about losing their valuable belongings	3.07096768
626	Kruepke	A couple of years ago, I was out on the streets using drugs. I had a very young attractive girlfriend. I used to let her do whatever she wanted to do, like prostitution and stuff like that.	orig		9	7	8	0	-3	Young and in a vulnerable situation, being exploited by her partner	The narrator allowed and enabled harmful behavior, showing some degree of intentionality	Prostitution can cause significant emotional and physical harm, and the narrator's actions contributed to this harm	The narrator failed to provide any protection or assistance, instead enabling harmful behavior	High vulnerability, intentional harm, and no help make this scenario immoral.	The narrator	The narrator was irresponsible and lacked empathy	The young attractive girlfriend	The girlfriend was vulnerable and exploited	-2.87
627	Clifford	You see a US swimmer cheering as a Chinese foe beats his teammate to win the gold.	orig		5	6	4	2	-1	The patient is a fellow athlete, not particularly vulnerable	The action is intentional, but not premeditated or malicious	The harm caused is emotional distress, not physical harm	No help is provided to the teammate, but no harm is intended	Moderate vulnerability and intent, some harm, but little help provided.	The US swimmer	Assuming the US swimmer is a patriotic person who values team spirit	The US teammate	Assuming the US teammate is a fellow athlete who is emotionally invested in the competition	-1.8
628	Kruepke	I was in high school and about to take a physiology exam. I didn't study for the test so I grabbed the exam of a guy who sat in front of me. I passed it around to my friends nearby and then gave it back.	orig		6	5	4	0	-2	The patient is a typical high school student, average resilience.	I acted impulsively, with minimal premeditation, but still intentionally took the exam.	I caused minor harm to the guy who sat in front of me, potentially affecting his grade.	I didn't provide any help or assistance to anyone, including my friends.	Moderately immoral due to vulnerability and harm, with no help provided.	I (the student who took the exam)	I assumed I could get away with cheating	The guy who sat in front of me	I assumed he wouldn't notice or care	-2.5
629	Mickelberg	Person X failed a student because they were African American.	orig		9	9	8	0	-3	Student is vulnerable due to systemic racism and bias	Action was deliberate and premeditated, showing clear intent	Failing a student can have long-term consequences on their academic and professional career	No help was provided, and instead, harm was inflicted	High vulnerability and intent, significant harm, and no help make this scenario immoral.	Person X	They are a racist and biased educator	The African American student	They are a vulnerable individual due to systemic racism and bias	-3.5
630	Clifford	You see a teenage male in a dorm bathroom secretly using a stranger's toothbrush.	orig		6	5	4	0	-2	The patient is a typical adult with average resilience	The action is intentional, but likely impulsive and without much thought	The action causes minor harm, but has potential health implications	No help is provided, and harm is caused instead	Moderately immoral due to vulnerability and harm, with no help provided.	The teenage male	He is careless and lacks respect for others' personal belongings	The owner of the toothbrush	They are unaware of the situation and trust their personal belongings are safe	-2.6
631	Effron	Fixed a friend's broken laptop	orig		6	8	0	9	3	Friend is average resilience, some susceptibility to harm	Action was deliberate and planned to fix the laptop	No harm was caused, only repair and restoration	Critical assistance was provided to restore laptop functionality	High help and no harm outweigh moderate vulnerability and intent.	I (the person who fixed the laptop)	I am capable and willing to help my friend	My friend	My friend is in need of help and trusts me	2.4
632	Lotto	You are on a trip to Nepal with some other tourists. Your aeroplane has crashed in the Himalayas and only five of you have survived. You have no food and the temperature is below zero. The only possibility of surviving is to go on foot to a small village which is on the other side of the mountain. One of the survivors is injured and is slowing you down.You shoot the injured person so that you can make faster progress. This person will die, but you and the rest of the group will be able to reach the village and will all survive.	orig		9	9	10	9	-3	Injured and vulnerable in a harsh environment	Deliberate decision to shoot the injured person to save the rest	Causing the death of the injured person	Saving the lives of the rest of the group by allowing them to reach the village	High vulnerability, intent, and harm outweigh significant help provided.	One of the survivors	That they are capable of making a difficult decision to ensure the survival of the rest of the group	The injured person	That they are severely injured and slowing down the group	-1.46
633	Mickelberg	Person X learned a secret prize-winning pie recipe from their grandmother before she died.	orig		8	9	0	8	2	Grandmother is vulnerable due to her age and impending death	Grandmother's action is intentional, as she chooses to share the recipe	No harm is caused in this scenario	Grandmother's action provides significant help by sharing a valuable recipe	High vulnerability and intent, but no harm and significant help provided.	Person X	Person X is capable of learning and remembering a recipe	Grandmother	Grandmother is willing to share her secret recipe with Person X	0.48
634	Kruepke	I keep promising to take my kids to Disney World. They keep asking me when we are going to go. We still haven't gone and I still keep telling them we will go.	orig		9	6	6	0	-2	Children are vulnerable to emotional harm and disappointment	I intentionally made promises to my kids, but without a clear plan	Repeatedly breaking promises can cause emotional distress and erosion of trust	No help was provided, as the promise was not fulfilled	High vulnerability and harm, with some intent, but no help provided.	I (the parent)	I assumed I would eventually take my kids to Disney World	My kids	They trust me to keep my promises	-0.82
635	Mickelberg	Person X was singing loudly to their favorite song in the car.	orig		5	4	2	0	-1	Passengers are likely resilient, while other drivers or pedestrians may be slightly annoyed but not harmed.	Person X is acting impulsively, without much thought to the potential disturbance caused.	The action causes minor disturbance or annoyance, but no physical harm.	The action does not provide any assistance or protection to others.	Somewhat immoral due to vulnerability and harm, despite lack of strong intent.	Person X	I assume Person X is a music lover and enjoys singing along to their favorite song.	The passengers in the car, if any, and potentially other drivers or pedestrians nearby who may be disturbed by the loud singing.	I assume the passengers in the car are likely friends or family members who are tolerant of Person X's singing, and other drivers or pedestrians are strangers who may be annoyed but not harmed.	0.49
636	Mickelberg	Person X won a weightlifting contest at their gym, after placing second for the last three years.	orig		4	8	0	6	2	Competitors are resilient and strong, making them less susceptible to harm	Person X intentionally trained and prepared for the contest	No harm was caused to others, only a competitive victory	Person X's victory may have inspired or motivated others	Intentional action with moderate help, no harm, and some vulnerability.	Person X	Person X is a dedicated and skilled weightlifter	Other competitors in the weightlifting contest	They are also skilled and dedicated weightlifters	0.41
637	Effron	Talked to a lonely child at the company picnic for an hour	orig		9	8	0	9	3	Children are generally vulnerable due to their age and dependence on others.	The action was intentional, as the person chose to spend time with the child.	No harm was caused, as the action was positive and supportive.	The action provided significant emotional support and companionship to the child.	High help and low harm outweigh high vulnerability and intent.	The agent is the person who talked to the lonely child.	The assumption made about the agent is that they are a kind and empathetic person.	The patient is the lonely child.	The assumption made about the patient is that they are in need of companionship and attention.	1.6571428
638	Effron	Provoked a stranger into a fight	orig		7	6	6	0	-3	Assuming the stranger is an average adult with no disabilities	The action was intentional, but possibly impulsive	The fight could result in physical harm, but not necessarily severe	No help was provided, and harm was caused instead	High vulnerability and harm, with intentional action and no help provided.	The person who provoked the stranger	That they are capable of initiating a physical confrontation	The stranger	That they are unsuspecting and vulnerable to attack	-2.816
639	Effron	Made a prank phone call	orig		6	6	3	0	-2	Average adult, possibly caught off guard	Some thought is given to the prank, but not extensive planning	Minor annoyance or frustration, but no lasting harm	No help or assistance is provided, only harm	Moderately immoral due to intentional action on a vulnerable patient with some harm.	The person making the prank call	They think it's funny to deceive and surprise the recipient	The person receiving the prank call	They are unsuspecting and may be easily upset or annoyed	-1.09714288
640	Clifford	You see a father requiring his son to take up the family restaurant business.	orig		8	9	6	4	-2	The son is vulnerable due to family pressure and obligation	The father's action is intentional, as he is forcing his son to take over the business	The son may feel trapped and lose autonomy, causing emotional harm	The father's action may provide financial security, but at the cost of the son's happiness	High intent and harm, but some help, outweighs vulnerability.	The father	He wants to preserve the family business and legacy	The son	He may have his own aspirations and dreams	-1.5
641	Mickelberg	Person X called the bank to tell them about money deposited into PersonX's bank account by accident.	orig		4	7	0	8	2	Person X's bank account is a medium-low vulnerability entity	The action is intentional, but not extensively planned	No harm is caused, and the action is corrective	The action provides significant help by correcting an error	Help provided outweighs vulnerability and intent, with no harm caused.	Person X	Person X is honest and responsible	The bank and Person X's bank account	The bank and Person X's bank account are entities that can be affected by the action	2.59
642	Lotto	You work as the night caretaker in a small provincial hospital. During one of your rounds you realise that, because of a laboratory accident, some highly toxic fumes are spreading through the ventilation system towards a room in which there are five patients. In another room in the same ward there is just one patient.You activate a switch which allows the toxic fumes to be diverted away from the room. You know that the fumes will be directed to the single room where the patient will die, but the other five will be saved.	orig		9	9	10	10	-1	Patients in a hospital are typically vulnerable and susceptible to harm	The caretaker made a deliberate decision to divert the fumes	The action caused the death of one patient	The action saved the lives of five patients	High vulnerability and intent, extreme harm, but also extreme help provided.	The night caretaker	The caretaker is responsible and competent in their duties	The patient in the single room and the five patients in the other room	The patients are vulnerable and in need of protection	-1.01
