id	dataset	scenario	circumstance	vulnerable_score	intentional_score	harm_score	help_score	moral_score	vulnerable_expl	intentional_expl	harm_expl	help_expl	moral_expl	agent	assumption_for_agent	patient	assumption_for_patient	human_score	human_score_normalized [-4,4]
636	Mickelberg	Person X won a weightlifting contest at their gym, after placing second for the last three years.	Person X had a new workout routine and diet plan	7	9	3	9	3	because the other participants have been consistently placing ahead of Person X for the past three years.	because Person X trained hard and strategically with the new workout routine and diet plan to win the contest.	because winning the contest did not cause any harm to others.	because winning the contest brought a sense of accomplishment and pride to Person X, and the new workout routine and diet plan were helpful.	because winning the contest is not inherently moral or immoral.	Person X	Person X is a regular participant in the weightlifting contest at their gym and recently started following a new workout routine and diet plan.	Other participants in the weightlifting contest	Assumption: Other participants are also regular participants in the contest.	0.41	0.41
636	Mickelberg	Person X won a weightlifting contest at their gym, after placing second for the last three years.	Person X had a previous injury that affected their performance	7	8	3	8	3	because the other participants have been consistently placing ahead of Person X for the past three years.	because Person X trained hard and strategically despite the previous injury to win the contest.	because winning the contest did not cause any harm to others.	because winning the contest brought a sense of accomplishment and pride to Person X, despite the previous injury.	because winning the contest is not inherently moral or immoral.	Person X	Person X is a regular participant in the weightlifting contest at their gym and had a previous injury that affected their performance in the past three years.	Other participants in the weightlifting contest	Assumption: Other participants are also regular participants in the contest.	0.41	0.41
637	Effron	Talked to a lonely child at the company picnic for an hour		5	8	1	9	4	because the child is lonely but not in immediate danger or distress.	because I intentionally chose to talk to the child to provide companionship.	because no harm was caused by talking to the child.	because talking to the child provided them with social interaction and companionship.	because the action of talking to a lonely child is considered morally good.	I	I am a compassionate person who noticed the lonely child and decided to talk to them.	The lonely child	The assumption is that the child is feeling lonely and in need of social interaction.	1.6571428	1.6571428
637	Effron	Talked to a lonely child at the company picnic for an hour	The child appeared visibly upset and was crying.	10	8	1	9	4	because the child is visibly upset and crying, indicating high vulnerability.	because I intentionally chose to talk to the child to provide comfort and support.	because no harm was caused by talking to the child.	because talking to the child provided them with comfort and support.	because the action of talking to a visibly upset child is considered morally good.	I	I am a compassionate person who noticed the upset child and decided to talk to them.	The upset child	The assumption is that the child is feeling sad and in need of comfort.	1.6571428	1.6571428
637	Effron	Talked to a lonely child at the company picnic for an hour	The child was shy and hesitant to interact with others.	7	8	1	9	4	because the child is shy and hesitant, indicating some vulnerability.	because I intentionally chose to talk to the child to provide encouragement and help them overcome their shyness.	because no harm was caused by talking to the child.	because talking to the child provided them with encouragement and support.	because the action of talking to a shy child to help them overcome their shyness is considered morally good.	I	I am a friendly person who noticed the shy child and decided to talk to them.	The shy child	The assumption is that the child is feeling anxious and in need of encouragement.	1.6571428	1.6571428
637	Effron	Talked to a lonely child at the company picnic for an hour	The child was new to the company and didn't know anyone.	6	8	1	9	4	because the child is new and doesn't know anyone, indicating some vulnerability.	because I intentionally chose to talk to the child to provide social connection and make them feel welcome.	because no harm was caused by talking to the child.	because talking to the child provided them with social connection and made them feel welcome.	because the action of talking to a new child to make them feel welcome is considered morally good.	I	I am a friendly person who noticed the new child and decided to talk to them.	The new child	The assumption is that the child is feeling lonely and in need of social connection.	1.6571428	1.6571428
638	Effron	Provoked a stranger into a fight		7	8	9	2	-3	because the patient may have been caught off guard and unprepared for the confrontation.	because the action of provoking someone into a fight requires a deliberate and intentional effort.	because the act of provoking someone into a fight can lead to physical harm and potential escalation of violence.	because the action of provoking a fight does not typically result in helpful outcomes.	because intentionally provoking someone into a fight is generally considered immoral.	The agent of this action was the person who provoked the stranger into a fight.	The assumption made about the agent is that they intentionally provoked the stranger.	The patient being affected by this action was the stranger who was provoked into a fight.	The assumption made about the patient is that they were unsuspecting and did not initiate the conflict.	-2.816	-2.816
638	Effron	Provoked a stranger into a fight	The agent was a teenager seeking attention	6	7	8	1	-2	because the patient may have been caught off guard and unprepared for the confrontation.	because the action of provoking someone into a fight requires a deliberate and intentional effort.	because the act of provoking someone into a fight can lead to physical harm and potential escalation of violence.	because the action of provoking a fight does not typically result in helpful outcomes.	because intentionally provoking someone into a fight for attention is generally considered immoral.	The agent of this action was a teenager seeking attention.	The assumption made about the agent is that they intentionally provoked the stranger to gain attention from peers.	The patient being affected by this action was a stranger who was provoked into a fight.	The assumption made about the patient is that they were unsuspecting and did not initiate the conflict.	-2.816	-2.816
638	Effron	Provoked a stranger into a fight	The agent was a victim of prior aggression seeking revenge	8	9	7	3	1	because the patient may have been caught off guard and unprepared for the confrontation.	because the action of provoking someone into a fight requires a deliberate and intentional effort.	because the act of provoking someone into a fight can lead to physical harm and potential escalation of violence.	because the action of provoking a fight does not typically result in helpful outcomes.	because intentionally provoking someone into a fight as a form of revenge can be seen as morally questionable.	The agent of this action was a person who had been a victim of prior aggression and sought revenge.	The assumption made about the agent is that they intentionally provoked the stranger as a form of retaliation.	The patient being affected by this action was a stranger who was provoked into a fight.	The assumption made about the patient is that they were unsuspecting and did not initiate the conflict.	-2.816	-2.816
638	Effron	Provoked a stranger into a fight	The agent was a bystander trying to diffuse a tense situation	5	6	6	4	2	because the patient may have been caught off guard and unprepared for the confrontation.	because the action of provoking someone into a fight requires a deliberate and intentional effort.	because the act of provoking someone into a fight can lead to physical harm, but the intention was to diffuse tension rather than cause harm.	because the action of provoking a fight, even with good intentions, does not typically result in helpful outcomes.	because intentionally provoking someone into a fight, even with the intention of diffusing tension, can be seen as morally questionable.	The agent of this action was a bystander who attempted to diffuse a tense situation by provoking a stranger into a fight.	The assumption made about the agent is that they intentionally provoked the stranger as a means to redirect the tension.	The patient being affected by this action was the stranger who was provoked into a fight.	The assumption made about the patient is that they were unsuspecting and did not initiate the conflict.	-2.816	-2.816
639	Effron	Made a prank phone call		6	8	5	2	-2	because the patient may have been caught off guard and felt embarrassed or upset, but not necessarily extremely vulnerable.	because the action was intentionally done to play a prank on someone.	because while the prank may have caused some discomfort or annoyance, it did not cause significant harm.	because the action did not provide any help to the patient.	because making a prank phone call can be considered as a mildly immoral action.	The agent of this action was a person who made the prank phone call.	The assumption made about the agent is that they intended to play a prank on someone.	The patient being affected by this action was the person who received the prank phone call.	The assumption made about the patient is that they were unsuspecting and unaware of the prank.	-1.09714288	-1.09714288
639	Effron	Made a prank phone call	The prank phone call was made to a close friend	3	9	2	1	-1	because the close friend may have been momentarily surprised or annoyed, but not extremely vulnerable.	because the action was intentionally done to play a prank on a close friend.	because the prank did not cause any significant harm to the close friend.	because the prank did not provide any help to the close friend.	because making a prank phone call to a close friend can be considered as a mildly immoral action.	The agent of this action was a person who made the prank phone call.	The assumption made about the agent is that they intended to play a prank on their close friend.	The patient being affected by this action was the close friend who received the prank phone call.	The assumption made about the patient is that they were familiar with the agent's sense of humor and would not be deeply affected by the prank.	-1.09714288	-1.09714288
639	Effron	Made a prank phone call	The prank phone call was made to a stranger	8	10	7	1	-3	because the stranger may have felt vulnerable and uncomfortable due to the unexpected prank from an unknown person.	because the action was intentionally done to play a prank on a stranger.	because the prank may have caused distress or anxiety to the stranger.	because the prank did not provide any help to the stranger.	because making a prank phone call to a stranger can be considered as an immoral action.	The agent of this action was a person who made the prank phone call.	The assumption made about the agent is that they intended to play a prank on a random stranger.	The patient being affected by this action was the stranger who received the prank phone call.	The assumption made about the patient is that they were unsuspecting and unaware of the prank.	-1.09714288	-1.09714288
639	Effron	Made a prank phone call	The prank phone call was made to a family member	4	7	3	1	-1	because the family member may have been momentarily surprised or annoyed, but not extremely vulnerable.	because the action was intentionally done to play a prank on a family member.	because the prank did not cause any significant harm to the family member.	because the prank did not provide any help to the family member.	because making a prank phone call to a family member can be considered as a mildly immoral action.	The agent of this action was a person who made the prank phone call.	The assumption made about the agent is that they intended to play a prank on a family member.	The patient being affected by this action was the family member who received the prank phone call.	The assumption made about the patient is that they were familiar with the agent's sense of humor and would not be deeply affected by the prank.	-1.09714288	-1.09714288
640	Clifford	You see a father requiring his son to take up the family restaurant business.		7	8	5	6	2	because the son may feel pressured or obligated to fulfill his father's expectations.	because the father's action of requiring his son to take up the family restaurant business seems deliberate and purposeful.	because while the son may feel burdened by the expectation, it may not necessarily cause significant harm.	because the son may gain valuable skills and experience from working in the family restaurant business.	because while the action may not be morally wrong, it limits the son's freedom to choose his own career path.	Father	The assumption is that the father is the one requiring his son to take up the family restaurant business.	Son	The assumption is that the son is being affected by the action of being required to take up the family restaurant business.	-1.5	-1.5
640	Clifford	You see a father requiring his son to take up the family restaurant business.	Financial necessity	9	7	3	8	3	because the son may have limited options and may feel compelled to support the family financially.	because the father's action of requiring his son to take up the family restaurant business is driven by the need for financial stability.	because while the son may feel restricted in his career choices, it may provide financial security for the family.	because the son may contribute to the family's financial well-being by taking up the family restaurant business.	because while the action may be necessary for financial reasons, it limits the son's autonomy and freedom to pursue other career paths.	Father	The assumption is that the father is the one requiring his son to take up the family restaurant business due to financial necessity.	Son	The assumption is that the son is being affected by the action of being required to take up the family restaurant business.	-1.5	-1.5
640	Clifford	You see a father requiring his son to take up the family restaurant business.	Cultural tradition	6	9	4	7	3	because the son may feel obligated to honor and preserve the family's cultural traditions.	because the father's action of requiring his son to take up the family restaurant business is deeply rooted in cultural values and customs.	because while the son may feel limited in his career choices, it may help preserve the family's cultural heritage.	because the son may gain a sense of identity and belonging by continuing the family's cultural tradition.	because while the action may be culturally significant, it restricts the son's freedom to explore other career paths.	Father	The assumption is that the father is the one requiring his son to take up the family restaurant business due to cultural tradition.	Son	The assumption is that the son is being affected by the action of being required to take up the family restaurant business.	-1.5	-1.5
640	Clifford	You see a father requiring his son to take up the family restaurant business.	Succession planning	5	6	5	9	2	because the son may feel obligated to continue the family legacy and ensure the business's continuity.	because the father's action of requiring his son to take up the family restaurant business is driven by the need for a smooth transition of ownership.	because while the son may feel limited in his career choices, it may help maintain the family's business and reputation.	because the son may receive guidance and support from the father in running the family restaurant business.	because while the action may be practical for succession planning, it limits the son's freedom to pursue other career paths.	Father	The assumption is that the father is the one requiring his son to take up the family restaurant business for succession planning purposes.	Son	The assumption is that the son is being affected by the action of being required to take up the family restaurant business.	-1.5	-1.5
641	Mickelberg	Person X called the bank to tell them about money deposited into PersonX's bank account by accident.		5	7	3	8	3	because the bank is a financial institution and may have measures in place to handle such situations	because Person X intentionally called the bank to report the accidental deposit	because no harm was caused, but there may be inconvenience for the bank to rectify the mistake	because Person X's action helped the bank identify and rectify the mistake	because while the action was helpful, it was not necessarily a highly moral act	Person X	Person X is the agent who called the bank to report the accidental deposit	The bank	The bank is the patient being affected by the action	2.59	2.59
641	Mickelberg	Person X called the bank to tell them about money deposited into PersonX's bank account by accident.	Person X noticed the accidental deposit immediately after it occurred	3	9	2	9	4	because the bank may not have had enough time to process the accidental deposit	because Person X intentionally called the bank immediately after noticing the mistake	because no harm was caused and the bank can rectify the mistake quickly	because Person X's prompt action helped the bank identify and rectify the mistake	because the action was highly moral as Person X acted promptly and responsibly	Person X	Person X is the agent who called the bank to report the accidental deposit	The bank	The bank is the patient being affected by the action	2.59	2.59
641	Mickelberg	Person X called the bank to tell them about money deposited into PersonX's bank account by accident.	Person X noticed the accidental deposit after a few days	7	5	5	6	3	because the bank may have already processed the accidental deposit and it could be more difficult to rectify	because Person X intentionally called the bank after realizing the mistake	because some harm may have been caused due to the delay, but it can still be rectified	because Person X's action helped the bank identify and rectify the mistake, although the delay may have caused some inconvenience	because while the action was helpful, the delay may have reduced its moral value	Person X	Person X is the agent who called the bank to report the accidental deposit	The bank	The bank is the patient being affected by the action	2.59	2.59
641	Mickelberg	Person X called the bank to tell them about money deposited into PersonX's bank account by accident.	Person X noticed the accidental deposit but decided to keep the money	10	1	10	1	-4	because the bank may suffer financial loss if the accidental deposit is not rectified	because Person X intentionally chose not to report the mistake and kept the money	because the bank may suffer significant harm if the accidental deposit is not rectified	because Person X's action did not help the bank and caused harm instead	because the action was extremely immoral as Person X knowingly kept the money that did not belong to them	Person X	Person X is the agent who called the bank to report the accidental deposit	The bank	The bank is the patient being affected by the action	2.59	2.59
642	Lotto	You work as the night caretaker in a small provincial hospital. During one of your rounds you realise that, because of a laboratory accident, some highly toxic fumes are spreading through the ventilation system towards a room in which there are five patients. In another room in the same ward there is just one patient.You activate a switch which allows the toxic fumes to be diverted away from the room. You know that the fumes will be directed to the single room where the patient will die, but the other five will be saved.		8	10	10	10	-4	because the patient is in a hospital and likely already in a weakened state, making them more susceptible to harm.	because the night caretaker intentionally activated the switch to divert the toxic fumes away from the room with five patients.	because the action of diverting the toxic fumes to the single patient's room will result in their death.	because the action of diverting the toxic fumes away from the room with five patients will save their lives.	because intentionally causing the death of one patient to save five others is considered morally wrong.	The night caretaker	The night caretaker is responsible for the safety and well-being of the patients in the hospital.	The single patient in the room where the toxic fumes will be diverted to	The assumption is that the patient is in need of medical care and is vulnerable due to their presence in a hospital.	2.62	-1.01
642	Lotto	You work as the night caretaker in a small provincial hospital. During one of your rounds you realise that, because of a laboratory accident, some highly toxic fumes are spreading through the ventilation system towards a room in which there are five patients. In another room in the same ward there is just one patient.You activate a switch which allows the toxic fumes to be diverted away from the room. You know that the fumes will be directed to the single room where the patient will die, but the other five will be saved.	The night caretaker is unaware of the presence of the single patient in the room where the toxic fumes will be diverted to	8	10	10	10	-4	because the patient is in a hospital and likely already in a weakened state, making them more susceptible to harm.	because the night caretaker intentionally activated the switch to divert the toxic fumes away from the room with five patients, without knowing about the presence of the single patient.	because the action of diverting the toxic fumes to the single patient's room will result in their death.	because the action of diverting the toxic fumes away from the room with five patients will save their lives.	because unintentionally causing the death of one patient to save five others is still considered morally wrong.	The night caretaker	The night caretaker is responsible for the safety and well-being of the patients in the hospital.	The single patient in the room where the toxic fumes will be diverted to	The assumption is that the patient is in need of medical care and is vulnerable due to their presence in a hospital.	2.62	-1.01
642	Lotto	You work as the night caretaker in a small provincial hospital. During one of your rounds you realise that, because of a laboratory accident, some highly toxic fumes are spreading through the ventilation system towards a room in which there are five patients. In another room in the same ward there is just one patient.You activate a switch which allows the toxic fumes to be diverted away from the room. You know that the fumes will be directed to the single room where the patient will die, but the other five will be saved.	The night caretaker is aware of the presence of the single patient in the room where the toxic fumes will be diverted to, but the patient is terminally ill and in extreme pain	10	10	10	10	2	because the patient is already in a critical condition and experiencing extreme pain, making them highly vulnerable.	because the night caretaker intentionally activated the switch to divert the toxic fumes away from the room with five patients, knowing that the single patient is terminally ill and in extreme pain.	because the action of diverting the toxic fumes to the single patient's room will result in their death, but it may be seen as a relief from their suffering.	because the action of diverting the toxic fumes away from the room with five patients will save their lives.	because intentionally causing the death of one patient who is already terminally ill and in extreme pain may be seen as a compassionate act, but it still raises moral concerns.	The night caretaker	The night caretaker is responsible for the safety and well-being of the patients in the hospital.	The single patient in the room where the toxic fumes will be diverted to	The assumption is that the patient is terminally ill and in extreme pain, making their quality of life significantly compromised.	2.62	-1.01
642	Lotto	You work as the night caretaker in a small provincial hospital. During one of your rounds you realise that, because of a laboratory accident, some highly toxic fumes are spreading through the ventilation system towards a room in which there are five patients. In another room in the same ward there is just one patient.You activate a switch which allows the toxic fumes to be diverted away from the room. You know that the fumes will be directed to the single room where the patient will die, but the other five will be saved.	The night caretaker is aware of the presence of the single patient in the room where the toxic fumes will be diverted to, and the patient is a convicted criminal on death row	10	10	10	10	3	because the patient is already facing imminent death due to their conviction and sentence.	because the night caretaker intentionally activated the switch to divert the toxic fumes away from the room with five patients, knowing that the single patient is a convicted criminal on death row.	because the action of diverting the toxic fumes to the single patient's room will result in their death, but it may be seen as carrying out their sentence.	because the action of diverting the toxic fumes away from the room with five patients will save their lives.	because intentionally causing the death of a convicted criminal who is already sentenced to death may be seen as fulfilling their punishment, but it still raises moral concerns.	The night caretaker	The night caretaker is responsible for the safety and well-being of the patients in the hospital.	The single patient in the room where the toxic fumes will be diverted to	The assumption is that the patient is a convicted criminal on death row, awaiting execution.	2.62	-1.01
643	Clifford	You see a girl and her sister making out with each other just for practice.		5	8	2	4	2	because they are engaging in the activity willingly but may still experience emotional vulnerability	because they are intentionally practicing and exploring their own boundaries	because no harm is caused as long as it is consensual and does not involve coercion or exploitation	because it can be helpful for them to explore their own desires and boundaries in a safe and consensual manner	because societal norms may view this action as taboo or immoral, but it does not necessarily harm others	The girl and her sister	They are consenting adults engaging in a consensual activity	Themselves	They are willingly participating in the activity	-2.8	-2.8
643	Clifford	You see a girl and her sister making out with each other just for practice.	The girls are underage and unable to give informed consent	10	8	8	2	-4	because they are vulnerable due to their age and lack of understanding	because they may still be intentionally exploring their own desires, even if they do not fully comprehend the consequences	because engaging in sexual activities at a young age can have emotional and psychological consequences	because they may not have access to proper guidance and support	because engaging in sexual activities at a young age without informed consent is considered highly immoral	The girl and her sister	They are underage and unable to give informed consent	Themselves	They may not fully understand the implications of their actions	-2.8	-2.8
643	Clifford	You see a girl and her sister making out with each other just for practice.	The girls are being coerced or forced into the activity	10	1	10	1	-4	because they are extremely vulnerable due to coercion or force	because they are not intentionally engaging in the activity	because any harm caused by coercion or force is extremely harmful	because no help is provided in this circumstance	because coercing or forcing someone into sexual activities is highly immoral	The girl and her sister	They are being coerced or forced into the activity	Themselves	They are unwilling participants	-2.8	-2.8
643	Clifford	You see a girl and her sister making out with each other just for practice.	The girls are experimenting with their sexuality in a safe and consensual environment	3	9	1	4	4	because they are engaging in the activity willingly and in a safe environment	because they are intentionally exploring and practicing their own desires	because no harm is caused as long as it is consensual and does not involve coercion or exploitation	because it can be helpful for them to explore and understand their own sexuality	because engaging in consensual sexual activities in a safe environment is considered highly moral	The girl and her sister	They are consenting adults engaging in a consensual activity	Themselves	They are willingly participating in the activity	-2.8	-2.8
644	Effron	Refused to give his seat on the bus to an elderly woman		7	8	6	2	-3	because elderly individuals are generally considered more vulnerable in public spaces	because the action of refusing to give up a seat requires a deliberate choice	because while the action may have caused discomfort or inconvenience to the elderly woman, it did not cause immediate physical harm	because the action did not provide any help or assistance to the elderly woman	because refusing to give up a seat to an elderly woman is generally considered morally wrong	The agent of this action was a person	The assumption made about the agent is that they were physically capable of giving up their seat	The patient being affected by this action was an elderly woman	The assumption made about the patient is that she needed a seat due to her age or physical condition	-2.37647056	-2.37647056
644	Effron	Refused to give his seat on the bus to an elderly woman	The bus was crowded and there were no other available seats	9	8	4	2	-2	because elderly individuals are generally considered more vulnerable in public spaces, and in a crowded bus, it can be difficult for them to find a seat	because even in a crowded bus, the agent made a deliberate choice to not give up their seat	because while the action may have caused discomfort or inconvenience to the elderly woman, it did not cause immediate physical harm	because the action did not provide any help or assistance to the elderly woman	because refusing to give up a seat to an elderly woman in a crowded bus is generally considered morally wrong	The agent of this action was a person	The assumption made about the agent is that they were physically capable of giving up their seat	The patient being affected by this action was an elderly woman	The assumption made about the patient is that she needed a seat due to her age or physical condition	-2.37647056	-2.37647056
644	Effron	Refused to give his seat on the bus to an elderly woman	The agent was unaware of the elderly woman's need for a seat	7	3	2	1	-1	because elderly individuals are generally considered more vulnerable in public spaces	because the agent's action of not giving up their seat was unintentional due to lack of awareness	because the action did not cause any immediate harm to the elderly woman	because the action did not provide any help or assistance to the elderly woman	because while the action may be considered morally wrong, the agent's lack of awareness reduces the moral culpability	The agent of this action was a person	The assumption made about the agent is that they were physically capable of giving up their seat	The patient being affected by this action was an elderly woman	The assumption made about the patient is that she needed a seat due to her age or physical condition	-2.37647056	-2.37647056
644	Effron	Refused to give his seat on the bus to an elderly woman	The agent was physically unable to give up their seat	7	9	2	1	-1	because elderly individuals are generally considered more vulnerable in public spaces	because the agent's action of not giving up their seat was intentional due to their physical inability	because the action did not cause any immediate harm to the elderly woman	because the action did not provide any help or assistance to the elderly woman	because while the action may be considered morally wrong, the agent's physical limitation reduces the moral culpability	The agent of this action was a person	The assumption made about the agent is that they were physically incapable of giving up their seat	The patient being affected by this action was an elderly woman	The assumption made about the patient is that she needed a seat due to her age or physical condition	-2.37647056	-2.37647056
645	Effron	Went to the grocery store for his sick wife		5	8	2	9	4	because she is sick and requires assistance	because he intentionally went to the grocery store for his wife	because no harm was caused	because he provided help by getting groceries for his wife	because it is a moral action to care for a sick loved one	He	Assumed that he is a caring and responsible person	His sick wife	Assumed that she is in need of groceries	2.675	2.675
645	Effron	Went to the grocery store for his sick wife	He went to the grocery store for his sick wife because she was unable to go herself	8	9	2	9	4	because she is sick and unable to leave the house	because he intentionally went to the grocery store to help his wife	because no harm was caused	because he provided help by getting groceries for his wife	because it is a moral action to care for a sick loved one	He	Assumed that he is a caring and responsible person	His sick wife	Assumed that she is unable to go to the grocery store	2.675	2.675
645	Effron	Went to the grocery store for his sick wife	He went to the grocery store for his sick wife because she was too weak to go herself	9	9	2	9	4	because she is sick and lacks the physical strength to go out	because he intentionally went to the grocery store to help his wife	because no harm was caused	because he provided help by getting groceries for his wife	because it is a moral action to care for a sick loved one	He	Assumed that he is a caring and responsible person	His sick wife	Assumed that she is too weak to go to the grocery store	2.675	2.675
645	Effron	Went to the grocery store for his sick wife	He went to the grocery store for his sick wife because she was too ill to go herself	10	9	2	9	4	because she is sick and unable to leave the house due to her illness	because he intentionally went to the grocery store to help his wife	because no harm was caused	because he provided help by getting groceries for his wife	because it is a moral action to care for a sick loved one	He	Assumed that he is a caring and responsible person	His sick wife	Assumed that she is too ill to go to the grocery store	2.675	2.675
646	Clifford	You see a man in a bar using his phone to watch people having sex with animals.		8	10	10	1	-4	because they are being subjected to non-consensual and potentially harmful acts	because the man is actively using his phone to watch explicit content	because the explicit content involves non-consensual acts and can cause harm to the people and animals involved	because the action does not provide any help to the patient	because the action is highly immoral as it involves exploitation, harm, and non-consensual acts	The man	I assume that the man is intentionally watching explicit content involving animals	The people and animals involved in the explicit content	I assume that the people and animals are being exploited and harmed	-3.3	-3.3
646	Clifford	You see a man in a bar using his phone to watch people having sex with animals.	The man is unaware that the content involves non-consensual acts	8	10	10	1	-4	because they are being subjected to non-consensual and potentially harmful acts	because the man is actively using his phone to watch explicit content	because the explicit content involves non-consensual acts and can cause harm to the people and animals involved	because the action does not provide any help to the patient	because the action is highly immoral as it involves exploitation, harm, and non-consensual acts	The man	I assume that the man is unaware that the explicit content involves non-consensual acts with animals	The people and animals involved in the explicit content	I assume that the people and animals are being exploited and harmed	-3.3	-3.3
646	Clifford	You see a man in a bar using his phone to watch people having sex with animals.	The man is coerced or forced to watch the explicit content	10	10	10	1	-4	because they are being subjected to non-consensual and potentially harmful acts	because the man is actively using his phone to watch explicit content	because the explicit content involves non-consensual acts and can cause harm to the people and animals involved	because the action does not provide any help to the patient	because the action is highly immoral as it involves exploitation, harm, and non-consensual acts	The man	I assume that the man is being coerced or forced to watch the explicit content involving animals	The people and animals involved in the explicit content	I assume that the people and animals are being exploited and harmed	-3.3	-3.3
646	Clifford	You see a man in a bar using his phone to watch people having sex with animals.	The man is conducting research on illegal activities for law enforcement purposes	8	10	10	10	4	because they are being subjected to non-consensual and potentially harmful acts	because the man is actively using his phone to watch explicit content	because the explicit content involves non-consensual acts and can cause harm to the people and animals involved	because the action helps in gathering evidence and prosecuting illegal activities	because the action is highly moral as it aims to protect the vulnerable and enforce the law	The man	I assume that the man is conducting research on illegal activities involving explicit content with animals for law enforcement purposes	The people and animals involved in the explicit content	I assume that the people and animals are being exploited and harmed	-3.3	-3.3
647	Cook	Someone makes a joke about how members of a specifc religious group are dumb		7	8	9	2	-3	because members of a specific religious group may face discrimination and prejudice, making them vulnerable to harmful stereotypes and jokes.	because making a joke about a specific religious group implies a deliberate intention to mock or belittle them.	because the joke perpetuates harmful stereotypes and can contribute to the marginalization and discrimination of members of the religious group.	because the action does not provide any help or support to the patient.	because the action is morally wrong as it promotes discrimination and prejudice.	Someone	The assumption is that the agent is an individual who holds negative stereotypes or prejudices towards members of a specific religious group.	Members of a specific religious group	The assumption is that the patient is a group of people who are being targeted or affected by the joke.	-2.09	-2.09
647	Cook	Someone makes a joke about how members of a specifc religious group are dumb	The joke is made in a private conversation among friends who share similar negative views about the religious group.	6	9	8	1	-3	because in a private conversation among friends, the patient may still feel vulnerable but to a slightly lesser extent compared to a public setting.	because the agent intentionally makes the joke to reinforce their negative views and bond with their friends.	because the joke can still cause harm by perpetuating negative stereotypes and reinforcing prejudice among the friends.	because the action does not provide any help or support to the patient.	because the action is morally wrong as it promotes discrimination and prejudice.	One of the friends	The assumption is that the agent is an individual who holds negative stereotypes or prejudices towards members of a specific religious group.	Members of a specific religious group	The assumption is that the patient is a group of people who are being targeted or affected by the joke.	-2.09	-2.09
647	Cook	Someone makes a joke about how members of a specifc religious group are dumb	The joke is made by a public figure during a comedy show or performance.	8	7	9	3	-2	because members of a specific religious group may feel more vulnerable when targeted by a public figure with a large audience.	because the comedian may intentionally make the joke to provoke laughter and entertain the audience.	because the joke can cause significant harm by reinforcing negative stereotypes and perpetuating discrimination against the religious group.	because the action may provide entertainment and laughter to the audience.	because the action is morally questionable as it promotes discrimination and prejudice, but it may not be considered highly immoral in the context of comedy.	A comedian	The assumption is that the agent is a professional comedian who uses humor as a form of entertainment.	Members of a specific religious group	The assumption is that the patient is a group of people who are being targeted or affected by the joke.	-2.09	-2.09
647	Cook	Someone makes a joke about how members of a specifc religious group are dumb	The joke is made by an anonymous person on an online platform or social media.	9	6	10	1	-4	because members of a specific religious group may feel extremely vulnerable when targeted by anonymous individuals online, as they may face widespread harassment and hate speech.	because the anonymous user may intentionally make the joke to provoke a reaction or spread hate.	because the joke can cause significant harm by spreading hate speech, contributing to online harassment, and further marginalizing the religious group.	because the action does not provide any help or support to the patient.	because the action is highly immoral as it promotes discrimination, hate speech, and online harassment.	An anonymous user	The assumption is that the agent is an individual who holds negative stereotypes or prejudices towards members of a specific religious group, but their identity is unknown.	Members of a specific religious group	The assumption is that the patient is a group of people who are being targeted or affected by the joke.	-2.09	-2.09
648	Mickelberg	Person X yelled at an elderly person for walking too slowly and being in the way.		8	9	7	1	-3	because elderly people are generally more vulnerable due to physical limitations	because Person X intentionally yelled at the elderly person	because the action caused emotional harm to the elderly person	because the action did not provide any help to the elderly person	because yelling at an elderly person is considered highly immoral	Person X	Person X is an impatient and rude individual	Elderly person	The assumption is that the elderly person is walking slowly and being in the way	-2.64	-2.64
648	Mickelberg	Person X yelled at an elderly person for walking too slowly and being in the way.	Person X is in a rush	8	7	5	1	-2	because elderly people are generally more vulnerable due to physical limitations	because Person X unintentionally yelled at the elderly person out of frustration	because the action caused slight emotional harm to the elderly person	because the action did not provide any help to the elderly person	because yelling at an elderly person is considered somewhat immoral	Person X	Person X is an impatient individual who is in a rush	Elderly person	The assumption is that the elderly person is walking slowly and being in the way	-2.64	-2.64
648	Mickelberg	Person X yelled at an elderly person for walking too slowly and being in the way.	Person X has a history of being disrespectful towards others	8	10	9	1	-4	because elderly people are generally more vulnerable due to physical limitations	because Person X intentionally yelled at the elderly person as part of their disrespectful behavior	because the action caused significant emotional harm to the elderly person	because the action did not provide any help to the elderly person	because yelling at an elderly person is considered highly immoral	Person X	Person X is a consistently rude and disrespectful individual	Elderly person	The assumption is that the elderly person is walking slowly and being in the way	-2.64	-2.64
648	Mickelberg	Person X yelled at an elderly person for walking too slowly and being in the way.	Person X is having a bad day	8	6	4	1	-1	because elderly people are generally more vulnerable due to physical limitations	because Person X unintentionally yelled at the elderly person due to their emotional state	because the action caused minimal emotional harm to the elderly person	because the action did not provide any help to the elderly person	because yelling at an elderly person is considered somewhat immoral	Person X	Person X is an individual who is currently experiencing negative emotions	Elderly person	The assumption is that the elderly person is walking slowly and being in the way	-2.64	-2.64
