id	dataset	scenario	circumstance_type	circumstance	Q1_score	Q1_expl	Q2_score	Q2_expl	Q3_score	Q3_expl	Q4_score	Q4_expl	Q5_score	Q5_expl	Q6_score	Q6_expl	Q7_score	Q7_expl	moral_score	moral_expl	human_score
464	Effron	Helped a lost child find her parents in a store	orig		8	Helping reunite family reflects caring for offspring, supporting family values.	5	Neutral; action aids strangers, not group-specific loyalty.	5	No direct reciprocity; altruistic act without expectation.	5	Requires initiative but not heroic virtues like bravery.	5	Shows kindness, not specifically humility or obedience.	5	Unrelated to resource division or compromise.	5	Irrelevant to prior possession or ownership.	4	Highly moral; compassionate act ensuring child's safety.	3.25333328
465	Mickelberg	Person X forgot it was their wedding anniversary and did not have a gift for their spouse.	orig		3	Forgetting anniversary shows neglect of family commitment.	5	No direct relation to group loyalty dynamics.	2	Fails to reciprocate spouse's expectations.	5	No display of heroic traits.	3	Lacks humility and respect toward spouse.	5	No resource division involved; neutral.	5	Unrelated to prior possession concepts.	-2	Harmful neglect but not extreme immorality.	-0.76
466	Lotto	You are a secret service agent on a mission overseas. You have discovered that a terrorist group is attempting to assassinate three diplomats. They are travelling in a car towards the embassy. They are being followed by one of the terrorists who will take advantage of the first red traffic light to kill them. As you follow, a tanker carrying oil slips between your car and the terrorist’s.You shoot at the tanker, which will injure the terrorist when it explodes so that he will not be able to complete his mission. You know that the explosion will kill the tanker driver, but the three diplomats will not be injured.	orig		5	Saves diplomats, unrelated to family values.	8	Protects diplomats (group loyalty).	5	Preemptive action, not reciprocity.	10	Brave, risky action to save lives.	3	Action is assertive, not humble.	2	Sacrifices driver for diplomats; unfair trade.	5	No relation to prior possession.	1	Saves three but kills one; morally ambiguous.	-0.75
467	Clifford	You see a woman swerving her car in order to intentionally run over a squirrel.	orig		5	Action unrelated to family values.	5	No group loyalty aspect involved.	5	No reciprocity elements present.	0	Harmful act, contrary to heroism.	0	Disregard for humility and respect.	5	No fairness considerations involved.	5	Unrelated to prior possession.	-4	Intentional harm without justification.	-3.2
468	Effron	Shot a songbird with his .22 caliber rifle	orig		0	Shooting a songbird harms wildlife, unrelated to family values.	5	No group loyalty context; neutral action.	5	No reciprocity involved; neutral action.	2	Requires minimal skill/bravery; not heroic.	0	Disrespectful to life; opposes humility.	5	No fairness context; neutral action.	5	Songbird isn't owned; neutral action.	-3	Unnecessary harm to wildlife is immoral.	-2.944
469	Effron	Laughed at a person who tripped on a curb and fell	orig		5	Action unrelated to family values.	5	Neutral; no group loyalty context.	5	No reciprocity involved.	5	No heroic virtues demonstrated.	0	Contrary to humility and respect.	5	Unrelated to fairness principles.	5	No prior possession relevance.	-2	Unkind act, moderately immoral.	-2.0121212
470	Lotto	You are the pilot of a fighter jet on a mission in South East Asia. During the flight you realize that another fighter jet on the same mission has launched a missile by mistake and it is aimed at a six-seater light aircraft. You notice that in the area of the missile there is also another military reconnaissance aircraft.Start the procedure to destroy the missile. You know that when it explodes it will cause the military reconnaissance aircraft to crash and the pilot will be killed, but the six people aboard the light aircraft will be saved.	orig		5	Action saves lives, not directly family-related.	5	Prioritizes saving civilians over group loyalty dynamics.	5	No direct reciprocity; neutral to trust/revenge.	8	Bravery/skill to intercept missile, save lives.	3	Defies obedience by risking collateral damage.	5	Trades one life for six; utilitarian, not fairness.	5	Irrelevant to prior possession claims.	2	Moral trade-off: saving six at cost of one.	-0.43
471	Effron	Shared his umbrella with someone during the rain	orig		5	Sharing umbrella is kind but not family-specific.	5	Neutral unless shared with a close group.	7	Fosters reciprocity through mutual aid.	5	No heroic skill or bravery involved.	6	Shows humility and respect modestly.	8	Fairly shares a resource (shelter).	8	Owner shares possession voluntarily.	4	Promotes reciprocity, fairness, and kindness.	2.43076912
472	Kruepke	I was in the service in Germany and my buddies and I would go to various restaurants and clubs. One night my friends and I went to a whorehouse. I was very tempted to have sex with some of the women for such a small amount of money.	orig		0	Visiting a whorehouse contradicts family values like fidelity and care.	7	Socializing with friends reflects group bonding.	5	Transactional interaction, no reciprocal trust or favors.	5	No display of bravery, skill, or heroic traits.	0	Indulgence opposes humility and respect.	5	Consensual transaction, but potential exploitation unclear.	5	No relevance to prior possession norms.	-3	Contradicts family and monkish virtues, socially immoral.	-1.39
473	Lotto	You are putting in order some documents regarding house expenses and you are anxious about the fact that you are not able to square up the accounts. You are looking for the receipt for a rather large payment when the telephone rings. It is the representative of a charity organisation who asks you to make a financial contribution towards home assistance for sufferers of chronic disease. You tell the representative that you already made an annual contribution to another association, but he continues to insist. You then invent an excuse and say that you have just committed yourself to a distance adoption programme.	orig		5	Excuse involves adoption (family care), but insincere.	7	Favors prior charity, loyal to own group.	5	No reciprocity; declining new request.	5	No heroism; avoidance via excuse.	0	Lying contradicts humility/respect.	7	Fairly prioritizes existing commitments.	8	Honors prior contribution as possession.	1	Lying immoral, but fair prioritization.	0.63
474	Effron	Pulled the seat out from underneath somebody	orig		5	Action unrelated to family values.	5	Neutral; not about group loyalty.	0	Breaks trust; contrary to reciprocity.	5	Involves trickery (wit) but not heroic.	0	Disrespectful; contrary to monkish virtues.	0	Unfair; causes harm without justification.	0	Disregards prior possession of the seat.	-3	Harmful, disrespectful, unfair; moderately immoral.	-2.648
475	Effron	Offered to help an elderly neighbor paint his house	orig		5	Helping a neighbor isn't directly related to family values.	8	Fosters community bonds, a form of group loyalty.	7	Voluntary help may encourage future reciprocity.	5	No heroic skills or risks involved.	8	Shows humility and respect for elders.	5	Not about resource division or compromise.	7	Supports neighbor's property maintenance.	4	Promotes community goodwill and altruism.	2.84210528
476	Kruepke	I am a very unfaithful person in general. I do not have a strong faith in God and I am constantly unfaithful to women. Recently I cheated on my girlfriend who comes from another state to see me.	orig		3	Cheating undermines trust, not directly related to family values.	2	Betrays personal relationship, not group loyalty.	0	Breaches trust, contrary to reciprocity.	0	Deceitful, opposite of heroic virtues.	0	Lacks humility and respect.	0	Unfair to partner, no compromise.	0	Disregards prior commitment to partner.	-4	Multiple violations of moral principles.	-2.87
477	Mickelberg	Person X found an expensive briefcase and tried to locate the owner.	orig		5	Action is neutral to family values.	5	Neutral; no group loyalty context specified.	8	Reflects trust and reciprocity by returning property.	5	No heroic virtues involved in returning lost item.	7	Shows humility and respect for others' property.	5	Fairness not directly relevant to returning property.	10	Explicitly defers to prior possession.	4	Highly moral due to honesty and respect for ownership.	2.92
478	Effron	Stayed up late helping his child with homework	orig		10	Helping child reflects family care.	5	Focused on family, not group loyalty.	5	Parental help, not reciprocal exchange.	5	No heroic traits involved.	5	Supportive but not monkish virtues.	5	No resource division involved.	5	Unrelated to prior possession.	4	Strong family care, morally positive.	2.74871792
479	Effron	Doesn't smoke in other people's apartments	orig		5	Neutral to family values; not directly related.	7	Adheres to social norms, fostering group harmony.	7	Respects others' space, fostering mutual trust.	5	No heroic virtues involved; neutral act.	8	Shows respect and deference to others.	8	Fair by avoiding harm to others.	10	Defers to others' property rights.	4	Highly moral due to respect and fairness.	1.725
480	Effron	Used bad language in front of children	orig		2	Bad language harms children's upbringing, contrary to family values.	3	Violates social conventions, undermining group norms.	5	No direct link to reciprocity dynamics.	5	No connection to bravery or heroic traits.	2	Disrespectful, opposes humility and deference.	5	Neutral; unrelated to fairness in resources.	5	Irrelevant to prior possession recognition.	-2	Immoral due to disrespect and harm to children.	-1.45454552
481	Clifford	You see someone reading the ending of a spy novel before reading the beginning.	orig		5	Reading order doesn't relate to family values.	5	No group loyalty aspect in solitary reading.	5	No reciprocity involved in personal choice.	5	No heroic virtues in spoiling a story.	5	Neutral; no humility or obedience conflict.	5	No fairness issues in personal reading.	5	Ownership allows reading order choice.	0	Neutral action with no moral implications.	-0.2
482	Lotto	Like every morning, you are on your way to work and are waiting at the tram stop with some other people for the next tram. Suddenly, you realise that the tram, which is approaching at high speed, does not have brakes and is about to run into a group of five people who are crossing the road distractedly, unaware of the danger.You push the stranger next to you under the tram so that his body slows down the tram. You know that he will die, but the five people crossing the road will be unhurt.	orig		5	No family involvement; neutral.	5	Sacrificing stranger, not group loyalty.	5	No reciprocity; stranger unrelated.	3	Bravery to act, but morally ambiguous.	0	Violates humility and respect for life.	0	Unfairly sacrifices one without consent.	5	No prior possession relevance.	-4	Intentional harm outweighs utilitarian gain.	-1.8
483	Mickelberg	Person X commutes four hours on a bus every week to the local children's hospital, so they can dress as a clown and entertain the children in the cancer ward.	orig		5	Helping unrelated children, not family-specific.	7	Collaborative endeavor fostering group bonds.	5	Altruistic act, no direct reciprocity.	6	Fortitude in commitment, not traditional heroism.	7	Humble service without seeking recognition.	5	Not related to resource distribution.	5	Unrelated to property or possession.	4	Selfless act aiding vulnerable children.	3.42
484	Grizzard	Threatens to kill a farmer to gain information.	orig		5	Threatening harm unrelated to family values.	5	Coercion, not group loyalty.	5	No reciprocity involved.	0	Threatening lacks heroic virtues.	0	Contrary to humility and respect.	0	Unfair coercion.	5	No prior possession context.	-4	Threatening to kill is immoral.	-1.666666667
485	Cook	Someone makes a public online post making fun of their political party, saying they will support the opposing partyâ€™s candidate	orig		5	Not related to family values.	0	Opposing own group, contrary to loyalty.	5	No reciprocity involved.	7	Bravery in dissent.	0	Disrespectful, lacks humility.	6	Fairness in political choice.	5	Unrelated to prior possession.	1	Honest dissent but breaches loyalty.	-0.74
486	Effron	Was irritated when a neighbor asked to borrow some milk	orig		5	Neighbor interaction unrelated to family values.	3	Irritation may hinder group collaboration.	3	Irritation discourages reciprocating favors.	5	No heroic traits involved.	2	Irritation lacks humility or respect.	3	Unwillingness to share may imply unfairness.	7	Respecting ownership by refusing to lend.	-1	Mildly unkind but not highly immoral.	-0.8363636
487	Effron	Ignored his old girlfriend at a party	orig		5	No relation to family values.	5	Neutral; no group loyalty context.	3	Ignoring ex may breach reciprocity norms.	5	No heroic virtues involved.	2	Disrespectful, contrary to humility/respect.	5	No fairness implications.	5	No prior possession relevance.	-1	Mildly disrespectful but not severely immoral.	-0.23783784
488	Mickelberg	Person X ran out of paint when painting their home and had to go the hardware store.	orig		5	Painting home benefits family, but action is neutral.	5	Purchasing paint is routine, no group loyalty aspect.	5	Transaction lacks reciprocity elements.	5	Mundane task, no heroic traits involved.	5	No humility or obedience demonstrated.	5	No resource division or fairness concern.	5	Unrelated to prior possession recognition.	0	Neutral action; no moral implications.	0.15
489	Clifford	You see a group of women having a long and loud conversation during a church sermon.	orig		5	No relation to family values.	3	Disrupts group activity; violates conventions.	5	No reciprocity involved.	5	No heroic traits displayed.	0	Disrespectful during sermon; lacks humility.	5	Unrelated to fairness or resources.	0	Ignores prior possession of communal space.	-2	Disruptive and disrespectful, but not severely immoral.	-2.8
490	Lotto	You are crossing a bridge which passes over the railway line and you see a train moving on the track below. You notice that the driver has lost control and that the locomotive will continue its course and end up running into five men who are working on the adjacent tracks. On the bridge next you is a person you do not know.You throw this person off the bridge is such a way that his body blocks the oncoming train. You know that his person will die, but the five workers will be unhurt.	orig		5	Action unrelated to family values.	5	No group loyalty involved.	5	No reciprocity elements present.	7	Sacrificing oneself/others can be seen as brave but ethically complex.	0	Violent act opposes humility and obedience.	0	Unfairly sacrificing one without consent.	5	No prior possession relevance.	-2	Intent to save lives conflicts with deliberate harm.	-1.7
491	Kruepke	One evening I went out. I told my husband I was going to an audition, but actually, I went out for dinner with a friend of mine. I had to lie, because he would have wanted to go with my friend and me.	orig		0	Lying to spouse undermines trust, contrary to family values.	5	Dinner with a friend supports friendship, but lying harms spousal loyalty.	0	Lying breaches trust, opposing reciprocity principles.	5	No display of bravery, skill, or heroic traits.	0	Lying defies obedience and respect, opposing monkish virtues.	0	Excluding spouse via deceit is unfair.	5	No connection to prior possession concepts.	-3	Deception harms trust and fairness, making it immoral.	-0.94
492	Effron	Let his dog go to the bathroom on the neighbor's yard	orig		5	Action unrelated to family values.	0	Disrespects neighbor's property, contrary to group loyalty.	0	No reciprocity; disregards neighbor's rights.	5	No heroic virtues involved.	0	Disrespectful, contrary to humility and respect.	0	Unfair use of neighbor's property.	0	Ignores prior possession of neighbor's yard.	-4	Disrespectful, unfair, and violates property rights.	-1.29032256
493	Effron	Kept the music down for his roommates	orig		5	Neutral; unrelated to family values.	7	Shows consideration for group harmony.	6	Indirect reciprocity through mutual respect.	5	No heroic virtues involved.	7	Reflects respect for shared living norms.	8	Promotes fair use of shared space.	5	Neutral; prior possession not relevant.	3	Considerate, promotes harmony; morally positive.	1.69411776
494	Kruepke	In college I used to tell a lot of girls that I loved them or cared for them or how we would be more of a couple than we were.  But, in actuality, that wasn't the truth.  I just told them that.	orig		5	Action is neutral to family values.	0	Deception undermines genuine group bonds.	0	Lying breaks trust, contrary to reciprocity.	5	No heroic virtues involved; deceit is neutral.	0	Deception opposes humility and respect.	0	Unfair manipulation of others' emotions.	5	No relation to prior possession.	-4	Deceptive actions harm trust and integrity.	-2.42
495	Clifford	You see an employee trying to undermine all of her boss' ideas in front of others.	orig		5	Action unrelated to family values.	0	Undermining disrupts group cohesion.	5	No clear reciprocity context.	4	May involve wit but lacks constructive bravery.	0	Contrary to obedience and respect.	5	Neutral; no fairness context provided.	5	Unrelated to prior possession.	-3	Disloyal and disrespectful, moderately immoral.	-2.6
496	Kruepke	A couple of years ago, when I went grocery shopping, I realized that there was a cart in the parking lot that had not been claimed. It was full of groceries. So I brought the cart back inside and gave it to the manager.	orig		5	Action unrelated to family values.	6	Promotes community welfare, mild group loyalty.	5	Neutral; no direct reciprocity involved.	5	No heroic traits required.	7	Shows respect for social norms.	8	Ensures fair resource return to owner.	10	Respects prior ownership of goods.	4	Ethical act promoting honesty and fairness.	2.54
497	Mickelberg	Person X often sings along to the songs that they are listening to.	orig		5	Singing alone doesn't relate to family values.	5	Singing alone isn't group-focused or disloyal.	5	No reciprocity dynamics involved.	5	No heroic traits demonstrated.	5	No humility or obedience involved.	5	No fairness considerations apply.	5	No connection to prior possession.	0	Neutral action, no moral implications.	0.36
498	Effron	Gave a stranded motorist a lift to the service station	orig		5	Helping a stranger, not family-related.	5	Assisting a stranger, no group loyalty involved.	6	Favor without direct reciprocity expectation.	5	No heroic skills or bravery required.	6	Act reflects humility and kindness.	5	Not about resource division or fairness.	5	Unrelated to prior possession.	4	Altruistic act, morally positive.	2.2193548
499	Effron	Returned a birthday gift because it was too cheap	orig		5	Neutral to family values.	2	Harms social bonds, contrary to loyalty.	0	Rejects gratitude, contrary to reciprocity.	5	Unrelated to heroic virtues.	0	Lacks humility and respect.	5	Neutral to fairness principles.	5	Unrelated to prior possession.	-2	Materialistic, harms social harmony.	-2.06896552
500	Mickelberg	Person X stayed back to help a colleague jumpstart their car, even though they then missed the start of a music concert.	orig		5	Helping colleague unrelated to family values.	7	Supports group loyalty via collaboration.	8	Reciprocating favors (helping colleague).	5	No heroic skill/bravery required.	6	Humility in prioritizing others’ needs.	5	Neutral to resource fairness.	5	Unrelated to prior possession.	4	Selfless help is morally positive.	2.61
501	Lotto	You are a taxi driver and you are carrying two passengers at night. It has been snowing already for a couple of hours and the roads are dangerously icy. You turn into a very narrow street and suddenly you find yourself in front of a truck which has overturned in the middle of the road. You start to brake, but you lose control of the taxi and it begins to slide on the icy road.You swerve to direct the car towards the edge of the road. You see that there is a passer-by who will be hit by the car and will die, but you and the two passengers will be unhurt.	orig		5	Action prioritizes passengers' safety, neutral to family values.	7	Prioritizes passengers (group) over outsider, reflecting group loyalty.	5	No reciprocity involved; neutral to trust or revenge.	6	Shows bravery and skill in crisis management.	5	Action focused on survival, neutral to humility or obedience.	5	Unavoidable harm, no direct fairness consideration.	5	No prior possession conflict; neutral.	0	Tragic trade-off; morally ambiguous but necessary.	-1.17
502	Mickelberg	Person X won an award for 'Best Newcomer' at a local karaoke event.	orig		5	Winning a karaoke award is unrelated to family values.	6	Participating in a local event fosters group engagement.	5	Award reflects personal skill, not reciprocity dynamics.	8	Performance requires skill and courage, aligning with heroism.	5	Achievement recognition doesn't inherently reflect humility.	8	Award based on merit implies fair judgment.	5	No connection to prior possession concepts.	4	Positive achievement with no ethical concerns.	0.45
503	Effron	Slammed the door in the face of a charity collector	orig		5	Neutral to family values.	5	Rejects collaboration; neutral to group loyalty.	2	Hostile refusal; contrary to reciprocity.	5	No heroic traits shown.	0	Disrespectful; contrary to monkish virtues.	5	No fairness aspect involved.	5	Unrelated to prior possession.	-2	Rude, disrespectful; moderately immoral.	-1.5783784
504	Mickelberg	Person X set fire to the community hall in the middle of the night.	orig		5	Arson unrelated to family values.	0	Destroys communal property; harms group.	5	Motive unclear; neutral reciprocity impact.	0	Destructive act, not heroic.	0	Defies humility, obedience, respect.	5	No relation to fairness principles.	0	Violates community ownership rights.	-4	Arson is highly destructive, immoral.	-3.67
505	Kruepke	While I was in college, I was in a long distance relationship with a girl. We talked every night on the phone and really tried to make it work. Meanwhile, I was having study sessions with an attractive girl in my class and very tempted to cheat on my girlfriend.	orig		0	Temptation to cheat undermines commitment, contrary to family values.	3	Study sessions foster collaboration, but disloyalty to girlfriend lowers score.	0	Temptation breaches trust, contrary to reciprocity.	5	No heroic virtues demonstrated; internal struggle is neutral.	3	Temptation conflicts with humility and respect for relationship.	0	Cheating would be unfair; temptation leans toward unfairness.	0	Disregards prior commitment to girlfriend.	-2	Temptation to cheat is immoral but not acted upon.	-1.62
506	Mickelberg	Person X had an affair with their best friend's wife.	orig		0	Affair disrupts family, contrary to family values.	0	Betrays best friend, violates group loyalty.	0	Breaks trust, contrary to reciprocity.	0	Deceitful, not related to heroic virtues.	0	Disrespectful, contrary to monkish virtues.	0	Unfair to friend and spouse.	0	Ignores prior possession (marriage).	-4	Severe betrayal, all scores indicate immorality.	-3.4
507	Mickelberg	Person X embezzled money from a charity to feed their gambling habit.	orig		0	Embezzling harms family welfare, contrary to family values.	0	Betrays group trust, undermines collaborative endeavors.	0	Breaks trust, no reciprocity or gratitude.	0	Deceitful act, lacks bravery or skill.	0	Disrespectful, disobedient to societal norms.	0	Unfairly deprives charity of resources.	0	Disregards charity's rightful possession of funds.	-4	Severe breach of all moral dimensions.	-3.36
508	Effron	Laughed at a question asked by a classmate	orig		5	Unrelated to family values.	3	Laughter may harm group cohesion.	5	No reciprocity involved.	5	No heroic traits displayed.	0	Disrespectful, contrary to humility.	5	Neutral to fairness.	5	Unrelated to prior possession.	-1	Disrespectful but not severely harmful.	-1.43333328
509	Mickelberg	Person X spat in a customer's meal before serving it to him, because the customer had a stutter.	orig		5	Action unrelated to family values.	0	Harms group reputation; contrary to loyalty.	0	Unprovoked revenge; contrary to reciprocity.	0	Cowardly act; contrary to heroism.	0	Disrespectful; contrary to humility.	0	Unfair targeting of disability.	0	Violates customer's possession.	-4	Extremely immoral act.	-3.51
510	Clifford	You see a public leader on TV trying to ban the wearing of hooded sweatshirts.	orig		5	Banning hoodies unrelated to family values.	7	Enforces group norms, may target subgroups.	5	No reciprocity elements involved.	5	Policy action, not heroic virtues.	7	Promotes obedience to authority.	3	May unfairly target specific groups.	5	Does not affect prior possession.	-1	Unfair targeting lowers moral score.	-2.7
511	Lotto	You are part of a team of six bomb disposal experts who are detonating an underwater mine. While you are underwater, a cable snaps causing a deep gash in one of the expert’s hand. The blood in the water starts to attract some sharks which are in the area. The injured expert starts to swim towards the only shark-proof cage available, while the rest of you are some way behind.You shoot the injured expert before he reaches the cage. You know that the sharks will all pounce on him, but you and the other four experts will be able to reach the cage and safety.	orig		5	Neutral; action involves team, not family.	8	Sacrificing one for group survival shows loyalty.	0	Breach of trust, no reciprocity.	2	Sacrifice without consent lacks heroism.	0	Violence opposes humility, obedience.	0	Unfairly denying injured access.	0	Disregards injured's prior claim.	-4	Killing for greater good, morally ambiguous.	-1.44
512	Lotto	You are in a ship which is crossing the Atlantic Ocean in the direction of South America. A fire has just broken out on board and everyone must immediately go to the lifeboats to be rescued. In the rush, too many people have climbed aboard some of the lifeboats, which are sinking. The life-boat you are on quickly starts to take on water.You throw into the sea the two people closest to you on the lifeboat to avoid it sinking. You know that they will drown, but you and the others will be saved.	orig		5	Action unrelated to family values.	7	Prioritizes group survival over individuals.	5	No reciprocity involved; survival-driven.	6	Sacrificial decision requires fortitude.	0	Contrary to humility/obedience.	0	Unfair to sacrificed individuals.	5	No prior possession relevance.	-2	Utilitarian but violates fairness.	-1.26
513	Kruepke	I email women through the personal ads quite often. I lie about many things such as awards I haven’t actually won, or places I’ve been. I’m pretty sure everyone lies about things in those ads to make themselves more attractive to the people that they are interested in.	orig		5	Lying in ads doesn't relate to family values.	0	Deception undermines group trust and collaboration.	0	Lying violates trust, contrary to reciprocity.	0	Deceit opposes heroic virtues like honesty.	0	Lying contradicts humility and respect.	0	False claims create unfair advantages.	5	No connection to prior possession.	-4	Intentional deception is highly immoral.	-1.85
514	Cook	Someone posts pornographic self-photography online	orig		5	Unrelated to family care or inbreeding avoidance.	5	Neutral; personal act, not group-oriented.	5	No reciprocity involved.	5	Not linked to heroic traits.	0	Contrary to humility and modesty.	5	No fairness considerations apply.	5	Self-owned content; no prior possession conflict.	-2	Contrary to monkish virtues, neutral otherwise.	-1.25
515	Clifford	You see a man putting ketchup all over his chicken Caesar salad while at lunch.	orig		5	Personal food choice, unrelated to family values.	5	Neutral; personal preference, not group loyalty.	5	No reciprocity involved in food seasoning.	5	No heroic traits in adding condiments.	5	No humility or obedience aspect.	5	Unrelated to fairness or resource division.	5	No prior possession context.	0	Neutral act, no moral implications.	-0.2
516	Mickelberg	Person X promised to look after their elderly mother's dog but then secretly sold it as soon as their mother moved into the nursing home.	orig		0	Betrayed promise to family, sold pet. Contrary to family values.	5	No group loyalty aspect; personal action.	0	Broke trust, no reciprocity. Contrary to trust.	5	No heroism; deceitful act.	0	Disobeyed, disrespected mother's wishes. Contrary to monkish virtues.	0	Unfairly deprived mother of her pet.	0	Ignored mother's prior possession of the dog.	-4	Betrayal, deceit, harm to family. Extremely immoral.	-2.96
517	Lotto	You are in charge of a team of specialised technicians who are carrying out maintenance work on a very large lift. Six technicians are working in the lift well. You and another technician are on the top floor in the machine-room. Suddenly, the winch breaks and the lift cabin starts to plummet downwards.You push the technician next to you into the cogs of the mechanism so that his body will cause the lift to stop. You know that he will die, but the six technicians will be saved.	orig		5	Action unrelated to family values; neutral.	8	Sacrificing one for group shows loyalty.	5	No reciprocity involved; neutral.	6	Decisive action but not self-sacrifice.	2	Violates humility and respect; contrary.	3	Unfairly sacrifices one without consent.	5	No relation to prior possession; neutral.	0	Utilitarian gain vs. immoral means; ambiguous.	-1.57
518	Clifford	You see a man snickering as he passes by a cancer patient with a bald head.	orig		5	Action unrelated to family values.	5	No group loyalty aspect involved.	5	No reciprocity elements present.	0	Mocking shows lack of heroic virtues.	0	Disrespect contradicts monkish virtues.	5	Unrelated to fairness in resources.	5	No prior possession relevance.	-4	Mocking a vulnerable person is immoral.	-3.4
519	Clifford	You see a man secretly watching sports on his cell phone during a pastor's sermon.	orig		5	Action unrelated to family values.	3	Disengages from group activity; lacks loyalty.	5	No reciprocity elements involved.	5	No heroic traits demonstrated.	2	Disrespects norms of humility/obedience.	5	No fairness considerations present.	5	Unrelated to prior possession.	-1	Mild disrespect but not severely immoral.	-1.8
520	Mickelberg	Person X offered to let their evicted sister and brother-in-law stay with them for free and sleep in PersonX's room while PersonX slept on the couch.	orig		10	Helping family in need reflects strong family values.	7	Supports family, a close group, but not broader group loyalty.	5	No explicit reciprocity; neutral as no favor exchange mentioned.	5	Sacrifice is kind but not heroic (bravery/skill not required).	8	Humility shown by self-sacrifice (sleeping on couch).	7	Fairness via prioritizing others' urgent needs over comfort.	5	Prior possession irrelevant; PersonX owns room but shares it.	4	Highly moral due to family care, humility, and fairness.	2.86
521	Mickelberg	Person X started a vicious rumor about their ex-partner, saying that they had neglected their children when they were still married.	orig		0	Spreading false rumors harms family reputation, contrary to caring for offspring.	0	Undermines trust and collaboration, contrary to group loyalty.	10	Action involves revenge, a component of reciprocity.	0	Deceitful act lacks bravery or skill; contrary to heroism.	0	Lacks humility, respect; violates monkish virtues.	0	False accusations are unfair and unjust.	5	No relation to prior possession; neutral.	-4	Spreading harmful lies is extremely immoral.	-2.97
522	Kruepke	My friend was always putting down all the men I dated because she was jealous. I confronted her about it and said some really mean comments to her about how no man wants her. I hurt her feelings a lot.	orig		5	Scenario involves friends, not family values.	0	Actions harm friendship, contrary to group loyalty.	7	Retaliation (revenge) reflects reciprocity negatively.	5	Confrontation lacks heroic virtues like bravery.	0	Mean comments oppose humility and respect.	0	Unfair retaliation, no compromise attempted.	5	No relation to prior possession.	-2	Hurtful retaliation is immoral but provoked.	-1.04
523	Mickelberg	Person X risked their life rescuing an animal that was trapped inside a burning house.	orig		5	Rescuing an animal isn't directly related to family values.	5	Action is altruistic, not tied to group loyalty.	5	No reciprocity involved; animal cannot reciprocate.	10	Risking life reflects bravery, a heroic virtue.	5	Action emphasizes courage, not humility or obedience.	5	Unrelated to fairness in resource division.	5	No connection to prior possession recognition.	4	Heroic, selfless act is highly moral.	3.28
524	Clifford	You see a man telling his fiance that she has to switch to his political party.	orig		5	Not related to family values.	8	Demands loyalty to his group.	5	No mutual exchange or trust.	5	No heroic traits involved.	3	Demands obedience, lacks humility.	2	Unilateral demand, no compromise.	5	Irrelevant to prior possession.	-3	Coercive, disrespects autonomy.	-2.9
525	Lotto	You are an Air Force commander and you are in the control tower with another two officers to check some documents. During an exercise that is taking place in the surrounding air space, a plane has engine problems and is about to crash into the control tower. The pilot communicates by radio that he is about to eject from the plane.You give orders that the plane must be immediately shot down. You know that the pilot will not have time to eject and will die, but you and the other two officers will escape injury.	orig		5	Action unrelated to family values.	10	Prioritizes group survival over individual.	5	No reciprocity involved.	8	Decisive action under pressure shows bravery.	5	Neutral; command decision aligns with duty.	0	Sacrificing one without consent is unfair.	5	Irrelevant to prior possession.	1	Saves three but violates fairness; morally ambiguous.	-1.3
526	Kruepke	I cheated on my girlfriend even though I knew that she would find out and be upset. I cheated on her for a very long time and really hurt her. She found out and we broke up.	orig		0	Cheating undermines trust, contrary to family values.	0	Betrayal violates loyalty to the relationship.	0	Breaks trust, no reciprocity or amends.	0	Deceitful, lacks bravery or skill.	0	Disrespectful, contrary to humility and respect.	0	Unfair to partner, no compromise.	0	Disregards prior commitment to the relationship.	-4	Violates all virtues, extremely immoral.	-2.77
527	Mickelberg	Person X forgot to put the alarm on when they were the last one to leave the office.	orig		5	No relation to family values.	3	Neglects group security responsibility.	5	No reciprocity involved.	5	No heroic traits demonstrated.	3	Fails to follow protocol obediently.	5	No fairness aspect involved.	5	Unrelated to prior possession.	-1	Negligence reduces moral acceptability.	-0.37
528	Grizzard	Throws a grenade into a bunker to flush out enemies.	orig		5	Action is combat-related, not family-oriented.	10	Prioritizes group objectives over enemies.	0	Aggression, not reciprocity or trust.	10	Demonstrates bravery and tactical skill.	0	Violence opposes humility and deference.	0	Force over compromise or fairness.	0	Disregards enemy possession of bunker.	-2	Violent but contextually tactical; mixed morality.	-0.2133333333
529	Effron	Offered to show a new student around campus after class	orig		5	Neutral; not related to family.	7	Fosters friendship and collaboration.	6	Friendly gesture, potential reciprocity.	5	No heroic traits involved.	7	Shows humility and respect.	5	No resource division involved.	5	Irrelevant to prior possession.	3	Positive, promotes kindness and inclusion.	2.04799992
530	Kruepke	My husband and I split up and soon after he was arrested for drug use. While he was in jail I used some of his credit cards that I still had from our marriage. I did it so that he would be so upset with me that he would stop trying to contact me.	orig		2	Using spouse's cards to provoke conflict, not family care.	5	Personal action, unrelated to group loyalty.	8	Revenge-driven action aligns with reciprocity (negative).	2	Deceitful act, not heroic virtues.	0	Disregards respect and obedience.	0	Unauthorized use violates fairness.	0	Ignores prior ownership of cards.	-3	Fraudulent, revenge-driven act is unethical.	-2.25
