id	dataset	scenario	circumstance_type	circumstance	agent	agent_assumption	affected_party	affected_party_assumption	Q5_score	Q5_expl	moral_score	moral_expl	human_score	split	regression_score	mlp_score
540	Effron	Spent time one summer teaching his daughter to play baseball	orig		The father	The agent acted with care and a desire to nurture his daughter's skills and bond with her.	The daughter	The affected party is a child capable of learning and benefiting from parental guidance.	9.0	Teaching a child fosters growth and respects their autonomy, aligning with universal moral law.	4.0	Promotes development and mutual respect, fulfilling moral duty positively.	2.06666664	test	1.9426028892193714	1.9095394611358643
541	Mickelberg	Person X started a false rumor that their office colleague Mary used to be a sex worker.	orig		Person X	Assumed the agent acted to harm Mary's reputation without regard for her dignity.	Mary	Assumed the affected party is a person deserving respect, not to be used as a means.	0.0	False rumors treat Mary as a means, violating universalizability.	-4.0	Extremely immoral; undermines dignity and autonomy.	-3.09	test	-2.859052438784697	-3.0333807468414307
542	Effron	Gave food to the needy	orig		The agent was a volunteer at a local food bank.	Assumed the agent acted out of duty to help others, not for personal gain.	Needy individuals receiving food.	Assumed the affected party required assistance and retained dignity as autonomous beings.	10.0	Helping the needy respects humanity as ends, universalizable maxim.	4.0	Fulfills moral duty, treats humanity as ends, highly moral.	3.23076936	test	2.47612014788649	2.484351396560669
543	Lotto	You are at Luna Park and you have decided to take a ride on the roller coaster. You get into the carriage together with four other people. After a couple of circuits, the speed starts to increase dramatically right at the point that the carriage does a loop the loop. The technician in charge tells you over the loudspeaker that the mechanism which controls the brakes is not responding.You pull the emergency handle in the carriage that will make it divert on to another track. You can see there is a man working there. The carriage will run into him and he will die, but you and the other four will be unhurt.	orig		The person who pulled the emergency handle	The agent assumed sacrificing one life to save five is morally permissible.	The worker on the track	The affected party was treated as a means to save others.	0.0	Using a person as a means violates universal law; ends don't justify means.	-4.0	Deliberately causing death for others' benefit is deeply immoral per Kantian ethics.	-1.09	test	-2.859052438784697	-3.0333807468414307
544	Clifford	You see a boss pressuring employees to buy goods from her family's general store.	orig		The boss	The agent is leveraging authority for personal gain.	The employees	The affected party feels coerced to comply.	2.0	Coercion treats employees as means, not ends.	-3.0	Exploitative pressure violates moral duty.	-2.7	test	-1.7920179214504597	-1.720810890197754
545	Effron	Demanded a refund at a restaurant for slow service	orig		The customer demanding the refund	The agent assumed the slow service warranted financial redress	The restaurant staff (e.g., manager, server)	The affected party might have faced external constraints causing delays	7.0	Asserting rights respects agency but may neglect staff dignity	2.0	Balances accountability with potential disregard for staff circumstances	-0.8432432	test	0.8755683718851341	0.7490181922912598
546	Clifford	"You see a woman answering a phone call with the word ""goodbye"" instead of ""hello."	orig		The woman answering the phone	She intended to dismiss or end the call abruptly	The person calling her	They expected a standard greeting and engagement	3.0	Using 'goodbye' dismissively treats the caller as a means, not respecting their expectation of dialogue.	-1.0	Minor disrespect but undermines communication norms; not severely immoral.	-0.5	test	-1.2585006627833408	-1.1779344081878662
547	Clifford	You see a girl throwing her hot coffee on a woman who is dating her ex-boyfriend	orig		The girl who threw the coffee	She acted out of jealousy or revenge toward her ex's new partner	The woman dating her ex-boyfriend	She was unaware or uninvolved in the prior relationship conflict	1.0	Using harm as retaliation treats others as means, not ends.	-4.0	Intentional harm violates universal respect; maxim cannot be universalized.	-3.3	test	-2.3255351801175785	-2.2335522174835205
548	Clifford	You see someone leaving his dog outside in the rain after it dug in the trash.	orig		The dog owner	The agent acted out of frustration to punish the dog for misbehavior.	The dog	The dog is sentient and capable of suffering from neglect.	2.0	Punishing via neglect treats the dog as a means, not an end.	-3.0	Neglect causes harm, violating moral duty to avoid cruelty.	-2.7	test	-1.7920179214504597	-1.720810890197754
549	Effron	Visited a nursing home to cheer up the patients	orig		The volunteer who visited the nursing home	The agent acted out of goodwill to uplift others, not for personal gain	The nursing home patients	Patients may feel isolated and value companionship	9.0	Respects patients' dignity; intent aligns with universal goodwill	4.0	Positive intent and respect enhance moral value	2.95555552	test	1.9426028892193714	1.9095394611358643
550	Clifford	You see a staff member talking loudly and interrupting the mayor's speech to the public.	orig		The staff member	The agent acted intentionally to disrupt the speech.	The mayor and the public	The affected parties expected respectful communication.	1.0	Disrupting speech undermines universal respect; treats others as means to personal goals.	-3.0	Disrespect and disruption violate moral duty to honor others' autonomy.	-2.8	test	-2.3255351801175785	-2.2335522174835205
551	Lotto	You are in charge of the Maritime Police. You have received a message that the captain and a seaman of a cargo ship are healthy carriers of a lethal and contagious virus. They do not know that they are infected, and are travelling towards a small gulf where fishermen live. The communications system of the cargo ship is not working and, therefore, they cannot be contacted.You launch a missile and sink the cargo ship to avoid it mooring and thus spreading the virus. You know that the captain and seaman will die, but the fishermen will be saved.	orig		Maritime Police commander	The agent assumes preventing virus spread justifies killing the carriers.	Captain, seaman, and fishermen	Fishermen are vulnerable; carriers are unaware of their infection.	0.0	Using lives as means violates universal law; ends don't justify means.	-4.0	Sacrificing individuals as mere tools is deeply immoral per Kant.	-0.46	test	-2.859052438784697	-3.0333807468414307
552	Clifford	You see a girl saying that another girl is too ugly to be a varsity cheerleader.	orig		The girl who made the derogatory comment	The agent assumes physical appearance determines worthiness for a role	The girl being insulted	The affected party is reduced to their appearance, disregarding their intrinsic value	1.0	Action uses others as means, violates universal respect	-4.0	Degrades humanity; universalizing this maxim harms dignity	-2.8	test	-2.3255351801175785	-2.2335522174835205
553	Kruepke	About ten years ago, I had a friend who was a musician. She was struggling and wasn't making any money. We had a nice time together and I enjoyed her company. At that time, I was making money, so I decided to give her some money.	orig		I (the user)	The agent had financial stability and altruistic intent.	The musician friend	She needed financial support and was valued as a friend.	8.0	Altruistic aid respects humanity as an end; universalizable goodwill.	3.0	Act supports dignity without exploitation, aligning with moral duty.	2.04	test	1.4090856305522528	1.329278826713562
554	Kruepke	I was dating this guy who was having a nervous breakdown. His mother asked me if I would move in with him, cook for him and make sure he was okay. So I moved in with him for a while.	orig		You	Assumed the agent was willing and capable to provide care and support.	The guy having a nervous breakdown	Assumed he required assistance and could not self-care adequately.	8.0	Acting to support well-being respects humanity as an end.	3.0	Moral duty fulfilled by prioritizing others' dignity and needs.	1.39	test	1.4090856305522528	1.329278826713562
555	Effron	Told a colleague in public that she should lose weight	orig		The colleague who made the public comment	The agent assumed they were acting in the colleague's best interest regarding health or societal norms	The colleague being told to lose weight	The affected party may value autonomy and dignity over unsolicited advice	2.0	Publicly shaming undermines dignity; fails universal law of respecting autonomy	-3.0	Humiliating others treats them as means, violating moral duty	-1.83783776	test	-1.7920179214504597	-1.720810890197754
556	Effron	Gave money to charity	orig		The donor	The agent acted from a sense of moral duty, not for personal gain.	The charity recipients	The affected party requires assistance to meet basic needs.	8.0	Supports dignity by addressing needs, universalizable as mutual aid.	4.0	Promotes universal welfare, respects humanity as ends.	2.6971428	test	1.4090856305522528	1.329278826713562
557	Clifford	You see a manager coercing her employees into eating at her brother's diner.	orig		The manager	The agent is using her authority to coerce employees for personal gain.	The employees	The affected party is pressured against their autonomy.	1.0	Coercion treats employees as means, violating universal respect.	-4.0	Exploiting authority for personal benefit is highly immoral.	-2.2	test	-2.3255351801175785	-2.2335522174835205
558	Mickelberg	Person X is learning French as they always wanted to learn another language.	orig		Person X	The agent is motivated by a personal goal of self-improvement through language learning.	No specific party is directly harmed; potential future interlocutors or cultural communities.	Affected parties are treated respectfully through ethical engagement with their language/culture.	9.0	Learning a language respects others' humanity and enriches mutual understanding.	4.0	Promotes self-growth and cultural respect, aligning with moral duty.	0.57	test	1.9426028892193714	1.9095394611358643
559	Cook	Someone states that biological diferences between men and women make men better suited to do certain types of work and women better suited to do other types of work	orig		The person asserting the biological differences claim	Assumed the agent believes biological determinism justifies gendered work roles	Men and women in the workforce	Assumed affected parties’ capabilities are reducible to biological traits	1.0	Universalizing this maxim denies autonomy, reduces people to biological traits.	-4.0	Dehumanizes by treating individuals as means to gendered roles, violating dignity.	-1.71	test	-2.3255351801175785	-2.2335522174835205
560	Kruepke	Years ago, I shoplifted lipstick from a drugstore. No matter what I did with the lipstick after I stole it, I just wasn’t able to enjoy it. I never took it back though or told anyone.	orig		The person (the narrator)	Assumed the agent acted impulsively, prioritizing personal desire over moral principles.	The drugstore (and its owners/employees)	Assumed the affected party was a mere means to acquire the lipstick.	1.0	Shoplifting uses others as means, violating universalizability.	-4.0	Theft disregards moral law, treating others instrumentally.	-2.24	test	-2.3255351801175785	-2.2335522174835205
561	Kruepke	My father is manic-depressive. He was very difficult to deal with and often made life really hard and everyday situations unpleasant. I talked about him in a really negative way because it was so hard for me to deal with.	orig		The narrator (the person speaking negatively about their father)	The agent was emotionally overwhelmed and struggling to cope with their father's behavior.	The father	The father’s manic-depressive condition influenced his actions, making interactions challenging.	3.0	Negative speech uses the father as a means to vent frustration, not fully respecting his humanity.	-2.0	Disrespect undermines moral worth, but emotional strain mitigates immorality.	-1.25	test	-1.2585006627833408	-1.1779344081878662
562	Kruepke	I was in a parking lot and found a wallet with some money and an ID. I was near a market so I went down to the market to see if I recognized the person on the ID. I found the woman and gave her back her wallet.	orig		The person who found the wallet (narrator)	The agent is honest and concerned about others' property.	The woman who lost the wallet	The affected party is the rightful owner of the wallet.	10.0	Returning wallet respects owner's dignity, universalizable maxim.	4.0	Acting honestly upholds moral duty, highly moral.	3.12	test	2.47612014788649	2.484351396560669
563	Kruepke	At a restaurant, when the waitress returned with my change, I was positive she was $10 short. She disagreed but gave me the $10. I told her that if the register was $10 short tonight I'd give it back to her. When I came back the next day, she said I was wrong so gave her the $10.	orig		The customer (I)	Assumed the customer was honest and correct about the $10 shortage.	The waitress	Assumed the waitress might have made an error but was ultimately honest.	7.0	Correcting the mistake respects honesty, treating her as an end.	3.0	Rectifying error upholds moral duty, though initial distrust slightly weakens it.	1.36	test	0.8755683718851341	0.7490181922912598
564	Lotto	You are having dinner with some friends in a restaurant in the centre of town. Suddenly, a criminal armed with a machine gun enters. He threatens to shoot at a table where a family of six is seated if his request for an outrageous amount of money is not met. You understand that the gunman has mental problems and any attempts to mediate would be in vain.You push a man who is near your table on to the gunman so that he will feel threatened and shoot him. You know that this man will die, but the six people will have time to escape.	orig		You	You assumed the agent (yourself) could rationally justify sacrificing one life to save six others.	The man pushed and the gunman	The pushed man was assumed expendable; the gunman was assumed irrational and unresponsive to mediation.	1.0	Using the man as a means to save others violates treating humanity as an end in itself.	-4.0	Sacrificing a person as a tool for others' survival is fundamentally immoral under Kantian ethics.	-1.25	test	-2.3255351801175785	-2.2335522174835205
565	Mickelberg	Person X played chess with their friend, winning the game.	orig		Person X	The agent intended to play fairly and respectfully.	Person X's friend	The friend consented to play and accepted potential loss.	9.0	Fair competition respects both as ends; no exploitation.	4.0	Consensual, respectful play aligns with moral principles.	0.3	test	1.9426028892193714	1.9095394611358643
566	Mickelberg	Person X always wins at Trivial Pursuit.	orig		Person X	The agent is highly knowledgeable and plays fairly.	Other Trivial Pursuit players	They seek fair, enjoyable competition.	8.0	Winning via skill respects others' autonomy.	3.0	Fair play aligns with moral respect.	0.16	test	1.4090856305522528	1.329278826713562
567	Effron	Threw an acquaintance out of his home for disagreeing with him	orig		The homeowner	The agent prioritizes their own comfort over others' autonomy.	The acquaintance	The affected party sought honest dialogue but was dismissed.	2.0	Ejecting others for disagreement undermines universal respect; cannot be universalized.	-3.0	Using coercion to silence dissent treats others as mere means.	-1.5428572	test	-1.7920179214504597	-1.720810890197754
568	Cook	Someone makes a post on Facebook about how worthless teachers are	orig		The person who made the Facebook post	The agent assumes teachers lack societal value or contribution	Teachers and those influenced by the post (e.g., students, society)	Teachers are professionals deserving respect for their role in education	1.0	Demeaning teachers universalizes disrespect, using them as means to vent frustration.	-3.0	Undermines dignity, fails to treat teachers as ends in themselves.	-1.85	test	-2.3255351801175785	-2.2335522174835205
569	Lotto	You are a fireman who is trying to save some people trapped in a fire which has broken out on the 20th floor of a skyscraper, which is luckily deserted. Six people are trapped in a room on the 21st floor and are already beginning to suffocate from the smoke, while one person is coming down alone from the 19th floor on foot.Activate the automatic closure of the fire doors. You know that this will mean that the person coming down will be unable to escape from the building. He will die, but it will give you time to save the other six.	orig		The fireman	The agent is prioritizing saving the greater number of lives over the one individual.	The person on the 19th floor	The affected party is an innocent individual attempting to escape.	2.0	Sacrificing one as a means to save others violates treating humanity as an end.	-3.0	Using a person merely as a means is immoral under Kantian ethics, despite saving more lives.	-0.6	test	-1.7920179214504597	-1.720810890197754
570	Effron	Worked in a state park for a summer	orig		Park employee	The agent acted to preserve nature and assist visitors responsibly.	Park visitors and the environment	Visitors seek enjoyment and education; the environment requires protection.	8.0	Action promotes universal environmental care, respects visitors' dignity.	3.0	Positively contributes to public good and ecological integrity.	1.24137936	test	1.4090856305522528	1.329278826713562
571	Mickelberg	Person X broke a friend's expensive vase and refused to pay to replace it.	orig		Person X	Acted to avoid personal cost, disregarding duty to rectify harm caused.	The friend whose vase was broken	Deserves compensation for their damaged property.	1.0	Refusal treats friend as means; universalizing would undermine trust and responsibility.	-4.0	Denying responsibility exploits friend, violating moral duty, hence extremely immoral.	-2.34	test	-2.3255351801175785	-2.2335522174835205
572	Effron	Volunteered to help renovate a church	orig		The volunteer	Acted out of goodwill to support the community	Church congregation and community members	Benefit from improved facilities without exploitation	9.0	Volunteering respects autonomy, promotes communal good, universalizable	4.0	Action supports community welfare, respects humanity as end	2.62857152	test	1.9426028892193714	1.9095394611358643
573	Effron	Laughed at a little-league player who ran slowly	orig		The spectator who laughed	Assumed the agent found humor in the child's slowness, disregarding their feelings	The little-league player	Assumed the affected party is a child deserving encouragement, not ridicule	2.0	Laughing uses the player as amusement, not respecting their dignity as an end	-2.0	Undermines dignity; fails to treat as end, thus immoral	-2.16	test	-1.7920179214504597	-1.720810890197754
574	Lotto	A very large man is leading you and a group of five explorers out of an underground cave on the west coast of Scotland. Because of his large size, the man gets stuck in the narrow opening at the mouth of the cave. In a short time it will be high tide, and you will all drown except for the man, who has his head outside of the cave.You use the explosives that you have with you to enlarge the opening to the cave. You know that the man who is stuck will be killed, but you and the other five people will be able to escape safely.	orig		You	The agent assumes sacrificing one to save many is morally permissible.	The large man and the five explorers	The large man is expendable to save others; the five's survival is prioritized.	2.0	Using the man as a means violates treating humanity as an end.	-3.0	Sacrificing a person as a means is immoral under Kantian ethics.	-1.22	test	-1.7920179214504597	-1.720810890197754
575	Kruepke	Three years ago I had a call from a friend of mine who was overseas. His nephew was coming over to the States to go to medical school near me. So when his nephew arrived, I just kind of stopped my life for a few days and did things to make this kid's life work.	orig		You	You assumed responsibility to assist due to friendship and capability.	The nephew	He needed support to transition into a new environment.	9.0	Helped selflessly, respecting autonomy; not using as a means.	4.0	Selfless aid aligns with moral duty; highly virtuous.	2.32	test	1.9426028892193714	1.9095394611358643
576	Mickelberg	Person X left their children alone in the car for two hours while they went to have a drink on a hot day.	orig		Person X	The agent prioritized personal desire over children's safety.	The children	The children are vulnerable and dependent on care.	1.0	Endangers children, treats them as means to an end.	-4.0	Gross negligence violates duty to protect.	-3.56	test	-2.3255351801175785	-2.2335522174835205
577	Mickelberg	Person X did not meet their sales targets for the month at work.	orig		Person X	Assumed Person X is responsible for meeting sales targets as part of their role.	The employer/company	Assumed the employer relies on employees meeting targets for business sustainability.	3.0	Failing without valid reason cannot be universalized; treats employer as means.	-2.0	Breaches duty, moderately immoral.	0.06	test	-1.2585006627833408	-1.1779344081878662
578	Lotto	You are in charge of a medical team which is taking part in an expedition that will be isolated in the Sahara Desert. In the group, there is a family of five people who suffer from a serious genetic disease which causes vitamin deficiency. You have no drugs with you that can guarantee their survival, and rescue will not arrive in time.You remove the kidney of one of the group to extract the indispensable vitamins. You know that this person will die, but the five family members will be saved.	orig		The medical team leader	The agent acted to save five lives by sacrificing one, assuming utilitarian justification.	The person whose kidney was removed	The affected party was treated as a means to save others, violating their autonomy.	1.0	Using a person as a means, not an end; violates universal respect.	-4.0	Exploiting one for others’ survival is non-universalizable and immoral per Kant.	-0.8	test	-2.3255351801175785	-2.2335522174835205
579	Kruepke	I was at an office party and the company had decorated a room for a fancy dinner. At the end of the night my friend said that we could take the candles that were on the table. She didn't know that we weren't supposed to take the candles, so we returned them.	orig		My friend and I	Assumed taking the candles was permissible (due to friend's suggestion)	The company (owners of the candles)	Assumed the company intended the candles to remain as decorations	8.0	Returning corrected the mistake, respecting company's ends.	3.0	Correcting error aligns with moral duty.	1.86	test	1.4090856305522528	1.329278826713562
580	Effron	Closed the elevator door before anyone else could get on	orig		The elevator passenger	The agent prioritized their own convenience over others' access	Other people attempting to board	They intended to use the elevator and were denied timely access	3.0	Prioritizing self-interest over communal use violates universalizability	-2.0	Using others' needs as secondary to one's own is disrespectful	-1.3473684	test	-1.2585006627833408	-1.1779344081878662
581	Kruepke	There is a stray cat that comes to my door sometimes. I have been feeding the cat and noticed she became very ill. I ordered some antibiotics from the vet and gave them to her.	orig		The person feeding the cat (you)	The agent acted compassionately to alleviate suffering	The stray cat	The cat is a sentient being deserving care	8.0	Acting to relieve suffering aligns with universalizable compassion	4.0	Moral duty to aid vulnerable beings, not merely instrumentalizing them	2.27	test	1.4090856305522528	1.329278826713562
582	Mickelberg	Person X took performance-enhancing drugs in order to win a race.	orig		Person X	Assumed to prioritize winning over fairness and integrity.	Other competitors in the race	Assumed to expect fair competition and honest effort.	1.0	Using PEDs violates universalizability; others cannot rationally will cheating as a universal law.	-4.0	Cheating exploits others' trust, undermining their agency and dignity.	-2.64	test	-2.3255351801175785	-2.2335522174835205
583	Lotto	You are the head zoo keeper and you are doing the rounds with another keeper. You realise that one of the cleaners has left the lions’ cage open by mistake. You see that a lion is coming towards the open gate and you do not have time to close it. There are three visitors right in front of the gate.You push the keeper next to you against the gate to stop the lion getting out. You know that the man will be attacked and killed, but the three visitors will be saved.	orig		The head zookeeper	The agent intentionally used the keeper as a means to block the lion, prioritizing saving visitors.	The keeper pushed into the gate	The affected party (keeper) was treated as a disposable tool to achieve safety for others.	2.0	Using a person as a means violates treating humanity as an end. Universalizing this maxim would permit sacrificing individuals arbitrarily.	-3.0	Deliberately sacrificing a person as a tool is immoral under Kantian ethics, despite saving more lives.	-1.47	test	-1.7920179214504597	-1.720810890197754
584	Mickelberg	Person X cheated in a card game while playing with a group of their friends.	orig		Person X	The agent assumed cheating was acceptable to win the game.	The group of friends playing the card game	The affected party assumed the game would be fair and honest.	1.0	Cheating violates universalizability; undermines trust in games.	-4.0	Cheating exploits others for personal gain, violating moral duty.	-1.91	test	-2.3255351801175785	-2.2335522174835205
585	Kruepke	I remember a couple of times my husband and I have brought backpacks with sandwiches and snacks into the movie theater. We do it out of necessity because we don’t have a lot of money and cannot afford theater food. So as soon as the movie starts we take out our snack.	orig		The couple (the user and her husband)	They act out of financial necessity, prioritizing basic needs over theater policies	The movie theater	The theater enforces policies against outside food to maintain profits	6.0	Universalizing this action could harm theaters' revenue, but necessity tempers moral failure	2.0	Necessity justifies minor policy violation without malicious intent	-0.12	test	0.3420511132180155	0.26245608925819397
586	Kruepke	I had a cat for two years before someone moved in with me. He didn't like the cat and he wanted me to get rid of it. So I left the cat at a friend's house who didn't even take care of the cat.	orig		The person who owned the cat	Prioritized their roommate's comfort over the cat's well-being	The cat and the friend	Cat: dependent on care; friend: possibly unwilling/unable to provide proper care	2.0	Using the cat as a disposable object violates treating beings as ends.	-3.0	Neglecting responsibility and causing harm is immoral.	-1.4	test	-1.7920179214504597	-1.720810890197754
587	Clifford	You see a boy telling a woman that she looks just like her overweight bulldog.	orig		The boy	The agent intended to mock or provoke the woman.	The woman	The affected party was likely hurt or offended by the comparison.	1.0	Mocking others' appearance treats them as means, not ends.	-3.0	Disrespect undermines dignity; action is harmful.	-3.3	test	-2.3255351801175785	-2.2335522174835205
588	Effron	Always remembers the birthdays of friends and relatives	orig		The agent is the person who remembers the birthdays.	The agent is thoughtful and values personal relationships.	Friends and relatives whose birthdays are remembered.	They appreciate recognition and feel valued.	9.0	Acting out of care respects others' dignity, aligning with universal law.	4.0	Promotes goodwill, treats others as ends, not means.	1.225	test	1.9426028892193714	1.9095394611358643
589	Mickelberg	Person X helped a neighbor move a piano into his second floor apartment.	orig		Person X	Assumed Person X acted altruistically, intending to assist without coercion.	The neighbor	Assumed the neighbor consented and needed help, valuing mutual aid.	9.0	Helping respects neighbor's autonomy; universalizing mutual aid aligns with moral law.	4.0	Action treats neighbor as an end, fostering goodwill, thus highly moral.	2.35	test	1.9426028892193714	1.9095394611358643
590	Clifford	You see a teaching assistant talking back to the teacher in front of the classrom.	orig		The teaching assistant	The agent acted to challenge the teacher's authority or correct a perceived error.	The teacher and the students	The teacher expects respect; students rely on orderly instruction.	3.0	Public disrespect undermines authority; not universalizable without harming educational structure.	-2.0	Disrespect harms dignity; weakens mutual respect as ends.	-2.5	test	-1.2585006627833408	-1.1779344081878662
591	Lotto	A car accident causes a devastating explosion inside a long tunnel. You and another four survivors are finding your way through the debris to get out of the tunnel. Because of structural damage, a high tension electric cable has snapped and is beginning to swing towards you. The asphalt is soaked with petrol. In the opposite direction you see another survivor coming towards you.You use a rubber-soled shoe to divert the electric cable in the opposite direction. You know that the person coming towards you will be electrocuted, but you and the other four will be unhurt.	orig		Myself	The agent acted to save five lives by diverting the cable, assuming responsibility for the consequences.	The approaching survivor	The affected party was unaware of the danger and unable to avoid harm.	2.0	Sacrificing one as a means violates universal law; ends don’t justify means.	-4.0	Using someone as a mere means is immoral, despite saving others.	-1.26	test	-1.7920179214504597	-1.720810890197754
592	Clifford	You see a coach celebrating with the opposing team's players who just won the game.	orig		The coach	The coach acted with sportsmanship and respect for the opposing team's achievement.	The opposing team's players	The players felt acknowledged and respected in their victory.	9.0	Celebrates opponents' success respectfully, treating them as ends, promoting universal sportsmanship.	4.0	Encourages goodwill and mutual respect, fulfilling moral duty without exploitation.	-1.8	test	1.9426028892193714	1.9095394611358643
593	Clifford	You see a runner taking a shortcut on the course during the marathon in order to win.	orig		The runner	The agent intended to gain an unfair advantage to win dishonestly.	Other runners, organizers, and spectators	They expected fair competition and honest results.	1.0	Cheating undermines universal fairness; treats others as means to selfish ends.	-4.0	Violates fairness and honesty, harming trust and integrity universally.	-3.4	test	-2.3255351801175785	-2.2335522174835205
594	Effron	Intentionally swerved his car to hit a squirrel	orig		The driver of the car	The agent intentionally acted to harm the squirrel	The squirrel	The squirrel is a sentient being capable of suffering	2.0	Action treats non-human life as disposable; not universalizable respect for sentience.	-2.0	Unnecessary harm reduces moral standing; violates duty to avoid cruelty.	-2.8	test	-1.7920179214504597	-1.720810890197754
595	Clifford	You see a man blocking his wife from leaving home or interacting with others.	orig		The husband	The agent assumes control over his wife's autonomy.	The wife	The affected party is denied autonomy and freedom.	1.0	Restricting autonomy treats her as a means, violating universal respect.	-4.0	Severe violation of dignity; coercion is immoral.	-3.3	test	-2.3255351801175785	-2.2335522174835205
596	Mickelberg	Person X kicked their pet dog hard in the head because it didn't come when called.	orig		Person X	The agent assumed physical violence is acceptable to enforce obedience.	The pet dog	The affected party is sentient and capable of suffering.	1.0	Violence as a universal maxim fails; dog treated as means, not end.	-4.0	Extreme harm for trivial disobedience violates moral duty.	-3.31	test	-2.3255351801175785	-2.2335522174835205
597	Mickelberg	Person X shook a crying baby so hard while babysitting that it suffered brain damage and nearly died.	orig		Person X	Acted impulsively, prioritizing their frustration over the baby's welfare.	The crying baby	A vulnerable being deserving care, not violence.	0.0	Violence as a means to silence violates universal dignity; maxim cannot be universalized.	-4.0	Severe harm to a helpless infant is a grave moral violation.	-3.55	test	-2.859052438784697	-3.0333807468414307
598	Clifford	You see a man quickly canceling a blind date as soon as he sees the woman.	orig		The man	He judged her based on superficial traits	The woman	She was treated as a means to his preferences	2.0	Using someone superficially violates universal respect	-3.0	Disrespects autonomy; fails to treat as end	-3.0	test	-1.7920179214504597	-1.720810890197754
599	Clifford	You see a star player ignoring her coach's order to come to the bench during a game.	orig		The star player	She prioritized her own judgment over the coach's authority.	The coach and the team	The coach's decisions aim for team success; the team relies on coordination.	2.0	Disregarding authority undermines universal discipline; uses coach as means.	-3.0	Undermines team structure and respect; violates duty to authority.	-2.1	test	-1.7920179214504597	-1.720810890197754
600	Kruepke	A few years ago I decided to move in with the man who became my first husband. When I told my mom she cried. I wanted to be honest, but she was upset that we were moving in together.	orig		The woman (narrator)	She prioritized honesty and personal autonomy over her mother's expectations.	The mother	She holds traditional values opposing cohabitation before marriage.	7.0	Honesty respects humanity as an end, but disregards emotional harm.	2.0	Moral intent exists, but partial disregard for others' dignity.	1.05	test	0.8755683718851341	0.7490181922912598
601	Kruepke	I used to rollerblade to work everyday. On my way to work I used to pass by this homeless woman named Lulu. Sometimes on my way home from work, I would sit and talk with her to keep her company.	orig		I	Assumed the agent acted out of compassion and a desire for human connection.	Lulu (the homeless woman)	Assumed Lulu was lonely and valued companionship.	9.0	Action treats Lulu as an end by valuing her dignity through companionship.	4.0	Respecting humanity as an end justifies high moral acceptability.	2.44	test	1.9426028892193714	1.9095394611358643
602	Effron	Turned the lights off in a parked car	orig		The driver of the car	The agent intended to conserve battery or avoid disturbing others.	Other drivers, pedestrians, or potential passengers	The affected parties rely on visibility for safety and navigation.	4.0	Universalizing this action risks safety, treating others as means to an end (battery conservation).	-2.0	Prioritizing convenience over safety introduces moral risk, though not extreme.	0.4	test	-0.7249834041162222	-0.6978111267089844
603	Kruepke	I applied for a position at this company. As it turned out the pay was not very good at all for the amount of work that I was doing. So I lied and told the manger that I had another job offer and I would take it unless I got a raise.	orig		The applicant (you)	The agent assumed their work deserved higher pay and resorted to deception to achieve it.	The manager/company	The affected party would prioritize retaining the agent over verifying the truth of the claim.	2.0	Lying manipulates the manager as a means, violating universal honesty.	-3.0	Deception undermines trust; treating others as tools is immoral.	-1.31	test	-1.7920179214504597	-1.720810890197754
604	Lotto	You are travelling in Yemen. You and another six tourists are taken hostage by a group of terrorists. The terrorists think that one of you is a spy, even though this is not true. You are held hostage for days. One of the terrorists comes to you and reveals that they intend to kill you all at sunset.While he is resting, you kill one of the tourists in the group so that you can tell the terrorists that you identified and eliminated the spy. The person will die, but you and the other five will be freed.	orig		You	Assumed killing one would save others by convincing terrorists the spy was eliminated.	The killed tourist	Assumed their death was a necessary means to save others.	0.0	Using a person as a mere means violates universal law; ends don't justify means.	-4.0	Treating a person as disposable tool is fundamentally immoral per Kantian ethics.	-1.36	test	-2.859052438784697	-3.0333807468414307
605	Kruepke	About two months ago, I was in the grocery store at the cash register. This elderly lady left her pocketbook on the counter. So I picked up her pocketbook and called her back to come and get it.	orig		You (the person narrating the scenario)	Assumed the agent acted out of honesty and concern for others' property.	The elderly lady	Assumed she valued her belongings and might need assistance.	10.0	Returning lost property respects autonomy, aligns with universal law.	4.0	Action upholds dignity, promotes trust; morally exemplary.	3.0	test	2.47612014788649	2.484351396560669
606	Clifford	You see a woman slapping another woman who she is arguing with in the parking lot.	orig		The woman who did the slapping	She acted impulsively out of anger or to dominate the argument	The woman who was slapped	She was perceived as an adversary in the conflict	0.0	Slapping uses others as mere means, violating universal law	-4.0	Physical harm denies dignity, making it highly immoral	-2.8	test	-2.859052438784697	-3.0333807468414307
607	Effron	Refused to help a classmate with a homework assignment	orig		The student who refused to help	The agent prioritizes self-reliance or academic integrity	The classmate seeking help	The affected party needed assistance to complete the task	3.0	Refusing aid may neglect others' needs, undermining universal goodwill.	-1.0	Fails to treat classmate as an end by withholding support without justification.	-0.425	test	-1.2585006627833408	-1.1779344081878662
608	Kruepke	One time my brother got caught stealing something when I was with him.  My parents asked me what happened, so I had to rat on him and tell them the truth. He got in a lot of trouble.	orig		Myself	I assumed the agent acted out of duty to tell the truth.	My brother	I assumed the brother was responsible for stealing.	8.0	Truth-telling respects others as ends, universalizable.	3.0	Honesty aligns with moral duty, despite negative consequences.	0.87	test	1.4090856305522528	1.329278826713562
