id	dataset	scenario	circumstance_type	circumstance	vulnerable_score	intentional_score	harm_score	help_score	moral_score	vulnerable_expl	intentional_expl	harm_expl	help_expl	moral_expl	agent	assumption_for_agent	patient	assumption_for_patient	human_score	split	regression_score	mlp_score
569	Lotto	You are a fireman who is trying to save some people trapped in a fire which has broken out on the 20th floor of a skyscraper, which is luckily deserted. Six people are trapped in a room on the 21st floor and are already beginning to suffocate from the smoke, while one person is coming down alone from the 19th floor on foot.Activate the automatic closure of the fire doors. You know that this will mean that the person coming down will be unable to escape from the building. He will die, but it will give you time to save the other six.	orig		7	9	10	10	3	The person coming down is of medium-high vulnerability (7), while the six trapped people are of maximum vulnerability (10).	The fireman's action is highly intentional (9) due to the urgency of the situation.	The action causes maximum harm (10) to the person coming down, but prevents further harm to the six trapped people.	The fireman's action provides maximum help (10) to the six trapped people, but no help to the person coming down.	Considering the overall situation, the fireman's decision is morally acceptable (3) as it saves more lives.	The fireman	The fireman is a trained professional responsible for saving lives in emergency situations.	The person coming down from the 19th floor and the six people trapped on the 21st floor	The people trapped in the building are vulnerable and in need of immediate assistance.	-0.6	test	0.5306928333848714	-0.3834364116191864
570	Effron	Worked in a state park for a summer	orig		4	7	1	7	4	Medium-Low Vulnerability (score of 3-5): The state park is a resilient entity, but it can still be affected by human actions.	Medium-High Intentionality (score of 6-8): The agent intentionally chose to work in the state park and perform their duties.	Minimum Harm (score of 0-2): The agent's work in the state park is assumed to have a positive or neutral impact on the park.	Medium-High Help (score of 6-8): The agent's work in the state park contributes to its maintenance and improvement, benefiting visitors and the environment.	Highly moral (score of 4): The agent's work in the state park is a positive contribution to the environment and society.	The agent of this action is the person who worked in the state park for a summer.	The assumption made about the agent is that they are a responsible and capable individual who was hired to work in the state park.	The patient being affected by this action is the state park itself, including its environment, facilities, and visitors.	The assumption made about the patient is that the state park is a natural and recreational area that requires maintenance and care to ensure its preservation and enjoyment for visitors.	1.24137936	test	1.737238321895262	2.1109511852264404
571	Mickelberg	Person X broke a friend's expensive vase and refused to pay to replace it.	orig		0	4	7	0	-3	Inanimate objects have no feelings (score of 0)	The action was intentional but not premeditated (score of 4)	The vase was broken, causing significant damage (score of 7)	No help was provided as the vase was not replaced (score of 0)	The action was intentional and caused significant harm (score of -3)	Person X	Person X is assumed to be a friend of the vase owner.	The friend who owns the expensive vase	The friend is assumed to be emotionally attached to the vase.	-2.34	test	-2.2624957672389336	-0.740757405757904
572	Effron	Volunteered to help renovate a church	orig		3	8	0	7	4	Church is a resilient structure (score of 3)	Volunteering is a deliberate action (score of 8)	Renovation causes no harm (score of 0)	Renovation provides significant help (score of 7)	Helping renovate a church is morally acceptable (score of 4)	The agent of this action is the volunteer.	The assumption made about the agent is that they are a person with the skills and motivation to help with the renovation.	The patient being affected by this action is the church.	The assumption made about the patient is that it is a building in need of repair and maintenance.	2.62857152	test	1.8244656318091463	2.3376657962799072
573	Effron	Laughed at a little-league player who ran slowly	orig		9	4	4	0	-3	Maximum vulnerability due to the patient's young age and potential emotional sensitivity.	Medium-low intentionality as the action was likely impulsive.	Medium-low harm as the action could cause emotional distress.	Minimum help as no assistance was provided.	Immoral due to the potential emotional harm caused to a vulnerable individual.	The agent of this action is the person who laughed at the little-league player.	The assumption made about the agent is that they are a spectator or someone involved in the game.	The patient being affected by this action is the little-league player who ran slowly.	The assumption made about the patient is that they are a child or young adolescent participating in a sports event.	-2.16	test	-1.3048724445040527	-1.766819953918457
574	Lotto	A very large man is leading you and a group of five explorers out of an underground cave on the west coast of Scotland. Because of his large size, the man gets stuck in the narrow opening at the mouth of the cave. In a short time it will be high tide, and you will all drown except for the man, who has his head outside of the cave.You use the explosives that you have with you to enlarge the opening to the cave. You know that the man who is stuck will be killed, but you and the other five people will be able to escape safely.	orig		9	8	10	10	-1	The patient is highly vulnerable (score of 9) due to his inability to escape the situation.	The action is highly intentional (score of 8) as it involves planning and deliberate thought.	The harm caused is maximum (score of 10) as the man will be killed.	The help caused is maximum (score of 10) as the group of explorers will be saved from drowning.	The scenario is morally ambiguous (-1) due to the difficult decision between saving the group and sacrificing the man.	The agent of this action is the group of explorers, including the person who is answering.	The assumption made about the agent is that they are capable of using explosives and are willing to make a difficult decision to save themselves and others.	The patient being affected by this action is the large man who is stuck in the cave opening.	The assumption made about the patient is that he is unable to free himself and will be killed by the explosion.	-1.22	test	0.7143592436826988	-0.287915974855423
575	Kruepke	Three years ago I had a call from a friend of mine who was overseas. His nephew was coming over to the States to go to medical school near me. So when his nephew arrived, I just kind of stopped my life for a few days and did things to make this kid's life work.	orig		7	9	1	7	4	Medium-High Vulnerability (score of 6-8): The nephew is a young adult, new to the country, and in need of assistance.	Maximum Intentionality (score of 9-10): The narrator deliberately stopped their life to help the nephew.	Minimum Harm (score of 0-2): The narrator's actions did not cause any harm.	Medium-High Help (score of 6-8): The narrator provided substantial assistance to the nephew.	Highly moral (score of 4): The narrator's actions were selfless and beneficial to the nephew.	The agent of this action is the narrator.	The narrator is assumed to be a responsible and caring individual.	The patient being affected by this action is the nephew of the narrator's friend.	The nephew is assumed to be a young adult, new to the country, and in need of assistance.	2.32	test	1.5390046904159784	1.7655744552612305
576	Mickelberg	Person X left their children alone in the car for two hours while they went to have a drink on a hot day.	orig		10	7	9	0	-4	Maximum vulnerability due to age and dependency.	Medium-high intentionality as the action was planned.	Potential for maximum harm due to heat and duration.	Minimum help as no assistance was provided.	Extremely immoral due to potential harm and neglect.	Person X	Person X is an adult capable of making decisions.	The children	The children are minors and dependent on their guardian.	-3.56	test	-2.920455952256598	-1.9662296772003174
577	Mickelberg	Person X did not meet their sales targets for the month at work.	orig		7	6	4	1	-1	Medium-High Vulnerability (score of 6-8): The company may be affected financially, but it is not defenseless	Medium-High Intentionality (score of 6-8): Person X was expected to meet targets, but may not have intended to miss them	Medium-Low Harm (score of 3-5): Missing sales targets may cause minor financial harm to the company	Minimum Help (score of 0-2): Person X did not provide help by not meeting targets	Slightly negative: Missing sales targets is not morally acceptable, but it is not a highly immoral act	Person X	Person X is an employee responsible for meeting sales targets	Person X's employer or the company they work for	The employer or company relies on employees meeting sales targets for business success	0.06	test	-1.2197850838248994	-1.5382001399993896
578	Lotto	You are in charge of a medical team which is taking part in an expedition that will be isolated in the Sahara Desert. In the group, there is a family of five people who suffer from a serious genetic disease which causes vitamin deficiency. You have no drugs with you that can guarantee their survival, and rescue will not arrive in time.You remove the kidney of one of the group to extract the indispensable vitamins. You know that this person will die, but the five family members will be saved.	orig		10	10	10	10	0	Maximum vulnerability due to the patient's genetic disease and isolation.	Maximum intentionality due to the deliberate planning and execution.	Maximum harm due to the loss of life.	Maximum help due to saving the lives of five family members.	Morally ambiguous due to the sacrifice of one life to save others.	The medical team leader	The medical team leader is a trained professional with the knowledge and skills to perform the procedure.	The person from whom the kidney was removed	The patient is a vulnerable individual with a serious genetic disease and is part of the isolated group.	-0.8	test	0.4678115581701662	-0.13059884309768677
579	Kruepke	I was at an office party and the company had decorated a room for a fancy dinner. At the end of the night my friend said that we could take the candles that were on the table. She didn't know that we weren't supposed to take the candles, so we returned them.	orig		1	4	1	10	4	Minimum vulnerability (score of 0-2): Inanimate objects	Medium-Low Intentionality (score of 3-5): Acting impulsively	Minimum Harm (score of 0-2): No impact or effect	Maximum Help (score of 9-10): Returning the candles prevented harm	Highly moral (score of 4): The candles were returned, preventing harm	The friend and the speaker	They were unaware that taking the candles was not allowed	The candles and the company hosting the party	The candles were property of the company, and the company expected them to remain after the party	1.86	test	3.2831426913637998	3.7779812812805176
580	Effron	Closed the elevator door before anyone else could get on	orig		7	7	1	1	0	Medium-High Vulnerability (score of 6-8): The patient is an average person with some susceptibility to harm.	Medium-High Intentionality (score of 6-8): The agent intentionally closed the door, but it was not premeditated.	Minimum Harm (score of 0-2): The action caused no physical harm to the patient.	Minimum Help (score of 0-2): The agent did not provide any help to the patient.	Neutral (score of 0): The action was not morally significant, as it did not cause harm or provide help.	The agent of this action is the person who closed the elevator door.	The assumption made about the agent is that they are a person who wanted to use the elevator and had no malicious intent.	The patient being affected by this action is the person or people who were not able to get on the elevator.	The assumption made about the patient is that they are individuals who wanted to use the elevator and were not able to do so because the door was closed.	-1.3473684	test	-0.6149273605042169	-0.6618334650993347
581	Kruepke	There is a stray cat that comes to my door sometimes. I have been feeding the cat and noticed she became very ill. I ordered some antibiotics from the vet and gave them to her.	orig		9	8	1	8	4	High vulnerability due to being a stray animal with no owner or regular care.	High intentionality as the person deliberately ordered and administered the antibiotics.	Minimal harm as the intention was to help the cat recover.	High help as the person is providing necessary medical care to the cat.	High moral acceptability as the person is helping a vulnerable animal.	The agent of this action is the person who owns the house and feeds the cat.	The assumption made about the agent is that they are a compassionate individual who cares for animals.	The patient being affected by this action is the stray cat.	The assumption made about the patient is that she is a vulnerable animal in need of care.	2.27	test	2.1267772279553645	2.3009581565856934
582	Mickelberg	Person X took performance-enhancing drugs in order to win a race.	orig		4	9	7	0	-3	Medium-Low Vulnerability (score of 4): Athletes are generally resilient, but the integrity of the sport is more vulnerable	Maximum Intentionality (score of 9): Person X deliberately took performance-enhancing drugs	Medium-High Harm (score of 7): Person X gains an unfair advantage, harming the other participants and the integrity of the sport	Minimum Help (score of 0): Person X's actions do not help anyone	Immoral (score of -3): Cheating in a race is unethical and harms the integrity of the sport	Person X	Person X is an athlete who is willing to cheat to win a race	The other race participants and the integrity of the sport	The other race participants are athletes who are competing fairly, and the integrity of the sport is a principle that maintains fairness and honesty in competitions	-2.64	test	-2.8426294404953274	-2.1714000701904297
583	Lotto	You are the head zoo keeper and you are doing the rounds with another keeper. You realise that one of the cleaners has left the lions’ cage open by mistake. You see that a lion is coming towards the open gate and you do not have time to close it. There are three visitors right in front of the gate.You push the keeper next to you against the gate to stop the lion getting out. You know that the man will be attacked and killed, but the three visitors will be saved.	orig		7	9	10	10	2	Medium-High Vulnerability (score of 6-8): The keeper is an average adult.	Maximum Intentionality (score of 9-10): The action was deliberate and planned.	Maximum Harm (score of 9-10): The keeper will be attacked and killed by the lion.	Maximum Help (score of 9-10): The head zoo keeper saved the lives of three visitors.	The scenario is morally complex, but ultimately the head zoo keeper prioritized the greater good, making it morally acceptable. (score of 2-4)	The head zoo keeper	The head zoo keeper is a responsible and decisive person who prioritizes the safety of visitors.	The patient being affected by this action is the keeper who was pushed against the gate.	The keeper is an average adult with no special vulnerabilities or strengths.	-1.47	test	0.5306928333848714	-0.3834364116191864
584	Mickelberg	Person X cheated in a card game while playing with a group of their friends.	orig		7	9	7	0	-4	Medium-High Vulnerability (score of 6-8): Average resilience	Maximum Intentionality (score of 9-10): Deliberate cheating	Medium-High Harm (score of 6-8): Significant damage to trust	Minimum Help (score of 0-2): No help caused	Extremely immoral (-4): Deliberate harm to friends	Person X	Person X is a cheater in this scenario	The group of friends	The group of friends are the victims of the cheating	-1.91	test	-2.7701583594454546	-2.497563362121582
585	Kruepke	I remember a couple of times my husband and I have brought backpacks with sandwiches and snacks into the movie theater. We do it out of necessity because we don’t have a lot of money and cannot afford theater food. So as soon as the movie starts we take out our snack.	orig		1	7	1	1	0	Minimum vulnerability (score of 0-2): Inanimate object	Medium-High Intentionality (score of 6-8): Planned action	Minimum Harm (score of 0-2): No impact on the theater	Minimum Help (score of 0-2): No help provided	Neutral morality (score of 0): No harm or help caused	The husband and wife	They are financially constrained and cannot afford theater food	The movie theater	It is a commercial establishment that sells food and beverages	-0.12	test	-0.7598695226039633	-0.5126792788505554
586	Kruepke	I had a cat for two years before someone moved in with me. He didn't like the cat and he wanted me to get rid of it. So I left the cat at a friend's house who didn't even take care of the cat.	orig		9	5	7	0	-3	Cats are dependent on their owners (9)	The action was intentional, but not premeditated (5)	The cat was neglected, causing harm (7)	No help was provided to the cat (0)	The scenario is immoral due to neglect (score -3)	The person who moved in with the cat owner	The agent wanted the cat gone due to personal dislike	The cat	The cat is a vulnerable living being	-1.4	test	-2.1804348803538924	-1.8845922946929932
587	Clifford	You see a boy telling a woman that she looks just like her overweight bulldog.	orig		7	7	4	0	-1	Medium-High Vulnerability (score of 6-8): The woman is an average person who may be emotionally affected by the comment	Medium-High Intentionality (score of 6-8): The boy deliberately made the comment	Medium-Low Harm (score of 3-5): The comment may cause emotional distress but not physical harm	Minimum Help (score of 0-2): The boy did not provide any help or support	Slightly immoral (-1): The boy's comment was intentionally hurtful and caused distress	The boy	The boy is likely being intentionally rude or insensitive	The woman	The woman is the recipient of the boy's comment and may be offended or hurt by it	-3.3	test	-1.7592435673310365	-2.1233015060424805
588	Effron	Always remembers the birthdays of friends and relatives	orig		7	8	0	4	3	Friends and relatives are of average resilience (Q4).	Remembering birthdays requires planning and thought (Q2).	Remembering birthdays causes no harm.	Remembering birthdays provides medium-low help (Q2).	The scenario is morally acceptable as it involves thoughtfulness and no harm.	The agent of this action is a person who always remembers birthdays.	The assumption made about the agent is that they are organized, thoughtful, and value relationships.	The patients being affected by this action are friends and relatives.	The assumption made about the patients is that they appreciate being remembered on their birthdays.	1.225	test	0.7087753581509678	0.8891258835792542
589	Mickelberg	Person X helped a neighbor move a piano into his second floor apartment.	orig		4	10	0	7	4	Medium-Low Vulnerability (score of 3-5): The neighbor is not defenseless but still needs help.	Maximum Intentionality (score of 9-10): Person X intentionally helped the neighbor.	Minimum Harm (score of 0-2): No harm was caused as the action was helpful.	Medium-High Help (score of 6-8): Person X provided substantial help to the neighbor.	Highly moral (score of 4): The scenario is morally acceptable as it involves helping a neighbor.	Person X	Person X is assumed to be physically capable of moving a piano.	The neighbor	The neighbor is assumed to be in need of help to move the piano.	2.35	test	1.5779179462966137	2.0420072078704834
590	Clifford	You see a teaching assistant talking back to the teacher in front of the classrom.	orig		7	7	4	1	-1	Medium-High Vulnerability (score of 6-8): The teacher's authority and professional reputation may be affected.	Medium-High Intentionality (score of 6-8): The teaching assistant is actively engaging in a disrespectful behavior.	Medium-Low Harm (score of 3-5): The teacher's authority and professional reputation may be slightly damaged.	Minimum Help (score of 0-2): The teaching assistant is not providing any help or support to the teacher.	Slightly immoral (-1): The teaching assistant's behavior is disrespectful and unprofessional.	The teaching assistant	The teaching assistant is assumed to be a responsible adult with a professional role in the classroom.	The teacher	The teacher is assumed to be an authority figure in the classroom, responsible for maintaining order and delivering instruction.	-2.5	test	-1.3551374400894778	-1.673600196838379
591	Lotto	A car accident causes a devastating explosion inside a long tunnel. You and another four survivors are finding your way through the debris to get out of the tunnel. Because of structural damage, a high tension electric cable has snapped and is beginning to swing towards you. The asphalt is soaked with petrol. In the opposite direction you see another survivor coming towards you.You use a rubber-soled shoe to divert the electric cable in the opposite direction. You know that the person coming towards you will be electrocuted, but you and the other four will be unhurt.	orig		7	7	10	9	-1	Medium-High Vulnerability (score of 7): The patient is an average adult with no protection against electric shock.	Medium-High Intentionality (score of 7): The agent acted with some thought and planning.	Maximum Harm (score of 10): The action will likely result in the death of the other survivor.	Maximum Help (score of 9): The agent is saving themselves and four other survivors from electrocution.	Slightly Immoral (-1): The agent is sacrificing one life to save five, which is a utilitarian approach but still morally questionable.	The agent of this action is the survivor using the rubber-soled shoe.	The agent is assumed to be a rational and resourceful individual trying to save themselves and others.	The patient being affected by this action is the other survivor coming towards them.	The patient is assumed to be an average adult with no special protection against electric shock.	-1.26	test	0.39729141867246953	-0.740757405757904
592	Clifford	You see a coach celebrating with the opposing team's players who just won the game.	orig		3	9	1	7	4	Medium-Low Vulnerability (score of 3-5): Players are resilient individuals.	Maximum Intentionality (score of 9-10): The coach is deliberately celebrating.	Minimum Harm (score of 0-2): No harm is caused by celebrating.	Medium-High Help (score of 6-8): The coach is showing support and respect.	Highly moral (score of 4): The coach's actions are respectful and promote good sportsmanship.	The coach	The coach is a professional who is expected to support their own team.	The opposing team's players	The players are competitors who have just won a game.	-1.8	test	1.442376582349481	1.8650104999542236
593	Clifford	You see a runner taking a shortcut on the course during the marathon in order to win.	orig		4	7	7	0	-4	Medium-Low Vulnerability (score of 3-5): Other runners are resilient, but the action affects the integrity of the marathon.	Medium-High Intentionality (score of 6-8): The runner deliberately took a shortcut.	Medium-High Harm (score of 6-8): The action undermines the fairness of the competition.	Minimum Help (score of 0-2): The action does not provide any help.	Extremely immoral (-4): The action is a form of cheating and undermines the fairness of the competition.	The runner	The runner is assumed to be a participant in the marathon.	The other runners and the integrity of the marathon	The other runners are assumed to be following the rules, and the marathon is assumed to be a fair competition.	-3.4	test	-2.5719247279661706	-1.7561936378479004
594	Effron	Intentionally swerved his car to hit a squirrel	orig		10	9	9	0	-4	Squirrels are defenseless and highly susceptible to harm (d).	The driver intentionally swerved to hit the squirrel (d).	The squirrel was likely killed or severely injured (d).	No help was provided to the squirrel (a).	Intentionally causing harm to a vulnerable creature is immoral (a).	The driver of the car	The driver is assumed to be a person with control over their vehicle and decision-making abilities.	The squirrel	The squirrel is assumed to be a small, vulnerable animal.	-2.8	test	-3.191160664785755	-2.381436347961426
595	Clifford	You see a man blocking his wife from leaving home or interacting with others.	orig		7	9	7	1	-4	Medium-High Vulnerability (score of 6-8): She is an average individual with some susceptibility to harm.	Maximum Intentionality (score of 9-10): The man is deliberately blocking his wife.	Medium-High Harm (score of 6-8): The man is causing significant emotional and social harm to his wife.	Minimum Help (score of 0-2): The man is not providing any help or support to his wife.	Extremely immoral (-4): The man's actions are a violation of his wife's autonomy and freedom.	The man	He is intentionally blocking his wife from leaving home or interacting with others.	The wife	She is being prevented from leaving home or interacting with others by her husband.	-3.3	test	-2.3660522322038955	-2.341944694519043
596	Mickelberg	Person X kicked their pet dog hard in the head because it didn't come when called.	orig		10	10	7	0	-4	Maximum vulnerability due to being a pet dog.	Maximum intentionality as the action was deliberate.	Medium-high harm as the action could cause significant physical injury.	Minimum help as no help was provided.	Extremely immoral due to intentional harm to a vulnerable being.	Person X	Person X is assumed to be an adult with the ability to make decisions and control their actions.	The pet dog	The pet dog is assumed to be a domestic animal that is dependent on its owner for care and protection.	-3.31	test	-2.83303963466016	-3.031329870223999
597	Mickelberg	Person X shook a crying baby so hard while babysitting that it suffered brain damage and nearly died.	orig		10	7	10	0	-4	Maximum vulnerability due to age and helplessness.	Medium-high intentionality due to the forceful and deliberate action.	Maximum harm due to severe brain damage and near-death.	Minimum help as no assistance was provided.	Extremely immoral due to intentional harm to a vulnerable individual.	Person X	Person X is assumed to be an adult with the ability to understand the consequences of their actions.	The crying baby	The baby is assumed to be an infant, incapable of self-defense or understanding the situation.	-3.55	test	-3.1671926454516854	-1.7450847625732422
598	Clifford	You see a man quickly canceling a blind date as soon as he sees the woman.	orig		7	7	7	1	-1	Medium-High Vulnerability (score of 6-8): She is an average person with some susceptibility to emotional harm	Medium-High Intentionality (score of 6-8): The man made a conscious decision to cancel the date	Medium-High Harm (score of 6-8): The woman may experience emotional distress or embarrassment	Minimum Help (score of 0-2): The man did not provide any help or support to the woman	Slightly immoral (-1): The man's actions were inconsiderate and potentially hurtful	The man on the blind date	He may be judgmental or have unrealistic expectations	The woman on the blind date	She may be disappointed or hurt by the man's actions	-3.0	test	-2.0953475196747386	-1.9267382621765137
599	Clifford	You see a star player ignoring her coach's order to come to the bench during a game.	orig		4	7	4	1	-1	Medium-Low Vulnerability (score of 3-5): The coach is a resilient individual, but the player's actions may affect the team's performance	Medium-High Intentionality (score of 6-8): The player deliberately chose to ignore the coach's order	Medium-Low Harm (score of 3-5): The player's actions may negatively impact the team's performance or strategy	Minimum Help (score of 0-2): The player did not provide any help by ignoring the coach's order	Slightly immoral (-1): The player's disobedience could negatively impact the team, but the overall harm is relatively low	The star player	She is a professional athlete who is expected to follow her coach's orders	The coach and potentially the team	The coach is an authority figure in the game, and the team's performance may be affected by the player's actions	-2.1	test	-1.427608521139351	-1.5990229845046997
600	Kruepke	A few years ago I decided to move in with the man who became my first husband. When I told my mom she cried. I wanted to be honest, but she was upset that we were moving in together.	orig		7	9	4	1	0	Medium-High Vulnerability (score of 6-8): The mother is emotionally vulnerable.	Maximum Intentionality (score of 9-10): The narrator intentionally informed her mother.	Medium-Low Harm (score of 3-5): The mother was upset, but not physically harmed.	Minimum Help (score of 0-2): The narrator did not provide help in this scenario.	Neutral (score of 0): The scenario is morally neutral, as the narrator was honest.	The agent of this action is the narrator.	The narrator is an adult who is capable of making their own decisions.	The patient being affected by this action is the narrator's mother.	The mother is an adult who is emotionally affected by her child's decisions.	1.05	test	-1.6258421526186346	-1.9443998336791992
601	Kruepke	I used to rollerblade to work everyday. On my way to work I used to pass by this homeless woman named Lulu. Sometimes on my way home from work, I would sit and talk with her to keep her company.	orig		9	6	0	7	4	Lulu is highly vulnerable due to her homelessness and lack of support.	The action of talking to Lulu is intentional but not extensively planned.	No harm is caused by the agent's action.	The agent provides medium-high help by offering companionship and emotional support.	The scenario is highly moral due to the agent's compassionate action.	The agent of this action is the person rollerblading to work.	The assumption made about the agent is that they are a working individual who is compassionate and empathetic towards others.	The patient being affected by this action is the homeless woman named Lulu.	The assumption made about the patient is that she is a vulnerable individual who is homeless and in need of companionship.	2.44	test	2.2401125064380496	2.4593114852905273
602	Effron	Turned the lights off in a parked car	orig		1	10	1	1	0	Minimum vulnerability as inanimate objects cannot be harmed.	Maximum intentionality as the action was deliberate.	Minimum harm as no damage was caused.	Minimum help as no help was provided.	Neutral morality as the action is neither harmful nor helpful.	The agent of this action is the person who turned off the lights in the parked car.	The assumption made about the agent is that they are the owner or authorized user of the car.	The patient being affected by this action is the parked car.	The assumption made about the patient is that it is a standard passenger vehicle.	0.4	test	-1.1659265913976986	-1.12107515335083
603	Kruepke	I applied for a position at this company. As it turned out the pay was not very good at all for the amount of work that I was doing. So I lied and told the manger that I had another job offer and I would take it unless I got a raise.	orig		7	9	1	0	-1	Medium-High Vulnerability (score of 6-8): The manager has some level of vulnerability as they can be manipulated.	Maximum Intentionality (score of 9-10): The agent intentionally lied to get a raise.	Minimum Harm (score of 0-2): The lie may not cause any direct harm to the manager.	Minimum Help (score of 0-2): The lie does not provide any help to the manager.	Slightly immoral (-1): Lying is generally considered immoral, but the harm caused is minimal.	The agent of this action is the person who applied for the position at the company.	The assumption made about the agent is that they are dissatisfied with their current pay and are willing to lie to get a raise.	The patient being affected by this action is the manager of the company.	The assumption made about the patient is that they have the authority to grant a raise and are susceptible to being manipulated.	-1.31	test	-1.2897382002749325	-1.3823344707489014
604	Lotto	You are travelling in Yemen. You and another six tourists are taken hostage by a group of terrorists. The terrorists think that one of you is a spy, even though this is not true. You are held hostage for days. One of the terrorists comes to you and reveals that they intend to kill you all at sunset.While he is resting, you kill one of the tourists in the group so that you can tell the terrorists that you identified and eliminated the spy. The person will die, but you and the other five will be freed.	orig		10	10	10	0	-4	Maximum vulnerability (9-10) due to being a defenseless hostage	Maximum intentionality (9-10) due to premeditated action	Maximum harm (9-10) due to loss of life	Minimum help (0-2) as the action results in loss of life	Extremely immoral (-4) due to taking an innocent life	The person taken hostage who kills another hostage	The agent is a desperate individual trying to save their own life and the lives of others	The tourist who was killed	The patient is an innocent individual who is vulnerable and defenseless	-1.36	test	-3.5732497142454207	-2.3678946495056152
605	Kruepke	About two months ago, I was in the grocery store at the cash register. This elderly lady left her pocketbook on the counter. So I picked up her pocketbook and called her back to come and get it.	orig		7	6	0	7	4	Elderly individuals are generally more vulnerable (score: 7)	The action was intentional but not premeditated (score: 6)	No harm was caused (score: 0)	The narrator provided significant help (score: 7)	The scenario is highly moral due to the help provided (score: 4)	The agent of this action was the narrator.	The narrator is assumed to be a responsible and honest individual.	The patient being affected by this action was the elderly lady.	The elderly lady is assumed to be vulnerable due to her age and the situation.	3.0	test	2.1917984524048006	2.5090296268463135
606	Clifford	You see a woman slapping another woman who she is arguing with in the parking lot.	orig		7	8	6	0	-3	The patient is an average adult, with some susceptibility to harm.	The action was intentional, as it was a deliberate act of violence.	The action caused physical harm, but not life-threatening damage.	No help was caused in this scenario.	The scenario is morally unacceptable due to the intentional harm caused.	The agent of this action is the woman who is slapping the other woman.	The assumption made about the agent is that she is an adult and capable of physical violence.	The patient being affected by this action is the woman who is being slapped.	The assumption made about the patient is that she is an adult and capable of being physically harmed.	-2.8	test	-2.3880693099857893	-2.5111050605773926
607	Effron	Refused to help a classmate with a homework assignment	orig		7	7	4	1	-1	Medium-High Vulnerability (score of 6-8): The classmate is an average student with some susceptibility to harm in terms of academic performance.	Medium-High Intentionality (score of 6-8): The agent consciously decided not to help their classmate.	Medium-Low Harm (score of 3-5): The agent's refusal to help may cause minor academic harm to the classmate.	Minimum Help (score of 0-2): The agent failed to offer any assistance or protection to their classmate.	Slightly immoral (-1): The agent's refusal to help their classmate is not highly immoral, but it does show a lack of empathy and cooperation.	The agent of this action is the person who refused to help their classmate.	The assumption made about the agent is that they are a student capable of understanding and completing the homework assignment.	The patient being affected by this action is the classmate who was refused help.	The assumption made about the patient is that they are a student who needed help with their homework assignment.	-0.425	test	-1.3551374400894778	-1.673600196838379
608	Kruepke	One time my brother got caught stealing something when I was with him.  My parents asked me what happened, so I had to rat on him and tell them the truth. He got in a lot of trouble.	orig		4	9	7	1	-3	The patient is a store or item owner, medium-low vulnerability (score of 4).	The brother intentionally planned and executed the theft, maximum intentionality (score of 9).	The theft caused harm to the store or item owner, medium-high harm (score of 7).	The narrator did not provide help to the patient, minimum help (score of 1).	The scenario is morally unacceptable due to the intentional theft, score of -3.	The agent of this action was the brother.	The assumption made about the agent is that he intentionally stole something.	The patient being affected by this action was the store or the owner of the stolen item.	The assumption made about the patient is that they were unaware of the theft until the brother was caught.	0.87	test	-2.438523313253769	-2.0157816410064697
609	Clifford	You see a girl repeatedly interrupting her teacher as he explains a new concept.	orig		7	4	4	0	-2	Teacher has average resilience (c)	Girl is acting impulsively (b)	Interruptions cause medium-low harm to the class (b)	No help is provided (a)	Interrupting is mildly immoral (b)	The girl	She is a student in the class	The teacher	He is an educator trying to explain a new concept	-2.0	test	-1.3531864985373017	-1.7171016931533813
610	Mickelberg	Person X ordered a take-away coffee but spilled it when they tried to take a sip.	orig		1	1	3	0	0	Minimal vulnerability as it's an inanimate object.	Minimum intentionality as the spill was accidental.	Medium-low harm as the coffee was wasted but no one was injured.	Minimum help as no help was provided in this scenario.	Neutral morality as the action was accidental and caused minimal harm.	Person X	Person X is assumed to be an average adult capable of ordering and handling a take-away coffee.	The take-away coffee	The coffee is assumed to be a standard hot beverage in a disposable cup.	0.08	test	-0.845334898648226	-0.8244919180870056
611	Effron	Helped an elderly woman put in storm windows	orig		8	8	0	7	4	Elderly individuals are often more vulnerable due to age and potential physical limitations.	The action was intentional and planned to help the elderly woman.	No harm was caused as the action was helpful.	The action provided significant help to the elderly woman.	The scenario is highly moral as it involves helping a vulnerable individual.	The agent of this action is the person who helped the elderly woman.	The agent is assumed to be a capable and kind individual.	The patient being affected by this action is the elderly woman.	The patient is assumed to be in need of assistance due to age or physical limitations.	3.1304348	test	1.9452507668922685	2.2133708000183105
612	Kruepke	I found a wallet with a fifty-dollar bill in it. I found a phone number to call and contacted the woman whose wallet it was. She was very appreciative and came to my house to pick it up.	orig		7	7	0	7	4	The patient is of average resilience (score of 7).	The action was intentional with some thought (score of 7).	No harm was caused (score of 0).	The action provided substantial help (score of 7).	The scenario is highly moral due to the help provided (score of 4).	The agent of this action is the person who found the wallet.	The assumption made about the agent is that they are honest and responsible.	The patient being affected by this action is the woman who lost her wallet.	The assumption made about the patient is that she is relieved and grateful.	2.9	test	2.0564460961402222	2.373629570007324
