id	dataset	scenario	circumstance_type	circumstance	Harm/ Help	Cheating/ Fairness	Betrayal/ Loyalty	Subversion/ Authority	Degradation/ Sanctity	Oppression/ Liberty	moral_score	Harm/ Help_expl	Cheating/ Fairness_expl	Betrayal/ Loyalty_expl	Subversion/ Authority_expl	Degradation/ Sanctity_expl	Oppression/ Liberty_expl	moral_expl	human_score
483	Mickelberg	Person X commutes four hours on a bus every week to the local children's hospital, so they can dress as a clown and entertain the children in the cancer ward.	orig		5	0	5	0	5	5	-4	Person X helps children in need	No cheating or unfairness involved	Person X shows loyalty to the cause	Person X respects hospital authority	Person X treats the situation with sanctity	Person X promotes liberty through joy	High scores in Harm, Betrayal, Degradation, and Oppression norms indicate low moral acceptability	3.42
484	Grizzard	Threatens to kill a farmer to gain information.	orig		-5	-4	-3	-4	-5	-5	-4	Threatening to kill harms the farmer.	Threatening for information is unfair.	Threatening implies disloyalty to social norms.	Threatening subverts the farmer's autonomy.	Threatening degrades the value of life.	Threatening oppresses the farmer's freedom.	Scenario involves extreme harm, cheating, betrayal, subversion, degradation, and oppression.	-1.666666667
485	Cook	Someone makes a public online post making fun of their political party, saying they will support the opposing partyâ€™s candidate	orig		0	0	3	2	0	-2	-1	No direct harm or help is evident.	No cheating or unfairness is involved.	Expressing support for opposing party may be seen as disloyalty.	Publicly opposing party norms may subvert authority.	No degradation or sanctity violation is evident.	Expressing political views is an act of liberty.	Slightly immoral due to elements of oppression and subversion	-0.74
486	Effron	Was irritated when a neighbor asked to borrow some milk	orig		0	0	0	0	0	0	0	Neighbor's request does not cause harm or help.	Borrowing milk is not cheating, but fairness depends on context.	No betrayal or loyalty involved in borrowing milk.	No subversion or authority involved in borrowing milk.	No degradation or sanctity involved in borrowing milk.	No oppression or liberty involved in borrowing milk.	All norms are neutral, indicating no moral implications.	-0.8363636
487	Effron	Ignored his old girlfriend at a party	orig		-3	-2	-3	0	-2	0	-3	Ignoring can cause emotional harm.	No cheating involved, but unfair to ignore.	Ignoring can be seen as a form of betrayal.	No subversion or authority issue present.	Ignoring can degrade the girlfriend's feelings.	No oppression or liberty issue present.	Scenario leans towards harmful, cheating, and betrayal	-0.23783784
488	Mickelberg	Person X ran out of paint when painting their home and had to go the hardware store.	orig		0	0	0	0	0	0	0	Person X is not harmed or helped	No cheating or unfairness involved	No betrayal or loyalty involved	No subversion or authority involved	No degradation or sanctity involved	No oppression or liberty involved	All norms are neutral, indicating no moral implications.	0.15
489	Clifford	You see a group of women having a long and loud conversation during a church sermon.	orig		-3	-2	-2	-3	-3	-2	-3	Distracting others from the sermon	Not allowing others to focus on sermon	Disrespecting the church's rules of silence	Disregarding the authority of the church	Disrespecting the sanctity of the church	Infringing on others' right to listen	Scenario leans towards harmful, cheating, and oppressive acts	-2.8
490	Lotto	You are crossing a bridge which passes over the railway line and you see a train moving on the track below. You notice that the driver has lost control and that the locomotive will continue its course and end up running into five men who are working on the adjacent tracks. On the bridge next you is a person you do not know.You throw this person off the bridge is such a way that his body blocks the oncoming train. You know that his person will die, but the five workers will be unhurt.	orig		-3	-2	0	0	-4	-3	-3	Sacrificing one to save five	Unfairly choosing who lives or dies	No prior relationship, no loyalty	No authority figure involved	Violating the sanctity of life	Depriving someone of their liberty	Scenario leans towards harmful, cheating, degrading, and oppressive acts	-1.7
491	Kruepke	One evening I went out. I told my husband I was going to an audition, but actually, I went out for dinner with a friend of mine. I had to lie, because he would have wanted to go with my friend and me.	orig		0	3	3	0	0	0	2	No direct harm or help involved	Lying to husband is a form of cheating	Lying to husband is a form of betrayal	No authority figure is being subverted	No degradation or sanctity involved	No oppression or liberty involved	Scenario leans towards fairness and loyalty, but lacks harm or other negative norms	-0.94
492	Effron	Let his dog go to the bathroom on the neighbor's yard	orig		-2	-1	0	0	-1	0	-1	Potential harm to neighbor's yard	Unfair use of neighbor's property	No direct betrayal or loyalty involved	No authority or rules being subverted	Potential degradation of neighbor's property	No oppression or liberty issues involved	Slightly immoral due to harm and cheating	-1.29032256
493	Effron	Kept the music down for his roommates	orig		3	2	2	0	1	2	2	Helps roommates by not disturbing them	Fairness in considering roommates' comfort	Loyalty to roommates' shared living space	No authority subverted or challenged	Respects shared living space sanctity	Allows roommates liberty to not hear music	Scores lean towards R, indicating some moral acceptability	1.69411776
494	Kruepke	In college I used to tell a lot of girls that I loved them or cared for them or how we would be more of a couple than we were.  But, in actuality, that wasn't the truth.  I just told them that.	orig		-3	-2	-4	0	-3	0	-3	Potential emotional harm to the girls	Misleading statements, not being fair	Betrayal of trust, lack of loyalty	No subversion or authority involved	Degradation of relationships, lack of sanctity	No oppression or liberty involved	Scenario leans towards harmful, cheating, and betrayal	-2.42
495	Clifford	You see an employee trying to undermine all of her boss' ideas in front of others.	orig		-3	-2	-4	-4	-3	-2	-3	Employee is causing harm to boss' reputation	Employee is not being fair to boss	Employee is betraying boss' trust	Employee is subverting boss' authority	Employee is degrading professional relationships	Employee is not respecting boss' liberty	Scenario leans towards harmful, cheating, betrayal, subversion, degradation, and oppression.	-2.6
496	Kruepke	A couple of years ago, when I went grocery shopping, I realized that there was a cart in the parking lot that had not been claimed. It was full of groceries. So I brought the cart back inside and gave it to the manager.	orig		4	4	3	3	3	0	2.5	Returning cart helped prevent loss	Returning cart was fair to owner	Loyalty to societal norms of honesty	Respect for store's authority by returning cart	Respect for others' property and sanctity	No oppression or liberty issue present	Scenario leans towards right, but neutral on oppression/liberty.	2.54
497	Mickelberg	Person X often sings along to the songs that they are listening to.	orig		0	0	0	0	0	0	0	No harm or help in singing along.	No cheating or fairness involved.	No betrayal or loyalty involved.	No subversion or authority involved.	No degradation or sanctity involved.	No oppression or liberty involved.	All norms are neutral, indicating no moral implications.	0.36
498	Effron	Gave a stranded motorist a lift to the service station	orig		5	0	5	0	0	5	-4	Helped a stranded motorist in need.	No cheating or unfairness involved.	Displayed loyalty by helping a stranger.	No authority or rules were subverted.	No degradation or sanctity issues present.	Promoted liberty by assisting the motorist.	High scores in Harm, Betrayal, and Oppression norms	2.2193548
499	Effron	Returned a birthday gift because it was too cheap	orig		-3	-2	-3	0	-2	0	-3	Potential harm to gift giver's feelings	Not cheating, but unfair to return a gift	Betrayal of gift giver's good intentions	No subversion or authority involved	Degrading the value of the gift	No oppression or liberty involved	Scenario leans towards harmful, cheating, and betrayal	-2.06896552
500	Mickelberg	Person X stayed back to help a colleague jumpstart their car, even though they then missed the start of a music concert.	orig		5	0	5	0	0	5	-4	Person X helped a colleague in need.	No cheating or unfairness involved.	Person X showed loyalty to their colleague.	No authority was subverted or challenged.	No degradation or sanctity violation occurred.	Person X freely chose to help.	High scores in Harm, Betrayal, and Oppression norms	2.61
501	Lotto	You are a taxi driver and you are carrying two passengers at night. It has been snowing already for a couple of hours and the roads are dangerously icy. You turn into a very narrow street and suddenly you find yourself in front of a truck which has overturned in the middle of the road. You start to brake, but you lose control of the taxi and it begins to slide on the icy road.You swerve to direct the car towards the edge of the road. You see that there is a passer-by who will be hit by the car and will die, but you and the two passengers will be unhurt.	orig		-4	0	0	0	0	0	-2	Driver causes harm to passer-by	No cheating or unfairness involved	Driver not betraying passengers' trust	No subversion or authority involved	No degradation or sanctity involved	No oppression or liberty involved	Scenario involves extreme harm, other norms neutral	-1.17
502	Mickelberg	Person X won an award for 'Best Newcomer' at a local karaoke event.	orig		3	4	0	2	0	2	1	Award helps boost person's confidence.	Fairness in judging, no cheating evident.	No betrayal or loyalty involved.	Respect for event's authority and rules.	No degradation or sanctity involved.	No oppression, freedom to participate.	Scenario leans towards fairness and liberty but involves harm and subversion	0.45
503	Effron	Slammed the door in the face of a charity collector	orig		-3	-2	0	0	-2	0	-2	Slamming door causes emotional harm	Not cheating, but lacks fairness or respect	No loyalty or betrayal involved	No subversion or authority involved	Degrading act towards charity collector	No oppression or liberty involved	Scenario leans towards harmful, cheating acts	-1.5783784
504	Mickelberg	Person X set fire to the community hall in the middle of the night.	orig		-5	-5	-5	-5	-5	-5	-4	Person X caused harm to community property	Arson is an unfair and dishonest act	Person X betrayed the community's trust	Arson subverts the community's authority	Arson degrades the community hall's sanctity	Arson infringes on the community's liberty	Extreme harm, cheating, betrayal, subversion, degradation, and oppression	-3.67
505	Kruepke	While I was in college, I was in a long distance relationship with a girl. We talked every night on the phone and really tried to make it work. Meanwhile, I was having study sessions with an attractive girl in my class and very tempted to cheat on my girlfriend.	orig		-3	4	-3	0	0	0	-1	Potential emotional harm to girlfriend	Considering cheating on girlfriend	Loyalty to girlfriend being tested	No authority being subverted	No degradation or sanctity involved	No oppression or liberty involved	Scenario leans towards harm and betrayal, but promotes fairness.	-1.62
506	Mickelberg	Person X had an affair with their best friend's wife.	orig		-4	-5	-5	-3	-4	0	-4	Causes emotional harm to best friend	Violates trust and marital commitment	Betrays best friend's trust and loyalty	Subverts the authority of marriage	Degrades the sanctity of friendship and marriage	Does not directly involve oppression or liberty	Scenario involves extreme harm, cheating, and betrayal	-3.4
507	Mickelberg	Person X embezzled money from a charity to feed their gambling habit.	orig		-5	5	5	5	5	0	3	Extreme harm to charity and beneficiaries	Extreme cheating, violating trust and fairness	Extreme betrayal of charity and its cause	Subversion of charity's rules and authority	Degradation of charity's sanctity and purpose	No oppression or liberty issue evident	High moral score due to fairness, loyalty, authority, and sanctity despite causing harm	-3.36
508	Effron	Laughed at a question asked by a classmate	orig		-2	0	0	0	-1	0	-0.5	Laughing may cause emotional harm	No cheating or fairness involved	No betrayal or loyalty involved	No subversion or authority involved	Laughing may degrade the classmate	No oppression or liberty involved	Slight harm observed, other norms neutral	-1.43333328
509	Mickelberg	Person X spat in a customer's meal before serving it to him, because the customer had a stutter.	orig		-5	-5	-5	-5	-5	-5	-4	Person X harmed the customer's health.	Person X cheated by serving contaminated food.	Person X betrayed the customer's trust.	Person X subverted food safety standards.	Person X degraded the sanctity of food.	Person X oppressed the customer's right to safe food.	Extreme harm, cheating, betrayal, subversion, degradation, and oppression	-3.51
510	Clifford	You see a public leader on TV trying to ban the wearing of hooded sweatshirts.	orig		-3	0	0	2	0	-4	-2	Potential harm to individual freedom	Not directly applicable in this context	Not directly applicable in this context	Challenging established norms of clothing	Not directly applicable in this context	Potential infringement on personal liberty	Scenario involves harm, oppression, and subversion	-2.7
511	Lotto	You are part of a team of six bomb disposal experts who are detonating an underwater mine. While you are underwater, a cable snaps causing a deep gash in one of the expert’s hand. The blood in the water starts to attract some sharks which are in the area. The injured expert starts to swim towards the only shark-proof cage available, while the rest of you are some way behind.You shoot the injured expert before he reaches the cage. You know that the sharks will all pounce on him, but you and the other four experts will be able to reach the cage and safety.	orig		-3	2	-4	0	-3	-2	-2.5	Shooting teammate causes harm, but saves others.	No cheating, but sacrificing one for many raises fairness concerns.	Shooting teammate may be seen as betrayal.	No subversion or authority issues present.	Shooting a teammate degrades human life.	No oppression, but shooting limits the injured expert's liberty.	Scenario leans towards harmful, disloyal, and degrading acts	-1.44
512	Lotto	You are in a ship which is crossing the Atlantic Ocean in the direction of South America. A fire has just broken out on board and everyone must immediately go to the lifeboats to be rescued. In the rush, too many people have climbed aboard some of the lifeboats, which are sinking. The life-boat you are on quickly starts to take on water.You throw into the sea the two people closest to you on the lifeboat to avoid it sinking. You know that they will drown, but you and the others will be saved.	orig		-5	0	-3	0	-4	-2	-3.5	Extreme act of harm to save others	Not cheating, but not fair to victims	Betrayal of the victims' trust	No subversion or authority involved	Degradation of human life	No oppression, but denying liberty to victims	High harm and degradation, some betrayal and oppression	-1.26
513	Kruepke	I email women through the personal ads quite often. I lie about many things such as awards I haven’t actually won, or places I’ve been. I’m pretty sure everyone lies about things in those ads to make themselves more attractive to the people that they are interested in.	orig		-3	-4	-3	-2	-3	0	-3	Potential emotional harm to women	Deception is a form of cheating	Betrayal of trust in relationships	Subversion of truth and honesty	Degradation of personal integrity	No direct oppression or liberty issue	Scenario leans towards harmful, cheating, and disloyal acts	-1.85
514	Cook	Someone posts pornographic self-photography online	orig		-3	0	0	-4	-5	1	-3	Potential harm to self and others	No direct cheating or unfairness	No direct betrayal or loyalty issue	Violates laws and platform rules	Violates social norms and decency	Exercising personal liberty, but potentially oppressive	Scenario leans towards immoral due to high harm and degradation	-1.25
515	Clifford	You see a man putting ketchup all over his chicken Caesar salad while at lunch.	orig		0	0	0	0	-1	0	-0.2	No harm or help is evident.	No cheating or unfairness involved.	No betrayal or loyalty involved.	No subversion or authority involved.	Possible degradation of culinary norms.	No oppression or liberty involved.	Scores indicate no harm, cheating, betrayal, subversion, or oppression. Slight degradation detected.	-0.2
516	Mickelberg	Person X promised to look after their elderly mother's dog but then secretly sold it as soon as their mother moved into the nursing home.	orig		-4	-4	-5	-3	-4	0	-4	Person X harmed their mother by selling the dog.	Person X cheated their mother by breaking a promise.	Person X betrayed their mother's trust.	Person X subverted their mother's authority over her pet.	Person X degraded the sanctity of the mother-child relationship.	Person X's action does not directly relate to oppression or liberty.	Scenario involves extreme harm, cheating, betrayal, and degradation	-2.96
517	Lotto	You are in charge of a team of specialised technicians who are carrying out maintenance work on a very large lift. Six technicians are working in the lift well. You and another technician are on the top floor in the machine-room. Suddenly, the winch breaks and the lift cabin starts to plummet downwards.You push the technician next to you into the cogs of the mechanism so that his body will cause the lift to stop. You know that he will die, but the six technicians will be saved.	orig		-5	5	5	-3	5	5	2	Extreme harm to one, help to six	Unfair sacrifice of one technician	Betrayal of the technician pushed	Authority used to make a drastic decision	Degrading treatment of the technician's body	Oppression of the technician's rights	High moral score due to fairness, loyalty, and sanctity, but lowered by causing harm.	-1.57
518	Clifford	You see a man snickering as he passes by a cancer patient with a bald head.	orig		-2	0	0	0	-3	0	-1	Man's snickering may cause emotional harm	No cheating or fairness issue present	No loyalty or betrayal involved	No authority or subversion involved	Man's behavior degrades the cancer patient	No oppression or liberty issue present	Scenario involves harm and degradation, but no other norm violations	-3.4
519	Clifford	You see a man secretly watching sports on his cell phone during a pastor's sermon.	orig		0	3	2	3	3	0	-2	No direct harm or help involved.	Man is not paying attention to sermon.	Man is betraying the pastor's trust.	Man is subverting the authority of the pastor.	Man is degrading the sanctity of the sermon.	No oppression or liberty involved.	Scenario leans towards unfairness and disloyalty	-1.8
520	Mickelberg	Person X offered to let their evicted sister and brother-in-law stay with them for free and sleep in PersonX's room while PersonX slept on the couch.	orig		5	5	5	0	5	5	4	Person X is helping their evicted relatives.	Person X is being fair by offering help.	Person X is showing loyalty to their family.	No authority is being subverted or challenged.	Person X is respecting their family's sanctity.	Person X is promoting liberty by offering help.	Scenario leans towards extreme R, indicating high moral acceptability	2.86
521	Mickelberg	Person X started a vicious rumor about their ex-partner, saying that they had neglected their children when they were still married.	orig		-4	-3	-4	-3	-3	-3	-3	Spreading harmful rumors about ex-partner	Unfairly portraying ex-partner's parenting abilities	Betraying trust of ex-partner and family	Undermining ex-partner's authority as a parent	Degrading ex-partner's image in society	Oppressing ex-partner's freedom to live without defamation	Scenario involves harmful, disloyal, and unfair actions.	-2.97
522	Kruepke	My friend was always putting down all the men I dated because she was jealous. I confronted her about it and said some really mean comments to her about how no man wants her. I hurt her feelings a lot.	orig		-4	-2	-3	0	-3	0	-2.5	Friend's feelings were hurt by mean comments.	No cheating involved, but fairness was compromised.	Friendship was betrayed by hurtful comments.	No authority was subverted in this scenario.	Friend's dignity was degraded by mean comments.	No oppression or liberty issues present.	Scenario leans towards harmful, cheating, and degrading acts	-1.04
523	Mickelberg	Person X risked their life rescuing an animal that was trapped inside a burning house.	orig		5	0	5	0	5	5	-4	Person X helps the animal in danger.	No cheating or fairness involved in the scenario.	Person X shows loyalty to the animal's well-being.	Person X does not subvert or challenge authority.	Person X respects the sanctity of life.	Person X promotes liberty by saving the animal.	High scores in Harm, Betrayal, Degradation, and Oppression norms indicate low moral acceptability	3.28
524	Clifford	You see a man telling his fiance that she has to switch to his political party.	orig		-2	-1	-1	-3	0	-3	-3	Potential harm to fiance's autonomy	Not cheating, but lacks fairness in decision	No clear betrayal, but tests loyalty	Subverts fiance's political beliefs	No clear degradation or sanctity violation	Oppressive demand infringes on liberty	Scenario leans towards harmful, unfair, disloyal, and oppressive acts	-2.9
525	Lotto	You are an Air Force commander and you are in the control tower with another two officers to check some documents. During an exercise that is taking place in the surrounding air space, a plane has engine problems and is about to crash into the control tower. The pilot communicates by radio that he is about to eject from the plane.You give orders that the plane must be immediately shot down. You know that the pilot will not have time to eject and will die, but you and the other two officers will escape injury.	orig		-4	-2	-3	2	0	-4	-3	Commander prioritizes own safety, causing harm to pilot.	No cheating involved, but decision lacks fairness.	Commander betrays pilot's trust by not prioritizing rescue.	Commander uses authority to make a life-altering decision.	No degradation or sanctity involved in the scenario.	Commander's decision limits pilot's freedom and right to life.	Scenario leans towards harmful, cheating, and betrayal	-1.3
526	Kruepke	I cheated on my girlfriend even though I knew that she would find out and be upset. I cheated on her for a very long time and really hurt her. She found out and we broke up.	orig		-5	5	5	0	4	2	1	Extreme harm caused to girlfriend's feelings	Extreme act of cheating, violating fairness	Extreme act of betrayal, disloyal to relationship	No direct subversion of authority	Degradation of relationship's sanctity	No oppression, but infringement on partner's liberty	High moral score due to fairness and loyalty, but lowered by causing harm	-2.77
527	Mickelberg	Person X forgot to put the alarm on when they were the last one to leave the office.	orig		-2	0	-1	-2	0	0	-2	Potential harm to office security	No direct cheating or unfairness	Lack of responsibility shows disloyalty	Disregard for office protocol	No direct degradation or sanctity violation	No direct oppression or liberty violation	Scenario involves harm, betrayal, and subversion	-0.37
528	Grizzard	Throws a grenade into a bunker to flush out enemies.	orig		-5	0	0	3	0	2	-2	Grenade causes harm to bunker occupants	Not cheating, but not necessarily fair	No betrayal, but not about loyalty	Subverts enemy's position of authority	No degradation or sanctity involved	Oppresses enemy, liberates allies	Scenario involves harm and subversion of authority	-0.2133333333
529	Effron	Offered to show a new student around campus after class	orig		5	0	3	0	0	0	3	Showing around campus helps the student.	No cheating or fairness involved in the scenario.	Offering help shows loyalty to the community.	No subversion or authority involved in the scenario.	No degradation or sanctity involved in the scenario.	No oppression or liberty involved in the scenario.	High score in Help, moderate in Loyalty, no impact from other norms	2.04799992
530	Kruepke	My husband and I split up and soon after he was arrested for drug use. While he was in jail I used some of his credit cards that I still had from our marriage. I did it so that he would be so upset with me that he would stop trying to contact me.	orig		-3	-4	-3	-2	-2	-1	-3.5	Intentionally causing financial harm	Using someone else's credit cards unfairly	Betraying trust by misusing credit cards	Subverting financial authority of the card owner	Degrading the sanctity of marriage vows	Limiting the husband's financial liberty	Scenario leans towards harmful, cheating, and betrayal	-2.25
531	Clifford	You see an intern disobeying an order to dress professionally and comb his hair.	orig		0	1	2	3	2	-1	-1	No direct harm or help involved.	Not following rules is a slight breach of fairness.	Disobeying orders shows disloyalty to company norms.	Disregarding orders subverts workplace authority.	Unprofessional appearance degrades workplace sanctity.	Intern's liberty does not justify disobedience.	Slightly immoral due to positive scores in cheating, betrayal, and subversion norms.	-1.9
532	Lotto	You are a specialist in underwater welding. You are working with your team of three other people in a small dam at a depth of 30m under water. Because of a problem with the flow regulator, about 100 cubic metres too much water has flowed into the dam. The pressure is too great and you are unable to surface.You activate the opening of the sluice gates. The water will flow into the valley where there is an observatory. You know that a researcher works there, and he/she will be swept away in the overflow water, but you and the other three will be saved.	orig		-3	-2	-2	0	0	-1	-2.5	Saving team but harming researcher	No cheating, but unfair to researcher	Loyal to team, but betraying researcher	Following authority, not subverting	No degradation or sanctity involved	No oppression, but limiting researcher's liberty	Scenario leans towards harmful, cheating, and betrayal	-1.1
533	Effron	Made an obscene gesture at an old lady	orig		-4	-2	0	-3	-4	0	-3	Causing emotional harm to the old lady	No cheating involved, but unfair treatment	No loyalty or betrayal involved	Disrespecting social norms and authority	Degrading the sanctity of human decency	No oppression or liberty involved	Scenario leans towards harmful, cheating, subversive acts	-2.18181816
534	Mickelberg	Person X taught their nephew how to drive at the local shopping center car park, after the shops had shut.	orig		3	0	2	0	0	2	3	Person X helps nephew learn driving	No cheating or unfair advantage involved	Person X shows loyalty to family	No authority subverted in this scenario	No degradation or sanctity violation	Person X promotes nephew's liberty	Scenario leans towards help, loyalty, and liberty.	1.43
535	Kruepke	My sister is five years older than I am. When we were little she would always tease me about things. So one day when she was teasing me about something, I threw a pencil at her.	orig		-2	0	0	0	0	0	-1	Sibling conflict; minor harm caused	No cheating or unfair advantage	No significant betrayal or loyalty issue	No authority figure involved or challenged	No degradation or sanctity violation	No oppression or liberty violation	Scenario involves harm but no other norm violations	-1.05
536	Mickelberg	Person X learned how to play the piano when they were a child.	orig		3	0	0	0	2	2	2.5	Learning piano is a helpful activity.	No cheating or fairness involved in learning.	No betrayal or loyalty involved in learning.	No subversion or authority involved in learning.	Learning piano is a respectful activity.	Learning piano is an act of liberty.	Scenario leans towards help and liberty, but with slight degradation	0.51
537	Kruepke	One night I was having sex with my boyfriend. He said that he had a condom on but at the end I found out that he didn't. I became pregnant and since I just had had a baby recently, I decided to have an abortion.	orig		-4	-4	-4	-3	-3	-4	-4	Boyfriend's actions caused physical and emotional harm	Boyfriend cheated by not using a condom	Boyfriend betrayed trust by lying about condom use	Boyfriend subverted the woman's authority over her body	Boyfriend's actions led to a degrading situation	Boyfriend oppressed the woman's right to choose	Scenario involves extreme harm, cheating, betrayal, and oppression	-0.78
538	Clifford	You see a Hollywood star agreeing with a foreign dictator's denunciation of the US.	orig		0	0	-3	-2	0	-4	-3	Neutral, as no direct harm or help is shown	Neutral, as no cheating or fairness is shown	Betrayal, as the star is siding with a foreign entity	Subversion, as the star is undermining US authority	Neutral, as no degradation or sanctity is shown	Oppression, as the star is supporting a dictator	Scenario involves betrayal, subversion, and oppression	-2.2
539	Mickelberg	Person X told the children to be quiet in the library.	orig		3	0	0	2	2	0	3	Person X helps maintain a quiet environment.	No cheating or fairness norms involved.	No betrayal or loyalty norms involved.	Person X asserts library authority.	Person X respects library sanctity.	No oppression or liberty norms involved.	Scenario leans towards help, fairness, loyalty, and liberty.	0.57
540	Effron	Spent time one summer teaching his daughter to play baseball	orig		5	0	5	0	5	5	-4	Father helps daughter learn baseball	No cheating involved, teaching is fair	Father shows loyalty to daughter	Father has authority, no subversion	No degradation, teaching is sacred	Father grants liberty to learn	High scores in Harm, Betrayal, Degradation, and Oppression norms indicate low moral acceptability	2.06666664
541	Mickelberg	Person X started a false rumor that their office colleague Mary used to be a sex worker.	orig		-4	-3	-4	-2	-4	-3	-3	Spreading false rumors harms Mary's reputation.	Person X is cheating by spreading false information.	Person X betrays Mary's trust by spreading rumors.	Person X subverts office norms by spreading rumors.	Person X degrades Mary's character with false rumors.	Person X oppresses Mary by spreading false rumors.	Scenario leans towards harmful, cheating, betrayal, subversion, degradation, and oppression.	-3.09
542	Effron	Gave food to the needy	orig		5	5	5	0	5	5	4	Providing food helps the needy.	Distributing food fairly is fairness.	Helping the needy shows loyalty to community.	Following social norms to help the needy.	Respecting the dignity of the needy.	Promoting liberty by helping the needy.	Scenario leans towards extreme R, indicating high moral acceptability	3.23076936
543	Lotto	You are at Luna Park and you have decided to take a ride on the roller coaster. You get into the carriage together with four other people. After a couple of circuits, the speed starts to increase dramatically right at the point that the carriage does a loop the loop. The technician in charge tells you over the loudspeaker that the mechanism which controls the brakes is not responding.You pull the emergency handle in the carriage that will make it divert on to another track. You can see there is a man working there. The carriage will run into him and he will die, but you and the other four will be unhurt.	orig		-4	-2	-1	-3	0	-2	-3	Pulling the handle causes harm to the worker.	No cheating involved, but it's unfair to the worker.	No betrayal, but not loyal to the worker.	Subverting the normal operation of the ride.	No degradation or sanctity involved.	No oppression, but infringing on the worker's liberty.	Scenario leans towards harmful, cheating, and oppressive acts	-1.09
544	Clifford	You see a boss pressuring employees to buy goods from her family's general store.	orig		-3	-4	-2	-3	-2	-4	-3	Boss pressuring employees harms them.	Boss abuses power, creating unfair situation.	Boss betrays trust by pressuring employees.	Boss subverts authority for personal gain.	Boss degrades professional relationship.	Boss oppresses employees, limiting their freedom.	Scenario leans towards harmful, cheating, and oppressive acts	-2.7
545	Effron	Demanded a refund at a restaurant for slow service	orig		0	3	0	1	0	2	2	Demanding a refund does not harm anyone directly.	Demanding a refund for slow service is fair.	Demanding a refund does not involve loyalty or betrayal.	Demanding a refund is within customer's rights, not subversion.	Demanding a refund does not involve degradation or sanctity.	Demanding a refund is an exercise of customer's liberty.	Scenario leans towards fairness and liberty, but not extreme	-0.8432432
546	Clifford	You see a woman answering a phone call with the word "goodbye" instead of "hello.	orig		0	0	0	0	0	0	0	No harm or help is evident.	No cheating or fairness issue present.	No betrayal or loyalty issue present.	No subversion or authority issue present.	No degradation or sanctity issue present.	No oppression or liberty issue present.	All norms are neutral, indicating no moral implications.	-0.5
547	Clifford	You see a girl throwing her hot coffee on a woman who is dating her ex-boyfriend	orig		4	-2	1	0	3	0	2.5	Girl causes harm by throwing hot coffee	No cheating involved, but unfair to throw coffee	No clear betrayal, but disloyal to ex-boyfriend	No authority figure or subversion involved	Degrading act of throwing coffee on someone	No oppression or liberty issue present	Scenario leans towards moral with high help and fairness scores	-3.3
548	Clifford	You see someone leaving his dog outside in the rain after it dug in the trash.	orig		-4	-2	-3	0	-3	-2	-3	Leaving dog in rain harms its health.	No cheating involved, but unfair to dog.	Betrayal of pet owner's responsibility.	No authority subverted in this scenario.	Leaving dog in trash degrades its dignity.	No oppression, but denial of dog's freedom.	Scenario leans towards harmful, cheating, and oppressive acts	-2.7
549	Effron	Visited a nursing home to cheer up the patients	orig		5	0	5	0	5	5	-4	Visiting to cheer up patients is helping	No cheating or unfairness involved	Visiting shows loyalty to community	No subversion of authority involved	Visiting respects the sanctity of life	Visiting promotes liberty of patients	High scores in Harm, Betrayal, Degradation, and Oppression indicate low morality	2.95555552
550	Clifford	You see a staff member talking loudly and interrupting the mayor's speech to the public.	orig		-3	-2	-3	-4	-2	-3	-3.5	Interrupting causes harm to speech's purpose.	Staff member is not cheating, but unfairly interrupting.	Staff member's actions show disloyalty to the mayor.	Interrupting undermines the mayor's authority.	Actions degrade the formality of the event.	Staff member's interruption infringes on the mayor's freedom of speech.	Scenario leans towards harmful, cheating, betrayal, subversion, degradation, and oppression.	-2.8
551	Lotto	You are in charge of the Maritime Police. You have received a message that the captain and a seaman of a cargo ship are healthy carriers of a lethal and contagious virus. They do not know that they are infected, and are travelling towards a small gulf where fishermen live. The communications system of the cargo ship is not working and, therefore, they cannot be contacted.You launch a missile and sink the cargo ship to avoid it mooring and thus spreading the virus. You know that the captain and seaman will die, but the fishermen will be saved.	orig		-3	3	4	4	4	4	1	Sinking the ship harms the crew but helps the fishermen.	The crew is not given a fair chance to defend themselves.	The crew's trust in their safety is betrayed.	The Maritime Police's authority is used to subvert the crew's safety.	The crew's lives are degraded for the sake of the fishermen.	The crew's liberty is oppressed to protect the fishermen.	Scenario leans towards right, but high harm score reduces morality	-0.46
552	Clifford	You see a girl saying that another girl is too ugly to be a varsity cheerleader.	orig		-4	-2	0	0	-3	-3	-3	Girl harms other's self-esteem with comment.	No cheating involved, but unfair judgment.	No loyalty or betrayal evident.	No authority subverted or respected.	Girl degrades other with comment.	Girl oppresses other with negative comment.	Scenario leans towards harmful, cheating, degrading, and oppressive acts	-2.8
553	Kruepke	About ten years ago, I had a friend who was a musician. She was struggling and wasn't making any money. We had a nice time together and I enjoyed her company. At that time, I was making money, so I decided to give her some money.	orig		5	0	5	0	0	0	-2	Friend was helped financially	No cheating involved, fair help	Loyalty shown by helping friend	No authority subverted or challenged	No degradation or sanctity involved	No oppression or liberty involved	High score in Harm/Help, Betrayal/Loyalty norms	2.04
