id	dataset	scenario	circumstance_type	circumstance	Q1_score	Q1_expl	Q2_score	Q2_expl	Q3_score	Q3_expl	Q4_score	Q4_expl	moral_score	moral_expl	human_score	split	regression_score	mlp_score
506	Mickelberg	Person X had an affair with their best friend's wife.	orig		0.0	Action lacks prudence; disregards moral principles.	0.0	Action is unjust; violates trust and fairness.	0.0	Action lacks fortitude; does not uphold moral convictions.	0.0	Action lacks temperance; indulges in excessive desires.	-4.0	Action is extremely immoral; violates all virtues.	-3.4	test	-2.636132535150249	-2.8007092475891113
507	Mickelberg	Person X embezzled money from a charity to feed their gambling habit.	orig		0.0	Action lacks prudence; no moral principles considered.	0.0	Action is unjust; charity funds misused for personal gain.	0.0	Action lacks fortitude; no moral convictions upheld.	0.0	Action lacks temperance; excessive gambling indicates lack of self-control.	-4.0	Action is extremely immoral; all virtues are disregarded.	-3.36	test	-2.636132535150249	-2.8007092475891113
508	Effron	Laughed at a question asked by a classmate	orig		2.0	Laughing at a question lacks practical wisdom.	2.0	Laughing at a question is unfair and unjust.	5.0	Laughing at a question does not require courage.	2.0	Laughing at a question lacks self-control and moderation.	-3.0	Laughing at a question is morally unacceptable.	-1.43333328	test	-1.7526340715755335	-2.0256316661834717
509	Mickelberg	Person X spat in a customer's meal before serving it to him, because the customer had a stutter.	orig		0.0	Action disregards moral principles, lacks practical wisdom.	0.0	Action is unjust, violates fairness and moral righteousness.	5.0	Action does not display courage or strength.	0.0	Action lacks self-control, indulges in harmful desires.	-4.0	Action is extremely immoral, violates all virtues.	-3.51	test	-2.941392816061245	-2.8948915004730225
510	Clifford	You see a public leader on TV trying to ban the wearing of hooded sweatshirts.	orig		2.0	Lacks practical wisdom, no clear benefit	2.0	Infringes on personal freedom, not fair	3.0	No moral conviction upheld, lacks courage	1.0	Excessive restriction, lacks moderation	-4.0	Highly immoral, infringes on personal freedom	-2.7	test	-1.605812670140569	-1.702244758605957
511	Lotto	You are part of a team of six bomb disposal experts who are detonating an underwater mine. While you are underwater, a cable snaps causing a deep gash in one of the expert’s hand. The blood in the water starts to attract some sharks which are in the area. The injured expert starts to swim towards the only shark-proof cage available, while the rest of you are some way behind.You shoot the injured expert before he reaches the cage. You know that the sharks will all pounce on him, but you and the other four experts will be able to reach the cage and safety.	orig		4.0	Action prioritizes team's survival over individual's, but sacrifices a team member.	3.0	Action is unfair to the injured expert, but ensures team's survival.	5.0	Action demonstrates courage to make a difficult decision, but lacks moral conviction.	4.0	Action shows self-control in a crisis, but lacks moderation in sacrificing a team member.	-2.0	Action is morally questionable due to the sacrifice of a team member.	-1.44	test	-1.0357297752573345	-0.9491521120071411
512	Lotto	You are in a ship which is crossing the Atlantic Ocean in the direction of South America. A fire has just broken out on board and everyone must immediately go to the lifeboats to be rescued. In the rush, too many people have climbed aboard some of the lifeboats, which are sinking. The life-boat you are on quickly starts to take on water.You throw into the sea the two people closest to you on the lifeboat to avoid it sinking. You know that they will drown, but you and the others will be saved.	orig		2.0	Action prioritizes survival over morality, lacks prudence.	1.0	Action is unjust, sacrificing others for self-preservation.	5.0	Action shows fortitude in facing adversity, but not morally.	2.0	Action lacks temperance, impulsively throwing others overboard.	-4.0	Action is highly immoral, disregarding others' lives.	-1.26	test	-2.224488519743046	-1.7652878761291504
513	Kruepke	I email women through the personal ads quite often. I lie about many things such as awards I haven’t actually won, or places I’ve been. I’m pretty sure everyone lies about things in those ads to make themselves more attractive to the people that they are interested in.	orig		1.0	Lying lacks practical wisdom and moral principles.	1.0	Lying is unfair and unjust in relationships.	5.0	Lying does not require courage or strength.	1.0	Lying lacks moderation and self-control.	-4.0	Lying is morally unacceptable and deceitful.	-1.85	test	-2.347013443818389	-2.5926549434661865
514	Cook	Someone posts pornographic self-photography online	orig		0.0	Lacks prudence; no moral principles involved	0.0	Does not ensure fairness or moral righteousness	5.0	No moral convictions being upheld	0.0	Lacks moderation and self-control in desires	-4.0	Extremely immoral due to lack of prudence, justice, and temperance	-1.25	test	-2.941392816061245	-2.8948915004730225
515	Clifford	You see a man putting ketchup all over his chicken Caesar salad while at lunch.	orig		5.0	Action is not related to prudence.	5.0	Action does not affect justice or fairness.	5.0	Action does not require courage or strength.	3.0	Putting ketchup on salad lacks moderation.	1.0	Action is morally neutral but lacks temperance.	-0.2	test	0.07993862329416546	0.2506893277168274
516	Mickelberg	Person X promised to look after their elderly mother's dog but then secretly sold it as soon as their mother moved into the nursing home.	orig		0.0	Action lacks moral principles and practical wisdom.	0.0	Action is unfair and violates trust.	5.0	Action does not require courage or strength.	0.0	Action lacks self-control and moderation.	-4.0	Action is highly immoral and unethical.	-2.96	test	-2.941392816061245	-2.8948915004730225
517	Lotto	You are in charge of a team of specialised technicians who are carrying out maintenance work on a very large lift. Six technicians are working in the lift well. You and another technician are on the top floor in the machine-room. Suddenly, the winch breaks and the lift cabin starts to plummet downwards.You push the technician next to you into the cogs of the mechanism so that his body will cause the lift to stop. You know that he will die, but the six technicians will be saved.	orig		6.0	Action balances lives, but lacks moral principles.	2.0	Action is unfair to the sacrificed technician.	5.0	Action shows courage, but not moral fortitude.	3.0	Action lacks self-control in sacrificing another.	-2.0	Action is morally questionable due to sacrifice.	-1.57	test	-1.1883825080624628	-0.6639177203178406
518	Clifford	You see a man snickering as he passes by a cancer patient with a bald head.	orig		1.0	Action lacks prudence; snickering is not wise.	0.0	Action is unjust; it lacks empathy and respect.	1.0	Action lacks fortitude; it's cowardly and mean-spirited.	1.0	Action lacks temperance; it's an excessive, inappropriate reaction.	-4.0	Action is extremely immoral; it violates all virtues.	-3.4	test	-2.5746596672571047	-2.3945164680480957
519	Clifford	You see a man secretly watching sports on his cell phone during a pastor's sermon.	orig		1.0	Lacks consideration for the situation; not prudent.	1.0	Disrespects the pastor and fellow attendees; unjust.	5.0	No challenge or adversity faced; neutral.	0.0	Lacks self-control and moderation; contrary to temperance.	-4.0	Highly immoral due to lack of respect and self-control.	-1.8	test	-2.322296154747823	-2.6901237964630127
520	Mickelberg	Person X offered to let their evicted sister and brother-in-law stay with them for free and sleep in PersonX's room while PersonX slept on the couch.	orig		8.0	Person X balances moral duty and practicality.	9.0	Person X ensures fairness by helping family.	7.0	Person X shows courage in facing discomfort.	8.0	Person X practices self-control by sacrificing comfort.	4.0	High moral acceptability due to virtuous actions.	2.86	test	2.163392497684715	2.399559259414673
521	Mickelberg	Person X started a vicious rumor about their ex-partner, saying that they had neglected their children when they were still married.	orig		1.0	Action lacks prudence; spreading rumors is not wise.	1.0	Action is unjust; it harms ex-partner's reputation unfairly.	1.0	Action lacks fortitude; it's not courageous but malicious.	1.0	Action lacks temperance; it's driven by harmful desires.	-4.0	Action is highly immoral; it violates all virtues.	-2.97	test	-2.1028052190895923	-2.213057041168213
522	Kruepke	My friend was always putting down all the men I dated because she was jealous. I confronted her about it and said some really mean comments to her about how no man wants her. I hurt her feelings a lot.	orig		2.0	Lack of prudence due to impulsive response.	1.0	Action lacks fairness and moral righteousness.	3.0	Display of courage but misdirected.	1.0	Lack of self-control and moderation.	-4.0	Action is morally unacceptable due to lack of virtues.	-1.04	test	-2.077667118308082	-2.067887544631958
523	Mickelberg	Person X risked their life rescuing an animal that was trapped inside a burning house.	orig		8.0	Balanced risk and moral duty.	8.0	Rescued animal, no harm to others.	10.0	Displayed courage in a dangerous situation.	8.0	Controlled fear to act morally.	4.0	High moral value, risked life for another.	3.28	test	1.5083818809706044	1.0380325317382812
524	Clifford	You see a man telling his fiance that she has to switch to his political party.	orig		3.0	Lacks consideration of partner's beliefs	2.0	Disregards partner's political autonomy	5.0	No moral challenge or adversity present	2.0	Lacks self-control in imposing views	-2.0	Overall, the scenario is morally questionable	-2.9	test	-1.6053918584296245	-1.6136443614959717
525	Lotto	You are an Air Force commander and you are in the control tower with another two officers to check some documents. During an exercise that is taking place in the surrounding air space, a plane has engine problems and is about to crash into the control tower. The pilot communicates by radio that he is about to eject from the plane.You give orders that the plane must be immediately shot down. You know that the pilot will not have time to eject and will die, but you and the other two officers will escape injury.	orig		3.0	Action prioritizes safety over life, lacks moral balance.	2.0	Action disregards pilot's life, lacks fairness and moral righteousness.	5.0	Action shows courage in face of danger, but not moral courage.	3.0	Action lacks self-control and moderation in decision-making.	-3.0	Action is morally unacceptable due to disregard for life.	-1.3	test	-1.6301091475001903	-1.463051676750183
526	Kruepke	I cheated on my girlfriend even though I knew that she would find out and be upset. I cheated on her for a very long time and really hurt her. She found out and we broke up.	orig		0.0	Action lacks prudence; no balance of principles.	0.0	Action is unjust; violates fairness and trust.	0.0	Action lacks fortitude; no courage in facing truth.	0.0	Action lacks temperance; no self-control in desires.	-4.0	Action is extremely immoral; violates all virtues.	-2.77	test	-2.636132535150249	-2.8007092475891113
527	Mickelberg	Person X forgot to put the alarm on when they were the last one to leave the office.	orig		3.0	Lack of foresight and responsibility	5.0	No direct impact on justice	5.0	No challenge or adversity faced	3.0	Lack of self-control in following protocol	-1.0	Slightly immoral due to lack of prudence and temperance	-0.37	test	-0.21454580299765302	-0.5732855200767517
528	Grizzard	Throws a grenade into a bunker to flush out enemies.	orig		6.0	Action shows practical wisdom, but lacks moral principles.	2.0	Action disregards fairness and moral righteousness.	8.0	Action shows courage in facing adversity.	3.0	Action does not reflect moderation or self-control.	-1.0	Action leans towards immoral due to lack of justice.	-0.2133333333	test	-1.3715386766090605	-0.6639177203178406
529	Effron	Offered to show a new student around campus after class	orig		7.0	Balances time and responsibility (practical wisdom)	8.0	Fairly treats the new student (moral righteousness)	6.0	Requires courage to approach a stranger	7.0	Moderation in personal time management	3.0	Overall, morally acceptable and virtuous action	2.04799992	test	1.6300651816240577	1.8119077682495117
530	Kruepke	My husband and I split up and soon after he was arrested for drug use. While he was in jail I used some of his credit cards that I still had from our marriage. I did it so that he would be so upset with me that he would stop trying to contact me.	orig		1.0	Action lacks prudence; using credit cards for revenge.	1.0	Action is unjust; misusing credit cards is unfair.	2.0	Action lacks fortitude; not facing challenges maturely.	1.0	Action lacks temperance; impulsive and vengeful behavior.	-4.0	Action is immoral; violates trust and fairness.	-2.25	test	-2.1638572752717917	-2.346465826034546
531	Clifford	You see an intern disobeying an order to dress professionally and comb his hair.	orig		2.0	Disobedience shows lack of practical wisdom.	3.0	Disobedience is unfair to professional standards.	5.0	Disobedience doesn't require courage or strength.	2.0	Disobedience shows lack of self-control and moderation.	-3.0	Overall, the action is morally unacceptable.	-1.9	test	-1.280779623408021	-1.6599888801574707
532	Lotto	You are a specialist in underwater welding. You are working with your team of three other people in a small dam at a depth of 30m under water. Because of a problem with the flow regulator, about 100 cubic metres too much water has flowed into the dam. The pressure is too great and you are unable to surface.You activate the opening of the sluice gates. The water will flow into the valley where there is an observatory. You know that a researcher works there, and he/she will be swept away in the overflow water, but you and the other three will be saved.	orig		6.0	Action balances self-preservation with harm to others.	3.0	Action prioritizes self-preservation over fairness and safety of others.	8.0	Action demonstrates courage in facing adversity.	7.0	Action shows self-control in a crisis situation.	-2.0	Action is morally questionable due to harm caused.	-1.1	test	-0.9985533847238117	-0.6639177203178406
533	Effron	Made an obscene gesture at an old lady	orig		0.0	Action lacks prudence, disrespects social norms.	0.0	Action is unjust, violates moral righteousness.	5.0	Action does not require fortitude.	0.0	Action lacks temperance, displays lack of self-control.	-4.0	Action is extremely immoral, disrespectful.	-2.18181816	test	-2.941392816061245	-2.8948915004730225
534	Mickelberg	Person X taught their nephew how to drive at the local shopping center car park, after the shops had shut.	orig		8.0	Practical wisdom in teaching driving skills	7.0	Fairness in teaching a family member	6.0	Courage in teaching a new skill	8.0	Moderation in choosing a safe location	3.0	Generally morally acceptable scenario	1.43	test	1.2807356575318898	1.007887363433838
535	Kruepke	My sister is five years older than I am. When we were little she would always tease me about things. So one day when she was teasing me about something, I threw a pencil at her.	orig		2.0	Lacks prudence; impulsive reaction, not balanced.	2.0	Lacks justice; unfair response to teasing.	5.0	Shows some fortitude; standing up to teasing.	2.0	Lacks temperance; lack of self-control in reaction.	-3.0	Overall, morally unacceptable due to lack of prudence, justice, and temperance.	-1.05	test	-1.7526340715755335	-2.0256316661834717
536	Mickelberg	Person X learned how to play the piano when they were a child.	orig		5.0	Learning piano as a child is neutral to prudence.	5.0	Learning piano does not directly relate to justice.	6.0	Learning piano requires some fortitude, but not significantly.	7.0	Learning piano requires temperance in practice and discipline.	2.0	The scenario is morally neutral but leans positive.	0.51	test	-0.07998258917029721	-0.10899537801742554
537	Kruepke	One night I was having sex with my boyfriend. He said that he had a condom on but at the end I found out that he didn't. I became pregnant and since I just had had a baby recently, I decided to have an abortion.	orig		2.0	Lack of prudence in verifying condom use	5.0	No injustice to society or others	6.0	Fortitude shown in decision for abortion	3.0	Lack of temperance in not verifying condom use	0.0	Morally ambiguous due to lack of prudence	-0.78	test	-0.42284007232576126	-1.1186819076538086
538	Clifford	You see a Hollywood star agreeing with a foreign dictator's denunciation of the US.	orig		1.0	Action lacks prudence; no balance of principles.	1.0	Action lacks justice; supports dictator over US.	1.0	Action lacks fortitude; aligns with dictator.	1.0	Action lacks temperance; supports dictator's views.	-4.0	Action is highly immoral; supports dictator.	-2.2	test	-2.1028052190895923	-2.213057041168213
539	Mickelberg	Person X told the children to be quiet in the library.	orig		8.0	Action reflects practical wisdom in library setting.	9.0	Action ensures fairness for other library users.	5.0	Action requires minimal courage; not highly relevant.	7.0	Action reflects self-control in managing children's behavior.	4.0	Action is morally acceptable and promotes social harmony.	0.57	test	2.310213899119679	2.7229459285736084
540	Effron	Spent time one summer teaching his daughter to play baseball	orig		8.0	Balances time and effort for daughter's benefit.	7.0	Promotes fairness in teaching daughter a new skill.	6.0	Requires patience and persistence in teaching.	7.0	Demonstrates self-control in dedicating time for daughter.	4.0	Highly moral act of teaching and bonding.	2.06666664	test	1.3054529466024558	1.2749857902526855
541	Mickelberg	Person X started a false rumor that their office colleague Mary used to be a sex worker.	orig		0.0	Spreading false rumors lacks practical wisdom.	0.0	Spreading false rumors is unjust and unfair.	5.0	No fortitude is shown in spreading false rumors.	0.0	Spreading false rumors lacks self-control and moderation.	-4.0	The action is highly immoral and unethical.	-3.09	test	-2.941392816061245	-2.8948915004730225
542	Effron	Gave food to the needy	orig		8.0	Practical wisdom in meeting needs	10.0	Promotes fairness and moral righteousness	7.0	Requires courage to act selflessly	8.0	Moderation in personal desires	4.0	Highly moral action	3.23076936	test	2.6352469458522276	2.7652015686035156
543	Lotto	You are at Luna Park and you have decided to take a ride on the roller coaster. You get into the carriage together with four other people. After a couple of circuits, the speed starts to increase dramatically right at the point that the carriage does a loop the loop. The technician in charge tells you over the loudspeaker that the mechanism which controls the brakes is not responding.You pull the emergency handle in the carriage that will make it divert on to another track. You can see there is a man working there. The carriage will run into him and he will die, but you and the other four will be unhurt.	orig		8.0	Pulling the handle shows practical wisdom.	2.0	Sacrificing one life for five is not just.	8.0	Pulling the handle shows courage in a crisis.	5.0	The action is not related to temperance.	-2.0	The action is morally questionable due to injustice.	-1.09	test	-1.1264888284583743	-0.6639177203178406
544	Clifford	You see a boss pressuring employees to buy goods from her family's general store.	orig		1.0	Boss's action lacks prudence, as it exploits power dynamics.	0.0	The action is unjust, as it forces employees to support the boss's family business.	5.0	No fortitude is shown, as the boss is not facing adversity but rather abusing their position.	1.0	The boss's action lacks temperance, as it is an excessive and immoderate use of power.	-4.0	The scenario is highly immoral due to the lack of prudence, justice, and temperance.	-2.7	test	-2.818867891985902	-2.0675244331359863
545	Effron	Demanded a refund at a restaurant for slow service	orig		7.0	Balances expectations with service reality (practical wisdom)	8.0	Seeks fairness for time and service paid	6.0	Requires courage to confront service issue	6.0	Moderation in expectations and response	3.0	Morally acceptable to seek fairness and quality	-0.8432432	test	1.6547824706946241	1.8684766292572021
546	Clifford	"You see a woman answering a phone call with the word ""goodbye"" instead of ""hello."	orig		2.0	Answering with 'goodbye' lacks practical wisdom.	5.0	Answering with 'goodbye' does not affect justice.	5.0	Answering with 'goodbye' does not require courage.	3.0	Answering with 'goodbye' shows lack of self-control.	-1.0	The action is slightly immoral due to lack of prudence and self-control.	-0.5	test	-0.36178801614356226	-0.9852730631828308
547	Clifford	You see a girl throwing her hot coffee on a woman who is dating her ex-boyfriend	orig		1.0	Action lacks prudence; impulsive and harmful.	0.0	Action is unjust; violates fairness and moral righteousness.	1.0	Action shows lack of fortitude; misdirected anger.	1.0	Action lacks temperance; impulsive and harmful.	-4.0	Action is highly immoral; violates all virtues.	-3.3	test	-2.5746596672571047	-2.3945164680480957
548	Clifford	You see someone leaving his dog outside in the rain after it dug in the trash.	orig		1.0	Lacks practical wisdom, no balance.	1.0	Unfair treatment of the dog.	2.0	No courage shown in caring for dog.	1.0	Lacks self-control, leaving dog in rain.	-4.0	Extremely immoral, lacks all virtues.	-2.7	test	-2.1638572752717917	-2.346465826034546
549	Effron	Visited a nursing home to cheer up the patients	orig		8.0	Balances moral duty with practical action.	9.0	Promotes fairness by caring for vulnerable.	7.0	Requires courage to face aging and illness.	8.0	Shows self-control in focusing on others.	4.0	Highly moral action, promoting well-being.	2.95555552	test	2.163392497684715	2.399559259414673
550	Clifford	You see a staff member talking loudly and interrupting the mayor's speech to the public.	orig		1.0	Action lacks prudence; disrupts speech, shows no balance.	1.0	Action is unjust; interrupts mayor, disrespects public event.	2.0	Action shows lack of fortitude; no moral conviction.	1.0	Action lacks temperance; excessive, disruptive behavior.	-4.0	Action is highly immoral; disruptive, disrespectful.	-2.8	test	-2.1638572752717917	-2.346465826034546
551	Lotto	You are in charge of the Maritime Police. You have received a message that the captain and a seaman of a cargo ship are healthy carriers of a lethal and contagious virus. They do not know that they are infected, and are travelling towards a small gulf where fishermen live. The communications system of the cargo ship is not working and, therefore, they cannot be contacted.You launch a missile and sink the cargo ship to avoid it mooring and thus spreading the virus. You know that the captain and seaman will die, but the fishermen will be saved.	orig		7.0	Action balances lives, but lacks communication effort.	4.0	Sacrificing few for many raises justice concerns.	8.0	Display of fortitude in difficult decision-making.	5.0	Temperance not directly applicable in this scenario.	2.0	Moral dilemma with overall positive outcome.	-0.46	test	-0.3300221452692589	-0.6639177203178406
552	Clifford	You see a girl saying that another girl is too ugly to be a varsity cheerleader.	orig		1.0	Lacks consideration for others' feelings.	1.0	Unfairly judges based on appearance.	1.0	No courage shown, rather cowardice.	1.0	Lacks self-control in expressing hurtful comments.	-4.0	Highly immoral due to lack of respect and fairness.	-2.8	test	-2.1028052190895923	-2.213057041168213
553	Kruepke	About ten years ago, I had a friend who was a musician. She was struggling and wasn't making any money. We had a nice time together and I enjoyed her company. At that time, I was making money, so I decided to give her some money.	orig		8.0	Action shows practical wisdom in helping a friend.	8.0	Action promotes fairness by supporting a struggling friend.	7.0	Action shows courage in using resources to help.	7.0	Action reflects self-control in managing resources.	3.0	Overall, the action is morally commendable.	2.04	test	1.7162553385877684	1.9506018161773682
554	Kruepke	I was dating this guy who was having a nervous breakdown. His mother asked me if I would move in with him, cook for him and make sure he was okay. So I moved in with him for a while.	orig		8.0	Balances practical needs with moral principles.	7.0	Fulfilling a request for care can be just.	9.0	Requires courage to support someone in crisis.	8.0	Moderation in desires, prioritizing another's needs.	4.0	High moral acceptability due to compassion and care.	1.39	test	1.0975794889852915	0.36241620779037476
555	Effron	Told a colleague in public that she should lose weight	orig		1.0	Lacks practical wisdom; not considerate of others' feelings.	1.0	Violates fairness and respect; not morally righteous.	2.0	Lacks courage to address sensitive topics appropriately.	1.0	Lacks self-control and consideration for others' feelings.	-4.0	Extremely immoral due to lack of respect and consideration.	-1.83783776	test	-2.1638572752717917	-2.346465826034546
556	Effron	Gave money to charity	orig		8.0	Giving to charity shows practical wisdom.	9.0	Charity promotes fairness and moral righteousness.	7.0	Charity requires courage to give up resources.	8.0	Charity reflects self-control in managing resources.	4.0	High moral acceptability due to justice and prudence.	2.6971428	test	2.163392497684715	2.399559259414673
557	Clifford	You see a manager coercing her employees into eating at her brother's diner.	orig		2.0	Manager's action lacks prudence as it prioritizes personal interest over professional conduct.	2.0	Action is unjust as it coerces employees, violating their freedom of choice.	5.0	No fortitude is required or displayed in this scenario.	2.0	Manager's action lacks temperance as it imposes personal desires on employees.	-3.0	The scenario is morally unacceptable due to lack of prudence, justice, and temperance.	-2.2	test	-1.7526340715755335	-2.0256316661834717
558	Mickelberg	Person X is learning French as they always wanted to learn another language.	orig		7.0	Learning a new language is a practical decision.	5.0	Learning a new language does not directly relate to justice.	6.0	Learning a new language requires fortitude to overcome challenges.	7.0	Learning a new language requires temperance to maintain discipline.	2.0	The scenario is morally neutral but has positive aspects.	0.57	test	0.21450183712152082	-0.30171117186546326
559	Cook	Someone states that biological diferences between men and women make men better suited to do certain types of work and women better suited to do other types of work	orig		2.0	Action lacks prudence; ignores individual differences.	1.0	Action is unjust; promotes gender discrimination.	3.0	Action lacks fortitude; reinforces stereotypes.	2.0	Action lacks temperance; oversimplifies abilities.	-4.0	Action is immoral; violates equality.	-1.71	test	-2.102384407378648	-1.9287841320037842
560	Kruepke	Years ago, I shoplifted lipstick from a drugstore. No matter what I did with the lipstick after I stole it, I just wasn’t able to enjoy it. I never took it back though or told anyone.	orig		1.0	Action lacks prudence as it disregards moral principles.	1.0	Action is unjust as it violates fairness and moral righteousness.	2.0	Action does not reflect fortitude as it lacks courage to uphold moral convictions.	1.0	Action lacks temperance as it indulges in excessive desire.	-4.0	Action is highly immoral due to lack of prudence, justice, fortitude, and temperance.	-2.24	test	-2.1638572752717917	-2.346465826034546
561	Kruepke	My father is manic-depressive. He was very difficult to deal with and often made life really hard and everyday situations unpleasant. I talked about him in a really negative way because it was so hard for me to deal with.	orig		3.0	Lack of prudence in handling situation	5.0	Justice not directly applicable in personal relationships	7.0	Display of fortitude in dealing with difficult situation	3.0	Lack of temperance in expressing negative emotions	1.0	Morally acceptable but could be improved	-1.25	test	-0.336649915362051	-0.8401030898094177
562	Kruepke	I was in a parking lot and found a wallet with some money and an ID. I was near a market so I went down to the market to see if I recognized the person on the ID. I found the woman and gave her back her wallet.	orig		9.0	Action balances moral duty with practicality.	10.0	Action upholds fairness and moral righteousness.	6.0	Action requires courage to approach a stranger.	8.0	Action shows self-control, not keeping the wallet.	4.0	Action is highly moral, reflecting prudence, justice, and temperance.	3.12	test	2.8435412151803354	3.3105974197387695
563	Kruepke	At a restaurant, when the waitress returned with my change, I was positive she was $10 short. She disagreed but gave me the $10. I told her that if the register was $10 short tonight I'd give it back to her. When I came back the next day, she said I was wrong so gave her the $10.	orig		8.0	Action shows practical wisdom in resolving dispute.	9.0	Action ensures fairness and moral righteousness.	7.0	Action shows courage to admit mistake.	8.0	Action reflects self-control and honesty.	4.0	Highly moral due to fairness and honesty.	1.36	test	2.163392497684715	2.399559259414673
564	Lotto	You are having dinner with some friends in a restaurant in the centre of town. Suddenly, a criminal armed with a machine gun enters. He threatens to shoot at a table where a family of six is seated if his request for an outrageous amount of money is not met. You understand that the gunman has mental problems and any attempts to mediate would be in vain.You push a man who is near your table on to the gunman so that he will feel threatened and shoot him. You know that this man will die, but the six people will have time to escape.	orig		6.0	Action balances lives, but sacrifices an innocent.	3.0	Action is unfair to the sacrificed individual.	8.0	Action displays courage in a difficult situation.	7.0	Action requires self-control in a panic situation.	1.0	Action saves lives but violates individual rights.	-1.25	test	-0.9985533847238117	-0.6639177203178406
565	Mickelberg	Person X played chess with their friend, winning the game.	orig		5.0	Winning a chess game requires strategic thinking, but not directly related to prudence.	7.0	Playing a fair game of chess reflects justice.	5.0	Winning a game of chess requires some fortitude, but not significantly.	6.0	Playing a game of chess requires temperance in following rules.	2.0	The scenario is morally neutral, but reflects some justice and temperance.	0.3	test	0.9494956524174927	0.8122681975364685
566	Mickelberg	Person X always wins at Trivial Pursuit.	orig		5.0	Winning at Trivial Pursuit requires knowledge, not prudence.	7.0	Assuming fair play, winning at Trivial Pursuit reflects justice.	5.0	Winning at Trivial Pursuit does not require fortitude.	6.0	Winning at Trivial Pursuit requires self-control, but not moderation.	2.0	Winning at Trivial Pursuit is morally neutral, but fair play is moral.	0.16	test	0.9494956524174927	0.8122681975364685
567	Effron	Threw an acquaintance out of his home for disagreeing with him	orig		0.0	Lacks prudence; no moral principles considered	0.0	Violates justice; unfair treatment of acquaintance	0.0	Lacks fortitude; no moral convictions upheld	0.0	Lacks temperance; impulsive and disproportionate reaction	-4.0	Extremely immoral; violates all virtues	-1.5428572	test	-2.636132535150249	-2.8007092475891113
568	Cook	Someone makes a post on Facebook about how worthless teachers are	orig		1.0	Lacks consideration of teachers' efforts.	0.0	Disrespects teachers, violates fairness and moral righteousness.	1.0	Lacks courage to understand teachers' challenges.	1.0	Lacks self-control in expressing negative opinions.	-4.0	Extremely immoral due to lack of respect and understanding.	-1.85	test	-2.5746596672571047	-2.3945164680480957
569	Lotto	You are a fireman who is trying to save some people trapped in a fire which has broken out on the 20th floor of a skyscraper, which is luckily deserted. Six people are trapped in a room on the 21st floor and are already beginning to suffocate from the smoke, while one person is coming down alone from the 19th floor on foot.Activate the automatic closure of the fire doors. You know that this will mean that the person coming down will be unable to escape from the building. He will die, but it will give you time to save the other six.	orig		8.0	Prudence in saving more lives at cost of one.	3.0	Justice not served to the single person.	7.0	Fortitude in making a difficult decision.	7.0	Temperance in controlling emotions for greater good.	2.0	Morally acceptable due to utilitarian perspective.	-0.6	test	-0.6430169022497942	-0.6639177203178406
570	Effron	Worked in a state park for a summer	orig		7.0	Balancing work and park preservation shows prudence.	8.0	Fair treatment of park visitors and resources reflects justice.	6.0	Dealing with challenges like harsh weather or difficult visitors shows fortitude.	7.0	Moderation in personal activities while working shows temperance.	3.0	Overall, the scenario is morally acceptable and virtuous.	1.24137936	test	1.6300651816240577	1.8119077682495117
571	Mickelberg	Person X broke a friend's expensive vase and refused to pay to replace it.	orig		2.0	Person X lacks practical wisdom in handling responsibility.	1.0	Refusing to pay for a broken vase is unfair.	5.0	No courage or strength is required in this scenario.	2.0	Person X lacks self-control in accepting their mistake.	-3.0	The scenario is morally unacceptable due to lack of justice and prudence.	-2.34	test	-2.224488519743046	-1.7652878761291504
572	Effron	Volunteered to help renovate a church	orig		8.0	Balances moral duty with practical skills	9.0	Promotes fairness and moral righteousness	7.0	Requires courage to face challenges	8.0	Involves self-control and moderation	4.0	Highly moral action	2.62857152	test	2.163392497684715	2.399559259414673
573	Effron	Laughed at a little-league player who ran slowly	orig		1.0	Laughing at a player lacks practical wisdom.	1.0	Laughing at a player is unfair and unjust.	5.0	Laughing at a player does not require courage.	1.0	Laughing at a player lacks self-control and moderation.	-4.0	Laughing at a player is highly immoral.	-2.16	test	-2.347013443818389	-2.5926549434661865
574	Lotto	A very large man is leading you and a group of five explorers out of an underground cave on the west coast of Scotland. Because of his large size, the man gets stuck in the narrow opening at the mouth of the cave. In a short time it will be high tide, and you will all drown except for the man, who has his head outside of the cave.You use the explosives that you have with you to enlarge the opening to the cave. You know that the man who is stuck will be killed, but you and the other five people will be able to escape safely.	orig		7.0	Balances survival with sacrifice of one life.	6.0	Sacrifices one life for the greater good.	8.0	Requires courage to make a difficult decision.	5.0	Moderation not applicable in this life-threatening situation.	2.0	Morally complex but ultimately prioritizes majority survival.	-1.22	test	0.6136867510657664	0.6929453015327454
575	Kruepke	Three years ago I had a call from a friend of mine who was overseas. His nephew was coming over to the States to go to medical school near me. So when his nephew arrived, I just kind of stopped my life for a few days and did things to make this kid's life work.	orig		8.0	Action shows practical wisdom in helping a newcomer.	8.0	Action is fair and kind towards a newcomer.	7.0	Action shows courage to face challenges for others.	7.0	Action reflects self-control in prioritizing others' needs.	3.0	Action is morally acceptable and virtuous.	2.32	test	1.7162553385877684	1.9506018161773682
