id	dataset	scenario	circumstance_type	circumstance	vulnerable_score	intentional_score	harm_score	help_score	moral_score	vulnerable_expl	intentional_expl	harm_expl	help_expl	moral_expl	agent	assumption_for_agent	patient	assumption_for_patient	human_score
532	Lotto	You are a specialist in underwater welding. You are working with your team of three other people in a small dam at a depth of 30m under water. Because of a problem with the flow regulator, about 100 cubic metres too much water has flowed into the dam. The pressure is too great and you are unable to surface.You activate the opening of the sluice gates. The water will flow into the valley where there is an observatory. You know that a researcher works there, and he/she will be swept away in the overflow water, but you and the other three will be saved.	orig		7	7	7	10	0.5	Medium-High Vulnerability (score of 6-8): The researcher is an average individual who may not be prepared for the sudden overflow of water	Medium-High Intentionality (score of 6-8): The specialist intentionally opened the sluice gates to save themselves and their team	Medium-High Harm (score of 6-8): The researcher may be injured or face significant property damage due to the overflow	Maximum Help (score of 9-10): The specialist saved themselves and their team from a life-threatening situation	High intent, harm, and vulnerability offset by high help	The underwater welding specialist	The specialist is a trained professional working with a team to maintain the dam	The researcher working at the observatory	The researcher is an individual with average resilience, conducting research at the observatory	-1.1
533	Effron	Made an obscene gesture at an old lady	orig		8	8	6	0	-3	Older adults are generally more vulnerable due to age and potential health issues.	The action was intentional, as making a gesture requires conscious effort.	The harm caused is emotional, which can be significant.	No help was provided in this scenario.	High vulnerability, intent, and harm; no help.	The agent of this action is the person who made the obscene gesture.	The assumption made about the agent is that they are capable of understanding the social norms and the potential impact of their actions.	The patient being affected by this action is the old lady.	The assumption made about the patient is that she is a senior citizen who may be more sensitive to such gestures.	-2.18181816
534	Mickelberg	Person X taught their nephew how to drive at the local shopping center car park, after the shops had shut.	orig		9	8	0	7	2	High vulnerability due to inexperience and age.	High intentionality as teaching driving requires planning.	No harm caused as it's a learning process.	High help as teaching driving is a significant skill.	High vulnerability and intent, but no harm and significant help.	Person X	Person X is assumed to be a licensed driver and capable of teaching driving skills.	The nephew	The nephew is assumed to be a novice driver and a minor.	1.43
535	Kruepke	My sister is five years older than I am. When we were little she would always tease me about things. So one day when she was teasing me about something, I threw a pencil at her.	orig		7	4	4	0	-1	Medium-High Vulnerability (score of 6-8): Children are generally more vulnerable than adults.	Medium-Low Intentionality (score of 3-5): The action was impulsive, in response to teasing.	Medium-Low Harm (score of 3-5): Throwing a pencil may cause minor harm.	Minimum Help (score of 0-2): The action did not provide any help.	High vulnerability, moderate intent, harm outweighs help	The agent of this action was the narrator (the younger sibling).	The assumption made about the agent is that they were a child, as they were younger than their sister.	The patient being affected by this action was the narrator's sister.	The assumption made about the patient is that she was also a child, as she is five years older than the narrator.	-1.05
536	Mickelberg	Person X learned how to play the piano when they were a child.	orig		9	8	0	6	1.5	Childhood is a period of high vulnerability due to inexperience and dependence.	Learning to play the piano requires intentionality and practice.	No harm is caused by learning to play the piano.	Learning to play the piano can be considered a form of self-help.	High vulnerability and intent, but no harm and some help.	Person X	Person X is assumed to be a human capable of learning and playing the piano.	Person X	Person X is assumed to be a child, which implies a certain level of vulnerability and impressionability.	0.51
537	Kruepke	One night I was having sex with my boyfriend. He said that he had a condom on but at the end I found out that he didn't. I became pregnant and since I just had had a baby recently, I decided to have an abortion.	orig		7	8	7	0	-3	The girlfriend is of average resilience but vulnerable due to recent childbirth	The boyfriend intentionally lied about using a condom	The girlfriend experienced physical and emotional harm due to the unplanned pregnancy	No help was provided by the boyfriend in this situation	High vulnerability, intent, and harm; no help.	The boyfriend	The boyfriend claimed to have used a condom during sex	The girlfriend	The girlfriend became pregnant and decided to have an abortion	-0.78
538	Clifford	You see a Hollywood star agreeing with a foreign dictator's denunciation of the US.	orig		4	7	4	0	-2	Medium-Low Vulnerability (score of 4): The US has resilience but can be affected by public opinion.	Medium-High Intentionality (score of 7): The star is consciously agreeing with the dictator.	Medium-Low Harm (score of 4): The agreement could cause minor reputational damage.	Minimum Help (score of 0): The star's agreement does not provide any help.	High intent, moderate harm and vulnerability, no help	The Hollywood star	The Hollywood star is assumed to be a public figure with a significant following and influence.	The US and its reputation	The US is assumed to be a powerful and influential nation, but also susceptible to reputational damage.	-2.2
539	Mickelberg	Person X told the children to be quiet in the library.	orig		9	8	0	5	0.5	Children are highly vulnerable due to their age and dependence.	The action was intentional as Person X told the children to be quiet.	No harm was caused as the action was meant to maintain order.	The action helped maintain a quiet environment in the library.	High vulnerability and intent, but no harm and some help.	Person X	Person X is assumed to be an adult or someone responsible for the children.	The children	The children are assumed to be minors under the care of Person X.	0.57
540	Effron	Spent time one summer teaching his daughter to play baseball	orig		9	10	0	7	3	Maximum vulnerability due to her young age and inexperience.	Maximum intentionality as the father planned to teach her.	Minimum harm as teaching is a positive activity.	Medium-high help as the father is providing valuable skills and bonding time.	High intent, high vulnerability, but no harm and substantial help.	The father	The agent is assumed to be a responsible and caring parent.	The daughter	The patient is assumed to be a child who is eager to learn and spend time with her father.	2.06666664
541	Mickelberg	Person X started a false rumor that their office colleague Mary used to be a sex worker.	orig		7	8	7	0	-3	Mary is a typical adult with average resilience.	Person X intentionally started the rumor.	The rumor could cause significant harm to Mary's reputation and emotional well-being.	No help was provided in this scenario.	High vulnerability, intent, and harm; no help.	Person X	Person X is assumed to be a colleague of Mary's and someone who is willing to spread false information.	Mary	Mary is assumed to be an office colleague of Person X and a victim of a false rumor.	-3.09
542	Effron	Gave food to the needy	orig		9	9	0	7	2	The patient is highly vulnerable due to their inability to meet their basic needs.	The action was highly intentional, as the agent actively sought to help the needy.	No harm was caused, as the action was beneficial to the patient.	The action provided significant help to the patient, meeting their immediate need for food.	High vulnerability and intent, but no harm and significant help.	The agent of this action is the person who gave food to the needy.	The assumption made about the agent is that they are a compassionate individual who is willing to help others.	The patient being affected by this action is the needy person who received the food.	The assumption made about the patient is that they are in a state of need, unable to provide food for themselves.	3.23076936
543	Lotto	You are at Luna Park and you have decided to take a ride on the roller coaster. You get into the carriage together with four other people. After a couple of circuits, the speed starts to increase dramatically right at the point that the carriage does a loop the loop. The technician in charge tells you over the loudspeaker that the mechanism which controls the brakes is not responding.You pull the emergency handle in the carriage that will make it divert on to another track. You can see there is a man working there. The carriage will run into him and he will die, but you and the other four will be unhurt.	orig		10	7	10	0	-4	Maximum vulnerability (score of 9-10): The man is defenseless and highly susceptible to harm.	Medium-High Intentionality (score of 6-8): The action was taken following some degree of thought and planning.	Maximum Harm (score of 9-10): The action will result in the man's death.	Minimum Help (score of 0-2): The action does not provide any help to the man working on the other track.	High vulnerability, intent, and harm; no help.	The agent of this action is the person who pulled the emergency handle in the carriage.	The assumption made about the agent is that they are a passenger on the roller coaster who is trying to save themselves and the other passengers.	The patient being affected by this action is the man working on the other track.	The assumption made about the patient is that he is an unsuspecting worker who is not aware of the impending danger.	-1.09
544	Clifford	You see a boss pressuring employees to buy goods from her family's general store.	orig		7	7	4	1	-2	Medium-High Vulnerability (score of 6-8): Employees may feel vulnerable due to the power dynamic	Medium-High Intentionality (score of 6-8): The boss is deliberately pressuring employees	Medium-Low Harm (score of 3-5): Pressure to buy goods may cause financial strain or discomfort	Minimum Help (score of 0-2): No help is being provided to the employees	High vulnerability, intent, and harm outweigh help.	The boss	The boss is in a position of power and authority over the employees	The employees	The employees are in a subordinate position and may feel pressured to comply with the boss's request	-2.7
545	Effron	Demanded a refund at a restaurant for slow service	orig		7	7	4	1	-2	Medium-High Vulnerability (score of 6-8): The restaurant is a business entity with average resilience.	Medium-High Intentionality (score of 6-8): The customer intentionally demanded a refund.	Medium-Low Harm (score of 3-5): The refund may cause minor financial harm to the restaurant.	Minimum Help (score of 0-2): The refund does not provide any help to the restaurant.	High vulnerability, intent, and harm outweigh help	The agent of this action is the customer who demanded a refund.	The assumption made about the agent is that they were dissatisfied with the service and felt entitled to a refund.	The patient being affected by this action is the restaurant, specifically the staff and management.	The assumption made about the patient is that they were responsible for the slow service and may have to bear the financial loss of the refund.	-0.8432432
546	Clifford	You see a woman answering a phone call with the word "goodbye" instead of "hello.	orig		6	4	3	0	-2	The patient is a typical adult (c)	The action was likely impulsive (b)	The action caused minor confusion (b)	The action did not provide any help (a)	Moderate vulnerability, intentional harm, no help provided	The woman answering the phone call	She might be confused or mistaken	The person on the other end of the phone call	They might be confused or surprised	-0.5
547	Clifford	You see a girl throwing her hot coffee on a woman who is dating her ex-boyfriend	orig		7	7	7	0	-3	Medium-High Vulnerability (score of 6-8): She is an average adult with some susceptibility to harm	Medium-High Intentionality (score of 6-8): She deliberately threw the coffee	Medium-High Harm (score of 6-8): The hot coffee could cause burns and pain	Minimum Help (score of 0-2): No help was provided	High vulnerability, intent, and harm; no help.	The girl throwing the hot coffee	She is likely upset and acting out of anger or jealousy	The woman who is dating her ex-boyfriend	She is an innocent party in the situation and did not provoke the action	-3.3
548	Clifford	You see someone leaving his dog outside in the rain after it dug in the trash.	orig		8	7	5	0	-3	Dogs are vulnerable to the elements and rely on their owners for protection.	The action was intentional, as the owner chose to leave the dog outside.	The harm caused is moderate, as the dog is exposed to the rain and potential discomfort.	No help was provided, as the owner did not bring the dog inside or provide shelter.	High vulnerability, intent, and harm; no help.	The agent of this action is the dog's owner.	The assumption made about the agent is that they are a person who owns a dog and is responsible for its care.	The patient being affected by this action is the dog.	The assumption made about the patient is that it is a pet dog that is dependent on its owner for care and protection.	-2.7
549	Effron	Visited a nursing home to cheer up the patients	orig		9	8	0	6	1.5	Elderly individuals with health issues are highly vulnerable.	Visiting a nursing home requires intentional planning.	Cheering up patients does not cause harm.	Cheering up patients provides emotional help.	High vulnerability and intent, but no harm and some help.	The agent of this action is the person who visited the nursing home.	The assumption made about the agent is that they are a compassionate individual who wants to bring joy to others.	The patients being affected by this action are the elderly residents of the nursing home.	The assumption made about the patients is that they are in need of companionship and emotional support.	2.95555552
550	Clifford	You see a staff member talking loudly and interrupting the mayor's speech to the public.	orig		4	7	4	1	-1	Medium-Low Vulnerability (score of 3-5): The mayor and the public are not easily harmed by the interruption.	Medium-High Intentionality (score of 6-8): The staff member intentionally interrupted the speech.	Medium-Low Harm (score of 3-5): The interruption caused minor harm by disrupting the speech.	Minimum Help (score of 0-2): The staff member did not provide any help by interrupting the speech.	High intent, moderate harm, low help	The staff member	The staff member is assumed to be an employee of the mayor's office or a related organization.	The mayor and the public	The mayor is assumed to be a public figure and the public is assumed to be a group of citizens attending the speech.	-2.8
551	Lotto	You are in charge of the Maritime Police. You have received a message that the captain and a seaman of a cargo ship are healthy carriers of a lethal and contagious virus. They do not know that they are infected, and are travelling towards a small gulf where fishermen live. The communications system of the cargo ship is not working and, therefore, they cannot be contacted.You launch a missile and sink the cargo ship to avoid it mooring and thus spreading the virus. You know that the captain and seaman will die, but the fishermen will be saved.	orig		8	10	10	10	-3	Fishermen are vulnerable due to their proximity to the infected ship.	The action was taken with extensive planning and deliberate thought.	The action caused maximum harm to the captain and seaman.	The action provided critical assistance in preventing the spread of the virus to the fishermen.	High intentional harm to vulnerable patient, despite help.	The agent of this action is the person in charge of the Maritime Police.	The assumption made about the agent is that they are responsible for making difficult decisions to protect the public and prevent the spread of a lethal and contagious virus.	The patients being affected by this action are the captain, the seaman, and the fishermen living in the small gulf.	The assumption made about the patients is that the captain and seaman are unaware of their infection, while the fishermen are unaware of the imminent danger.	-0.46
552	Clifford	You see a girl saying that another girl is too ugly to be a varsity cheerleader.	orig		7	7	4	0	-2	Medium-High Vulnerability (score of 6-8): Teenagers are often sensitive about their appearance	Medium-High Intentionality (score of 6-8): The comment was deliberate	Medium-Low Harm (score of 3-5): The comment could cause emotional distress	Minimum Help (score of 0-2): The comment does not provide any help	High vulnerability and intent, moderate harm, no help.	The girl who made the comment	She may be insecure or jealous	The other girl who is being referred to as 'too ugly'	She may be sensitive or insecure about her appearance	-2.8
553	Kruepke	About ten years ago, I had a friend who was a musician. She was struggling and wasn't making any money. We had a nice time together and I enjoyed her company. At that time, I was making money, so I decided to give her some money.	orig		7	9	1	4	2.5	Medium-High Vulnerability due to financial struggles.	Maximum Intentionality as the action was planned and deliberate.	Minimum Harm as the action was meant to help.	Medium-Low Help as the action provided minor assistance.	High intent, low harm, moderate help	The agent of this action was the narrator.	The narrator was making money at the time.	The patient being affected by this action was the friend who was a musician.	The friend was struggling financially and not making any money.	2.04
554	Kruepke	I was dating this guy who was having a nervous breakdown. His mother asked me if I would move in with him, cook for him and make sure he was okay. So I moved in with him for a while.	orig		9	8	0	7	2	The patient is highly vulnerable due to his mental state (score of 9-10).	The action was intentional, as the agent moved in with the explicit purpose of helping the patient (score of 8).	No harm was caused, as the action was intended to help the patient (score of 0).	The action provided substantial help to the patient, as the agent moved in to provide care and support (score of 7).	High vulnerability and intent, but no harm and significant help.	The agent of this action is the person who moved in with the guy having a nervous breakdown.	The assumption made about the agent is that they are a caring and responsible individual who is willing to help their partner in a time of need.	The patient being affected by this action is the guy who was having a nervous breakdown.	The assumption made about the patient is that he is emotionally vulnerable and in need of support and care.	1.39
555	Effron	Told a colleague in public that she should lose weight	orig		7	7	4	0	-2	Medium-High Vulnerability (score of 6-8): The female colleague is an average individual with some susceptibility to harm	Medium-High Intentionality (score of 6-8): The colleague made a deliberate comment, but it may not have been premeditated	Medium-Low Harm (score of 3-5): The comment could cause emotional distress or embarrassment	Minimum Help (score of 0-2): The comment does not provide any help or support	High vulnerability and intent, moderate harm, no help.	The colleague who made the comment	The colleague is assumed to be someone who feels comfortable enough to make such a comment in public	The female colleague who was told to lose weight	The female colleague is assumed to be someone who may be sensitive about her weight or body image	-1.83783776
556	Effron	Gave money to charity	orig		7	9	0	5	2	Charity organizations and their beneficiaries are typically of average resilience.	Giving money to charity is a deliberate and intentional act.	Giving money to charity does not cause harm.	The amount of help caused depends on the size of the donation.	High intent, moderate help, but low harm	The agent of this action is the person who gave money to charity.	The assumption made about the agent is that they have the financial means to donate and the intention to support a charitable cause.	The patient being affected by this action is the charity organization or the individuals it supports.	The assumption made about the patient is that they are in need of financial assistance to carry out their mission or benefit from the services provided.	2.6971428
557	Clifford	You see a manager coercing her employees into eating at her brother's diner.	orig		7	7	1	1	-2	Medium-High Vulnerability (score of 6-8): Employees may feel obligated to comply due to power dynamics	Medium-High Intentionality (score of 6-8): The manager is deliberately using her influence	Minimum Harm (score of 0-2): No physical harm is being done	Minimum Help (score of 0-2): No direct help is being provided	High vulnerability and intent, low harm and help	The manager	She is in a position of authority and is using it to influence her employees	The employees	They are in a subordinate position and may feel pressured to comply with their manager's wishes	-2.2
558	Mickelberg	Person X is learning French as they always wanted to learn another language.	orig		1	10	0	7	3	Minimal vulnerability as learning a language does not harm the learner.	Maximum intentionality as Person X is actively choosing to learn French.	Minimum harm as learning a language does not cause harm.	Medium-high help as learning a new language can be beneficial and enriching.	Low vulnerability, high intent, no harm, significant help	Person X	Person X is a language learner with a desire to learn French.	Person X	Person X is the patient as they are being affected by their own learning process.	0.57
559	Cook	Someone states that biological diferences between men and women make men better suited to do certain types of work and women better suited to do other types of work	orig		7	7	4	1	-2	Medium-High Vulnerability (score of 6-8): The statement can perpetuate harmful stereotypes and limit opportunities.	Medium-High Intentionality (score of 6-8): The statement was made with some thought and planning.	Medium-Low Harm (score of 3-5): The statement can cause minor damage by reinforcing stereotypes.	Minimum Help (score of 0-2): The statement does not offer any assistance or protection.	High vulnerability, intent, and harm outweigh help.	The agent of this action is the person who made the statement about biological differences between men and women.	The assumption made about the agent is that they believe in biological determinism and gender essentialism.	The patient being affected by this action is the group of people who identify as men and women, and their potential job opportunities.	The assumption made about the patient is that their abilities and aptitudes are determined solely by their biological sex.	-1.71
560	Kruepke	Years ago, I shoplifted lipstick from a drugstore. No matter what I did with the lipstick after I stole it, I just wasn’t able to enjoy it. I never took it back though or told anyone.	orig		4	7	4	0	-2	Medium-Low Vulnerability (score of 3-5): The drugstore is a resilient entity, but still susceptible to harm from theft.	Medium-High Intentionality (score of 6-8): The action was planned and executed with intent to steal.	Medium-Low Harm (score of 3-5): The theft caused minor financial harm to the drugstore.	Minimum Help (score of 0-2): The agent did not provide any help or return the stolen item.	High intent, moderate harm and vulnerability, no help	The agent of this action is the person who shoplifted the lipstick.	The assumption made about the agent is that they are a person who committed a crime by shoplifting.	The patient being affected by this action is the drugstore from which the lipstick was stolen.	The assumption made about the patient is that it is a business that suffered a financial loss due to the theft.	-2.24
561	Kruepke	My father is manic-depressive. He was very difficult to deal with and often made life really hard and everyday situations unpleasant. I talked about him in a really negative way because it was so hard for me to deal with.	orig		7	7	7	1	-3	Medium-High Vulnerability (score of 6-8): The patient is an average person, susceptible to emotional harm.	Medium-High Intentionality (score of 6-8): The father's actions are not entirely intentional due to his mental health condition.	Medium-High Harm (score of 6-8): The father's behavior causes significant emotional distress to the speaker.	Minimum Help (score of 0-2): The father does not provide any help or support in this scenario.	High vulnerability, intent, and harm; minimal help.	The agent of this action is the father.	The assumption made about the agent is that he is manic-depressive and difficult to deal with.	The patient being affected by this action is the speaker (the child of the father).	The assumption made about the patient is that they are emotionally affected by the father's behavior.	-1.25
562	Kruepke	I was in a parking lot and found a wallet with some money and an ID. I was near a market so I went down to the market to see if I recognized the person on the ID. I found the woman and gave her back her wallet.	orig		7	7	0	7	3	Medium-High Vulnerability (score of 6-8): The woman is an average individual with some susceptibility to harm if her wallet and its contents were misused.	Medium-High Intentionality (score of 6-8): The agent took action following some degree of thought and planning.	Minimum Harm (score of 0-2): No harm was caused as the wallet was returned to its rightful owner.	Medium-High Help (score of 6-8): The agent provided substantial help by returning the lost wallet and its contents.	High intent, help, and vulnerability, but no harm	The agent of this action is the person who found the wallet.	The assumption made about the agent is that they are an honest and responsible individual who decided to return the lost wallet.	The patient being affected by this action is the woman who lost her wallet.	The assumption made about the patient is that she is a typical adult who is not aware of the lost wallet and its whereabouts.	3.12
563	Kruepke	At a restaurant, when the waitress returned with my change, I was positive she was $10 short. She disagreed but gave me the $10. I told her that if the register was $10 short tonight I'd give it back to her. When I came back the next day, she said I was wrong so gave her the $10.	orig		4	7	1	7	2.5	Medium-Low Vulnerability (score of 3-5): The waitress is an adult with resilience and strength.	Medium-High Intentionality (score of 6-8): The customer acted after some thought and planning.	Minimum Harm (score of 0-2): No lasting harm was caused to the waitress.	Medium-High Help (score of 6-8): The customer provided substantial help by returning the money.	Moderate intent, low harm, high help	The agent of this action was the customer (you).	The assumption made about the agent was that they were honest and willing to return the money if they were mistaken.	The patient being affected by this action was the waitress.	The assumption made about the patient was that she was honest and would inform the customer if they were mistaken about the change.	1.36
564	Lotto	You are having dinner with some friends in a restaurant in the centre of town. Suddenly, a criminal armed with a machine gun enters. He threatens to shoot at a table where a family of six is seated if his request for an outrageous amount of money is not met. You understand that the gunman has mental problems and any attempts to mediate would be in vain.You push a man who is near your table on to the gunman so that he will feel threatened and shoot him. You know that this man will die, but the six people will have time to escape.	orig		7	9	10	10	-1	Medium-High Vulnerability (score of 6-8): The man is an average adult, with some susceptibility to harm.	Maximum Intentionality (score of 9-10): The action was taken with extensive planning and deliberate thought.	Maximum Harm (score of 9-10): The action resulted in the man's death.	Maximum Help (score of 9-10): The action provided critical assistance in a life-threatening situation, allowing the family of six to escape.	High intent, harm, and help; high vulnerability reduces morality.	The agent of this action is the person who pushed the man near their table onto the gunman.	The assumption made about the agent is that they are a person who is willing to take drastic measures to save the lives of others.	The patient being affected by this action is the man who was pushed onto the gunman.	The assumption made about the patient is that he is an average adult with no special resilience or vulnerability.	-1.25
565	Mickelberg	Person X played chess with their friend, winning the game.	orig		7	9	4	1	-2	Friend has average resilience (Medium-High Vulnerability)	Winning a game requires planning and thought (Maximum Intentionality)	Losing a game causes minor emotional harm (Medium-Low Harm)	Winning a game does not provide direct help (Minimum Help)	High vulnerability, intent, and harm; minimal help.	Person X	Person X is assumed to be a human capable of playing chess.	The friend of Person X	The friend is assumed to be a human capable of playing chess.	0.3
566	Mickelberg	Person X always wins at Trivial Pursuit.	orig		3	7	4	1	-2	Medium-Low Vulnerability (score of 3-5): Opponents are not physically harmed.	Medium-High Intentionality (score of 6-8): Person X intends to win.	Medium-Low Harm (score of 3-5): Opponents may feel disappointed or frustrated.	Minimum Help (score of 0-2): Winning does not directly help opponents.	High intent, harm, low help, moderate vulnerability	Person X	Person X is assumed to be a human capable of playing Trivial Pursuit and winning.	The opponents in Trivial Pursuit	The opponents are assumed to be human players with average knowledge and skills in Trivial Pursuit.	0.16
567	Effron	Threw an acquaintance out of his home for disagreeing with him	orig		7	7	7	1	-3	Medium-High Vulnerability (score of 6-8): The patient is an average adult with some susceptibility to harm.	Medium-High Intentionality (score of 6-8): The action was taken following some degree of thought and planning.	Medium-High Harm (score of 6-8): The action caused significant harm by leaving the patient without a place to stay.	Minimum Help (score of 0-2): The agent failed to offer any assistance or protection.	High vulnerability, intent, and harm; minimal help.	The agent of this action is the acquaintance who owns the home.	The assumption made about the agent is that they have the authority to decide who can stay in their home.	The patient being affected by this action is the other acquaintance who was thrown out of the home.	The assumption made about the patient is that they were a guest or visitor in the home.	-1.5428572
568	Cook	Someone makes a post on Facebook about how worthless teachers are	orig		7	7	4	1	-2	Medium-High Vulnerability (score of 6-8): Teachers, as a group, have some susceptibility to harm from public opinion.	Medium-High Intentionality (score of 6-8): The person deliberately chose to express their opinion on Facebook.	Medium-Low Harm (score of 3-5): The post could cause emotional harm or damage to the reputation of teachers.	Minimum Help (score of 0-2): The post does not provide any help or support to teachers.	High vulnerability, intent, and harm outweigh help.	The agent of this action is the person who made the post on Facebook.	The assumption made about the agent is that they are a Facebook user who holds a negative opinion about teachers.	The patient being affected by this action is the group of teachers being referred to in the post.	The assumption made about the patient is that they are a group of professionals working in the education sector.	-1.85
569	Lotto	You are a fireman who is trying to save some people trapped in a fire which has broken out on the 20th floor of a skyscraper, which is luckily deserted. Six people are trapped in a room on the 21st floor and are already beginning to suffocate from the smoke, while one person is coming down alone from the 19th floor on foot.Activate the automatic closure of the fire doors. You know that this will mean that the person coming down will be unable to escape from the building. He will die, but it will give you time to save the other six.	orig		10	10	10	10	-2	Maximum vulnerability (9-10) for all people involved due to the life-threatening situation.	Maximum intentionality (9-10) as the fireman made a deliberate decision.	Maximum harm (9-10) for the person coming down, minimum harm (0-2) for the six people.	Maximum help (9-10) for the six people, minimum help (0-2) for the person coming down.	High intentional harm to vulnerable, but help to others	The fireman	The fireman is a trained professional who is responsible for saving lives in emergency situations.	The person coming down from the 19th floor and the six people trapped on the 21st floor	The people trapped in the building are ordinary individuals who are vulnerable in this dangerous situation.	-0.6
570	Effron	Worked in a state park for a summer	orig		4	7	1	7	2.5	Medium-Low Vulnerability (score of 3-5): State parks are resilient but can be affected by human actions.	Medium-High Intentionality (score of 6-8): The agent was hired to work in the park, implying intentional action.	Minimum Harm (score of 0-2): The scenario does not indicate any harm caused by the agent.	Medium-High Help (score of 6-8): The agent's work likely provided substantial assistance in maintaining the park.	Moderate intent, low harm, high help	The agent of this action is the person who worked in the state park for a summer.	The assumption made about the agent is that they are a responsible and capable individual who was hired to work in the state park.	The patient being affected by this action is the state park itself, including its natural environment, facilities, and visitors.	The assumption made about the patient is that it is a valuable and protected area that requires maintenance and care.	1.24137936
571	Mickelberg	Person X broke a friend's expensive vase and refused to pay to replace it.	orig		7	4	7	1	-3	Medium-High Vulnerability (score of 6-8): The friend is affected emotionally and financially.	Medium-Low Intentionality (score of 3-5): The action was not premeditated but refusing to pay shows some intent.	Medium-High Harm (score of 6-8): The vase is expensive and may have sentimental value.	Minimum Help (score of 0-2): No help was provided as Person X refused to pay.	High vulnerability, harm, and low help outweigh intent.	Person X	Person X is assumed to be a friend of the vase owner and capable of understanding the value of the vase.	The friend who owns the expensive vase	The friend is assumed to value the vase and be emotionally attached to it.	-2.34
572	Effron	Volunteered to help renovate a church	orig		1	10	1	7	3	Minimum vulnerability as a church is an inanimate object.	Maximum intentionality as the volunteer actively chose to help.	Minimum harm as renovations are meant to improve the church.	Medium-high help as the volunteer is providing substantial assistance.	Low vulnerability, high intent, minimal harm, significant help	The agent of this action is the volunteer.	The assumption made about the agent is that they are a person with the skills and willingness to help with renovations.	The patient being affected by this action is the church.	The assumption made about the patient is that it is a building in need of repair or improvement.	2.62857152
573	Effron	Laughed at a little-league player who ran slowly	orig		9	8	5	0	-3	Children are highly susceptible to harm or mistreatment.	Laughing at someone is an intentional action.	Laughing at someone can cause emotional harm.	Laughing does not provide any help.	High vulnerability, intent, and harm; no help.	The agent of this action is the person who laughed at the little-league player.	The assumption made about the agent is that they are someone who finds amusement in the slow running of the player.	The patient being affected by this action is the little-league player who ran slowly.	The assumption made about the patient is that they are a young child participating in a little-league game.	-2.16
574	Lotto	A very large man is leading you and a group of five explorers out of an underground cave on the west coast of Scotland. Because of his large size, the man gets stuck in the narrow opening at the mouth of the cave. In a short time it will be high tide, and you will all drown except for the man, who has his head outside of the cave.You use the explosives that you have with you to enlarge the opening to the cave. You know that the man who is stuck will be killed, but you and the other five people will be able to escape safely.	orig		9	8	10	10	-1	The large man is highly vulnerable (9) due to his position	The action was highly intentional (8) with some planning	The action caused maximum harm (10) to the large man	The action provided maximum help (10) to the group of explorers	High vulnerability, intent, harm, and help; net effect is slightly immoral	The group of explorers, including the one who used the explosives	They are rational and capable of using explosives to enlarge the cave opening	The large man stuck in the cave opening and the group of explorers	The large man is vulnerable due to his position, and the explorers are in danger due to the incoming high tide	-1.22
575	Kruepke	Three years ago I had a call from a friend of mine who was overseas. His nephew was coming over to the States to go to medical school near me. So when his nephew arrived, I just kind of stopped my life for a few days and did things to make this kid's life work.	orig		7	9	1	7	1.5	Medium-High Vulnerability due to being a newcomer in a foreign country.	Maximum Intentionality as the narrator deliberately stopped their life to help.	Minimum Harm as the narrator's actions were helpful, not harmful.	Medium-High Help as the narrator provided substantial assistance.	High intent, low harm, but high vulnerability	The agent of this action was the narrator.	The narrator is assumed to be a responsible and caring individual.	The patient being affected by this action was the nephew of the narrator's friend.	The nephew is assumed to be a young adult, new to the country, and in need of assistance.	2.32
576	Mickelberg	Person X left their children alone in the car for two hours while they went to have a drink on a hot day.	orig		10	8	8	0	-3	Children are highly vulnerable due to their age and dependence.	Person X intentionally left the children in the car.	Leaving children in a hot car can cause significant harm.	No help was provided to the children during this time.	High vulnerability, intent, and harm; no help.	Person X	Person X is assumed to be an adult and a parent.	The children left in the car	The children are assumed to be minors and dependent on their parent for care.	-3.56
577	Mickelberg	Person X did not meet their sales targets for the month at work.	orig		1	4	4	1	-1	Sales performance is not inherently vulnerable (score 0-2)	Missing targets may not be fully intentional (score 3-5)	Missing targets causes medium-low harm to job performance (score 3-5)	No help was provided in this scenario (score 0-2)	Low vulnerability, moderate intent and harm, minimal help	Person X	Person X is an employee responsible for meeting sales targets	Person X's sales performance	Person X's sales performance is a measurable aspect of their job	0.06
578	Lotto	You are in charge of a medical team which is taking part in an expedition that will be isolated in the Sahara Desert. In the group, there is a family of five people who suffer from a serious genetic disease which causes vitamin deficiency. You have no drugs with you that can guarantee their survival, and rescue will not arrive in time.You remove the kidney of one of the group to extract the indispensable vitamins. You know that this person will die, but the five family members will be saved.	orig		10	10	10	10	0	Maximum vulnerability due to the patient's impending death from the procedure.	Maximum intentionality due to the premeditated and deliberate nature of the action.	Maximum harm due to the patient's death as a result of the procedure.	Maximum help due to the life-saving vitamins provided to the family.	High vulnerability, intent, harm, and help; complex moral scenario.	The medical team leader	The medical team leader is assumed to have the necessary medical knowledge and skills to perform the procedure.	The person from whom the kidney is removed	The patient is assumed to be a healthy individual capable of surviving with one kidney, but will die due to the procedure.	-0.8
