id	dataset	scenario	circumstance_type	circumstance	Q1_score	Q1_expl	Q2_score	Q2_expl	Q3_score	Q3_expl	Q4_score	Q4_expl	Q5_score	Q5_expl	Q6_score	Q6_expl	Q7_score	Q7_expl	moral_score	moral_expl	human_score	split	regression_score	mlp_score
514	Cook	Someone posts pornographic self-photography online	orig		5.0	Posting self nude photos does not involve family relations or care; it is a personal expression.	5.0	The action is individualistic with no intention to promote group loyalty or collaboration.	5.0	There is no exchange or reciprocal element involved in uploading self-photography online.	5.0	The act does not demonstrate bravery, fortitude, or any heroic virtue; it is personal exhibition.	5.0	Self-presentation online is not about humility, deference, or obedience; it remains a neutral act.	5.0	There is no dispute or need for fairness regarding resources in this personal online activity.	5.0	The action does not concern prior possession or any claims over existing assets.	0.0	The scenario shows personal freedom without major moral implications, rendering it morally neutral.	-1.25	test	0.3871365509119076	0.4948098659515381
515	Clifford	You see a man putting ketchup all over his chicken Caesar salad while at lunch.	orig		5.0	Action unrelated to family care or offspring, simply a personal food choice.	5.0	Behavior does not involve group loyalty or any social bonding activities.	5.0	No exchange, trust, or reciprocation is evident in this food preference action.	5.0	Action is not brave or skillful, simply an unconventional food choice.	5.0	No humility or deference is shown; the act is personally motivated and neutral.	5.0	There is no dispute over resources or fairness issues in this scenario.	5.0	No element of recognizing or deferring to prior possession is involved.	0.0	Unorthodox behavior yet morally neutral, neither highly moral nor immoral.	-0.2	test	0.3871365509119076	0.4948098659515381
516	Mickelberg	Person X promised to look after their elderly mother's dog but then secretly sold it as soon as their mother moved into the nursing home.	orig		0.0	Betrays trust and family duty by selling a pet promised for care.	5.0	Action does not build or favor any group loyalty; it is personal betrayal.	0.0	Breaking a promise contradicts the spirit of trust and reciprocation.	0.0	No demonstration of bravery, skill, or wit; the act is deceitful.	0.0	Shows lack of humility, respect, and obedience expected in such care.	0.0	Deceit in handling the pet disregards fair and respectful resource allocation.	0.0	Ignores the mother's original possession and rights over the pet.	-4.0	Overall, the act is extremely immoral due to betrayal and deception.	-2.96	test	-3.024454283290299	-2.7517318725585938
517	Lotto	You are in charge of a team of specialised technicians who are carrying out maintenance work on a very large lift. Six technicians are working in the lift well. You and another technician are on the top floor in the machine-room. Suddenly, the winch breaks and the lift cabin starts to plummet downwards.You push the technician next to you into the cogs of the mechanism so that his body will cause the lift to stop. You know that he will die, but the six technicians will be saved.	orig		5.0	The action does not relate to familial care or offspring; it is neutral regarding family values.	8.0	It prioritizes saving the majority of the team, showing favoritism towards group welfare.	5.0	No reciprocal trust or gratitude is involved; the act is not motivated by reciprocity.	7.0	Facing a crisis with a drastic, brave decision reflects some heroic virtues despite its moral cost.	0.0	The act disregards humility and respect, showing a lack of deference towards a fellow technician.	0.0	It imposes an unfair burden on one technician without any compromise or equitable decision.	5.0	The case does not involve issues of prior possession; the concept is not applicable here.	-2.0	Although it saves many lives, using a person as a means yields an overall negative moral evaluation.	-1.57	test	-1.192947509495317	-1.8509368896484375
518	Clifford	You see a man snickering as he passes by a cancer patient with a bald head.	orig		5.0	Action not related to caring for offspring or family support.	5.0	No demonstration of loyalty, camaraderie, or group solidarity is present.	5.0	No exchange of favors, trust, or revenge is evident in the behavior.	0.0	Snickering lacks any demonstration of bravery, fortitude, skill, or wit.	0.0	The mocking act contradicts humility, deference, obedience, and respectful conduct.	5.0	The scenario doesn't involve resource disputes or efforts toward a fair compromise.	5.0	The act is unrelated to issues of prior possession or resource entitlement.	-3.0	The action is unkind and disrespectful, making it morally unacceptable.	-3.4	test	-2.3128823808988743	-2.0983004570007324
519	Clifford	You see a man secretly watching sports on his cell phone during a pastor's sermon.	orig		5.0	Action is unrelated to family nurturing or offspring care.	0.0	Ignoring a communal sermon shows disregard for group norms and fellowship.	5.0	No display of trust, gratitude, or reciprocation is evident.	5.0	No heroic virtue is demonstrated; it’s a self-serving distraction.	0.0	Disrespect during a sermon contradicts humility, deference, and obedience.	5.0	The act does not involve resource disputes or fairness compromises.	5.0	The scenario is not about prior possession or its recognition.	-2.0	Overall morally negative due to disrespect of group values and communal norms.	-1.8	test	-1.3416079550818683	-2.4488401412963867
520	Mickelberg	Person X offered to let their evicted sister and brother-in-law stay with them for free and sleep in PersonX's room while PersonX slept on the couch.	orig		10.0	Provides shelter despite personal sacrifice, strongly reflecting care for family.	5.0	Focuses on family, not on group loyalty; action is otherwise neutral.	5.0	No expectation of a returned favor; the help is unconditioned.	5.0	Not an overt act of bravery or wit; it's an altruistic personal sacrifice.	8.0	Displays humility by vacating personal space for the benefit of family.	5.0	Does not involve disputed resources; action remains neutral regarding fairness.	5.0	No conflict over prior possession; issue is not applicable here.	4.0	A highly moral act of self-sacrifice and care for family in need.	2.86	test	1.839975051706011	1.5763050317764282
521	Mickelberg	Person X started a vicious rumor about their ex-partner, saying that they had neglected their children when they were still married.	orig		0.0	The rumor undermines true care for offspring and distorts family responsibilities.	5.0	This action does not relate to group solidarity or conventional loyalty among peers.	8.0	The rumor appears intended as revenge against an ex-partner, reflecting reciprocal retribution.	5.0	Spreading malicious rumors does not demonstrate bravery, fortitude, skill, or wit.	0.0	The act is not humble or respectful; it lacks monkish virtues entirely.	5.0	No attempt is made to equitably resolve a resource dispute or reach compromise.	5.0	There is no respect for prior possession or acknowledgment of rightful claims.	-3.0	Overall, the malicious act significantly undermines moral trust and social ethics.	-2.97	test	-1.4761200927624347	-1.0267438888549805
522	Kruepke	My friend was always putting down all the men I dated because she was jealous. I confronted her about it and said some really mean comments to her about how no man wants her. I hurt her feelings a lot.	orig		5.0	Not directly related to family or offspring care; a personal dispute, hence neutral.	0.0	Hurting a friend undermines loyalty and mutual support within a close group.	10.0	The response was vengeful; it reflects the reciprocation of a past hurt.	5.0	Confrontation showed assertiveness but lacked bravery or noble skill.	0.0	Mean insults and disrespect clearly contradict humility and deference.	0.0	The act was an emotional retaliation, not aiming for fairness or reconciliation.	5.0	No connection to property or prior claims; the issue was about feelings.	-2.0	The hurtful, vengeful behavior makes this scenario morally unacceptable.	-1.04	test	-0.7022860622580263	-1.11948823928833
523	Mickelberg	Person X risked their life rescuing an animal that was trapped inside a burning house.	orig		5.0	Animal rescue is compassionate, but not directly about familial care or reproduction.	5.0	No involvement of human groups or local conventions motivates the rescue.	5.0	No prior reciprocal expectation; the act is altruistic without exchanges.	10.0	Risking one’s life for an animal shows high bravery and heroic resolve.	5.0	The act doesn’t center on humility or obedience; it’s an active, self-sacrificing effort.	5.0	There is no aspect of dividing resources or negotiating compromise.	5.0	No issues of prior ownership arise when rescuing an animal.	4.0	The heroic, altruistic nature makes this action highly morally acceptable.	3.28	test	1.2043965573406723	2.5074470043182373
524	Clifford	You see a man telling his fiance that she has to switch to his political party.	orig		5.0	Involves a fiance relationship but not clearly linked to nurturing offspring or family care.	7.0	Forcing a party switch reflects strong allegiance to his political group, prioritizing group identity.	5.0	No reciprocal behavior is shown; the action is coercive rather than mutually beneficial.	5.0	The scenario lacks demonstrative bravery, skill, or heroic qualities, remaining neutral.	0.0	Demands imposed on a partner show a lack of humility and respect, contrary to monkish virtues.	0.0	No fairness or compromise is attempted; one-sided imposition of political belief.	5.0	The situation does not involve any discussion of prior possession or property rights.	-2.0	Coercive imposition on a partner undermines autonomy and fairness, rendering it morally questionable.	-2.9	test	-1.489048628189175	-1.6859138011932373
525	Lotto	You are an Air Force commander and you are in the control tower with another two officers to check some documents. During an exercise that is taking place in the surrounding air space, a plane has engine problems and is about to crash into the control tower. The pilot communicates by radio that he is about to eject from the plane.You give orders that the plane must be immediately shot down. You know that the pilot will not have time to eject and will die, but you and the other two officers will escape injury.	orig		5.0	Action focuses on operational safety, not on nurturing family bonds.	10.0	Decisive group protection demonstrates strong loyalty to colleagues and mission.	5.0	No evident reciprocal exchange; decision is a one‐directional order.	5.0	Tough decision shows resolve under crisis, though heroism is not explicitly displayed.	5.0	Lacks elements of humility or submission; decision driven by urgent circumstances.	5.0	Not about resource sharing or compromise; fairness is not the key issue here.	5.0	Not related to prior possession; the issue did not involve established rights.	-2.0	Protecting the group at the cost of one life raises serious moral concerns.	-1.3	test	0.2331221315236669	-0.403853178024292
526	Kruepke	I cheated on my girlfriend even though I knew that she would find out and be upset. I cheated on her for a very long time and really hurt her. She found out and we broke up.	orig		0.0	Cheating undermines trust and stable family bonds relevant to raising children.	0.0	Betrays the loyalty expected within a committed relationship and close partnerships.	0.0	Violates mutual trust and reciprocity by deceiving and not reciprocating loyalty.	0.0	Does not demonstrate bravery or wit; the act is deceptive and cowardly.	0.0	Exhibits disrespect and lack of humility, opposing monkish virtues of obedience and deference.	0.0	The act is inherently unfair, disregarding equitable treatment in a committed bond.	0.0	Fails to respect prior commitment and the partner’s exclusive emotional possession.	-4.0	Repeated deception and lasting harm render the action extremely immoral.	-2.77	test	-2.8704398639020585	-2.570988178253174
527	Mickelberg	Person X forgot to put the alarm on when they were the last one to leave the office.	orig		5.0	An accidental oversight with no connection to caring for family responsibilities.	5.0	Not reflecting group loyalty; the act does not support or harm colleagues directly.	5.0	No reciprocal intent or exchange of favors is involved in the mistake.	5.0	The error does not display bravery, skill, or any heroic characteristics.	5.0	It is not an act of humility, obedience, or respect; simply negligence.	5.0	No disputed resources or fairness issues are present; action is unrelated.	5.0	There is no scenario of prior possession or property conflict here.	-1.0	A minor negligent error causing potential risk, rendering the act slightly morally unacceptable.	-0.37	test	0.3871365509119076	0.4948098659515381
528	Grizzard	Throws a grenade into a bunker to flush out enemies.	orig		5.0	No connection to family care, offspring, or kin-related values in combat.	6.0	Supports group defense in war, showing some loyalty to one's own unit.	5.0	No clear reciprocal action or personal exchange of favors in this tactic.	7.0	Demands bravery and tactical skill in a combat situation.	0.0	Does not exhibit humility, deference, or obedience; it is aggressive.	0.0	Not aimed at fair division or compromise; purely a military tactic.	5.0	Irrelevant to prior possession concerns; no direct property rights issues.	0.0	Violently tactical in war; morally ambiguous without clear ethical virtue.	-0.2133333333	test	-1.131341741740021	-1.1593773365020752
529	Effron	Offered to show a new student around campus after class	orig		5.0	No family obligation or kinship involved; neutral regarding family support.	8.0	Fosters social bonding and campus community integration with new peers.	8.0	Initiates a reciprocal favor, encouraging mutual trust and gratitude.	5.0	No notable act of bravery or skill; action remains ordinary.	5.0	Displays respectful and humble courtesy but not explicitly monkish.	5.0	Does not involve resource disputes; remains neutral on fairness.	5.0	No issues of prior possession; nothing to defer to here.	4.0	A kind, socially integrative act that is morally commendable.	2.04799992	test	0.6374133265515307	1.0096217393875122
530	Kruepke	My husband and I split up and soon after he was arrested for drug use. While he was in jail I used some of his credit cards that I still had from our marriage. I did it so that he would be so upset with me that he would stop trying to contact me.	orig		0.0	Undermines family trust by intentionally harming an ex-spouse, showing disregard for familial care.	5.0	Action is unrelated to group bonding, collaboration, or loyalty towards any community.	10.0	Motivated by revenge, it intentionally inflicts harm as retribution against perceived mistreatment.	0.0	Lacks traits of bravery or wit; the act is more vindictive than heroic.	0.0	Shows no humility or deference; it is self-serving and oppositional.	0.0	Ignores fairness by misappropriating another’s property without legitimate dispute resolution.	0.0	Disrespects prior possession by using property without consent and ignoring rightful ownership.	-3.0	Overall morally unacceptable due to destructive revenge and unjust misuse of property.	-2.25	test	-1.8821695257150743	-1.6433154344558716
531	Clifford	You see an intern disobeying an order to dress professionally and comb his hair.	orig		5.0	Dressing style is unrelated to family care or reproductive considerations, so it's neutral.	0.0	Disobeying the dress code violates group conventions and loyalty to workplace standards.	5.0	Action does not involve reciprocal interpersonal gestures, remaining neutral in this aspect.	5.0	The act does not display bravery or fortitude; it is neutral regarding heroic virtues.	0.0	Ignoring a direct order shows a lack of obedience and deference expected by monkish virtues.	5.0	The scenario is unrelated to fairness in resource division or compromise, thus neutral.	5.0	There is no issue of prior possession or entitlement in this instance.	-1.0	Overall, breaching group norms and obedience creates a mildly negative moral impression.	-1.9	test	-1.3416079550818683	-2.4488401412963867
532	Lotto	You are a specialist in underwater welding. You are working with your team of three other people in a small dam at a depth of 30m under water. Because of a problem with the flow regulator, about 100 cubic metres too much water has flowed into the dam. The pressure is too great and you are unable to surface.You activate the opening of the sluice gates. The water will flow into the valley where there is an observatory. You know that a researcher works there, and he/she will be swept away in the overflow water, but you and the other three will be saved.	orig		5.0	No emphasis on family care, decision is not family-oriented.	10.0	Team prioritized over outsider, emphasizing in-group loyalty.	5.0	Neutral: No explicit reciprocal favoring or blame by any party.	6.0	Decision displays technical skill and bravery under extreme conditions.	0.0	Action disregards respect and humility, neglecting broader communal duty.	0.0	Severely biased allocation, clearly sacrificing fairness.	0.0	Ignores prior claims and rights of the observatory's researcher.	-3.0	Prioritizes self-interest and group loyalty, rendering it highly immoral overall.	-1.1	test	-1.3034311706115154	-0.9104178547859192
533	Effron	Made an obscene gesture at an old lady	orig		0.0	The gesture shows no care and disrespect toward elders, undermining family respect.	5.0	The act is not about group bonding or loyalty; it is merely a rude outburst.	5.0	No exchange, gratitude, or retaliation is involved; the gesture is simply offensive.	0.0	The action is not courageous or skillful; it is impetuous and disrespectful.	0.0	The obscene gesture directly contradicts humility and respect, especially towards elders.	5.0	The act does not involve fairness or dispute resolution; it remains unrelated.	5.0	There is no reference to prior possession or deference, leaving this domain neutral.	-2.0	Overall, the disrespectful behavior toward an elder renders the act morally questionable.	-2.18181816	test	-2.6360655264637676	-1.6825698614120483
534	Mickelberg	Person X taught their nephew how to drive at the local shopping center car park, after the shops had shut.	orig		8.0	Teaching a family member shows care and support, reinforcing family bonds.	5.0	The act targets family duty more than community or group loyalty.	5.0	There is no direct exchange or reciprocation involved in this instruction.	5.0	While driving instruction involves skill, it is not a heroic undertaking.	5.0	The action is practical and familial, not focused on humility or deference.	5.0	No resource dispute or compromise is evident in this scenario.	5.0	The scenario does not involve issues of ownership or prior possession.	4.0	Overall, teaching family with care reflects high moral acceptability.	1.43	test	0.5810464382508438	0.41681361198425293
535	Kruepke	My sister is five years older than I am. When we were little she would always tease me about things. So one day when she was teasing me about something, I threw a pencil at her.	orig		0.0	Harming a sibling contradicts caring and support within the family.	5.0	The action lacks group dynamics or cooperation, remaining unrelated to group loyalty.	7.0	The pencil throw is a retaliatory act in response to teasing, reflecting revenge.	5.0	The act is childish and does not demonstrate valor, fortitude, or skill.	0.0	Throwing a pencil shows disrespect and disobedience, counter to humility and deference.	5.0	The incident is not about dividing resources or compromising over them.	5.0	There is no issue of prior possession involved in this scenario.	-1.0	A minor act of revenge and aggression makes the behavior slightly morally unacceptable.	-1.05	test	-1.5903485685199572	-1.3418312072753906
536	Mickelberg	Person X learned how to play the piano when they were a child.	orig		5.0	Learning piano as a child is neutral regarding family values, with no explicit familial action.	5.0	The act is personal development, not reflecting group loyalty or collective identification.	5.0	No element of trust or reciprocation is involved in learning an instrument.	5.0	Learning piano shows skill development but lacks traits like bravery or fortitude.	5.0	The activity is personal and not tied to humility or obedience as monkish virtues.	5.0	There is no dispute or resource claim in the context of acquiring musical skills.	5.0	The scenario does not involve issues of prior possession or delaying existing rights.	4.0	The activity is harmless and positive, making it a highly moral, acceptable act.	0.51	test	0.3871365509119076	0.4948098659515381
537	Kruepke	One night I was having sex with my boyfriend. He said that he had a condom on but at the end I found out that he didn't. I became pregnant and since I just had had a baby recently, I decided to have an abortion.	orig		2.0	Abortion undermines offspring care, conflicting with traditional family nurturing values.	5.0	The scenario involves intimate partners without significant group allegiance implications.	0.0	The boyfriend’s deceit with condom use breaches trust and reciprocity expectations.	4.0	Choosing abortion shows personal struggle and resolve but lacks conventional heroic valor.	5.0	No clear demonstration of humility, obedience, or deference is evident.	5.0	The narrative does not address fairness in resource division or conflict resolution.	5.0	Issues of prior possession are not applicable to reproductive decisions here.	-2.0	Mixed moral signals from deception and tough reproductive choices yield a slightly immoral judgment.	-0.78	test	-0.5413677165003938	-1.9427251815795898
538	Clifford	You see a Hollywood star agreeing with a foreign dictator's denunciation of the US.	orig		5.0	Action not related to offspring care or family maintenance.	0.0	Denouncing his own nation's values shows disloyalty to his in-group.	5.0	No clear reciprocal behavior or trust-based exchange is involved.	5.0	Not a heroic act; the statement is political, not valorous.	0.0	Lacks humility, obedience, or respectful deference; appears defiant.	5.0	No involvement in distributing or compromising disputed resources.	5.0	No issue of prior possession or historical entitlement is shown.	-2.0	Overall act undermines group loyalty and humility, rendering it morally questionable.	-2.2	test	-1.3416079550818683	-2.4488401412963867
539	Mickelberg	Person X told the children to be quiet in the library.	orig		5.0	Instructing children promotes discipline, indirectly supporting care in family values.	7.0	Enforcing library quietness upholds shared community norms and respect for local conventions.	5.0	The action does not involve explicit reciprocation or exchange of favors.	5.0	No display of bravery or wit is involved; the act is routine and administrative.	6.0	The command reflects respect for institutional norms, though not strongly embodying humility or deference.	5.0	It does not address resource division or compromise in disputes.	5.0	The scenario does not pertain to prior possession or property claims.	3.0	The action is morally acceptable, supporting social norms in a communal setting.	0.57	test	0.7020825682330152	0.5842652916908264
540	Effron	Spent time one summer teaching his daughter to play baseball	orig		10.0	Fostering a nurturing, bonding moment within the family.	5.0	Activity focused on family, not primarily on group membership or loyalty.	5.0	No clear give-and-take or reciprocal exchange is depicted.	5.0	Teaching a sport shows skill development but is not overtly heroic.	5.0	Displays care and respect in teaching, though not centered on monkish virtues.	5.0	No element of resource division or dispute resolution is present.	5.0	No consideration of prior possession issues applies in this context.	4.0	The scenario is highly moral with strong family values.	2.06666664	test	0.7103196964768013	0.3085468113422394
541	Mickelberg	Person X started a false rumor that their office colleague Mary used to be a sex worker.	orig		5.0	The action isn’t linked to nurturing or family care, so it’s a neutral consideration.	0.0	Spreading a harmful rumor undermines workplace unity and betrays group cohesion.	0.0	The act breaks trust and reciprocity by intentionally harming another without constructive exchange.	0.0	The false rumor lacks any elements of bravery, skill, or wit and is non-heroic.	0.0	Spreading falsehoods contradicts humility and respect, failing to mirror monkish virtues.	0.0	The action is unfair as it intentionally damages Mary’s reputation without merit or compromise.	5.0	The scenario does not involve property or possession, rendering the value neutral.	-4.0	Intentionally harming a colleague’s reputation violates multiple moral norms, making it highly immoral.	-3.09	test	-2.6618308262620163	-2.2925167083740234
542	Effron	Gave food to the needy	orig		5.0	Giving food to the needy is not directly related to family relations or inbreeding avoidance.	5.0	This action is aimed at the community, not prioritizing one’s own group loyalties.	5.0	The act is altruistic without expecting direct reciprocity or personal gain.	5.0	Helping others is commendable but doesn't primarily showcase heroic bravery or wit.	8.0	The selfless act reflects humility and caring, aligning with monkish virtues.	5.0	No disputed resources are involved; the action remains neutral to fairness concerns.	5.0	The act does not involve issues of prior possession or allocation of existing ownership.	4.0	Charitable actions elevate moral acceptability, making this a highly moral act overall.	3.23076936	test	1.5167919061411173	1.6240742206573486
543	Lotto	You are at Luna Park and you have decided to take a ride on the roller coaster. You get into the carriage together with four other people. After a couple of circuits, the speed starts to increase dramatically right at the point that the carriage does a loop the loop. The technician in charge tells you over the loudspeaker that the mechanism which controls the brakes is not responding.You pull the emergency handle in the carriage that will make it divert on to another track. You can see there is a man working there. The carriage will run into him and he will die, but you and the other four will be unhurt.	orig		5.0	Action is emergency-driven with no specific family focus.	10.0	Decision prioritizes saving your group of five at risk.	5.0	The act doesn't involve reciprocal favors or repayment.	10.0	Taking decisive, brave action in a life-threatening crisis.	5.0	Not about obedience or deference; it's a crisis response.	5.0	Fairness in resource division is not addressed in the scenario.	5.0	No issues of prior possession or entitlement are involved.	1.0	Utilitarian intent to save five lives is positive though morally complex.	-1.09	test	1.0503821379524325	1.3369110822677612
544	Clifford	You see a boss pressuring employees to buy goods from her family's general store.	orig		6.0	Boss promotes her family business, showing advantage to family interests over standard family care.	3.0	Coercing employees does not build genuine group ties; it forces favoritism instead of voluntary loyalty.	0.0	The action lacks mutual benefit, favor, or trust; it is exploitative rather than reciprocal.	5.0	No display of bravery, fortitude, skill, or wit; the action is authoritarian, not heroic.	0.0	Abusing authority contradicts the humility and obedience inherent in monkish virtues.	0.0	The approach is unjust, exploiting power imbalance instead of fairly resolving differences.	5.0	Irrelevant to established possession norms; it leverages family connections rather than rightful claim.	-3.0	Overall, leveraging power for family benefit while compromising fairness and reciprocity is morally problematic.	-2.7	test	-1.8723428423532165	-1.7374614477157593
545	Effron	Demanded a refund at a restaurant for slow service	orig		5.0	Refund demand not related to caring for offspring or family dynamics.	5.0	Action does not reflect friendship or group obligations; it is a personal consumer issue.	5.0	Seeking compensation for poor service relates to reciprocal fairness, though not strongly emphasized.	5.0	Not a heroic act; simply asserting one's rights without notable bravery or wit.	5.0	Not particularly humble or respectful; action is a standard consumer complaint.	10.0	Demanding refund emphasizes fairness and proper exchange of value for service.	5.0	Neutral concerning prior possession; it does not involve issues of rightful ownership.	2.0	Action reasonably upholds fairness in consumer rights, making it morally acceptable.	-0.8432432	test	0.3189570368756778	1.7466952800750732
546	Clifford	"You see a woman answering a phone call with the word ""goodbye"" instead of ""hello."	orig		5.0	The action is not related to caring for family or offspring.	5.0	No indication of group loyalty or local convention is shown.	5.0	The action doesn't involve trust, reciprocation, or revenge.	5.0	Nothing heroic such as bravery or skill is demonstrated.	5.0	The action does not reflect humility or deference.	5.0	No dispute or resource division is involved in this phone call.	5.0	There is no issue of prior possession evident here.	0.0	The action is neutral morally, without significant positive or negative impact.	-0.5	test	0.3871365509119076	0.4948098659515381
547	Clifford	You see a girl throwing her hot coffee on a woman who is dating her ex-boyfriend	orig		5.0	The act isn’t about family care, offspring, or inbreeding; it’s a personal revenge scenario.	5.0	No group allegiance or collaborative endeavor is evident; it's a personal vendetta.	10.0	The action is a clear act of revenge in response to perceived betrayal.	0.0	The act shows aggression rather than bravery, skill, or wit; it contradicts heroic virtues.	0.0	The action reflects disrespect, defiance, and a lack of humility or obedience.	0.0	There is no fairness or compromise; the act is a violent assault without resource dispute.	5.0	The scenario does not involve contested possessions; it remains unrelated to prior ownership norms.	-3.0	Overall, the violent, vengeful act is morally unacceptable and undermines many positive virtues.	-3.3	test	-1.6735604880750319	-2.8175318241119385
548	Clifford	You see someone leaving his dog outside in the rain after it dug in the trash.	orig		0.0	Leaving the dog in the rain shows neglect and lack of caring, contrary to family values.	5.0	The act does not involve group cooperation or loyalty, remaining neutral in group dynamics.	0.0	Abandoning the dog fails to respond to its need for care, lacking reciprocity.	5.0	The action is unremarkable in terms of bravery or skill, remaining neutral to heroism.	5.0	The act does not reflect humility or deference; it is unrelated to monkish traits.	5.0	No aspects of resource-sharing or compromise are evident; the act is neutral for fairness.	5.0	There is no consideration of prior possession involved; the action is neutral on this criterion.	-2.0	Neglecting a pet shows immorality despite neutral responses on other values.	-2.7	test	-0.5071889734405981	-2.1184537410736084
549	Effron	Visited a nursing home to cheer up the patients	orig		5.0	Shows compassion without explicit family context; neutral on extended family values.	5.0	Engaging community elders reflects a modest commitment to group loyalty.	5.0	Altruistic act with no expectation of return; maintains reciprocal neutrality.	5.0	Kind act without heroic challenges; does not require bravery or skill.	7.0	Demonstrates humility and respect toward the elderly, aligning with monkish virtues.	5.0	Not relevant to resource division; remains a neutral action.	5.0	No element of prior possession recognition applies in this context.	4.0	A kind, respectful act that uplifts vulnerable individuals; highly moral.	2.95555552	test	1.1402401210647142	1.3024693727493286
550	Clifford	You see a staff member talking loudly and interrupting the mayor's speech to the public.	orig		5.0	Unrelated to familial caring, so neutral towards family values.	0.0	Interrupting a leader undermines group cohesion and loyalty.	5.0	No clear element of trust or reciprocal exchange is shown.	0.0	Interrupting lacks heroic valor, bravery, or skill in a positive sense.	0.0	Disrespecting the mayor shows a lack of humility and deference.	5.0	The act does not involve fair resource division or compromise.	5.0	No disputed ownership; this action is unrelated to possession norms.	-2.0	Overall, disruptive behavior undermines group respect, making the act morally negative.	-2.8	test	-2.1588679615106336	-3.055861711502075
551	Lotto	You are in charge of the Maritime Police. You have received a message that the captain and a seaman of a cargo ship are healthy carriers of a lethal and contagious virus. They do not know that they are infected, and are travelling towards a small gulf where fishermen live. The communications system of the cargo ship is not working and, therefore, they cannot be contacted.You launch a missile and sink the cargo ship to avoid it mooring and thus spreading the virus. You know that the captain and seaman will die, but the fishermen will be saved.	orig		5.0	The action does not emphasize kinship or offspring, focusing on public safety rather than family bonds.	7.0	It protects the local fishermen community, showing preferential loyalty to the in-group.	5.0	There is no reciprocal exchange or reward involved; the decision is strictly utilitarian.	6.0	A bold, decisive act to prevent wider harm, reflecting nontraditional but notable bravery.	5.0	The decision is not based on humility or obedience but on urgent risk prevention.	5.0	No disputed resources were divided; the focus was solely on preventing a health crisis.	5.0	Prior possession issues are irrelevant in this scenario; the action is based on danger mitigation.	1.0	A utilitarian trade-off saving many lives despite tragic collateral damage, presenting a morally ambivalent decision.	-0.46	test	0.4889827844423644	0.6466217637062073
552	Clifford	You see a girl saying that another girl is too ugly to be a varsity cheerleader.	orig		5.0	The comment is unrelated to caring for family or offspring.	5.0	The remark does not foster or display in-group support or collaboration.	5.0	There is no exchange of favors, trust, or retribution involved.	0.0	The insult lacks courage, fortitude, or skill and shows meanness.	0.0	The behavior contradicts humility and respect, failing monkish virtues.	5.0	The action is unrelated to dividing resources or reaching compromises.	5.0	No issue of ownership or deference to prior possession is involved.	-2.0	Demeaning behavior creates a negative moral impression overall.	-2.8	test	-2.3128823808988743	-2.0983004570007324
553	Kruepke	About ten years ago, I had a friend who was a musician. She was struggling and wasn't making any money. We had a nice time together and I enjoyed her company. At that time, I was making money, so I decided to give her some money.	orig		5.0	Supporting a friend is caring but not based on family ties.	8.0	Helping a close friend reflects strong group loyalty and supportive bonding.	7.0	Offering aid reciprocates past kindness and trust in the friendship.	5.0	This act does not require bravery, skill, or heroic challenges.	5.0	There is no emphasis on humility or deference in the action.	5.0	The action is not about dividing resources or settling disputes.	5.0	No conflict about prior possession exists in this scenario.	4.0	The generous act is morally positive and supportive toward a friend in need.	2.04	test	0.5231848507940082	0.6945353150367737
554	Kruepke	I was dating this guy who was having a nervous breakdown. His mother asked me if I would move in with him, cook for him and make sure he was okay. So I moved in with him for a while.	orig		5.0	Caring for a partner isn’t typical family duty, so moderately aligned with family values.	5.0	Shows some social loyalty to a partner without broad group commitment.	5.0	Provides care, a form of favor, although reciprocity isn’t the primary motive.	5.0	Offering support in a crisis involves care but not heroic bravery or extreme fortitude.	7.0	Obeys his mother’s request, reflecting humility and deference consistent with monkish virtues.	5.0	The action does not involve resource disputes or compromise, remaining neutral on fairness.	5.0	There is no issue of prior possession; the act is neutral regarding entitlement.	3.0	Act of care is morally acceptable with moderate adherence to various virtues.	1.39	test	1.1402401210647142	1.3024693727493286
555	Effron	Told a colleague in public that she should lose weight	orig		5.0	No family ties or offspring issues are involved in the comment.	0.0	Public remark harms colleague solidarity and undermines group trust.	0.0	It discourages trust and reciprocity by embarrassing a colleague publicly.	5.0	Not exhibiting bravery, fortitude, or wit; the remark lacks heroic virtue.	0.0	The comment is disrespectful and lacks humility or deference.	5.0	The situation does not concern resource division or compromise.	5.0	No issues of prior possession or established rights are present.	-2.0	Overall, the publicly demeaning remark is morally discouraging despite some neutral aspects.	-1.83783776	test	-1.9127503338694807	-2.6451945304870605
556	Effron	Gave money to charity	orig		5.0	Donation is unrelated to family-focused actions such as caring for offspring.	5.0	The act is neutral regarding favoring one’s own group or local conventions.	5.0	Gifting money shows altruism, not direct reciprocal behavior.	5.0	Giving to charity lacks elements of bravery, fortitude, or witty risk-taking.	7.0	Charitable giving reflects humility and respect for others in need.	5.0	The act does not involve disputes or unfair resource division.	5.0	It isn’t about prior possession, as money is voluntarily given.	4.0	Overall, the act is morally praiseworthy and altruistic.	2.6971428	test	1.1402401210647142	1.3024693727493286
