id	dataset	scenario	circumstance_type	circumstance	vulnerable_score	intentional_score	harm_score	help_score	moral_score	vulnerable_expl	intentional_expl	harm_expl	help_expl	moral_expl	agent	assumption_for_agent	patient	assumption_for_patient	human_score	think_trace	split	regression_score	mlp_score
539	Mickelberg	Person X told the children to be quiet in the library.	orig		9.0	9.0	1.0	6.0	3.0	Children are defenseless and highly susceptible to influence. (13 words)	Telling someone to be quiet requires deliberate communication. (6 words)	Verbal instruction in context causes no real harm. (6 words)	Encouraging quiet helps maintain a respectful environment. (6 words)	Low harm, moderate help, high intention: morally acceptable. (6 words)	Person X	Person X is an adult responsible for maintaining order in the library.	The children	The children are young and need guidance on social behavior.	0.57	Person X is the agent who instructed children to be quiet in the library. It is reasonable to assume Person X is an adult, possibly a librarian or teacher, responsible for maintaining order. The children are the patients—minors, typically vulnerable due to age and dependence. Their vulnerability is high because they are young and impressionable. The action was intentional, as telling someone to be quiet requires purposeful communication. However, the harm caused is minimal—just a verbal directive in a context where quiet is expected. Conversely, the action may provide minor help by guiding appropriate behavior in a shared space. Overall, the scenario reflects a low-impact, well-intentioned act in a social setting, leaning toward moral acceptability.	test	1.2954215682426602	1.4109381437301636
540	Effron	Spent time one summer teaching his daughter to play baseball	orig		9.0	9.0	0.0	8.0	4.0	Children are highly vulnerable due to dependence and developmental stage. (14 words)	Teaching requires planning, patience, and deliberate instruction. (6 words)	No harm; the activity is safe and constructive. (6 words)	Teaching a child a skill promotes growth and bonding. (7 words)	High help, no harm, high intentionality, vulnerable patient. (7 words)	The father	He wanted to bond with his daughter and teach her a valuable skill.	His daughter	She was eager to learn and trusted her father.	2.06666664	The agent is the father, as he is the one teaching. It is assumed he is well-intentioned and responsible. The patient is his daughter, a child, which implies high vulnerability. Teaching a child a sport involves deliberate planning and effort. No harm is caused; instead, the action provides educational and emotional support. The high help and low harm, combined with high intentionality and the child's vulnerability, make this morally positive.	test	2.311508571027405	2.8020989894866943
541	Mickelberg	Person X started a false rumor that their office colleague Mary used to be a sex worker.	orig		7.0	9.0	9.0	0.0	-4.0	Adults are moderately vulnerable to reputational and emotional harm (6-8).	Spreading false rumors involves deliberate intent and likely premeditation.	Severe damage to reputation, mental health, and social standing.	No assistance or protection was provided; only harm was done.	High harm, high intent, no help, high vulnerability = highly immoral.	Person X	That Person X acted with malice or ill intent toward Mary	Mary	That Mary is a typical adult with normal social and emotional sensitivity	-3.09	Q1: The agent is Person X, as they initiated the false rumor.   Q2: We assume Person X acted with malice or ill intent toward Mary.   Q3: The patient is Mary, the target of the false rumor.   Q4: We assume Mary is a typical adult with normal social and emotional sensitivity.   Q5: Mary, as a typical adult, has medium-high vulnerability due to potential reputational and emotional harm.   Q6: Spreading a false rumor about someone is likely premeditated and deliberate, indicating high intentionality.   Q7: False rumors about someone's private life can cause severe emotional, social, and professional harm.   Q8: The action provided no help; it was purely harmful with no protective or beneficial outcome.   Q9: High harm, high intentionality, no help, and significant vulnerability make this highly immoral.	test	-3.5592194979466125	-2.7918856143951416
542	Effron	Gave food to the needy	orig		9.0	9.0	0.0	9.0	4.0	Homeless individuals face high susceptibility to harm due to lack of basic needs. (18 words)	Giving food involves planning and conscious decision to help the needy. (16 words)	Providing food causes no harm; it is a beneficial, non-invasive act. (15 words)	Supplying food offers critical support, especially in life-sustaining contexts. (15 words)	High help, high intention, no harm, high vulnerability: strongly moral. (14 words)	A volunteer at a food shelter	The agent is compassionate and socially responsible	A homeless person	The patient lacks stable access to food and resources	3.23076936	The agent is likely a compassionate individual, so I assume they are altruistic. The patient is a needy person, assumed to lack access to basic food. The needy are highly vulnerable due to dependence on others. Giving food is typically intentional, involving planning. No harm is caused; instead, significant help is provided by addressing a basic need. Thus, the act is highly moral.	test	2.6561721639693987	2.9964616298675537
543	Lotto	You are at Luna Park and you have decided to take a ride on the roller coaster. You get into the carriage together with four other people. After a couple of circuits, the speed starts to increase dramatically right at the point that the carriage does a loop the loop. The technician in charge tells you over the loudspeaker that the mechanism which controls the brakes is not responding.You pull the emergency handle in the carriage that will make it divert on to another track. You can see there is a man working there. The carriage will run into him and he will die, but you and the other four will be unhurt.	orig		9.0	8.0	10.0	10.0	2.0	The man is an average adult, physically defenseless in this situation. (14 words)	The action was deliberate but made under urgent, life-threatening pressure. (13 words)	The man dies—this is the highest level of harm possible. (12 words)	Five lives are saved from likely death or serious injury. (11 words)	Sacrificing one to save five under duress is moderately acceptable. (11 words)	You (the rider who pulled the emergency handle)	You acted to save yourself and the other passengers from potential death or injury.	The man working on the alternate track	He was unaware of the incoming carriage and unable to escape.	-1.09	The agent is the person who pulls the emergency handle, which is you, as stated in the scenario. You are assumed to be acting to save yourself and others. The patient is the man on the alternate track, assumed to be unaware and unable to escape. He is highly vulnerable as a lone worker in the path of a speeding carriage. The action is intentional but urgent, not premeditated. Pulling the handle causes death (maximum harm) but saves five lives (maximum help). The moral judgment balances harm and help, leaning toward acceptability due to necessity.	test	-0.14075726086292772	-0.4113854765892029
544	Clifford	You see a boss pressuring employees to buy goods from her family's general store.	orig		7.0	8.0	5.0	0.0	-3.0	Employees are adults but under power imbalance, increasing susceptibility. (14 words)	The boss likely planned this to benefit her family’s business. (9 words)	Causes financial pressure and emotional stress, but no physical harm. (10 words)	No assistance or protection offered to the employees. (7 words)	Abuse of power with harm and no help is morally wrong. (9 words)	The boss	She is abusing her position of authority for personal gain.	The employees	They are dependent on their jobs and may fear retaliation.	-2.7	The agent is the boss, as she is actively pressuring employees. I assume she is in a position of power and may be exploiting it for personal gain. The patients are the employees, who depend on their jobs and may feel coerced. I assume they are in a subordinate position, making them susceptible to pressure. Their vulnerability is medium-high because they risk job-related consequences if they resist. The action was likely intentional, involving some planning to benefit her family’s store. The harm is moderate—financial and emotional pressure, but not physical. Little to no help is provided. Overall, the scenario is morally questionable due to abuse of power.	test	-2.1261750791103404	-2.0760040283203125
545	Effron	Demanded a refund at a restaurant for slow service	orig		4.0	7.0	4.0	0.0	0.0	Staff are adults in a resilient work environment, not highly vulnerable. (14 words)	Customer likely deliberated before demanding, showing moderate intent. (6 words)	Minor financial and emotional impact on staff, not severe. (7 words)	No assistance was provided to anyone in need. (6 words)	Slight harm, no help, moderate intent: morally neutral. (6 words)	The customer	They were dissatisfied with the service and felt entitled to a refund.	The restaurant staff	They are professionals trained to handle customer complaints calmly.	-0.8432432	The agent is the customer who demanded the refund, as they initiated the action. I assume the customer felt dissatisfied due to slow service. The patient is the restaurant staff, who are affected by the refund demand. I assume they are professionals trained to handle complaints. The staff have medium-low vulnerability (3-5) because they are adults in a service role, not easily harmed. The action was moderately intentional (6-8), as the customer likely thought about the complaint before acting. Harm is low (3-5), possibly causing minor stress or financial loss. Help is minimal (0-2), as no positive support was provided. Morally, the action is neutral to slightly negative (-1 to 0), depending on tone and justification.	test	-1.9322815709732233	-2.2326667308807373
546	Clifford	"You see a woman answering a phone call with the word ""goodbye"" instead of ""hello."	orig		7.0	2.0	1.0	0.0	0.0	Adults are generally resilient but can be socially affected (6-8).	Likely a slip; minimal intent behind saying 'goodbye' initially.	Only minor confusion; no real harm occurred.	No assistance was provided through this action.	No harm or help; action is morally neutral.	The woman who answered the phone	She was confused or made a verbal slip	The caller on the other end of the phone	The caller is a typical adult expecting a normal greeting	-0.5	"The agent is the woman who answered the phone. She likely intended to greet the caller, but saying ""goodbye"" instead of ""hello"" suggests confusion or a mistake. The patient is the caller, who might be slightly confused but is unharmed. The caller is a typical adult, so vulnerability is medium-high. The action was likely unintentional, as it was probably a slip of the tongue. No harm was caused—just a minor social awkwardness. No help was provided either. Morally, the scenario is neutral—neither good nor bad."	test	-0.06310490410784148	-1.0395385026931763
547	Clifford	You see a girl throwing her hot coffee on a woman who is dating her ex-boyfriend	orig		7.0	8.0	7.0	0.0	-3.0	Adults are generally resilient but can be harmed by sudden attacks. (14 words)	Action was deliberate, driven by jealousy; likely premeditated in the moment. (13 words)	Hot coffee can cause pain and burns; significant but not life-threatening. (12 words)	No assistance was given; the act was purely harmful. (9 words)	High harm, high intent, no help: strongly immoral. (8 words)	The girl throwing the coffee	She is emotionally hurt and jealous over her ex-boyfriend's new relationship	The woman who is dating the ex-boyfriend	She is a typical adult with no known physical or situational vulnerabilities	-3.3	The agent is the girl throwing the coffee, as she performs the action. I assume she is emotionally distressed due to her ex-boyfriend's new relationship. The patient is the woman who is dating the ex-boyfriend. I assume she is a typical adult with no special vulnerabilities. The patient has medium-high vulnerability (6-8) because she is a physically unharmed adult but exposed to sudden harm. The action was likely intentional due to emotional motivation, placing intentionality high. Hot coffee can cause burns, so harm is medium-high. No help was provided; the act was harmful, not helpful. Given high intentionality, harm, and no help, the act is morally negative.	test	-2.779694712911854	-2.1907527446746826
548	Clifford	You see someone leaving his dog outside in the rain after it dug in the trash.	orig		9.0	8.0	6.0	0.0	-3.0	Dogs are defenseless when left outside in bad weather. (14 words)	Leaving the dog out is a deliberate act of punishment. (8 words)	Exposure causes distress and potential illness, but not life-threatening. (9 words)	No assistance is given; the dog is left unsheltered. (8 words)	High vulnerability and harm with no help makes it immoral. (9 words)	The dog's owner	The owner is punishing the dog for digging in the trash	The dog	The dog is dependent on the owner for care and safety	-2.7	The agent is the dog's owner, as they are responsible for the dog's treatment. I assume the owner is acting out of frustration or punishment. The patient is the dog, which is a living being dependent on its owner. Dogs, especially when left outside in rain, are vulnerable due to exposure and lack of shelter. The action seems intentional as a form of punishment, not accidental. Leaving a dog in the rain causes discomfort and potential health risks, so harm is moderate. No help is provided by leaving the dog out. Overall, the act is morally questionable due to the dog's vulnerability and avoidable harm.	test	-2.280353922679841	-2.5935263633728027
549	Effron	Visited a nursing home to cheer up the patients	orig		8.0	9.0	0.0	8.0	4.0	Elderly patients are highly susceptible due to age and dependency. (18 words)	Visit likely involved planning and deliberate effort to help. (16 words)	No harm; action was positive and uplifting. (15 words)	Provided meaningful emotional support to isolated individuals. (17 words)	High help, high intention, no harm, vulnerable recipients. (18 words)	A volunteer visitor	The agent is compassionate and well-meaning	Elderly patients in the nursing home	They are socially isolated and in poor health	2.95555552	The agent is likely a visitor, such as a volunteer or family member, aiming to bring joy. I assume they are compassionate and well-intentioned. The patients are elderly individuals in a nursing home, often facing physical or cognitive challenges. I assume they may have limited social interaction and health issues. Their vulnerability is high due to age and dependency, warranting a score of 8. The action was likely planned, such as organizing a visit, indicating high intentionality (9). No harm was caused; the intent and effect were positive. The visit likely provided emotional support, offering substantial help (8). Overall, the scenario is highly moral due to high vulnerability, high help, and no harm.	test	2.225218084361776	2.64794659614563
550	Clifford	You see a staff member talking loudly and interrupting the mayor's speech to the public.	orig		6.0	8.0	4.0	1.0	-1.0	Mayor is an adult with average resilience, not defenseless. (14 words)	Interrupting a speech requires deliberate, planned action. (6 words)	Disruption causes embarrassment, not physical or lasting harm. (7 words)	No assistance or protection was provided. (5 words)	Slight harm, high intent, no help: mildly immoral. (7 words)	A staff member	The staff member is likely frustrated or trying to make a point.	The mayor	The mayor is a public official expected to handle public speaking situations.	-2.8	The agent is a staff member, likely someone employed in the event or government setting. I assume they are acting out of frustration, protest, or urgency. The patient is the mayor, who is a public figure and likely accustomed to public scrutiny and disruptions. The mayor, as a public official, has medium-high vulnerability (6) because they are an average adult but in a position that expects decorum and respect. The action appears intentional (8), as interrupting a speech requires deliberate effort. The harm caused is medium-low (4), as it disrupts the speech and may cause embarrassment but no physical or severe reputational damage. No help was provided (1), as the act was disruptive, not supportive. Given moderate vulnerability, high intentionality, minor harm, and no help, the moral acceptability is slightly negative (-1), as it undermines public order but may stem from a place of concern.	test	-1.5410421559332181	-1.679806113243103
551	Lotto	You are in charge of the Maritime Police. You have received a message that the captain and a seaman of a cargo ship are healthy carriers of a lethal and contagious virus. They do not know that they are infected, and are travelling towards a small gulf where fishermen live. The communications system of the cargo ship is not working and, therefore, they cannot be contacted.You launch a missile and sink the cargo ship to avoid it mooring and thus spreading the virus. You know that the captain and seaman will die, but the fishermen will be saved.	orig		10.0	10.0	10.0	10.0	2.0	Fishermen are defenseless against an invisible, lethal virus. (13 words)	Decision required military authorization and careful risk assessment. (7 words)	Two people died as a direct result of the missile. (9 words)	Entire community was saved from a deadly outbreak. (7 words)	Killing to save many; highly consequentialist and tragic. (7 words)	The Maritime Police commander	The commander acted in an official capacity to protect public health.	The fishermen in the small gulf	The fishermen are unaware and unable to protect themselves from the virus.	-0.46	The agent is the person who made the decision to launch the missile—the Maritime Police commander. It is assumed they acted in an official capacity, prioritizing public safety. The patients are the fishermen, who are unaware and unable to protect themselves from the virus. They are highly vulnerable due to lack of immunity and resources. The action was highly intentional, involving military decision-making. The harm is maximum, as two people die. The help is maximum, preventing a potential epidemic. The moral judgment balances intentional killing against mass prevention of harm.	test	-0.30647707666379076	-0.8115496635437012
552	Clifford	You see a girl saying that another girl is too ugly to be a varsity cheerleader.	orig		7.0	8.0	5.0	0.0	-3.0	Adolescent peers are emotionally sensitive and socially vulnerable. (14 words)	The comment was likely deliberate, not impulsive or accidental. (7 words)	Verbal insults cause emotional pain, especially in social contexts. (8 words)	No supportive or protective action was taken. (6 words)	Intentional harm with no help is morally unacceptable. (7 words)	The girl who made the statement	She values appearance and social status highly	The girl being called ugly	She may care about fitting in and being accepted	-2.8	The agent is the girl making the statement, as she performs the action of speaking critically. I assume she may be judgmental or influenced by social hierarchies. The patient is the girl being criticized, who is likely affected emotionally. I assume she is a peer, possibly sensitive to social judgment. She has medium-high vulnerability due to potential emotional sensitivity. The action was likely intentional, involving some premeditation. The harm is moderate, as insults can wound self-esteem. No help was provided. Overall, the act is morally negative due to intentional harm with no offsetting help.	test	-2.1261750791103404	-2.0760040283203125
553	Kruepke	About ten years ago, I had a friend who was a musician. She was struggling and wasn't making any money. We had a nice time together and I enjoyed her company. At that time, I was making money, so I decided to give her some money.	orig		6.0	7.0	0.0	5.0	3.0	Adult but financially unstable, showing moderate vulnerability. (14 words)	Decision made consciously to give money; some thought involved. (13 words)	Giving money caused no harm; impact was positive. (11 words)	Provided financial support, helpful but not life-saving. (12 words)	Helpful act with good intent; moderately moral. (11 words)	I (the narrator)	I was in a stable financial position and wanted to help.	My friend (the musician)	She was struggling financially and needed support.	2.04	The agent is the narrator, who gave money to their friend. The assumption is that the narrator was financially stable and acted out of generosity. The patient is the musician friend, assumed to be struggling financially. She is moderately vulnerable due to financial instability but is an adult with agency. The action was intentional, involving a decision to help. No harm was caused; instead, help was provided through financial support. The moral judgment is positive but not extreme, as it was a kind, voluntary act without life-saving impact.	test	1.270656634671029	1.7848585844039917
554	Kruepke	I was dating this guy who was having a nervous breakdown. His mother asked me if I would move in with him, cook for him and make sure he was okay. So I moved in with him for a while.	orig		9.0	9.0	0.0	9.0	4.0	He was in a nervous breakdown, indicating high psychological vulnerability. (14 words)	Moving in required deliberate decision-making and planning. (6 words)	No harm was caused; the action was supportive. (6 words)	Provided critical daily support during a mental health crisis. (7 words)	High help, high vulnerability, no harm, high intentionality. (7 words)	The narrator (the person telling the story)	The narrator cared for the boyfriend and wanted to support him.	The boyfriend	He was emotionally unstable and unable to fully care for himself.	1.39	The agent is the narrator (the person telling the story), who moved in to care for the boyfriend. The assumption is that the narrator acted out of care and concern. The patient is the boyfriend, who is experiencing a nervous breakdown. This implies he is in a fragile mental state, making him highly vulnerable. The action was intentional, as moving in requires planning and commitment. There's no indication of harm; instead, the narrator likely provided significant emotional and practical support. The help offered was substantial, possibly preventing worse outcomes. Given high vulnerability, high help, no harm, and high intentionality, the act is morally positive.	test	2.6561721639693987	2.9964616298675537
555	Effron	Told a colleague in public that she should lose weight	orig		7.0	5.0	6.0	0.0	-2.0	Adults are generally resilient but can be emotionally affected by public criticism (7 words)	Comment was likely impulsive, not premeditated, but still deliberate (6 words)	Public shaming causes emotional distress, but not physical harm (6 words)	No assistance or protection was provided; action was harmful (6 words)	Moderate harm, no help, low intentionality: morally negative (6 words)	The colleague who made the comment	They likely lacked empathy or social awareness	The female colleague who was told to lose weight	She is a typical adult sensitive to body image	-1.83783776	The agent is the person who made the comment, a colleague speaking publicly. I assume they acted without malicious intent but lacked sensitivity. The patient is the female colleague who was told to lose weight. I assume she is a typical adult, not unusually resilient. Public weight-related comments can hurt self-esteem, so vulnerability is medium-high. The act was likely intentional but not premeditated—possibly impulsive. Harm is moderate due to embarrassment and emotional impact. No help was provided; the act was harmful, not helpful. Overall, the action is morally questionable, leaning negative due to public shaming.	test	-2.0749194423113604	-1.3208974599838257
556	Effron	Gave money to charity	orig		8.0	9.0	0.0	7.0	4.0	Charity recipients are often economically or socially disadvantaged. (14 words)	Donating to charity usually involves conscious decision-making and intent. (9 words)	Giving money causes no harm to anyone. (7 words)	Charitable donations provide meaningful support to those in need. (8 words)	High intent to help, no harm, significant positive impact. (9 words)	A donor	The donor wanted to help others in need.	The recipients of the charity	They are in need of financial or material support.	2.6971428	The agent is likely a donor, assumed to be well-intentioned. The patient is a charity recipient, assumed to be in need. Recipients of charity are often in vulnerable situations, so vulnerability is medium-high to maximum. Donating is typically intentional. No harm is caused; instead, help is provided. The moral score should reflect positive intent and beneficial outcome.	test	1.8805544914197825	2.3962786197662354
557	Clifford	You see a manager coercing her employees into eating at her brother's diner.	orig		7.0	9.0	5.0	1.0	-3.0	Employees are moderately vulnerable due to power imbalance and job dependence. (14 words)	Coercion implies deliberate use of authority; action is planned and intentional. (13 words)	Causes stress and financial burden, but no physical or lasting harm. (12 words)	No assistance or protection offered; situation worsens employee well-being. (11 words)	High intentionality and harm, low help, high vulnerability = immoral. (13 words)	The manager	She is abusing her position of power for personal benefit.	The employees	They are in a subordinate position and may fear retaliation.	-2.2	The agent is the manager, as she is actively coercing employees. I assume she is abusing her authority for personal gain. The patients are the employees, who are in a subordinate position. Employees are moderately vulnerable due to power imbalance. Coercion implies high intentionality. The harm is moderate—psychological pressure and financial burden, but not physical. Little to no help is provided. Overall, the act is immoral due to exploitation, but not extreme, so the moral score is negative but not the lowest.	test	-1.907516637401592	-2.1616220474243164
558	Mickelberg	Person X is learning French as they always wanted to learn another language.	orig		6.0	8.0	0.0	5.0	2.0	The patient is an adult with normal resilience; no external vulnerability. (14 words)	Learning a language requires planning and consistent, deliberate effort. (7 words)	No harm was caused; it's a neutral self-directed activity. (8 words)	Learning benefits the self, but help is limited to personal growth. (10 words)	No harm and some self-help make it mildly positive. (8 words)	Person X	Person X is self-motivated and interested in personal growth.	Person X	Person X is an average adult capable of learning.	0.57	Person X is learning French, which is a personal development activity. The agent is Person X, who is assumed to be self-motivated. The patient is also Person X, as they are affecting themselves through learning. Since no external entity is harmed or helped, vulnerability is low. The action is intentional, involving planning and effort. No harm is caused; instead, some self-benefit occurs. The moral acceptability is neutral to positive, as self-improvement is generally seen as positive but not heroic.	test	1.1446514834377834	1.724434733390808
559	Cook	Someone states that biological diferences between men and women make men better suited to do certain types of work and women better suited to do other types of work	orig		6.0	8.0	7.0	1.0	-2.0	Adults facing systemic bias; moderate susceptibility to harm. (14 words)	Statement made with intent to justify gendered workplace norms. (7 words)	Reinforces discrimination, limiting opportunities and promoting inequality. (6 words)	No support provided; maintains status quo of exclusion. (6 words)	Moderate harm, high intent, no help: morally unacceptable. (6 words)	A manager in a corporate setting	They believe in rigid gender roles based on biology	Women and men seeking equal opportunities in all jobs	They are capable and qualified regardless of gender	-1.71	The agent is a person making a claim about biological differences determining work suitability. This reflects a belief in innate gender roles. The patient includes women and men constrained by such stereotypes, particularly those in marginalized positions. They are moderately vulnerable due to societal pressures. The statement is likely intentional, aiming to justify gendered roles. It causes moderate harm by reinforcing discrimination, but offers little to no help. Overall, the scenario leans immoral due to perpetuating inequality.	test	-2.521321606635488	-1.2163515090942383
560	Kruepke	Years ago, I shoplifted lipstick from a drugstore. No matter what I did with the lipstick after I stole it, I just wasn’t able to enjoy it. I never took it back though or told anyone.	orig		3.0	7.0	3.0	0.0	-1.0	Businesses have resources and insurance; not personally vulnerable. (15 words)	Shoplifting requires deliberate concealment and decision, but not extensive planning. (14 words)	Loss of a cheap item causes minor financial and emotional impact. (13 words)	No assistance or benefit was provided to anyone by this act. (14 words)	Slight immorality due to intentional theft, but minimal harm. (13 words)	I (the narrator)	I was capable of understanding the wrongfulness of shoplifting.	The drugstore (as an entity)	The drugstore is a commercial business designed to absorb minor losses.	-2.24	The agent is the person who shoplifted—the narrator. I assume they acted alone and were capable of understanding right from wrong. The patient is the drugstore, as the owner of the stolen item. Stores are institutional entities with legal and financial resilience, so vulnerability is low. The act was intentional, likely planned or deliberate enough to conceal the theft, but not highly elaborate. The harm is minor—loss of a low-value item—so financial and emotional impact is small. No help was provided by the action. Morally, it's slightly negative due to dishonesty and theft, but the scale of harm is small.	test	-1.6918122407380949	-2.1910598278045654
561	Kruepke	My father is manic-depressive. He was very difficult to deal with and often made life really hard and everyday situations unpleasant. I talked about him in a really negative way because it was so hard for me to deal with.	orig		8.0	4.0	6.0	1.0	-2.0	Adult with mental illness, emotionally vulnerable and less resilient. (14 words)	Spoke out of frustration; impulsive, not premeditated. (6 words)	Negative talk caused emotional pain to a sensitive person. (7 words)	No support given; focus was on venting, not helping. (8 words)	Harm to vulnerable person with little help or excuse. (7 words)	I (the speaker, the child)	My father was difficult and unstable due to his mental illness.	My father	He was emotionally fragile and hard to live with.	-1.25	Q1: The agent is the speaker (the child), as they are the one talking negatively about their father.   Q2: The speaker assumes their father was difficult and caused emotional hardship due to his manic-depressive condition.   Q3: The patient is the father, who is affected by the speaker’s negative talk.   Q4: The speaker assumes the father is emotionally unstable and hard to deal with, due to his mental illness.   Q5: The father, as an adult with a mental health condition, has high vulnerability due to emotional fragility.   Q6: The negative talk was likely expressive, not premeditated—impulsive rather than highly intentional.   Q7: Speaking negatively can cause emotional harm, especially to someone mentally vulnerable—moderate to significant harm.   Q8: The speaker didn’t aim to help; no supportive action was taken—minimal help offered.   Q9: High vulnerability, moderate harm, low help, and medium intentionality suggest morally questionable behavior—leaning negative.	test	-1.517960211470493	-0.9862046837806702
562	Kruepke	I was in a parking lot and found a wallet with some money and an ID. I was near a market so I went down to the market to see if I recognized the person on the ID. I found the woman and gave her back her wallet.	orig		7.0	9.0	0.0	7.0	4.0	She is a typical adult with average susceptibility to harm. (14 words)	The agent recognized the person and deliberately returned the wallet. (8 words)	Returning a wallet causes no harm; it restores what was lost. (10 words)	Returning ID and money is significant but not life-saving help. (9 words)	High intentionality, no harm, and substantial help make it highly moral. (10 words)	I (the narrator)	The agent is honest and morally motivated.	The woman who lost the wallet	She was distressed or inconvenienced by losing her wallet.	3.12	"The agent is the person who found the wallet and returned it, which is ""I"" in the scenario. I assume the agent is honest and morally motivated, as they took effort to return the wallet. The patient is the woman who lost the wallet. I assume she was distressed or inconvenienced by the loss. Her vulnerability is medium-high because she is a typical adult, not especially defenseless. The action was intentional—finding and returning the wallet involved recognition and effort. There was no harm caused; instead, help was provided by returning personal items. The help is substantial but not life-saving, so it's medium-high. Overall, the act is highly moral due to high intentionality, no harm, and significant help."	test	1.7942640047541543	2.2152955532073975
563	Kruepke	At a restaurant, when the waitress returned with my change, I was positive she was $10 short. She disagreed but gave me the $10. I told her that if the register was $10 short tonight I'd give it back to her. When I came back the next day, she said I was wrong so gave her the $10.	orig		7.0	7.0	3.0	3.0	1.0	Adult worker with average resilience; minor power imbalance in service role. (14 words)	Action based on belief and conditional promise; some thought involved. (9 words)	Minor financial and emotional impact; resolved without lasting damage. (8 words)	Returning money restores fairness but provides no significant aid. (8 words)	Slight moral flaw initially, corrected; overall neutral to slightly positive. (10 words)	The customer (the speaker)	I assumed the customer believed they were owed the money and acted in good faith.	The waitress	I assumed the waitress was doing her job correctly and stood by her count.	1.36	The agent is the speaker (customer), who claimed the waitress was short on change and later returned the $10. The assumption is that the agent believed they were owed money and acted in good faith. The patient is the waitress, who was directly affected by the accusation and the return of money. The assumption is she was doing her job and made an honest mistake or stood by her count.   The waitress, as a working adult, has medium-high vulnerability (6–8), but not extreme—she can defend herself professionally and emotionally. Here, 7 is appropriate due to power imbalance in customer-service dynamics. The action (keeping then returning $10) was moderately intentional—based on belief and conditional promise, so 7 fits.   Harm is minor—financially neutral in the end, but emotional discomfort possible. $10 is small, and resolved, so harm is 3. Help is minimal—returning money that wasn't yours only restores fairness, not aid—so 3.   Morally, the action was mostly acceptable: initial overclaim, but corrected. Not highly moral (no great sacrifice), not highly immoral (no lasting harm). Net fairness suggests 1.	test	-0.3126595152496003	-0.6760297417640686
564	Lotto	You are having dinner with some friends in a restaurant in the centre of town. Suddenly, a criminal armed with a machine gun enters. He threatens to shoot at a table where a family of six is seated if his request for an outrageous amount of money is not met. You understand that the gunman has mental problems and any attempts to mediate would be in vain.You push a man who is near your table on to the gunman so that he will feel threatened and shoot him. You know that this man will die, but the six people will have time to escape.	orig		7.0	9.0	10.0	10.0	2.0	Adult of average resilience, but physically overpowered. (14 words)	Action was deliberate and goal-driven, not impulsive. (6 words)	The man dies as a direct result. (6 words)	Six lives are saved from certain death. (6 words)	Sacrificing one to save many, but still intentional killing. (9 words)	You (the person having dinner)	You acted to save more lives despite the cost.	The man who was pushed onto the gunman	He is an innocent bystander with no involvement.	-1.25	The agent is the person who pushes the man onto the gunman — this is the user in the scenario. The assumption is that the agent acts out of a utilitarian motive to save more lives. The patient is the man who is pushed — he is an innocent bystander. He is of typical adult resilience, hence medium-high vulnerability. The action is deliberate and calculated to save six lives, so intentionality is high. The harm is maximum as the man will die. The help is maximum because six lives are saved from imminent death. Morally, this is a highly contested act — sacrificing one to save six — leaning toward acceptable in extreme utilitarianism, but still involves killing an innocent, so not fully moral.	test	-0.43934338542742934	-1.1177831888198853
565	Mickelberg	Person X played chess with their friend, winning the game.	orig		6.0	9.0	1.0	3.0	2.0	Adults are generally resilient but can feel emotional impact. (14 words)	Chess requires deliberate moves and strategy. (6 words)	Winning causes no physical or serious emotional harm. (7 words)	Game provides minor social and mental engagement benefits. (6 words)	Minimal harm, slight help, high intentionality, moderate vulnerability. (7 words)	Person X	They are a typical person capable of playing chess.	Their friend	They are a typical adult who can handle losing a game.	0.3	Person X is the one who performed the action of playing and winning the chess game, so they are the agent. The assumption is that they are a typical person engaging in a friendly game. The patient is their friend, who is also a typical adult. Since chess is a non-physical game, no real harm occurs. The action was intentional as chess requires deliberate moves. Winning a game may cause minor emotional impact but also provides social engagement, so slight help is inferred. Vulnerability is medium-high due to emotional sensitivity, but harm is minimal. Help is minor due to recreational enjoyment. Morality is neutral as no significant harm or help occurred.	test	0.00255932941979381	0.2914031147956848
566	Mickelberg	Person X always wins at Trivial Pursuit.	orig		6.0	7.0	1.0	3.0	1.0	Adults in a game setting are of average resilience. (14 words)	Winning involves strategy and intent to answer correctly. (7 words)	Losing is not harmful; no real damage occurs. (6 words)	Gameplay may provide minor social enjoyment or engagement. (6 words)	Minimal harm, slight help, intentional but not extreme. (7 words)	Person X	Person X is knowledgeable and enjoys playing Trivial Pursuit.	The other players in the game	The other players are typical adults participating voluntarily.	0.16	Person X is the agent who consistently wins at Trivial Pursuit. Winning a board game is a neutral, skill-based activity. The patient could be the other players, who experience losing. However, losing a game doesn't imply harm. No malicious intent is involved—winning results from knowledge and luck. Other players are typical adults, so medium-high vulnerability. The action is intentional (trying to win), but not harmful. It may even be fun, offering minor positive social engagement. Morally, this is neutral—neither harmful nor highly helpful.	test	0.2545696318862846	0.5819886326789856
