id	dataset	scenario	circumstance_type	circumstance	Q1_score	Q1_expl	Q2_score	Q2_expl	Q3_score	Q3_expl	Q4_score	Q4_expl	Q5_score	Q5_expl	Q6_score	Q6_expl	Q7_score	Q7_expl	moral_score	moral_expl	human_score	split	regression_score	mlp_score
492	Effron	Let his dog go to the bathroom on the neighbor's yard	orig		5.0	Not related to family values.	0.0	Contrary to group loyalty; disrespects neighbor.	0.0	Contrary to reciprocity; shows disregard.	5.0	Not related to heroic virtues.	0.0	Contrary to respect and obedience.	0.0	Contrary to fairness; invades neighbor's space.	0.0	Contrary to recognizing prior possession.	-4.0	Disrespectful and unfair to neighbor.	-1.29032256	test	-2.3446657835863087	-1.9282268285751343
493	Effron	Kept the music down for his roommates	orig		5.0	Not related to family values.	8.0	Reflects consideration for roommates.	7.0	Shows respect and consideration.	5.0	Not related to heroic virtues.	8.0	Shows humility and respect.	7.0	Balances personal enjoyment and roommates' comfort.	5.0	Not related to prior possession.	3.0	Considerate and respectful action.	1.69411776	test	1.6254520249257518	2.829721450805664
494	Kruepke	In college I used to tell a lot of girls that I loved them or cared for them or how we would be more of a couple than we were.  But, in actuality, that wasn't the truth.  I just told them that.	orig		0.0	Deceptive actions do not reflect family values.	0.0	Lying undermines trust and group loyalty.	0.0	Deception is contrary to reciprocity.	0.0	Lying lacks bravery and fortitude.	0.0	Deception shows a lack of humility and respect.	0.0	Lying is unfair and manipulative.	0.0	Deception disregards others' feelings and rights.	-4.0	Deceptive actions are highly immoral.	-2.42	test	-2.8893369698971205	-2.5634703636169434
495	Clifford	You see an employee trying to undermine all of her boss' ideas in front of others.	orig		5.0	Not related to family values.	0.0	Undermining boss harms group loyalty.	0.0	Contrary to reciprocity principles.	0.0	Lacks bravery and fortitude.	0.0	Disrespectful to authority.	0.0	Unfair and disruptive behavior.	0.0	Disregards boss' authority.	-4.0	Highly immoral action.	-2.6	test	-2.8336035040980487	-2.522913694381714
496	Kruepke	A couple of years ago, when I went grocery shopping, I realized that there was a cart in the parking lot that had not been claimed. It was full of groceries. So I brought the cart back inside and gave it to the manager.	orig		5.0	Action is unrelated to family values.	7.0	Reflects community responsibility and group loyalty.	8.0	Shows trust and reciprocity by returning items.	5.0	Action does not involve bravery or skill.	7.0	Shows humility and respect for others' property.	8.0	Ensures fair return of unclaimed groceries.	9.0	Recognizes and defers to prior possession.	3.0	Highly moral action, respects others' property.	2.54	test	1.354446593429183	2.5538556575775146
497	Mickelberg	Person X often sings along to the songs that they are listening to.	orig		5.0	Singing along to songs is unrelated to family values.	6.0	Singing can foster group bonding but is generally neutral.	5.0	Singing along does not involve reciprocity.	5.0	Singing along does not reflect heroic virtues.	5.0	Singing along is neutral to monkish virtues.	5.0	Singing along does not involve fairness in resources.	5.0	Singing along does not involve prior possession.	0.0	The action is morally neutral.	0.36	test	0.2934094346620735	0.40981218218803406
498	Effron	Gave a stranded motorist a lift to the service station	orig		5.0	Not directly related to family values.	7.0	Reflects group loyalty by helping a community member.	8.0	Shows trust and willingness to help others.	6.0	Requires some bravery and fortitude.	7.0	Shows humility and respect for others' needs.	5.0	Not directly related to fairness in resources.	5.0	Not related to prior possession.	3.0	Overall, a morally positive action.	2.2193548	test	1.4920577472805898	3.747974395751953
499	Effron	Returned a birthday gift because it was too cheap	orig		5.0	Action is neutral to family values.	2.0	Returning a gift can harm group loyalty.	1.0	Action is contrary to reciprocity.	5.0	Action does not reflect heroic virtues.	1.0	Action is contrary to humility and respect.	5.0	Action is neutral to fairness.	2.0	Action does not recognize prior possession.	-2.0	Overall, the action is slightly immoral.	-2.06896552	test	-1.742652398457595	-0.7761520147323608
500	Mickelberg	Person X stayed back to help a colleague jumpstart their car, even though they then missed the start of a music concert.	orig		5.0	Action is unrelated to family values.	8.0	Helping a colleague shows group loyalty.	7.0	Reciprocating a favor or building trust.	5.0	Action does not reflect heroic virtues.	7.0	Shows humility and respect for others.	5.0	Action is unrelated to fairness.	5.0	Action is unrelated to prior possession.	3.0	Helping others is morally positive.	2.61	test	1.3317113390544377	2.4396519660949707
501	Lotto	You are a taxi driver and you are carrying two passengers at night. It has been snowing already for a couple of hours and the roads are dangerously icy. You turn into a very narrow street and suddenly you find yourself in front of a truck which has overturned in the middle of the road. You start to brake, but you lose control of the taxi and it begins to slide on the icy road.You swerve to direct the car towards the edge of the road. You see that there is a passer-by who will be hit by the car and will die, but you and the two passengers will be unhurt.	orig		5.0	Action is neutral to family values.	5.0	Action does not reflect group loyalty.	5.0	Action is neutral to reciprocity.	5.0	Action does not reflect heroic virtues.	5.0	Action is neutral to monkish virtues.	5.0	Action does not reflect fairness.	5.0	Action is neutral to prior possession.	0.0	Action is morally neutral.	-1.17	test	0.20723961429342408	0.22948381304740906
502	Mickelberg	Person X won an award for 'Best Newcomer' at a local karaoke event.	orig		5.0	Winning an award is unrelated to family values.	7.0	Participating in a local event shows group loyalty.	5.0	Winning an award does not reflect reciprocity.	6.0	Winning an award reflects skill and possibly bravery.	5.0	Winning an award is neutral to monkish virtues.	5.0	Winning an award is unrelated to fairness.	5.0	Winning an award is neutral to prior possession.	2.0	The scenario is morally neutral to positive.	0.45	test	0.4773667991330708	0.5679553747177124
503	Effron	Slammed the door in the face of a charity collector	orig		5.0	Action is unrelated to family values.	0.0	Action is contrary to group loyalty.	0.0	Action is contrary to reciprocity.	5.0	Action is unrelated to heroic virtues.	0.0	Action is contrary to monkish virtues.	5.0	Action is unrelated to fairness.	5.0	Action is unrelated to prior possession.	-3.0	Action is generally immoral.	-1.5783784	test	-2.3885151466874848	-3.0178089141845703
504	Mickelberg	Person X set fire to the community hall in the middle of the night.	orig		0.0	Action harms community, not related to family values.	0.0	Action is against group loyalty, harms community.	0.0	Action does not reflect reciprocity, causes harm.	0.0	Action is destructive, not heroic.	0.0	Action shows no humility or respect.	0.0	Action is unfair, causes harm to community.	0.0	Action disregards prior possession of community hall.	-4.0	Action is extremely immoral, harms community.	-3.67	test	-2.8893369698971205	-2.5634703636169434
505	Kruepke	While I was in college, I was in a long distance relationship with a girl. We talked every night on the phone and really tried to make it work. Meanwhile, I was having study sessions with an attractive girl in my class and very tempted to cheat on my girlfriend.	orig		2.0	Temptation to cheat undermines family values.	2.0	Temptation to cheat is contrary to group loyalty.	1.0	Temptation to cheat violates trust and reciprocity.	3.0	Resisting temptation shows fortitude; giving in does not.	1.0	Temptation to cheat shows lack of respect and humility.	1.0	Cheating is unfair to the girlfriend.	1.0	Cheating disregards prior commitment to girlfriend.	-3.0	Temptation to cheat is morally negative.	-1.62	test	-1.9771300513258518	-1.898890733718872
506	Mickelberg	Person X had an affair with their best friend's wife.	orig		0.0	Contrary to family values, betrays trust.	0.0	Betrays best friend, harms group loyalty.	0.0	Breaks trust, no reciprocity.	0.0	No bravery or skill involved.	0.0	Lacks humility and respect.	0.0	Unfair to best friend.	0.0	Disrespects prior relationship.	-4.0	Highly immoral due to betrayal.	-3.4	test	-2.8893369698971205	-2.5634703636169434
507	Mickelberg	Person X embezzled money from a charity to feed their gambling habit.	orig		0.0	Embezzling money harms family values.	0.0	Betrays group loyalty by harming charity.	0.0	Violates trust and reciprocity principles.	0.0	No bravery or skill involved.	0.0	Shows no humility or respect.	0.0	Unfairly takes resources from charity.	0.0	Ignores prior possession of charity funds.	-4.0	Highly immoral due to multiple violations.	-3.36	test	-2.8893369698971205	-2.5634703636169434
508	Effron	Laughed at a question asked by a classmate	orig		5.0	Not related to family values.	0.0	Contrary to group loyalty; mocking a peer.	0.0	Contrary to reciprocity; not supportive.	5.0	Not related to heroic virtues.	0.0	Contrary to humility and respect.	5.0	Not related to fairness.	5.0	Not related to prior possession.	-3.0	Disrespectful and unsupportive behavior.	-1.43333328	test	-2.3885151466874848	-3.0178089141845703
509	Mickelberg	Person X spat in a customer's meal before serving it to him, because the customer had a stutter.	orig		5.0	Action is unrelated to family values.	0.0	Action is contrary to group loyalty.	0.0	Action is contrary to reciprocity.	0.0	Action does not reflect heroic virtues.	0.0	Action is contrary to monkish virtues.	0.0	Action is contrary to fairness.	5.0	Action is unrelated to prior possession.	-4.0	Action is extremely immoral.	-3.51	test	-2.901173463539813	-2.1122469902038574
510	Clifford	You see a public leader on TV trying to ban the wearing of hooded sweatshirts.	orig		5.0	Banning hoodies is unrelated to family values.	4.0	May affect group identity but not loyalty.	5.0	Does not involve reciprocity or trust.	5.0	Not related to bravery or skill.	6.0	May reflect obedience to authority.	5.0	Does not address fairness in resources.	5.0	Not related to prior possession.	0.0	Morally neutral, slightly authoritarian.	-2.7	test	0.4053222412598534	0.059668153524398804
511	Lotto	You are part of a team of six bomb disposal experts who are detonating an underwater mine. While you are underwater, a cable snaps causing a deep gash in one of the expert’s hand. The blood in the water starts to attract some sharks which are in the area. The injured expert starts to swim towards the only shark-proof cage available, while the rest of you are some way behind.You shoot the injured expert before he reaches the cage. You know that the sharks will all pounce on him, but you and the other four experts will be able to reach the cage and safety.	orig		5.0	Action is not related to family values.	8.0	Sacrificing one for the group's survival.	2.0	Action is contrary to reciprocity.	7.0	Shows quick decision-making under pressure.	2.0	Action is contrary to humility and respect.	5.0	Action is not related to fairness.	5.0	Action is not related to prior possession.	-2.0	Morally complex, leaning towards immoral.	-1.44	test	-0.6376192318785288	-1.783014178276062
512	Lotto	You are in a ship which is crossing the Atlantic Ocean in the direction of South America. A fire has just broken out on board and everyone must immediately go to the lifeboats to be rescued. In the rush, too many people have climbed aboard some of the lifeboats, which are sinking. The life-boat you are on quickly starts to take on water.You throw into the sea the two people closest to you on the lifeboat to avoid it sinking. You know that they will drown, but you and the others will be saved.	orig		5.0	Action is neutral to family values.	0.0	Action is contrary to group loyalty.	0.0	Action is contrary to reciprocity.	0.0	Action lacks heroic virtues.	0.0	Action is contrary to monkish virtues.	0.0	Action is contrary to fairness.	5.0	Action is neutral to prior possession.	-4.0	Action is highly immoral.	-1.26	test	-2.901173463539813	-2.1122469902038574
513	Kruepke	I email women through the personal ads quite often. I lie about many things such as awards I haven’t actually won, or places I’ve been. I’m pretty sure everyone lies about things in those ads to make themselves more attractive to the people that they are interested in.	orig		0.0	Lying does not reflect family values.	0.0	Lying undermines trust in group loyalty.	0.0	Lying is contrary to reciprocity.	0.0	Lying does not reflect heroic virtues.	0.0	Lying is contrary to humility and respect.	0.0	Lying is unfair and deceptive.	5.0	Lying does not involve prior possession.	-4.0	Lying is generally considered immoral.	-1.85	test	-2.956906929338885	-1.1652562618255615
514	Cook	Someone posts pornographic self-photography online	orig		5.0	Not related to family values.	5.0	Does not reflect group loyalty.	5.0	Not related to reciprocity.	3.0	May require bravery but not heroic.	0.0	Contrary to humility and respect.	5.0	Not related to fairness.	5.0	Not related to prior possession.	-3.0	Generally seen as immoral.	-1.25	test	-1.4095977105866662	-3.605442762374878
515	Clifford	You see a man putting ketchup all over his chicken Caesar salad while at lunch.	orig		5.0	Action unrelated to family values.	5.0	Action unrelated to group loyalty.	5.0	Action unrelated to reciprocity.	5.0	Action unrelated to heroic virtues.	5.0	Action unrelated to monkish virtues.	5.0	Action unrelated to fairness.	5.0	Action unrelated to prior possession.	0.0	Action is neutral and personal preference.	-0.2	test	0.20723961429342408	0.22948381304740906
516	Mickelberg	Person X promised to look after their elderly mother's dog but then secretly sold it as soon as their mother moved into the nursing home.	orig		0.0	Selling the dog breaks a family promise.	0.0	Action betrays trust within the family group.	0.0	Fails to reciprocate the mother's trust.	5.0	No bravery or skill involved.	0.0	Shows no humility or respect.	0.0	Unfairly disposes of the mother's pet.	0.0	Ignores the mother's prior possession of the dog.	-4.0	Action is highly immoral.	-2.96	test	-2.4003992493853805	-2.080078125
517	Lotto	You are in charge of a team of specialised technicians who are carrying out maintenance work on a very large lift. Six technicians are working in the lift well. You and another technician are on the top floor in the machine-room. Suddenly, the winch breaks and the lift cabin starts to plummet downwards.You push the technician next to you into the cogs of the mechanism so that his body will cause the lift to stop. You know that he will die, but the six technicians will be saved.	orig		5.0	Action is not related to family values.	8.0	Sacrificing one for the group shows loyalty.	5.0	Action does not reflect reciprocity.	6.0	Action shows bravery but lacks skill and wit.	2.0	Action is contrary to humility and respect.	5.0	Action is not related to fairness.	5.0	Action does not reflect prior possession.	-2.0	Sacrificing one to save many is complex.	-1.57	test	-0.2892207225035164	-1.8334379196166992
518	Clifford	You see a man snickering as he passes by a cancer patient with a bald head.	orig		5.0	Action is unrelated to family values.	0.0	Action is contrary to group loyalty.	0.0	Action is contrary to reciprocity.	0.0	Action is contrary to heroic virtues.	0.0	Action is contrary to monkish virtues.	5.0	Action is unrelated to fairness.	5.0	Action is unrelated to prior possession.	-4.0	Action is highly immoral.	-3.4	test	-2.8774528671992248	-2.5074961185455322
519	Clifford	You see a man secretly watching sports on his cell phone during a pastor's sermon.	orig		5.0	Watching sports doesn't relate to family values.	2.0	Ignoring the sermon shows lack of group loyalty.	5.0	Action is neutral regarding reciprocity.	5.0	No relation to heroic virtues.	1.0	Disrespectful to the pastor and congregation.	5.0	Action is neutral regarding fairness.	5.0	Action is neutral regarding prior possession.	-2.0	Disrespectful but not extremely immoral.	-1.8	test	-1.1882796361528394	-1.49198579788208
520	Mickelberg	Person X offered to let their evicted sister and brother-in-law stay with them for free and sleep in PersonX's room while PersonX slept on the couch.	orig		10.0	Helping family in need reflects strong family values.	8.0	Offering shelter shows loyalty to family group.	7.0	Action reflects trust and willingness to help without immediate reciprocity.	5.0	Not directly related to bravery or skill.	9.0	Shows humility and respect by giving up own room.	8.0	Fairness in sharing personal space and resources.	5.0	Does not directly relate to prior possession.	4.0	Highly moral due to strong family and loyalty values.	2.86	test	1.9701820573280195	2.18599271774292
521	Mickelberg	Person X started a vicious rumor about their ex-partner, saying that they had neglected their children when they were still married.	orig		0.0	Spreading rumors harms family unity and values.	0.0	This action undermines group loyalty and trust.	0.0	Spreading false rumors is contrary to reciprocity.	0.0	This action lacks bravery and fortitude.	0.0	Spreading rumors shows no humility or respect.	0.0	This action is unfair and divisive.	0.0	Does not respect prior possession or relationships.	-4.0	Highly immoral due to harm and deceit.	-2.97	test	-2.8893369698971205	-2.5634703636169434
522	Kruepke	My friend was always putting down all the men I dated because she was jealous. I confronted her about it and said some really mean comments to her about how no man wants her. I hurt her feelings a lot.	orig		5.0	Not related to family values.	0.0	Contrary to group loyalty; harms friendship.	0.0	Contrary to reciprocity; involves hurtful comments.	3.0	Confrontation shows bravery but lacks skill.	0.0	Contrary to humility and respect.	0.0	Does not reflect fairness or compromise.	5.0	Not related to prior possession.	-3.0	Hurtful and damaging to friendship.	-1.04	test	-2.6078108312327695	-2.0985453128814697
523	Mickelberg	Person X risked their life rescuing an animal that was trapped inside a burning house.	orig		5.0	Action is not related to family values.	7.0	Action shows loyalty to the group by saving a valued animal.	5.0	Action is not related to reciprocity.	10.0	Action highly reflects bravery and fortitude.	5.0	Action is not related to monkish virtues.	5.0	Action is not related to fairness.	5.0	Action is not related to prior possession.	3.0	Highly moral due to bravery and group loyalty.	3.28	test	0.8685169755424629	1.5958590507507324
524	Clifford	You see a man telling his fiance that she has to switch to his political party.	orig		5.0	Not related to family values.	7.0	Reflects group loyalty by favoring own political group.	5.0	Does not involve reciprocity.	5.0	Not related to heroic virtues.	2.0	Contrary to humility and respect.	2.0	Contrary to fairness, imposes one-sided demand.	2.0	Does not recognize prior political beliefs.	-2.0	Imposing political views is generally immoral.	-2.9	test	-0.44686846911380806	-2.1784842014312744
525	Lotto	You are an Air Force commander and you are in the control tower with another two officers to check some documents. During an exercise that is taking place in the surrounding air space, a plane has engine problems and is about to crash into the control tower. The pilot communicates by radio that he is about to eject from the plane.You give orders that the plane must be immediately shot down. You know that the pilot will not have time to eject and will die, but you and the other two officers will escape injury.	orig		5.0	Action is not related to family values.	8.0	Prioritizes the safety of the group in the tower.	5.0	Action does not involve reciprocity.	7.0	Decision requires bravery and quick thinking.	5.0	Action does not reflect monkish virtues.	5.0	Action is not related to fairness.	5.0	Action does not involve prior possession.	1.0	Action is morally complex but prioritizes saving lives.	-1.3	test	0.6613241636040685	0.4221325218677521
526	Kruepke	I cheated on my girlfriend even though I knew that she would find out and be upset. I cheated on her for a very long time and really hurt her. She found out and we broke up.	orig		0.0	Cheating undermines family values and trust.	0.0	Cheating is disloyal and harms relationships.	0.0	Cheating breaks trust and reciprocity.	0.0	Cheating lacks bravery and integrity.	0.0	Cheating shows disrespect and disobedience.	0.0	Cheating is unfair and deceitful.	0.0	Cheating disregards prior commitments.	-4.0	Cheating is extremely immoral.	-2.77	test	-2.8893369698971205	-2.5634703636169434
527	Mickelberg	Person X forgot to put the alarm on when they were the last one to leave the office.	orig		5.0	Not related to family values.	2.0	Neglects group responsibility and security.	3.0	Fails to reciprocate trust in security.	5.0	Not related to heroic virtues.	3.0	Shows lack of obedience and respect.	5.0	Not related to fairness.	5.0	Not related to prior possession.	-2.0	Neglects group loyalty and reciprocity.	-0.37	test	-0.9172321104675889	-0.8021652698516846
528	Grizzard	Throws a grenade into a bunker to flush out enemies.	orig		5.0	Action is unrelated to family values.	8.0	Reflects group loyalty by protecting comrades.	5.0	Action is unrelated to reciprocity.	7.0	Shows bravery and skill in combat.	2.0	Contrary to humility and obedience.	5.0	Action is unrelated to fairness.	2.0	Contrary to recognizing prior possession.	-1.0	Morally complex, slightly negative.	-0.2133333333	test	-0.15089120273610934	-1.2894673347473145
529	Effron	Offered to show a new student around campus after class	orig		5.0	Not related to family values.	8.0	Promotes forming friendships and group loyalty.	7.0	Reflects trust and potential for reciprocation.	5.0	Does not involve bravery or skill.	7.0	Shows respect and helpfulness.	5.0	Not related to fairness in resources.	5.0	Not related to prior possession.	3.0	Highly moral, promotes community and support.	2.04799992	test	1.3317113390544377	2.4396519660949707
530	Kruepke	My husband and I split up and soon after he was arrested for drug use. While he was in jail I used some of his credit cards that I still had from our marriage. I did it so that he would be so upset with me that he would stop trying to contact me.	orig		0.0	Action harms ex-husband, contrary to family values.	0.0	Action is against group loyalty, harms ex-husband.	2.0	Action is vengeful but not reciprocal.	0.0	Action lacks bravery, fortitude, skill, or wit.	0.0	Action lacks humility, deference, and respect.	0.0	Action is unfair, misuses ex-husband's resources.	0.0	Action disregards ex-husband's prior possession.	-4.0	Action is highly immoral, harms ex-husband.	-2.25	test	-2.5918796009122134	-2.464233875274658
531	Clifford	You see an intern disobeying an order to dress professionally and comb his hair.	orig		5.0	Not related to family values.	2.0	Contrary to group loyalty by not adopting conventions.	5.0	Not related to reciprocity.	5.0	Not related to heroic virtues.	1.0	Contrary to obedience and respect.	5.0	Not related to fairness.	5.0	Not related to prior possession.	-2.0	Disobedience makes it slightly immoral.	-1.9	test	-1.1882796361528394	-1.49198579788208
532	Lotto	You are a specialist in underwater welding. You are working with your team of three other people in a small dam at a depth of 30m under water. Because of a problem with the flow regulator, about 100 cubic metres too much water has flowed into the dam. The pressure is too great and you are unable to surface.You activate the opening of the sluice gates. The water will flow into the valley where there is an observatory. You know that a researcher works there, and he/she will be swept away in the overflow water, but you and the other three will be saved.	orig		5.0	Action is not related to family values.	8.0	Action reflects saving your team, showing group loyalty.	5.0	Action does not involve reciprocity.	7.0	Action shows bravery and skill in a crisis.	5.0	Action does not reflect monkish virtues.	2.0	Action is unfair to the researcher.	5.0	Action does not consider prior possession.	0.0	Action saves four but endangers one.	-1.1	test	0.6470918057997155	-0.5020753145217896
533	Effron	Made an obscene gesture at an old lady	orig		5.0	Action is unrelated to family values.	0.0	Action is contrary to group loyalty.	0.0	Action is contrary to reciprocity.	0.0	Action does not reflect heroic virtues.	0.0	Action is contrary to monkish virtues.	5.0	Action is unrelated to fairness.	5.0	Action is unrelated to prior possession.	-4.0	Action is highly immoral.	-2.18181816	test	-2.8774528671992248	-2.5074961185455322
534	Mickelberg	Person X taught their nephew how to drive at the local shopping center car park, after the shops had shut.	orig		8.0	Teaching a nephew to drive shows family care.	5.0	Action is neutral regarding group loyalty.	5.0	Action is neutral regarding reciprocity.	6.0	Requires skill but not bravery or fortitude.	5.0	Action is neutral regarding monkish virtues.	5.0	Action is neutral regarding fairness.	5.0	Action is neutral regarding prior possession.	3.0	Overall, the action is morally acceptable.	1.43	test	0.33846723787521515	1.7234642505645752
535	Kruepke	My sister is five years older than I am. When we were little she would always tease me about things. So one day when she was teasing me about something, I threw a pencil at her.	orig		2.0	Throwing a pencil is contrary to family values.	2.0	Action disrupts group harmony and loyalty.	3.0	Action is a form of seeking revenge.	1.0	Action does not reflect bravery or skill.	1.0	Action shows lack of respect and obedience.	5.0	Action does not address fairness or compromise.	5.0	Action is neutral regarding prior possession.	-2.0	Overall, the action is slightly immoral.	-1.05	test	-1.9103272610265813	-1.0350472927093506
536	Mickelberg	Person X learned how to play the piano when they were a child.	orig		6.0	Learning piano can reflect family support.	5.0	Not directly related to group loyalty.	5.0	Not directly related to reciprocity.	7.0	Requires skill and dedication.	6.0	Shows respect and obedience to teachers.	5.0	Not related to fairness in resources.	5.0	Not related to prior possession.	3.0	Generally positive and skill-building.	0.51	test	0.6982138429930131	0.5731931924819946
537	Kruepke	One night I was having sex with my boyfriend. He said that he had a condom on but at the end I found out that he didn't. I became pregnant and since I just had had a baby recently, I decided to have an abortion.	orig		2.0	Abortion may be seen as contrary to family values.	5.0	The scenario is not related to group loyalty.	2.0	Deception by the boyfriend breaks trust and reciprocity.	6.0	The decision to abort may require fortitude.	5.0	The scenario is not related to monkish virtues.	5.0	The scenario does not involve fairness in resource division.	5.0	The scenario is not related to prior possession.	-2.0	Deception and abortion are morally complex.	-0.78	test	-0.17459897456103146	-1.0610384941101074
538	Clifford	You see a Hollywood star agreeing with a foreign dictator's denunciation of the US.	orig		5.0	Not related to family values.	0.0	Contrary to group loyalty, siding with a foreign entity.	5.0	Not related to reciprocity.	6.0	Could be seen as brave for speaking out.	2.0	Contrary to humility and respect for own country.	5.0	Not related to fairness.	5.0	Not related to prior possession.	-2.0	Generally seen as immoral due to disloyalty.	-2.2	test	-0.9785792854527113	-1.6073172092437744
539	Mickelberg	Person X told the children to be quiet in the library.	orig		5.0	Action is neutral to family values.	7.0	Promotes group norms in a shared space.	5.0	Not directly related to reciprocity.	5.0	Does not involve bravery or skill.	8.0	Encourages respect and obedience in a library.	5.0	Not related to fairness or resource division.	7.0	Respects the quiet nature of the library.	3.0	Promotes respect and group norms.	0.57	test	1.205308613259254	0.2653329074382782
540	Effron	Spent time one summer teaching his daughter to play baseball	orig		10.0	Teaching daughter shows care and support.	5.0	Activity fosters family bonding, not group loyalty.	5.0	Not directly related to reciprocity.	6.0	Involves skill but not bravery or fortitude.	5.0	Not related to humility or obedience.	5.0	Fairness not directly involved.	5.0	Not related to prior possession.	4.0	Highly moral due to family values.	2.06666664	test	0.3607606241948438	2.2170872688293457
541	Mickelberg	Person X started a false rumor that their office colleague Mary used to be a sex worker.	orig		5.0	Action is unrelated to family values.	0.0	Spreading false rumors harms group loyalty.	0.0	Action is contrary to trust and reciprocity.	0.0	Action lacks bravery, fortitude, skill, and wit.	0.0	Action shows no humility or respect.	0.0	Action is unfair and harmful.	5.0	Action does not involve prior possession.	-4.0	Action is extremely immoral.	-3.09	test	-2.901173463539813	-2.1122469902038574
542	Effron	Gave food to the needy	orig		5.0	Not directly related to family values.	8.0	Reflects group loyalty by helping community.	7.0	Reflects reciprocity by helping others.	5.0	Not directly related to heroic virtues.	8.0	Reflects humility and respect for others.	7.0	Reflects fairness in resource distribution.	5.0	Not related to prior possession.	4.0	Highly moral due to community help.	3.23076936	test	1.6254520249257518	2.829721450805664
543	Lotto	You are at Luna Park and you have decided to take a ride on the roller coaster. You get into the carriage together with four other people. After a couple of circuits, the speed starts to increase dramatically right at the point that the carriage does a loop the loop. The technician in charge tells you over the loudspeaker that the mechanism which controls the brakes is not responding.You pull the emergency handle in the carriage that will make it divert on to another track. You can see there is a man working there. The carriage will run into him and he will die, but you and the other four will be unhurt.	orig		5.0	Action is neutral to family values.	7.0	Action saves group members, reflecting group loyalty.	5.0	Action is neutral to reciprocity.	6.0	Action requires quick decision-making and bravery.	5.0	Action is neutral to monkish virtues.	2.0	Action is contrary to fairness, sacrificing one for many.	2.0	Action disregards the worker's prior possession of safety.	-1.0	Action is morally complex, slightly immoral.	-1.09	test	0.5036764169937764	-0.857113242149353
544	Clifford	You see a boss pressuring employees to buy goods from her family's general store.	orig		3.0	Pressuring employees benefits family but is unethical.	2.0	Undermines group loyalty by exploiting power dynamics.	1.0	Lacks genuine reciprocity; coerced transactions.	0.0	No bravery or skill involved; unethical behavior.	0.0	Contrary to humility and respect; abuses power.	1.0	Unfair advantage; employees pressured to comply.	1.0	Does not respect employees' autonomy or prior choices.	-3.0	Highly immoral due to coercion and unfairness.	-2.7	test	-2.5435984378081606	-3.0881314277648926
545	Effron	Demanded a refund at a restaurant for slow service	orig		5.0	Not related to family values.	5.0	Does not reflect group loyalty.	6.0	Reflects seeking fair treatment.	6.0	Requires some bravery to confront.	2.0	Contrary to deference and obedience.	7.0	Reflects fairness in service expectations.	5.0	Not related to prior possession.	2.0	Generally morally acceptable.	-0.8432432	test	-0.3895132605807756	-1.6949810981750488
546	Clifford	"You see a woman answering a phone call with the word ""goodbye"" instead of ""hello."	orig		5.0	Action is unrelated to family values.	5.0	Action is unrelated to group loyalty.	5.0	Action is unrelated to reciprocity.	5.0	Action is unrelated to heroic virtues.	5.0	Action is unrelated to monkish virtues.	5.0	Action is unrelated to fairness.	5.0	Action is unrelated to prior possession.	0.0	Action is neutral and not morally significant.	-0.5	test	0.20723961429342408	0.22948381304740906
547	Clifford	You see a girl throwing her hot coffee on a woman who is dating her ex-boyfriend	orig		5.0	Action is unrelated to family values.	2.0	Action disrupts social harmony and group loyalty.	3.0	Action reflects seeking revenge, not positive reciprocity.	1.0	Action lacks bravery, fortitude, skill, or wit.	0.0	Action is contrary to humility and respect.	0.0	Action is unfair and aggressive.	0.0	Action disregards prior possession and respect.	-4.0	Action is highly immoral due to aggression.	-3.3	test	-2.1172902657810413	-3.137434482574463
548	Clifford	You see someone leaving his dog outside in the rain after it dug in the trash.	orig		2.0	Leaving a pet in rain shows lack of care.	2.0	Action does not foster group loyalty.	1.0	No reciprocity; punishment is harsh.	0.0	No bravery or skill involved.	1.0	Lacks humility and respect for the pet.	1.0	Unfair punishment for minor misbehavior.	1.0	Does not respect the pet's needs.	-3.0	Overall, the action is quite immoral.	-2.7	test	-2.270492683632896	-3.026305913925171
549	Effron	Visited a nursing home to cheer up the patients	orig		5.0	Not directly related to family values.	8.0	Reflects group loyalty by supporting community members.	6.0	Shows kindness and gratitude, but not direct reciprocity.	6.0	Requires some bravery and fortitude to engage with strangers.	8.0	Demonstrates humility and respect towards the elderly.	5.0	Not directly related to fairness in resources.	5.0	Not related to prior possession.	3.0	Overall positive and moral action.	2.95555552	test	1.5650226459994108	2.0002481937408447
550	Clifford	You see a staff member talking loudly and interrupting the mayor's speech to the public.	orig		5.0	Action unrelated to family values.	2.0	Disrupting a public speech shows disloyalty.	5.0	Action does not reflect reciprocity.	3.0	Interrupting may show bravery but lacks skill.	0.0	Action is contrary to humility and respect.	5.0	Action does not reflect fairness.	0.0	Interrupting shows no deference to prior possession.	-3.0	Overall, the action is disrespectful and disruptive.	-2.8	test	-1.60053721225085	-3.6890134811401367
