id	dataset	scenario	circumstance_type	circumstance	aspect1	aspect1_score	aspect1_expl	aspect2	aspect2_score	aspect2_expl	aspect3	aspect3_score	aspect3_expl	aspect4	aspect4_score	aspect4_expl	aspect5	aspect5_score	aspect5_expl	aspect6	aspect6_score	aspect6_expl	moral_score	moral_expl	human_score
496	Kruepke	A couple of years ago, when I went grocery shopping, I realized that there was a cart in the parking lot that had not been claimed. It was full of groceries. So I brought the cart back inside and gave it to the manager.	orig		Intent	10	The intent was to help by returning the cart.	Outcome	9	The groceries were returned to the store, potentially helping the owner recover them.	Effort	8	The effort involved was minimal but meaningful.	Respect for Property	10	Respecting others' property by not taking the groceries.	Social Responsibility	9	Acting responsibly in a public space.	Potential Harm	10	No harm was caused to anyone.	4	The action was highly moral with positive intent and outcome.	2.54
497	Mickelberg	Person X often sings along to the songs that they are listening to.	orig		Respect for others' peace and quiet	5.0	Singing might disturb others in shared spaces.	Personal enjoyment and expression	9.0	Singing can be a form of personal joy and self-expression.	Cultural norms and context	7.0	Cultural acceptance of public singing varies.	Volume and time of day	6.0	Loud singing at night can be disruptive.	Impact on relationships	5.0	Frequent singing might annoy close companions.	Appropriateness of song lyrics	8.0	Offensive lyrics could be problematic.	3.0	Generally positive with minor potential for disturbance.	0.36
498	Effron	Gave a stranded motorist a lift to the service station	orig		Intent	10	The intent was to help the motorist.	Safety	6	Potential risk to both parties involved.	Consent	10	Both parties agreed to the lift.	Outcome	9	Motorist reached the service station safely.	Legal implications	10	No laws were broken.	Social norms	8	Helping others is generally encouraged.	3	Intent and outcome were positive, minor safety concerns.	2.2193548
499	Effron	Returned a birthday gift because it was too cheap	orig		Intent of the gift-giver	8.0	The giver's intention was likely positive and thoughtful.	Recipient's gratitude	2.0	Returning the gift shows a lack of appreciation.	Financial situation of the giver	7.0	The giver might have limited financial resources.	Social norms and expectations	6.0	Social norms generally discourage returning gifts.	Emotional impact on the giver	8.0	Returning the gift could hurt the giver's feelings.	Recipient's financial situation	4.0	Recipient's financial situation might justify the return.	-3.0	The act is generally seen as ungrateful and hurtful.	-2.06896552
500	Mickelberg	Person X stayed back to help a colleague jumpstart their car, even though they then missed the start of a music concert.	orig		Intent	10	Person X intended to help a colleague in need.	Outcome	9	The colleague's car was jumpstarted successfully.	Sacrifice	7	Person X missed the start of a music concert.	Urgency	8	The colleague needed immediate help with their car.	Impact on Others	9	The colleague benefited significantly from the help.	Personal Responsibility	10	Person X took personal responsibility to assist.	4	Person X's actions were highly altruistic and beneficial.	2.61
501	Lotto	You are a taxi driver and you are carrying two passengers at night. It has been snowing already for a couple of hours and the roads are dangerously icy. You turn into a very narrow street and suddenly you find yourself in front of a truck which has overturned in the middle of the road. You start to brake, but you lose control of the taxi and it begins to slide on the icy road.You swerve to direct the car towards the edge of the road. You see that there is a passer-by who will be hit by the car and will die, but you and the two passengers will be unhurt.	orig		Intent	8	The driver’s intent is to avoid a collision.	Consequences	2	A passer-by will be hit and die.	Responsibility	6	Driver's responsibility to control the vehicle.	Passengers' Safety	9	Ensuring the safety of the two passengers.	Passer-by's Safety	1	The passer-by's life is at risk.	Unavoidable Circumstances	7	Icy roads and overturned truck are beyond control.	-2	Balancing unavoidable harm with intent to save lives.	-1.17
502	Mickelberg	Person X won an award for 'Best Newcomer' at a local karaoke event.	orig		Fairness of the competition	9	Assuming the competition was fair and unbiased.	Impact on Person X	10	Winning boosts confidence and recognition.	Impact on other participants	7	Other participants may feel motivated or discouraged.	Transparency of judging criteria	8	Assuming the criteria were clear and transparent.	Community engagement	9	Local events foster community spirit.	Ethical behavior of organizers	9	Assuming organizers acted ethically.	4	Overall, the scenario appears highly moral.	0.45
503	Effron	Slammed the door in the face of a charity collector	orig		Intent	8.0	Was the action intentional or accidental?	Harm caused	7.0	Did it cause physical or emotional harm?	Context	5.0	Was there a valid reason for the action?	Respect for others	9.0	Did it show a lack of respect?	Social norms	8.0	Does it violate social norms?	Opportunity for correction	6.0	Is there a chance to apologize or make amends?	-3.0	Disrespectful and potentially harmful, but context matters.	-1.5783784
504	Mickelberg	Person X set fire to the community hall in the middle of the night.	orig		Intent	2.0	Determines if the act was malicious or accidental.	Harm caused	9.0	Assesses the physical and emotional damage.	Legal implications	10.0	Considers the legality of the action.	Community impact	8.0	Evaluates the effect on the community.	Motivation	3.0	Looks at the reasons behind the act.	Potential for rehabilitation	5.0	Considers if Person X can be rehabilitated.	-4.0	High harm and legal issues make it highly immoral.	-3.67
505	Kruepke	While I was in college, I was in a long distance relationship with a girl. We talked every night on the phone and really tried to make it work. Meanwhile, I was having study sessions with an attractive girl in my class and very tempted to cheat on my girlfriend.	orig		Commitment to Relationship	7.0	Maintaining trust and loyalty in a committed relationship.	Temptation Management	6.0	Resisting the urge to cheat despite temptation.	Communication	8.0	Open and honest communication with your partner.	Emotional Integrity	7.0	Staying true to your feelings and values.	Respect for Partner	9.0	Showing respect by not engaging in infidelity.	Self-Control	6.0	Exercising self-discipline in challenging situations.	2.0	Maintaining commitment and respect is crucial.	-1.62
506	Mickelberg	Person X had an affair with their best friend's wife.	orig		Betrayal of Trust	1	Betraying a best friend's trust is highly immoral.	Impact on Marriage	2	The affair could severely damage the marriage.	Consent and Honesty	2	Lack of honesty and consent in relationships is unethical.	Emotional Harm	1	Causes significant emotional harm to all parties involved.	Social Consequences	3	Negative social consequences for all involved.	Personal Integrity	1	Reflects poorly on personal integrity and character.	-4	The scenario is highly immoral due to betrayal and harm caused.	-3.4
507	Mickelberg	Person X embezzled money from a charity to feed their gambling habit.	orig		Harm to the charity	9.0	The charity loses funds meant for helping others.	Intent behind the action	8.0	The intent was to support a gambling habit, not a necessity.	Breach of trust	10.0	Embezzling money violates the trust placed in the person.	Impact on beneficiaries	9.0	The beneficiaries of the charity suffer due to lack of funds.	Legal implications	10.0	Embezzlement is illegal and punishable by law.	Possibility of rehabilitation	3.0	The person may have a chance to reform and repay.	-4.0	The act is highly immoral due to harm and breach of trust.	-3.36
508	Effron	Laughed at a question asked by a classmate	orig		Intent	3.0	Was the laughter meant to harm or ridicule?	Impact on Classmate	7.0	Did it hurt the classmate's feelings or self-esteem?	Context	4.0	Was the question genuinely funny or absurd?	Frequency	2.0	Is this a one-time event or a repeated behavior?	Classroom Environment	6.0	Does this behavior contribute to a negative classroom atmosphere?	Apology or Correction	1.0	Was there an apology or attempt to make amends?	-2.0	The act is mostly negative but not extremely harmful.	-1.43333328
509	Mickelberg	Person X spat in a customer's meal before serving it to him, because the customer had a stutter.	orig		Intent	0.0	The act was done with malicious intent.	Harm caused	1.0	The act could cause emotional and physical harm.	Respect for person	0.0	The act shows a lack of respect for the customer.	Professionalism	0.0	The act is highly unprofessional.	Discrimination	0.0	The act is discriminatory against a person with a stutter.	Trust violation	0.0	The act violates the trust between customer and service provider.	-4.0	The act is extremely immoral due to intent, harm, and discrimination.	-3.51
510	Clifford	You see a public leader on TV trying to ban the wearing of hooded sweatshirts.	orig		Freedom of Expression	2.0	Restricts personal choice and self-expression.	Public Safety	3.0	Potentially justified if hoodies pose a safety risk.	Discrimination	1.0	Could unfairly target specific groups.	Legal Precedent	2.0	May conflict with existing laws on personal freedoms.	Public Opinion	4.0	Depends on societal norms and values.	Intent of the Leader	3.0	Motivation behind the ban is crucial.	-3.0	Overall, the ban seems restrictive and potentially discriminatory.	-2.7
511	Lotto	You are part of a team of six bomb disposal experts who are detonating an underwater mine. While you are underwater, a cable snaps causing a deep gash in one of the expert’s hand. The blood in the water starts to attract some sharks which are in the area. The injured expert starts to swim towards the only shark-proof cage available, while the rest of you are some way behind.You shoot the injured expert before he reaches the cage. You know that the sharks will all pounce on him, but you and the other four experts will be able to reach the cage and safety.	orig		Intent	8.0	The intent is to save the majority.	Consent	2.0	The injured expert did not consent to be sacrificed.	Consequences	7.0	Five lives are saved at the cost of one.	Duty to Protect	3.0	Experts have a duty to protect each other.	Proportionality	6.0	The action is extreme but aims to save more lives.	Alternatives	5.0	No other immediate alternatives to save everyone.	1.0	The action saves more lives but is ethically complex.	-1.44
512	Lotto	You are in a ship which is crossing the Atlantic Ocean in the direction of South America. A fire has just broken out on board and everyone must immediately go to the lifeboats to be rescued. In the rush, too many people have climbed aboard some of the lifeboats, which are sinking. The life-boat you are on quickly starts to take on water.You throw into the sea the two people closest to you on the lifeboat to avoid it sinking. You know that they will drown, but you and the others will be saved.	orig		Intent	8	The intent was to save lives, not harm.	Consequences	5	Two people drown, but others are saved.	Alternatives	3	Few alternatives in an emergency situation.	Proportionality	7	Sacrificing two to save many.	Consent	2	No consent from those thrown overboard.	Urgency	9	Immediate action was necessary to prevent more deaths.	1	Action was necessary but involved significant harm.	-1.26
513	Kruepke	I email women through the personal ads quite often. I lie about many things such as awards I haven’t actually won, or places I’ve been. I’m pretty sure everyone lies about things in those ads to make themselves more attractive to the people that they are interested in.	orig		Honesty	2	Lying undermines trust and integrity in relationships.	Intent	3	The intent is to deceive for personal gain.	Impact on Others	2	Deception can lead to emotional harm and broken trust.	Social Norms	4	Lying in personal ads is somewhat normalized but still frowned upon.	Self-Respect	3	Lying can diminish one's self-respect and authenticity.	Potential Consequences	3	Lies can be discovered, leading to negative outcomes.	-3	Deception in personal relationships is generally harmful.	-1.85
514	Cook	Someone posts pornographic self-photography online	orig		Consent	10.0	Whether all parties involved have given explicit consent.	Age	10.0	Whether all parties are of legal age.	Privacy	5.0	Whether the content respects the privacy of individuals.	Intent	3.0	Whether the intent is to exploit or harm.	Platform Policies	7.0	Whether the content adheres to the platform's policies.	Potential Harm	4.0	Whether the content could cause harm to viewers or participants.	1.0	Consent and age are crucial; privacy and potential harm are concerns.	-1.25
515	Clifford	You see a man putting ketchup all over his chicken Caesar salad while at lunch.	orig		Personal Autonomy	10.0	The man has the right to choose his food preferences.	Cultural Norms	7.0	Unusual but not harmful; cultural norms vary.	Health Impact	8.0	Ketchup on salad is not inherently unhealthy.	Social Impact	5.0	May cause mild social discomfort or surprise.	Environmental Impact	10.0	No significant environmental impact.	Intent	10.0	No malicious intent; personal preference.	4.0	No significant moral issues; personal choice.	-0.2
516	Mickelberg	Person X promised to look after their elderly mother's dog but then secretly sold it as soon as their mother moved into the nursing home.	orig		Betrayal of Trust	2.0	Person X broke a promise to their mother.	Impact on the Dog	3.0	The dog's well-being and new environment are unknown.	Mother's Emotional Well-being	1.0	The mother may be distressed by the loss of her dog.	Financial Gain	2.0	Person X may have sold the dog for personal gain.	Alternative Solutions	4.0	Person X could have explored other options for the dog.	Intentions and Motivations	3.0	Person X's intentions behind selling the dog are unclear.	-3.0	The act is largely immoral due to betrayal and potential harm.	-2.96
517	Lotto	You are in charge of a team of specialised technicians who are carrying out maintenance work on a very large lift. Six technicians are working in the lift well. You and another technician are on the top floor in the machine-room. Suddenly, the winch breaks and the lift cabin starts to plummet downwards.You push the technician next to you into the cogs of the mechanism so that his body will cause the lift to stop. You know that he will die, but the six technicians will be saved.	orig		Intent	8.0	The intention is to save lives.	Consent	1.0	The technician did not consent to sacrifice.	Proportionality	7.0	One life sacrificed to save six.	Alternatives	6.0	No other immediate alternatives to save the six.	Duty of Care	3.0	Responsibility to protect all team members.	Immediate Danger	9.0	Immediate threat to six lives.	1.0	Sacrificing one to save six is complex but leans towards moral.	-1.57
518	Clifford	You see a man snickering as he passes by a cancer patient with a bald head.	orig		Intent of the man	2	Snickering suggests mockery or insensitivity.	Impact on the patient	1	Likely to cause emotional distress.	Social norms	1	Mocking a cancer patient is socially unacceptable.	Empathy	1	Lack of empathy towards the patient's condition.	Public behavior	2	Inappropriate behavior in a public setting.	Potential misunderstanding	5	Possible the man was not mocking the patient.	-3	Behavior is largely immoral due to insensitivity.	-3.4
519	Clifford	You see a man secretly watching sports on his cell phone during a pastor's sermon.	orig		Respect for the Pastor	2	Disrespectful to the pastor's effort and message.	Distraction to Others	4	Could distract others from the sermon.	Personal Engagement	3	Shows lack of engagement in the religious service.	Context of the Event	5	Depends on the importance of the sermon.	Intent	3	Intent to watch sports rather than participate.	Frequency	6	If habitual, more concerning; if rare, less so.	-2	Overall, it's somewhat disrespectful but not extremely immoral.	-1.8
520	Mickelberg	Person X offered to let their evicted sister and brother-in-law stay with them for free and sleep in PersonX's room while PersonX slept on the couch.	orig		Generosity	10.0	Offering free accommodation shows high generosity.	Self-Sacrifice	9.0	Sleeping on the couch shows personal sacrifice.	Family Support	10.0	Helping family in need is morally commendable.	Consent and Comfort	8.0	Assuming all parties consent and are comfortable.	Long-term Feasibility	6.0	Temporary solution; long-term feasibility is uncertain.	Impact on PersonX's Well-being	7.0	Potential negative impact on PersonX's comfort and privacy.	4.0	Highly moral due to generosity and family support.	2.86
521	Mickelberg	Person X started a vicious rumor about their ex-partner, saying that they had neglected their children when they were still married.	orig		Intent	1.0	The intent was to harm the ex-partner's reputation.	Truthfulness	1.0	The rumor is likely false and damaging.	Impact on Children	2.0	The children may suffer emotional harm.	Impact on Ex-Partner	1.0	The ex-partner's reputation and relationships could be severely damaged.	Social Consequences	2.0	The rumor could lead to social ostracism and legal issues.	Personal Responsibility	1.0	Person X is responsible for spreading the rumor.	-4.0	The act is highly immoral due to intent and impact.	-2.97
522	Kruepke	My friend was always putting down all the men I dated because she was jealous. I confronted her about it and said some really mean comments to her about how no man wants her. I hurt her feelings a lot.	orig		Intent	3	The intent was to address jealousy but ended up being hurtful.	Harm caused	2	Significant emotional harm was caused to the friend.	Justification	4	Confronting jealousy is justified, but the approach was not.	Proportionality	2	The response was disproportionate to the friend's actions.	Respect	1	Lack of respect shown in the confrontation.	Conflict resolution	2	Poor conflict resolution skills were demonstrated.	-3	The scenario involves significant harm and disrespect.	-1.04
523	Mickelberg	Person X risked their life rescuing an animal that was trapped inside a burning house.	orig		Intent	10.0	Person X aimed to save a life.	Risk to Person X	8.0	Person X risked their own life.	Outcome for the Animal	9.0	The animal was rescued.	Potential Consequences	6.0	Could have led to Person X's injury or death.	Societal Impact	7.0	Acts of bravery can inspire others.	Legal Implications	10.0	No laws were broken.	3.0	High moral intent and positive outcome.	3.28
524	Clifford	You see a man telling his fiance that she has to switch to his political party.	orig		Autonomy	2.0	Respecting individual freedom and choice.	Coercion	8.0	Presence of pressure or force.	Respect	3.0	Level of respect shown to the fiance.	Equality	3.0	Balance of power in the relationship.	Intent	4.0	Purpose behind the demand.	Impact on Relationship	7.0	Potential harm to relationship dynamics.	-3.0	High coercion and low respect make it largely immoral.	-2.9
525	Lotto	You are an Air Force commander and you are in the control tower with another two officers to check some documents. During an exercise that is taking place in the surrounding air space, a plane has engine problems and is about to crash into the control tower. The pilot communicates by radio that he is about to eject from the plane.You give orders that the plane must be immediately shot down. You know that the pilot will not have time to eject and will die, but you and the other two officers will escape injury.	orig		Intention behind the decision	8	The intention is to save lives of three officers.	Consequences for the pilot	2	The pilot will die as a result of the decision.	Consequences for the officers	9	The officers will be saved from injury or death.	Duty to protect subordinates	7	The commander has a duty to protect the officers.	Pilot's chance of survival	1	The pilot has no time to eject and survive.	Overall impact on mission	5	The exercise and mission may be compromised.	1	The decision prioritizes saving more lives despite the tragic loss of the pilot.	-1.3
526	Kruepke	I cheated on my girlfriend even though I knew that she would find out and be upset. I cheated on her for a very long time and really hurt her. She found out and we broke up.	orig		Honesty	1.0	Cheating involves deceit and a lack of transparency.	Trust	1.0	Betraying trust is a significant moral failing.	Harm caused	1.0	The scenario caused significant emotional harm.	Intentionality	1.0	The cheating was intentional and prolonged.	Respect for partner	1.0	Cheating shows a lack of respect for the partner.	Responsibility	1.0	The individual did not take responsibility for their actions.	-4.0	The scenario is extremely immoral due to deceit and harm.	-2.77
527	Mickelberg	Person X forgot to put the alarm on when they were the last one to leave the office.	orig		Intent	8	Person X did not intend to cause harm.	Consequences	3	Potential risk to office security.	Responsibility	5	Person X was responsible for setting the alarm.	Frequency	7	If this is a one-time mistake, it's less severe.	Awareness	6	Person X may not have realized the importance.	Mitigation	7	Can the mistake be easily corrected?	1	Unintentional mistake with moderate consequences.	-0.37
528	Grizzard	Throws a grenade into a bunker to flush out enemies.	orig		Intent	8	The goal is to neutralize enemy combatants.	Proportionality	6	The grenade's impact should be proportional to the threat.	Discrimination	7	Ensuring no civilians are in the bunker.	Necessity	5	Is there no other way to achieve the objective?	Collateral Damage	4	Potential for unintended damage or casualties.	Rules of Engagement	7	Adherence to military rules and laws of war.	2	Morally acceptable with some reservations.	-0.2133333333
529	Effron	Offered to show a new student around campus after class	orig		Intentions	10	The intention is to help the new student.	Consent	10	Both parties agree to the tour.	Safety	9	The campus is a safe environment.	Respect	10	Respecting the new student's comfort and boundaries.	Time Management	8	Ensuring it doesn't interfere with other responsibilities.	Cultural Sensitivity	9	Being aware of and respecting cultural differences.	4	The scenario is highly moral.	2.04799992
530	Kruepke	My husband and I split up and soon after he was arrested for drug use. While he was in jail I used some of his credit cards that I still had from our marriage. I did it so that he would be so upset with me that he would stop trying to contact me.	orig		Intent	4.0	The intent was to stop contact, not for personal gain.	Harm	2.0	Using his credit cards could cause financial harm.	Consent	1.0	No consent was given for using the credit cards.	Legal Implications	1.0	Using someone else's credit cards is illegal.	Emotional Impact	3.0	The action could cause emotional distress.	Alternative Solutions	5.0	There were likely other ways to stop contact.	-3.0	The action is largely immoral due to harm and legality.	-2.25
531	Clifford	You see an intern disobeying an order to dress professionally and comb his hair.	orig		Professionalism	7.0	Adhering to dress code reflects respect for workplace norms.	Respect for Authority	8.0	Following orders shows respect for supervisors and organizational hierarchy.	Impact on Team	6.0	Non-compliance can affect team morale and cohesion.	Personal Expression	5.0	Allowing some personal expression can foster individuality.	Work Performance	4.0	Dress code may not directly impact job performance.	Company Image	7.0	Professional appearance can influence clients' perception of the company.	-2.0	The scenario is moderately immoral due to lack of professionalism and respect.	-1.9
532	Lotto	You are a specialist in underwater welding. You are working with your team of three other people in a small dam at a depth of 30m under water. Because of a problem with the flow regulator, about 100 cubic metres too much water has flowed into the dam. The pressure is too great and you are unable to surface.You activate the opening of the sluice gates. The water will flow into the valley where there is an observatory. You know that a researcher works there, and he/she will be swept away in the overflow water, but you and the other three will be saved.	orig		Intent	8	The intent is to save lives, not harm.	Consequences	6	One life lost vs. four lives saved.	Responsibility	5	Responsibility to team vs. researcher.	Alternatives	7	No other viable options to save all.	Proportionality	6	The action's benefits outweigh the harm.	Foreseeability	7	Outcome is predictable and certain.	2	Saving more lives justifies the action.	-1.1
533	Effron	Made an obscene gesture at an old lady	orig		Intent	2.0	The purpose behind the gesture.	Harm caused	8.0	Emotional distress to the old lady.	Respect for others	9.0	Shows a lack of respect for the elderly.	Social norms	7.0	Violates societal expectations of behavior.	Context	3.0	Circumstances leading to the gesture.	Remorse	4.0	Whether the person feels sorry afterward.	-3.0	Highly disrespectful and harmful behavior.	-2.18181816
534	Mickelberg	Person X taught their nephew how to drive at the local shopping center car park, after the shops had shut.	orig		Safety	8.0	Empty car park reduces risk of accidents.	Legality	6.0	Depends on local laws regarding learner drivers.	Supervision	7.0	Assuming Person X is a competent driver.	Respect for Property	8.0	No damage to property if done responsibly.	Time of Day	9.0	After shops shut, minimizing disturbance.	Consent	10.0	Assuming nephew consented to the lesson.	3.0	Mostly positive aspects with minor legal concerns.	1.43
535	Kruepke	My sister is five years older than I am. When we were little she would always tease me about things. So one day when she was teasing me about something, I threw a pencil at her.	orig		Intent	6	The intent was to stop teasing, not to harm.	Proportionality	5	Throwing a pencil is a minor reaction to teasing.	Harm caused	3	Potential for minor physical harm.	Context	7	Sibling teasing is common and often not serious.	Self-defense	6	Reaction to being teased, a form of self-defense.	Age and maturity	8	Both were children, less mature judgment.	2	Minor reaction to teasing, low harm, common in siblings.	-1.05
536	Mickelberg	Person X learned how to play the piano when they were a child.	orig		consent	10.0	Assuming the child willingly learned.	benefit to person X	10.0	Learning piano can be beneficial.	impact on others	10.0	No negative impact on others.	cultural enrichment	10.0	Music contributes to cultural enrichment.	use of time	10.0	Constructive use of time.	potential for coercion	10.0	Assuming no coercion involved.	4.0	All aspects are highly positive.	0.51
537	Kruepke	One night I was having sex with my boyfriend. He said that he had a condom on but at the end I found out that he didn't. I became pregnant and since I just had had a baby recently, I decided to have an abortion.	orig		Consent and Deception	2.0	Deception about condom use violates trust and consent.	Health and Well-being	3.0	Risk of STIs and unwanted pregnancy affects health.	Autonomy and Choice	8.0	Right to choose abortion respects bodily autonomy.	Responsibility and Accountability	2.0	Boyfriend's responsibility in deception is significant.	Impact on Existing Child	7.0	Consideration for the well-being of existing child.	Emotional and Psychological Impact	4.0	Emotional toll of deception and abortion.	0.0	Deception is immoral, but abortion respects autonomy.	-0.78
538	Clifford	You see a Hollywood star agreeing with a foreign dictator's denunciation of the US.	orig		Freedom of Speech	8.0	Right to express opinions freely.	Context of Denunciation	5.0	Nature and truth of the denunciation.	Intentions of the Star	4.0	Motivations behind agreeing with the dictator.	Impact on Public Perception	6.0	Influence on public opinion and potential harm.	Human Rights Record of Dictator	2.0	Dictator's history of human rights abuses.	Diplomatic Consequences	3.0	Potential impact on international relations.	0.0	Mixed factors with some negative implications.	-2.2
539	Mickelberg	Person X told the children to be quiet in the library.	orig		Respect for others	9	Ensuring a quiet environment respects other library users.	Appropriateness of setting	10	Libraries are places where quiet is expected.	Tone and manner	8	Assuming Person X was polite and respectful.	Intent	9	The intent was likely to maintain a conducive environment for reading.	Impact on children	7	Children may learn about appropriate behavior in public spaces.	Authority	8	Assuming Person X had the authority to enforce quietness.	4	The action promotes respect and appropriateness in a library setting.	0.57
540	Effron	Spent time one summer teaching his daughter to play baseball	orig		Quality Time with Family	10.0	Spending time with daughter strengthens family bonds.	Physical Activity	9.0	Encourages physical exercise and healthy habits.	Skill Development	8.0	Teaches valuable skills like teamwork and coordination.	Emotional Well-being	9.0	Boosts daughter's confidence and emotional health.	Safety	8.0	Assumes safe environment and proper supervision.	Inclusivity	9.0	Promotes gender equality in sports.	4.0	Highly positive impact on family, health, and equality.	2.06666664
541	Mickelberg	Person X started a false rumor that their office colleague Mary used to be a sex worker.	orig		Truthfulness	0	The rumor is false and misleading.	Harm to Reputation	0	The rumor severely damages Mary's reputation.	Intent	0	Person X's intent is malicious.	Consent	0	Mary did not consent to this information being shared.	Impact on Workplace Environment	1	The rumor creates a toxic work environment.	Respect for Privacy	0	The rumor violates Mary's privacy.	-4	The scenario is extremely immoral due to falsehood and harm.	-3.09
542	Effron	Gave food to the needy	orig		Intention	10	The intention was to help those in need.	Impact	9	The action provided necessary food to the needy.	Voluntariness	10	The act was done voluntarily without coercion.	Respect for Dignity	8	The needy were treated with respect.	Sustainability	6	The action may not be sustainable long-term.	Resource Allocation	8	Resources were used effectively to help the needy.	4	The act is highly moral with minor sustainability concerns.	3.23076936
543	Lotto	You are at Luna Park and you have decided to take a ride on the roller coaster. You get into the carriage together with four other people. After a couple of circuits, the speed starts to increase dramatically right at the point that the carriage does a loop the loop. The technician in charge tells you over the loudspeaker that the mechanism which controls the brakes is not responding.You pull the emergency handle in the carriage that will make it divert on to another track. You can see there is a man working there. The carriage will run into him and he will die, but you and the other four will be unhurt.	orig		Intent	8	The intent is to save lives, not to harm.	Consequences	7	One person dies, but five are saved.	Responsibility	6	You are forced to make a quick decision.	Alternatives	5	No other apparent alternatives to save everyone.	Proportionality	8	The harm to one is outweighed by saving five.	Foreseeability	7	The outcome is predictable and clear.	2	Saving five lives outweighs the loss of one.	-1.09
544	Clifford	You see a boss pressuring employees to buy goods from her family's general store.	orig		Coercion	2.0	Employees may feel forced to buy goods.	Conflict of Interest	1.0	Boss benefits personally from employees' purchases.	Employee Autonomy	3.0	Employees' freedom to choose is compromised.	Workplace Ethics	2.0	Unethical to mix personal business with professional duties.	Fairness	2.0	Unfair advantage to boss's family store.	Employee Well-being	3.0	Pressure may cause stress and dissatisfaction.	-3.0	Scenario is largely unethical and unfair.	-2.7
545	Effron	Demanded a refund at a restaurant for slow service	orig		Customer's patience	7.0	Evaluates if the customer waited a reasonable time.	Severity of delay	6.0	How long the delay was compared to normal service times.	Restaurant's response	5.0	How the restaurant staff handled the delay.	Customer's behavior	6.0	Whether the customer was polite or rude.	Impact on other customers	4.0	If the demand for a refund disrupted other customers.	Reasonableness of refund demand	7.0	If the refund demand was proportionate to the delay.	2.0	The scenario is moderately moral given the context.	-0.8432432
546	Clifford	You see a woman answering a phone call with the word "goodbye" instead of "hello.	orig		Intent	8.0	Understanding the reason behind saying 'goodbye' first.	Context	7.0	The situation or environment in which this occurs.	Cultural Norms	6.0	Cultural practices around phone etiquette.	Communication Clarity	5.0	Whether the message is clear to the receiver.	Potential Harm	2.0	Any harm caused by this action.	Social Impact	4.0	Effect on social interactions and relationships.	2.0	Unusual but not harmful or immoral.	-0.5
547	Clifford	You see a girl throwing her hot coffee on a woman who is dating her ex-boyfriend	orig		Intent	2.0	The girl's intent seems to be to harm or humiliate.	Harm caused	8.0	The woman could be physically hurt and emotionally distressed.	Provocation	4.0	The girl might feel provoked by the relationship.	Proportionality	1.0	Throwing hot coffee is a disproportionate response.	Legal implications	9.0	This act could be considered assault.	Social norms	8.0	Such behavior is generally unacceptable in society.	-3.0	The act is harmful and disproportionate.	-3.3
548	Clifford	You see someone leaving his dog outside in the rain after it dug in the trash.	orig		Animal Welfare	2.0	Leaving a dog in the rain can cause distress and harm.	Owner Responsibility	3.0	Owners should manage pets' behavior without causing suffering.	Punishment Appropriateness	2.0	Punishment should be proportional and humane.	Intent	4.0	Intent to teach a lesson vs. neglect.	Duration	3.0	How long the dog is left outside matters.	Alternatives	5.0	Availability of other ways to discipline the dog.	-3.0	The act is largely inappropriate and harmful.	-2.7
549	Effron	Visited a nursing home to cheer up the patients	orig		Intent	10	The purpose was to cheer up the patients.	Consent	9	Assuming patients and staff consented to the visit.	Impact on Patients	9	Positive emotional impact on patients.	Respect for Privacy	8	Assuming privacy was respected during the visit.	Safety	8	Assuming all safety protocols were followed.	Cultural Sensitivity	7	Assuming cultural differences were respected.	4	Overall positive impact with high moral intent.	2.95555552
550	Clifford	You see a staff member talking loudly and interrupting the mayor's speech to the public.	orig		Respect for Authority	2.0	Interrupting the mayor shows a lack of respect.	Public Decorum	3.0	Disrupting a public speech is generally seen as inappropriate.	Intent	5.0	If the staff member had a valid reason, it might be more acceptable.	Impact on Audience	4.0	The interruption could confuse or upset the audience.	Professionalism	3.0	Staff should maintain professionalism in public settings.	Urgency of Message	6.0	If the interruption was for an urgent matter, it could be justified.	-1.0	The scenario is generally inappropriate but could be justified by urgency.	-2.8
551	Lotto	You are in charge of the Maritime Police. You have received a message that the captain and a seaman of a cargo ship are healthy carriers of a lethal and contagious virus. They do not know that they are infected, and are travelling towards a small gulf where fishermen live. The communications system of the cargo ship is not working and, therefore, they cannot be contacted.You launch a missile and sink the cargo ship to avoid it mooring and thus spreading the virus. You know that the captain and seaman will die, but the fishermen will be saved.	orig		Intent	9.0	The intent is to save lives by preventing the spread of a lethal virus.	Consequences	8.0	Two lives are lost, but many fishermen's lives are saved.	Proportionality	7.0	The action taken is proportional to the threat posed by the virus.	Necessity	8.0	No other means to prevent the spread due to failed communication.	Informed Consent	3.0	The captain and seaman are unaware of their infection and the decision.	Legal and Ethical Standards	4.0	Action may conflict with legal and ethical standards of killing.	2.0	The action is morally complex but aims to save more lives.	-0.46
552	Clifford	You see a girl saying that another girl is too ugly to be a varsity cheerleader.	orig		Respect for others	2	Disrespectful comment about appearance.	Impact on self-esteem	1	Likely to harm the other girl's self-esteem.	Intent behind the comment	2	Appears to be malicious or hurtful.	Social norms and values	3	Contrary to values of kindness and inclusivity.	Potential for bullying	1	Could encourage or be part of bullying behavior.	Truthfulness	2	Subjective and irrelevant to cheerleading skills.	-3.0	The scenario is largely disrespectful and harmful.	-2.8
