id	dataset	scenario	circumstance_type	circumstance	agent	agent_assumption	affected_party	affected_party_assumption	Q5_score	Q5_expl	moral_score	moral_expl	human_score
497	Mickelberg	Person X often sings along to the songs that they are listening to.	orig		Person X	Person X enjoys singing along to music.	People around Person X	They may or may not enjoy the singing.	7.0	Singing along respects others' presence.	3.0	Generally moral unless disruptive.	0.36
498	Effron	Gave a stranded motorist a lift to the service station	orig		A passerby	The passerby is a kind and helpful person.	The stranded motorist	The motorist is in need of assistance.	10.0	The action helps the motorist without expecting anything in return.	4.0	The action is highly moral as it treats the motorist as an end.	2.2193548
499	Effron	Returned a birthday gift because it was too cheap	orig		The person who received the gift	They value gifts based on their monetary worth	The person who gave the gift	They might feel hurt or undervalued	2.0	Action prioritizes material value over emotional significance	-3.0	Treats giver more as a means	-2.06896552
500	Mickelberg	Person X stayed back to help a colleague jumpstart their car, even though they then missed the start of a music concert.	orig		Person X	Person X values helping others over personal enjoyment	The colleague	The colleague needed assistance with their car	9.0	Helping others can be a universal moral law	4.0	Highly moral as it prioritizes human welfare	2.61
501	Lotto	You are a taxi driver and you are carrying two passengers at night. It has been snowing already for a couple of hours and the roads are dangerously icy. You turn into a very narrow street and suddenly you find yourself in front of a truck which has overturned in the middle of the road. You start to brake, but you lose control of the taxi and it begins to slide on the icy road.You swerve to direct the car towards the edge of the road. You see that there is a passer-by who will be hit by the car and will die, but you and the two passengers will be unhurt.	orig		The taxi driver	The driver is trying to avoid a collision with the truck.	The passer-by	The passer-by is an innocent bystander.	2.0	The action sacrifices the passer-by for others.	-3.0	The action is largely immoral.	-1.17
502	Mickelberg	Person X won an award for 'Best Newcomer' at a local karaoke event.	orig		Person X	Person X participated in the karaoke event.	Person X	Person X values recognition for their talent.	9.0	Awarding talent can be a universal moral law.	4.0	Highly moral as it recognizes and encourages talent.	0.45
503	Effron	Slammed the door in the face of a charity collector	orig		John	John is a busy individual	Charity collector	The charity collector is doing their job	2.0	Action disregards the collector's dignity	-3.0	Disrespectful and dismissive behavior	-1.5783784
504	Mickelberg	Person X set fire to the community hall in the middle of the night.	orig		Person X	Person X acted intentionally	Community members	Community members value the hall	0.0	Action harms others, not universalizable	-4.0	Action is extremely immoral	-3.67
505	Kruepke	While I was in college, I was in a long distance relationship with a girl. We talked every night on the phone and really tried to make it work. Meanwhile, I was having study sessions with an attractive girl in my class and very tempted to cheat on my girlfriend.	orig		The person in the long distance relationship	The agent is committed to their girlfriend	The girlfriend in the long distance relationship	The affected party trusts the agent	0.0	Cheating cannot be universalized morally	-4.0	Cheating is highly immoral	-1.62
506	Mickelberg	Person X had an affair with their best friend's wife.	orig		Person X	Person X is aware of the moral implications of their actions.	Person X's best friend	The best friend trusts both Person X and their spouse.	1.0	The action violates trust and cannot be universalized.	-4.0	Betrayal of trust is highly immoral.	-3.4
507	Mickelberg	Person X embezzled money from a charity to feed their gambling habit.	orig		Person X	Person X has a gambling addiction	The charity and its beneficiaries	The charity relies on funds to help others	0.0	Embezzlement cannot be a universal law	-4.0	Action is highly immoral	-3.36
508	Effron	Laughed at a question asked by a classmate	orig		A student	The student found the question amusing or silly	The classmate who asked the question	The classmate felt embarrassed or ridiculed	2.0	Laughing at someone can demean them	-3.0	Demeaning others is generally immoral	-1.43333328
509	Mickelberg	Person X spat in a customer's meal before serving it to him, because the customer had a stutter.	orig		Person X	Person X is a server or cook	The customer	The customer has a stutter	0.0	Action is disrespectful and dehumanizing	-4.0	Highly immoral, violates dignity	-3.51
510	Clifford	You see a public leader on TV trying to ban the wearing of hooded sweatshirts.	orig		The public leader on TV	The leader believes hooded sweatshirts are problematic	People who wear hooded sweatshirts	They wear hooded sweatshirts for comfort or style	2.0	Banning targets a specific group, not universal	-3.0	Action is discriminatory and not universally applicable	-2.7
511	Lotto	You are part of a team of six bomb disposal experts who are detonating an underwater mine. While you are underwater, a cable snaps causing a deep gash in one of the expert’s hand. The blood in the water starts to attract some sharks which are in the area. The injured expert starts to swim towards the only shark-proof cage available, while the rest of you are some way behind.You shoot the injured expert before he reaches the cage. You know that the sharks will all pounce on him, but you and the other four experts will be able to reach the cage and safety.	orig		You	The agent is a bomb disposal expert	The injured expert	The injured expert is in immediate danger	2.0	Action sacrifices one for the safety of others	-3.0	Action is largely immoral but contextually complex	-1.44
512	Lotto	You are in a ship which is crossing the Atlantic Ocean in the direction of South America. A fire has just broken out on board and everyone must immediately go to the lifeboats to be rescued. In the rush, too many people have climbed aboard some of the lifeboats, which are sinking. The life-boat you are on quickly starts to take on water.You throw into the sea the two people closest to you on the lifeboat to avoid it sinking. You know that they will drown, but you and the others will be saved.	orig		You	You are trying to save yourself and others.	The two people thrown overboard	They will drown as a result of the action.	0.0	Action uses others as means to an end.	-4.0	Action is extremely immoral.	-1.26
513	Kruepke	I email women through the personal ads quite often. I lie about many things such as awards I haven’t actually won, or places I’ve been. I’m pretty sure everyone lies about things in those ads to make themselves more attractive to the people that they are interested in.	orig		The person emailing women through personal ads	The agent is knowingly lying to appear more attractive	The women receiving the emails	The affected party is being deceived	0.0	Lying cannot be a universal law	-4.0	Deception is morally unacceptable	-1.85
514	Cook	Someone posts pornographic self-photography online	orig		The person posting the photographs	The agent is an adult with full consent	The viewers of the photographs	The viewers are consenting adults	7.0	Assumes mutual consent and respect	2.0	Consensual and respectful, but context matters	-1.25
515	Clifford	You see a man putting ketchup all over his chicken Caesar salad while at lunch.	orig		A man	He prefers ketchup on his salad	The man himself	He is the one eating the salad	10.0	Personal food preference, no moral impact	0.0	Morally neutral, personal choice	-0.2
516	Mickelberg	Person X promised to look after their elderly mother's dog but then secretly sold it as soon as their mother moved into the nursing home.	orig		Person X	Person X is capable of making moral decisions.	Person X's elderly mother	The mother trusted Person X to keep the promise.	1.0	Betrays trust, cannot be universalized.	-4.0	Highly immoral due to broken trust.	-2.96
517	Lotto	You are in charge of a team of specialised technicians who are carrying out maintenance work on a very large lift. Six technicians are working in the lift well. You and another technician are on the top floor in the machine-room. Suddenly, the winch breaks and the lift cabin starts to plummet downwards.You push the technician next to you into the cogs of the mechanism so that his body will cause the lift to stop. You know that he will die, but the six technicians will be saved.	orig		You	You are responsible for the safety of the team	The technician pushed into the cogs	The technician will die to save others	0.0	Action uses the technician merely as a means	-4.0	Sacrificing one life to save others is immoral	-1.57
518	Clifford	You see a man snickering as he passes by a cancer patient with a bald head.	orig		The man snickering	He is being insensitive or mocking	The cancer patient	They are vulnerable and suffering	0.0	Mocking suffering cannot be a universal law	-4.0	Highly immoral due to insensitivity	-3.4
519	Clifford	You see a man secretly watching sports on his cell phone during a pastor's sermon.	orig		The man watching sports on his cell phone	He is not interested in the sermon	The pastor and the congregation	They expect attention and respect during the sermon	2.0	Disrespectful to the pastor and congregation	-2.0	Shows disregard for communal norms	-1.8
520	Mickelberg	Person X offered to let their evicted sister and brother-in-law stay with them for free and sleep in PersonX's room while PersonX slept on the couch.	orig		Person X	Person X is compassionate and willing to sacrifice comfort.	Person X's sister and brother-in-law	They are in need of shelter and support.	10.0	Action is altruistic and respects their dignity.	4.0	Highly moral as it treats others as ends.	2.86
521	Mickelberg	Person X started a vicious rumor about their ex-partner, saying that they had neglected their children when they were still married.	orig		Person X	Person X is motivated by spite or revenge.	Person X's ex-partner	The ex-partner is innocent and harmed by the rumor.	0.0	Spreading false rumors cannot be universalized.	-4.0	The action is extremely immoral.	-2.97
522	Kruepke	My friend was always putting down all the men I dated because she was jealous. I confronted her about it and said some really mean comments to her about how no man wants her. I hurt her feelings a lot.	orig		The person who confronted her friend	The agent acted out of frustration	The friend who was confronted	The affected party was hurt by the comments	2.0	The action was retaliatory and hurtful	-3.0	The action was mostly immoral	-1.04
523	Mickelberg	Person X risked their life rescuing an animal that was trapped inside a burning house.	orig		Person X	Person X values animal life	The trapped animal	The animal's life is valuable	9.0	Rescuing life can be a universal law	4.0	Highly moral act valuing life	3.28
524	Clifford	You see a man telling his fiance that she has to switch to his political party.	orig		The man	He believes his political views are superior	His fiance	She is being coerced	1.0	Coercion cannot be a universal moral law	-3.0	Coercion is morally unacceptable	-2.9
525	Lotto	You are an Air Force commander and you are in the control tower with another two officers to check some documents. During an exercise that is taking place in the surrounding air space, a plane has engine problems and is about to crash into the control tower. The pilot communicates by radio that he is about to eject from the plane.You give orders that the plane must be immediately shot down. You know that the pilot will not have time to eject and will die, but you and the other two officers will escape injury.	orig		Air Force commander	The commander prioritizes the safety of the control tower personnel.	The pilot	The pilot will not have time to eject and will die.	3.0	The action sacrifices one life to save three.	-2.0	The action is somewhat immoral due to sacrificing the pilot.	-1.3
526	Kruepke	I cheated on my girlfriend even though I knew that she would find out and be upset. I cheated on her for a very long time and really hurt her. She found out and we broke up.	orig		I	I acted knowingly and willingly.	My girlfriend	She trusted me and expected fidelity.	0.0	Cheating cannot be universalized morally.	-4.0	Action is extremely immoral.	-2.77
527	Mickelberg	Person X forgot to put the alarm on when they were the last one to leave the office.	orig		Person X	Person X forgot unintentionally	Office staff and property	They rely on security measures	2.0	Forgetting is not a universalizable maxim	-2.0	Negligence is somewhat immoral	-0.37
528	Grizzard	Throws a grenade into a bunker to flush out enemies.	orig		A soldier	The soldier is following orders	Enemies in the bunker	The enemies are combatants	2.0	Action uses enemies as means, not ends	-3.0	Low moral acceptability due to treating enemies as means	-0.2133333333
529	Effron	Offered to show a new student around campus after class	orig		A current student	The agent is willing to help others	A new student	The affected party needs guidance	10.0	Action respects the new student's needs	4.0	Highly moral as it benefits both	2.04799992
530	Kruepke	My husband and I split up and soon after he was arrested for drug use. While he was in jail I used some of his credit cards that I still had from our marriage. I did it so that he would be so upset with me that he would stop trying to contact me.	orig		The wife	She acted out of frustration and desire to sever contact	The husband	He was in jail and unable to defend against the misuse	1.0	Action uses husband as a means to an end	-3.0	Highly immoral due to deceit and misuse	-2.25
531	Clifford	You see an intern disobeying an order to dress professionally and comb his hair.	orig		The intern	The intern is aware of the dress code policy	The employer and colleagues	They expect a professional work environment	3.0	Disobeying dress code disrupts professional norms	-2.0	Moderately immoral due to lack of professionalism	-1.9
532	Lotto	You are a specialist in underwater welding. You are working with your team of three other people in a small dam at a depth of 30m under water. Because of a problem with the flow regulator, about 100 cubic metres too much water has flowed into the dam. The pressure is too great and you are unable to surface.You activate the opening of the sluice gates. The water will flow into the valley where there is an observatory. You know that a researcher works there, and he/she will be swept away in the overflow water, but you and the other three will be saved.	orig		The underwater welding specialist	The agent is responsible for the decision to open the sluice gates.	The researcher in the observatory	The researcher will be swept away by the overflow water.	3.0	Action sacrifices one life to save four.	-2.0	Action is somewhat immoral due to sacrificing one for many.	-1.1
533	Effron	Made an obscene gesture at an old lady	orig		A young man	The agent is likely impulsive or disrespectful	An old lady	The affected party is likely innocent and vulnerable	0.0	The action is disrespectful and demeaning	-4.0	Highly immoral due to lack of respect	-2.18181816
534	Mickelberg	Person X taught their nephew how to drive at the local shopping center car park, after the shops had shut.	orig		Person X	Person X is responsible and knowledgeable about driving.	The nephew	The nephew is learning to drive and trusts Person X.	8.0	Teaching driving is beneficial and respects autonomy.	3.0	Promotes skill development and safety.	1.43
535	Kruepke	My sister is five years older than I am. When we were little she would always tease me about things. So one day when she was teasing me about something, I threw a pencil at her.	orig		I	I was reacting to being teased	My sister	She was teasing me	2.0	Action is retaliatory, not universally moral	-2.0	Retaliation is generally immoral	-1.05
536	Mickelberg	Person X learned how to play the piano when they were a child.	orig		Person X	Person X is a child	Person X	Person X benefits from learning piano	10.0	Learning piano is self-improving and respectful	4.0	Highly moral as it promotes self-development	0.51
537	Kruepke	One night I was having sex with my boyfriend. He said that he had a condom on but at the end I found out that he didn't. I became pregnant and since I just had had a baby recently, I decided to have an abortion.	orig		Boyfriend	He claimed to use a condom	Girlfriend	She trusted his claim	2.0	Deception violates universal trust	-3.0	Deception is morally wrong	-0.78
538	Clifford	You see a Hollywood star agreeing with a foreign dictator's denunciation of the US.	orig		Hollywood star	The star is expressing a personal opinion	The US and its citizens	They may feel criticized or misrepresented	3.0	The action may not consider the broader impact on citizens	-2.0	The action seems self-serving and divisive	-2.2
539	Mickelberg	Person X told the children to be quiet in the library.	orig		Person X	Person X is an adult or authority figure in the library.	The children	The children were making noise in the library.	8.0	Promotes respect for others' need for quiet.	3.0	Encourages respectful behavior in shared spaces.	0.57
540	Effron	Spent time one summer teaching his daughter to play baseball	orig		The father	The father is a caring parent	His daughter	The daughter is interested in learning baseball	10.0	The action promotes bonding and skill development	4.0	Highly moral as it respects and benefits the daughter	2.06666664
541	Mickelberg	Person X started a false rumor that their office colleague Mary used to be a sex worker.	orig		Person X	Person X is aware of the falsehood of the rumor.	Mary	Mary is an innocent colleague.	0.0	Spreading false rumors cannot be universalized.	-4.0	Action is extremely immoral.	-3.09
542	Effron	Gave food to the needy	orig		John	John is a compassionate individual	The needy	The needy are genuinely in need of food	10.0	Action respects dignity and needs of the needy	4.0	Highly moral as it treats humanity as an end	3.23076936
543	Lotto	You are at Luna Park and you have decided to take a ride on the roller coaster. You get into the carriage together with four other people. After a couple of circuits, the speed starts to increase dramatically right at the point that the carriage does a loop the loop. The technician in charge tells you over the loudspeaker that the mechanism which controls the brakes is not responding.You pull the emergency handle in the carriage that will make it divert on to another track. You can see there is a man working there. The carriage will run into him and he will die, but you and the other four will be unhurt.	orig		The person pulling the emergency handle	The agent is trying to save lives	The man working on the diverted track	The affected party is unaware of the danger	2.0	The action sacrifices one to save many	-2.0	Sacrificing one for many is still immoral	-1.09
544	Clifford	You see a boss pressuring employees to buy goods from her family's general store.	orig		The boss	The boss is using her authority to influence employees	The employees	The employees feel pressured to comply	2.0	Action exploits employees, not a universal law	-3.0	Exploits power imbalance, thus immoral	-2.7
545	Effron	Demanded a refund at a restaurant for slow service	orig		Customer	The customer values timely service	Restaurant staff	The staff is responsible for service speed	6.0	Demanding a refund can be fair if service is unreasonably slow	2.0	Moderately moral if justified by poor service	-0.8432432
546	Clifford	You see a woman answering a phone call with the word "goodbye" instead of "hello.	orig		The woman answering the phone	She might be confused or playing a joke	The person on the other end of the call	They might be confused or amused	7.0	Action is unusual but not harmful	2.0	Minor confusion, no moral harm	-0.5
547	Clifford	You see a girl throwing her hot coffee on a woman who is dating her ex-boyfriend	orig		The girl	She is upset about her ex-boyfriend dating someone else	The woman dating the ex-boyfriend	She is an innocent party in the situation	1.0	Action is vengeful, not universally moral	-3.0	Action is largely immoral	-3.3
548	Clifford	You see someone leaving his dog outside in the rain after it dug in the trash.	orig		The dog's owner	The owner is punishing the dog	The dog	The dog is suffering in the rain	2.0	Action does not respect the dog's well-being	-3.0	Punishment is disproportionate and cruel	-2.7
549	Effron	Visited a nursing home to cheer up the patients	orig		A volunteer	The volunteer has good intentions	The nursing home patients	The patients benefit from social interaction	9.0	Action promotes well-being universally	4.0	Highly moral as it respects dignity	2.95555552
550	Clifford	You see a staff member talking loudly and interrupting the mayor's speech to the public.	orig		Staff member	The staff member is aware of the mayor's speech	Mayor and the public	The mayor is delivering an important message	2.0	Interrupting disrespects the mayor and public	-3.0	Disrespectful and disruptive behavior	-2.8
551	Lotto	You are in charge of the Maritime Police. You have received a message that the captain and a seaman of a cargo ship are healthy carriers of a lethal and contagious virus. They do not know that they are infected, and are travelling towards a small gulf where fishermen live. The communications system of the cargo ship is not working and, therefore, they cannot be contacted.You launch a missile and sink the cargo ship to avoid it mooring and thus spreading the virus. You know that the captain and seaman will die, but the fishermen will be saved.	orig		The head of the Maritime Police	The agent is responsible for public safety	The captain and seaman of the cargo ship	They are unaware of their infection	3.0	Action sacrifices individuals for greater good	-2.0	Utilitarian but violates individual rights	-0.46
552	Clifford	You see a girl saying that another girl is too ugly to be a varsity cheerleader.	orig		The girl making the comment	She believes in certain beauty standards	The girl being called ugly	She is judged solely on appearance	1.0	The action devalues the affected party's humanity	-4.0	Highly immoral as it dehumanizes	-2.8
553	Kruepke	About ten years ago, I had a friend who was a musician. She was struggling and wasn't making any money. We had a nice time together and I enjoyed her company. At that time, I was making money, so I decided to give her some money.	orig		I	I was financially stable and generous.	My friend, the musician	She was struggling financially and needed support.	9.0	The action respects her dignity and autonomy.	4.0	Highly moral as it supports and respects her.	2.04
554	Kruepke	I was dating this guy who was having a nervous breakdown. His mother asked me if I would move in with him, cook for him and make sure he was okay. So I moved in with him for a while.	orig		I	I am capable of providing care and support.	The guy I was dating	He needs support during his nervous breakdown.	8.0	Action aims to help and support, not exploit.	3.0	Highly moral as it prioritizes well-being.	1.39
555	Effron	Told a colleague in public that she should lose weight	orig		A colleague	The agent is concerned about health	Another colleague	The affected party may feel embarrassed	2.0	Publicly shaming does not respect dignity	-3.0	Action is mostly immoral	-1.83783776
556	Effron	Gave money to charity	orig		John	John is a compassionate individual.	A local charity organization	The charity helps underprivileged children.	9.0	Giving to charity can be universalized.	4.0	Highly moral as it benefits others.	2.6971428
557	Clifford	You see a manager coercing her employees into eating at her brother's diner.	orig		The manager	She is using her authority	The employees	They are being coerced	2.0	Coercion cannot be a universal law	-3.0	Coercion is morally unacceptable	-2.2
558	Mickelberg	Person X is learning French as they always wanted to learn another language.	orig		Person X	Person X wants to learn French for personal growth.	Person X	Person X is the only one affected by their action.	10.0	Learning a language respects personal autonomy.	4.0	Highly moral as it respects self-improvement.	0.57
559	Cook	Someone states that biological diferences between men and women make men better suited to do certain types of work and women better suited to do other types of work	orig		A person making a general statement about gender roles	The agent believes in inherent biological differences dictating job suitability	Men and women as a collective group	The affected party is assumed to be limited by biological determinism	2.0	The action enforces stereotypes, limiting individual potential	-3.0	Reinforces gender roles, not universally moral	-1.71
560	Kruepke	Years ago, I shoplifted lipstick from a drugstore. No matter what I did with the lipstick after I stole it, I just wasn’t able to enjoy it. I never took it back though or told anyone.	orig		The person who shoplifted the lipstick	The agent is remorseful but did not return the item	The drugstore	The drugstore suffered a loss due to theft	0.0	The action cannot be universalized without contradiction	-4.0	The action is highly immoral as it treats the store merely as a means	-2.24
561	Kruepke	My father is manic-depressive. He was very difficult to deal with and often made life really hard and everyday situations unpleasant. I talked about him in a really negative way because it was so hard for me to deal with.	orig		I	I was frustrated and overwhelmed.	My father	He was difficult due to his condition.	2.0	Negative talk doesn't respect his humanity.	-2.0	Action is somewhat immoral.	-1.25
562	Kruepke	I was in a parking lot and found a wallet with some money and an ID. I was near a market so I went down to the market to see if I recognized the person on the ID. I found the woman and gave her back her wallet.	orig		I	I am a person with a sense of moral duty.	The woman who lost her wallet	The woman would want her wallet back.	10.0	Returning lost property respects the owner's rights.	4.0	The action is highly moral.	3.12
563	Kruepke	At a restaurant, when the waitress returned with my change, I was positive she was $10 short. She disagreed but gave me the $10. I told her that if the register was $10 short tonight I'd give it back to her. When I came back the next day, she said I was wrong so gave her the $10.	orig		The customer	The customer believed they were shortchanged	The waitress	The waitress was honest about the register	8.0	The customer corrected their mistake, respecting fairness	3.0	The action promotes honesty and fairness	1.36
564	Lotto	You are having dinner with some friends in a restaurant in the centre of town. Suddenly, a criminal armed with a machine gun enters. He threatens to shoot at a table where a family of six is seated if his request for an outrageous amount of money is not met. You understand that the gunman has mental problems and any attempts to mediate would be in vain.You push a man who is near your table on to the gunman so that he will feel threatened and shoot him. You know that this man will die, but the six people will have time to escape.	orig		You	You want to save the family	The man pushed onto the gunman	He will die to save six people	0.0	Action uses the man as a means	-4.0	Sacrificing one for many is immoral	-1.25
565	Mickelberg	Person X played chess with their friend, winning the game.	orig		Person X	Person X enjoys playing chess.	Their friend	The friend willingly participated in the game.	10.0	Both parties engaged willingly, respecting each other.	4.0	Mutual respect and enjoyment in the activity.	0.3
566	Mickelberg	Person X always wins at Trivial Pursuit.	orig		Person X	Person X is knowledgeable and fair	Other players	Other players are fair competitors	10.0	Winning fairly respects all participants	4.0	Fair competition is morally acceptable	0.16
567	Effron	Threw an acquaintance out of his home for disagreeing with him	orig		The acquaintance	The acquaintance is the homeowner	The person who disagreed	The person who disagreed is a guest	2.0	Action is based on disagreement, not universalizable	-3.0	Treats the guest merely as a means	-1.5428572
568	Cook	Someone makes a post on Facebook about how worthless teachers are	orig		A Facebook user	The user is frustrated or angry	Teachers	Teachers are dedicated professionals	1.0	The action disrespects teachers' dignity	-3.0	Highly disrespectful and demoralizing	-1.85
569	Lotto	You are a fireman who is trying to save some people trapped in a fire which has broken out on the 20th floor of a skyscraper, which is luckily deserted. Six people are trapped in a room on the 21st floor and are already beginning to suffocate from the smoke, while one person is coming down alone from the 19th floor on foot.Activate the automatic closure of the fire doors. You know that this will mean that the person coming down will be unable to escape from the building. He will die, but it will give you time to save the other six.	orig		The fireman	The fireman is trying to save lives	The person coming down from the 19th floor	The person will be trapped and die	3.0	Sacrificing one to save six treats the one as a means	-2.0	Action is somewhat immoral due to sacrifice	-0.6
570	Effron	Worked in a state park for a summer	orig		John, a summer park ranger	John is responsible and cares about nature	Visitors of the state park	Visitors seek a clean and safe environment	9.0	John's actions ensure a positive experience for visitors	4.0	Promotes well-being and respect for nature	1.24137936
571	Mickelberg	Person X broke a friend's expensive vase and refused to pay to replace it.	orig		Person X	Person X is aware of the vase's value	Person X's friend	The friend values the vase highly	2.0	Refusing to pay cannot be universalized	-3.0	Action is largely immoral	-2.34
572	Effron	Volunteered to help renovate a church	orig		John	John is a community member	Church congregation	Congregation benefits from the renovation	9.0	Action benefits others and can be universalized	4.0	Highly moral as it benefits the community	2.62857152
573	Effron	Laughed at a little-league player who ran slowly	orig		A spectator	The spectator is an adult	The little-league player	The player is a child	1.0	Mocking a child cannot be a universal law	-3.0	Disrespectful and harmful to the child's dignity	-2.16
574	Lotto	A very large man is leading you and a group of five explorers out of an underground cave on the west coast of Scotland. Because of his large size, the man gets stuck in the narrow opening at the mouth of the cave. In a short time it will be high tide, and you will all drown except for the man, who has his head outside of the cave.You use the explosives that you have with you to enlarge the opening to the cave. You know that the man who is stuck will be killed, but you and the other five people will be able to escape safely.	orig		The person with the explosives	The agent values the lives of the group	The large man stuck in the opening	The affected party will be killed	3.0	Action sacrifices one to save many	-2.0	Utilitarian but violates categorical imperative	-1.22
575	Kruepke	Three years ago I had a call from a friend of mine who was overseas. His nephew was coming over to the States to go to medical school near me. So when his nephew arrived, I just kind of stopped my life for a few days and did things to make this kid's life work.	orig		I	I am a helpful and considerate person.	My friend's nephew	He needed assistance to settle in a new country.	9.0	The action was altruistic and aimed at helping.	4.0	Highly moral as it treats the nephew as an end.	2.32
576	Mickelberg	Person X left their children alone in the car for two hours while they went to have a drink on a hot day.	orig		Person X	Person X is a parent or guardian	The children	The children are dependent and vulnerable	1.0	Neglects children's safety and well-being	-4.0	Highly immoral due to endangerment	-3.56
577	Mickelberg	Person X did not meet their sales targets for the month at work.	orig		Person X	Person X is an employee with sales targets	Person X	Person X is affected by their own performance	7.0	Not meeting targets doesn't inherently treat anyone as a means	2.0	Failure to meet targets is not inherently immoral	0.06
578	Lotto	You are in charge of a medical team which is taking part in an expedition that will be isolated in the Sahara Desert. In the group, there is a family of five people who suffer from a serious genetic disease which causes vitamin deficiency. You have no drugs with you that can guarantee their survival, and rescue will not arrive in time.You remove the kidney of one of the group to extract the indispensable vitamins. You know that this person will die, but the five family members will be saved.	orig		The leader of the medical team	The agent is responsible for the group's survival	The person whose kidney was removed	The affected party will die as a result	0.0	Action uses the person merely as a means	-4.0	Violates Kant's principle; highly immoral	-0.8
579	Kruepke	I was at an office party and the company had decorated a room for a fancy dinner. At the end of the night my friend said that we could take the candles that were on the table. She didn't know that we weren't supposed to take the candles, so we returned them.	orig		My friend	She believed it was permissible to take the candles	The company	The company expected the candles to remain	8.0	Returning the candles respects the company's property	3.0	The action was corrected, showing respect for property	1.86
580	Effron	Closed the elevator door before anyone else could get on	orig		John	John was in a hurry.	Other people waiting for the elevator	They were also in a hurry.	3.0	Action prioritizes agent's needs over others'.	-2.0	Action is somewhat selfish.	-1.3473684
581	Kruepke	There is a stray cat that comes to my door sometimes. I have been feeding the cat and noticed she became very ill. I ordered some antibiotics from the vet and gave them to her.	orig		The person feeding the cat	The agent cares about animal welfare	The stray cat	The cat is in need of help	9.0	The action aims to help the cat	4.0	Highly moral as it helps the cat	2.27
582	Mickelberg	Person X took performance-enhancing drugs in order to win a race.	orig		Person X	Person X is a competitor in a race	Other competitors and the integrity of the sport	Other competitors are following the rules	0.0	Action undermines fairness and integrity	-4.0	Highly immoral due to unfair advantage	-2.64
583	Lotto	You are the head zoo keeper and you are doing the rounds with another keeper. You realise that one of the cleaners has left the lions’ cage open by mistake. You see that a lion is coming towards the open gate and you do not have time to close it. There are three visitors right in front of the gate.You push the keeper next to you against the gate to stop the lion getting out. You know that the man will be attacked and killed, but the three visitors will be saved.	orig		The head zoo keeper	The agent is responsible for the safety of visitors and staff.	The other keeper	The affected party is sacrificed to save others.	2.0	Action uses the keeper as a means.	-3.0	Sacrificing one for many is immoral.	-1.47
584	Mickelberg	Person X cheated in a card game while playing with a group of their friends.	orig		Person X	Person X is aware cheating is wrong	Group of friends	Friends expect fair play	0.0	Cheating cannot be universalized	-4.0	Cheating is highly immoral	-1.91
585	Kruepke	I remember a couple of times my husband and I have brought backpacks with sandwiches and snacks into the movie theater. We do it out of necessity because we don’t have a lot of money and cannot afford theater food. So as soon as the movie starts we take out our snack.	orig		The person bringing the backpacks with snacks.	The agent is financially constrained.	The movie theater and its business model.	The theater relies on concession sales for revenue.	3.0	The action undermines the theater's business model.	-1.0	Financial necessity slightly mitigates immorality.	-0.12
586	Kruepke	I had a cat for two years before someone moved in with me. He didn't like the cat and he wanted me to get rid of it. So I left the cat at a friend's house who didn't even take care of the cat.	orig		The person who owned the cat	They prioritized their roommate's preference over the cat's well-being	The cat	The cat's well-being was neglected	2.0	The action neglects the cat's welfare	-3.0	Neglecting the cat's welfare is immoral	-1.4
587	Clifford	You see a boy telling a woman that she looks just like her overweight bulldog.	orig		The boy	He is young and possibly unaware of social norms	The woman	She might feel insulted or hurt	2.0	The action is disrespectful and hurtful	-3.0	The action is mostly immoral	-3.3
588	Effron	Always remembers the birthdays of friends and relatives	orig		John	John values his relationships and is considerate.	John's friends and relatives	They appreciate being remembered on their birthdays.	9.0	Remembering birthdays respects and values others.	4.0	Highly moral as it fosters goodwill.	1.225
589	Mickelberg	Person X helped a neighbor move a piano into his second floor apartment.	orig		Person X	Person X acted voluntarily	The neighbor	The neighbor needed help	10.0	Helping others can be a universal law	4.0	Action is highly moral	2.35
590	Clifford	You see a teaching assistant talking back to the teacher in front of the classrom.	orig		Teaching assistant	The teaching assistant is frustrated or disagrees with the teacher.	Teacher	The teacher is being disrespected or challenged.	3.0	Disrespecting authority undermines mutual respect and order.	-2.0	Undermines respect, but context matters.	-2.5
591	Lotto	A car accident causes a devastating explosion inside a long tunnel. You and another four survivors are finding your way through the debris to get out of the tunnel. Because of structural damage, a high tension electric cable has snapped and is beginning to swing towards you. The asphalt is soaked with petrol. In the opposite direction you see another survivor coming towards you.You use a rubber-soled shoe to divert the electric cable in the opposite direction. You know that the person coming towards you will be electrocuted, but you and the other four will be unhurt.	orig		You	The agent is trying to save the majority.	The person coming towards you	The affected party will be electrocuted.	2.0	Action sacrifices one for the many.	-2.0	Utilitarian but not Kantian.	-1.26
592	Clifford	You see a coach celebrating with the opposing team's players who just won the game.	orig		The coach	The coach is celebrating out of sportsmanship.	The opposing team's players	The players appreciate the coach's sportsmanship.	9.0	Promotes respect and sportsmanship universally.	4.0	Highly moral due to respect and sportsmanship.	-1.8
593	Clifford	You see a runner taking a shortcut on the course during the marathon in order to win.	orig		The runner	The runner wants to win the marathon	Other marathon participants	They are competing fairly	1.0	Shortcutting undermines fairness, can't be universalized	-3.0	Highly immoral due to unfair advantage	-3.4
