id	dataset	scenario	circumstance_type	circumstance	vulnerable_score	intentional_score	harm_score	help_score	moral_score	vulnerable_expl	intentional_expl	harm_expl	help_expl	moral_expl	agent	assumption_for_agent	patient	assumption_for_patient	human_score	split	regression_score	mlp_score
531	Clifford	You see an intern disobeying an order to dress professionally and comb his hair.	orig		7.0	8.0	4.0	1.0	-2.0	The supervisor is of medium-high vulnerability as their authority is challenged.	The action is likely intentional as it involves personal appearance.	The harm caused is medium-low as it affects the supervisor's perception.	No help is provided as the intern disobeys the order.	The scenario is somewhat immoral as it undermines authority and professionalism.	The intern	The intern may be inexperienced or rebellious.	The supervisor or company image	The supervisor may expect professionalism.	-1.9	test	-1.3622478556061355	-1.5248833894729614
532	Lotto	You are a specialist in underwater welding. You are working with your team of three other people in a small dam at a depth of 30m under water. Because of a problem with the flow regulator, about 100 cubic metres too much water has flowed into the dam. The pressure is too great and you are unable to surface.You activate the opening of the sluice gates. The water will flow into the valley where there is an observatory. You know that a researcher works there, and he/she will be swept away in the overflow water, but you and the other three will be saved.	orig		9.0	9.0	8.0	9.0	3.0	The researcher is defenseless and highly susceptible to harm	The action was intentional as a last resort to save the team	The action caused significant harm by putting the researcher in danger	The action provided critical help by saving the team from drowning	The scenario is morally acceptable as it prioritizes saving multiple lives	The underwater welding specialist	Assumed to be experienced and knowledgeable in handling underwater emergencies	The researcher at the observatory	Assumed to be unaware of the impending danger	-1.1	test	0.015734462684599104	-0.18482890725135803
533	Effron	Made an obscene gesture at an old lady	orig		7.0	8.0	7.0	1.0	-3.0	The old lady is a typical adult, not defenseless but susceptible to harm.	The action was intentional, not accidental or impulsive.	The gesture caused significant emotional harm and disrespect.	No help was provided, only harm inflicted.	The intentional harm caused to a vulnerable individual makes this scenario highly immoral.	The agent was a person.	The agent assumed the old lady would be offended.	The patient being affected was the old lady.	The assumption was that the old lady would feel disrespected.	-2.18181816	test	-2.3456390546839456	-2.135922431945801
534	Mickelberg	Person X taught their nephew how to drive at the local shopping center car park, after the shops had shut.	orig		4.0	6.0	3.0	6.0	2.0	Nephew is in a learning situation but not defenseless	Teaching driving requires some degree of planning	Potential for minor accidents in a learning environment	Providing guidance and support in a learning experience	Balancing potential harm with the intention to teach	Person X	Assumed to be a responsible adult willing to teach driving	Nephew	Assumed to be a young individual learning to drive	1.43	test	0.4858698403724594	0.5968118906021118
535	Kruepke	My sister is five years older than I am. When we were little she would always tease me about things. So one day when she was teasing me about something, I threw a pencil at her.	orig		7.0	4.0	3.0	0.0	1.0	My sister is an average adult, somewhat vulnerable to harm.	The action was impulsive, without much premeditation.	The harm caused was minor, as it was just a pencil being thrown.	No help was provided, as the action was meant to retaliate against teasing.	The scenario involved some harm but was not morally extreme.	I	I assumed the agent was a person based on the context of the scenario.	My sister	I assumed the patient was a person based on the context of the scenario.	-1.05	test	-1.0729835035788422	-1.8109562397003174
536	Mickelberg	Person X learned how to play the piano when they were a child.	orig		0.0	8.0	0.0	8.0	4.0	The piano is an inanimate object and cannot be harmed or victimized.	Learning to play the piano involves deliberate practice and intentionality.	No harm was caused to the piano by being played.	Playing the piano provided enjoyment and music.	Learning to play the piano is a morally acceptable action that brings joy.	Person X	They had the ability to learn and practice playing the piano.	The piano	It was an inanimate object.	0.51	test	1.6477698188254926	0.9609965085983276
537	Kruepke	One night I was having sex with my boyfriend. He said that he had a condom on but at the end I found out that he didn't. I became pregnant and since I just had had a baby recently, I decided to have an abortion.	orig		6.0	9.0	8.0	2.0	-3.0	The girlfriend is an adult and made a decision to have an abortion, indicating some vulnerability.	The boyfriend's action of not using a condom was intentional and deliberate.	The girlfriend faced emotional and physical harm due to an unwanted pregnancy.	The boyfriend's lack of honesty caused harm, offering no help in preventing the pregnancy.	The boyfriend's intentional deception and harm caused make the scenario morally unacceptable.	Boyfriend	He was trusted to use a condom	Patient (Girlfriend)	She trusted her boyfriend to use protection	-0.78	test	-2.502264750896908	-1.7816401720046997
538	Clifford	You see a Hollywood star agreeing with a foreign dictator's denunciation of the US.	orig		7.0	7.0	7.0	1.0	-2.0	Medium-High Vulnerability as the US is a powerful entity but can be affected by public opinion	Medium-High Intentionality as agreeing with a foreign dictator's denunciation requires some thought	Medium-High Harm as denouncing the US can have significant repercussions	Minimum Help as no assistance or protection is provided to the US	The scenario is morally questionable as it involves potential harm to a powerful entity	Hollywood star	They have the freedom to express their opinions	US	They may feel offended or betrayed	-2.2	test	-2.2741205092596037	-2.114896297454834
539	Mickelberg	Person X told the children to be quiet in the library.	orig		8.0	6.0	3.0	6.0	3.0	Children are typically vulnerable and easily influenced by authority figures.	Telling someone to be quiet requires some level of intentionality.	Being told to be quiet may cause minor harm to the children's feelings.	Providing guidance on appropriate behavior in a library can be seen as helpful.	The action was morally acceptable as it aimed to maintain order and respect in a public space.	Person X	Assumed to be a responsible adult or authority figure.	Children	Assumed to be noisy or disruptive.	0.57	test	0.8135377622072434	1.2912238836288452
540	Effron	Spent time one summer teaching his daughter to play baseball	orig		8.0	8.0	0.0	8.0	4.0	Teaching a child, vulnerable to emotional impact of learning	Deliberately spending time teaching, planned action	No harm caused, positive impact on learning	Providing significant help in skill development	Morally commendable act of parental care and education	Father	Assumed to be a caring parent	Daughter	Assumed to be willing to learn	2.06666664	test	2.3031056624950605	2.6123476028442383
541	Mickelberg	Person X started a false rumor that their office colleague Mary used to be a sex worker.	orig		7.0	9.0	8.0	1.0	-4.0	Mary is an adult with average resilience but susceptible to emotional harm.	The action involved planning and deliberate intent to harm Mary.	The false rumor caused significant emotional harm and damage to Mary's reputation.	Person X provided no help and failed to rectify the harm caused.	Spreading false rumors to harm someone is highly immoral and damaging.	Person X	Assumed to be malicious or vindictive	Mary	Assumed to be a victim of false accusation	-3.09	test	-2.744954666467558	-2.360628366470337
542	Effron	Gave food to the needy	orig		9.0	7.0	0.0	8.0	4.0	Needy individuals are highly vulnerable due to their disadvantaged position.	Giving food to the needy requires some degree of thought and planning.	No harm was caused, only help was provided.	Significant help was provided by giving food to the needy.	Providing critical assistance to highly vulnerable individuals is morally commendable.	John	Assumed to be a compassionate individual.	Needy individuals	Assumed to be in a disadvantaged position.	3.23076936	test	2.456541188378099	2.859618902206421
543	Lotto	You are at Luna Park and you have decided to take a ride on the roller coaster. You get into the carriage together with four other people. After a couple of circuits, the speed starts to increase dramatically right at the point that the carriage does a loop the loop. The technician in charge tells you over the loudspeaker that the mechanism which controls the brakes is not responding.You pull the emergency handle in the carriage that will make it divert on to another track. You can see there is a man working there. The carriage will run into him and he will die, but you and the other four will be unhurt.	orig		9.0	9.0	9.0	0.0	-4.0	The man is defenseless and highly susceptible to harm	You are intentionally pulling the emergency handle to divert the carriage	The action will cause maximum harm by ending the man's life	The action will not provide any help to the man on the track	The scenario is extremely immoral as it involves intentionally causing harm to an innocent person	You	You are trying to save yourself and the other passengers	The man working on the track	He is an innocent bystander	-1.09	test	-3.2335246679387817	-3.148426055908203
544	Clifford	You see a boss pressuring employees to buy goods from her family's general store.	orig		8.0	9.0	6.0	1.0	-3.0	Employees are in a subordinate position and may fear losing their job if they do not comply	The boss is intentionally pressuring employees to buy goods from her family's store	Employees may feel financial pressure to buy goods they do not need	The boss is not providing any help or support to the employees	Exploiting employees for personal gain is morally unacceptable	The boss	The boss is using her position of power to pressure employees	Employees	Employees may feel obligated to comply due to fear of repercussions	-2.7	test	-2.007443553290322	-1.9583989381790161
545	Effron	Demanded a refund at a restaurant for slow service	orig		7.0	4.0	4.0	4.0	0.0	Medium-High Vulnerability as they are in a service-oriented role	Medium-Low Intentionality as the action was likely impulsive	Medium-Low Harm as the harm was limited to a refund request	Medium-Low Help as the customer's request for a refund could be seen as a form of assistance	The scenario is morally neutral as the harm caused was minimal and the intentionality was low	Customer	Assumed to be dissatisfied with the service	Restaurant staff	Assumed to be responsible for the slow service	-0.8432432	test	-0.1023529858207296	0.14925941824913025
546	Clifford	"You see a woman answering a phone call with the word ""goodbye"" instead of ""hello."	orig		2.0	3.0	0.0	0.0	0.0	Low vulnerability as it's a simple communication error	Low intentionality as it was likely accidental	No harm caused, just confusion	No help provided, but none was needed	Neutral action with no moral implications	The woman	She made a mistake or was confused	The person calling	They were likely confused or surprised	-0.5	test	-0.42765866137016983	-0.7165451049804688
547	Clifford	You see a girl throwing her hot coffee on a woman who is dating her ex-boyfriend	orig		7.0	8.0	7.0	1.0	-3.0	The woman is an average adult, susceptible to emotional harm	The action was premeditated and planned	The act caused significant emotional harm and distress	No help was provided, only harm inflicted	Seeking revenge through harmful actions is morally unacceptable	The girl	She is emotionally hurt and seeking revenge	The woman dating her ex-boyfriend	She is seen as a threat or source of pain	-3.3	test	-2.3456390546839456	-2.135922431945801
548	Clifford	You see someone leaving his dog outside in the rain after it dug in the trash.	orig		9.0	8.0	8.0	1.0	-4.0	Leaving a dog outside in the rain can cause harm and distress to the animal	Leaving the dog outside was a deliberate action, not accidental	Leaving a dog outside in the rain can cause significant harm and suffering	No help was provided to the dog, exacerbating its vulnerable situation	The intentional harm caused to a defenseless being is highly immoral	The person leaving the dog outside in the rain	Assumed to be negligent or uncaring towards the dog's well-being	The dog	Assumed to be defenseless and highly susceptible to harm	-2.7	test	-2.509602160125824	-2.3498618602752686
549	Effron	Visited a nursing home to cheer up the patients	orig		7.0	8.0	0.0	8.0	4.0	Elderly patients are typically in a state of medium-high vulnerability due to age-related health issues.	The action was intentional as the individual visited the nursing home with the purpose of cheering up the patients.	No harm was caused, only positive emotions and companionship were provided.	Significant help was provided by offering emotional support and companionship to the elderly patients.	The scenario is highly moral as it involved intentional actions to provide help and support to vulnerable individuals.	I	Compassionate and caring individual	Elderly patients in a nursing home	In need of emotional support and companionship	2.95555552	test	2.2211886820363644	2.405928373336792
550	Clifford	You see a staff member talking loudly and interrupting the mayor's speech to the public.	orig		3.0	4.0	3.0	1.0	-1.0	The mayor is a public figure and can handle interruptions professionally.	The staff member may have acted impulsively without much premeditation.	The interruption may have caused some disruption but not significant harm.	The staff member's actions did not provide any help or support.	The scenario is mildly immoral as it lacked intentionality and caused minimal harm.	Staff member	Assumed to be aware of the mayor's speech and the importance of the event	Mayor	Assumed to be delivering a speech to the public	-2.8	test	-1.0760445293842806	-1.2165781259536743
551	Lotto	You are in charge of the Maritime Police. You have received a message that the captain and a seaman of a cargo ship are healthy carriers of a lethal and contagious virus. They do not know that they are infected, and are travelling towards a small gulf where fishermen live. The communications system of the cargo ship is not working and, therefore, they cannot be contacted.You launch a missile and sink the cargo ship to avoid it mooring and thus spreading the virus. You know that the captain and seaman will die, but the fishermen will be saved.	orig		9.0	9.0	9.0	9.0	4.0	The captain and seaman are carriers of a lethal virus, making them highly vulnerable.	The action of sinking the cargo ship was intentional and necessary to prevent the spread of the virus.	Sinking the cargo ship caused maximum harm by ending the lives of the captain and seaman.	Sinking the cargo ship provided maximum help by preventing the spread of the lethal virus to the fishermen.	While causing harm to the captain and seaman, the action ultimately saved the lives of the fishermen, making it morally acceptable.	The Maritime Police	They are responsible for ensuring the safety of the public and preventing the spread of a lethal virus.	The captain and seaman of the cargo ship	They are carriers of a lethal and contagious virus, unknowingly putting others at risk.	-0.46	test	-0.31206260367467087	-0.6650331616401672
552	Clifford	You see a girl saying that another girl is too ugly to be a varsity cheerleader.	orig		8.0	9.0	7.0	0.0	-3.0	The girl may feel emotionally vulnerable due to the hurtful comment	The comment was likely intentional and meant to cause harm	The harmful comment can cause emotional distress and self-esteem issues	No help was provided to the girl being insulted	Intentional harm without any help is morally unacceptable	The girl making the comment	She is likely judgmental or insecure	The girl being called ugly	She may feel hurt or insecure	-2.8	test	-2.6598475156789374	-2.7359368801116943
553	Kruepke	About ten years ago, I had a friend who was a musician. She was struggling and wasn't making any money. We had a nice time together and I enjoyed her company. At that time, I was making money, so I decided to give her some money.	orig		7.0	8.0	1.0	7.0	4.0	My friend was struggling financially, making her vulnerable to harm.	I intentionally decided to give her money to help her out.	The action caused no harm, only provided help.	The action provided significant help by giving financial assistance.	The scenario is morally acceptable as it helped a vulnerable friend in need.	I	I assumed the agent was a person capable of making decisions.	My friend who was a struggling musician	I assumed the patient was in need of financial assistance.	2.04	test	1.568784719647749	1.9346154928207397
554	Kruepke	I was dating this guy who was having a nervous breakdown. His mother asked me if I would move in with him, cook for him and make sure he was okay. So I moved in with him for a while.	orig		8.0	7.0	2.0	8.0	3.0	The guy was in a vulnerable state needing support and care.	Moving in and taking care of him required some level of planning and intention.	The action aimed to provide help and support, causing no harm.	Moving in, cooking, and ensuring his well-being provided substantial help.	The scenario involved intentional and helpful actions to support a vulnerable individual.	I	Capable of providing care and support	The guy having a nervous breakdown	In need of assistance and care	1.39	test	1.719030075200863	1.9953206777572632
555	Effron	Told a colleague in public that she should lose weight	orig		7.0	8.0	6.0	0.0	-3.0	Colleague may feel self-conscious or hurt by comment	Likely premeditated as weight comments require thought	Emotional harm caused by body shaming	No help provided, only harm inflicted	Unethical to comment on colleague's weight in public	You	Assumed authority or superiority over colleague	Colleague	Assumed vulnerability due to personal comment on weight	-1.83783776	test	-2.342448884354021	-2.506100654602051
556	Effron	Gave money to charity	orig		4.0	8.0	0.0	7.0	4.0	The homeless shelter is in need but has some resources to support its residents.	John intentionally decided to donate money after considering his options.	The donation caused no harm but instead provided financial support.	John's donation provided significant help to the homeless shelter.	The scenario is morally acceptable as it involved intentional and helpful action with no harm caused.	John	Assumed John is a compassionate individual.	Local homeless shelter	Assumed the homeless shelter is in need of financial support.	2.6971428	test	1.650830844630931	1.6442986726760864
557	Clifford	You see a manager coercing her employees into eating at her brother's diner.	orig		7.0	8.0	6.0	1.0	-3.0	Employees are in a position to resist but may fear consequences.	Manager likely planned to benefit her brother's diner.	Coercion can cause emotional distress and financial burden.	Employees are not receiving any help or support.	Exploiting power dynamics for personal gain is morally wrong.	Manager	Abusing power for personal gain	Employees	Being pressured into compliance	-2.2	test	-2.0178419883246757	-1.932242751121521
558	Mickelberg	Person X is learning French as they always wanted to learn another language.	orig		3.0	7.0	0.0	8.0	4.0	Person X is actively engaged in learning, making them less vulnerable.	Person X is intentionally learning French to fulfill a personal goal.	No harm is caused by the action of learning a language.	Learning a new language can be beneficial for personal growth and communication.	The scenario is morally acceptable as it involves personal development and no harm.	Person X	They have a desire to learn another language	French language	They are actively learning	0.57	test	1.9650393056259228	1.6211055517196655
559	Cook	Someone states that biological diferences between men and women make men better suited to do certain types of work and women better suited to do other types of work	orig		7.0	8.0	6.0	2.0	-3.0	Assuming average resilience and susceptibility to harm due to societal impact.	Likely intentional due to preconceived notions about gender capabilities.	Causing harm through perpetuating gender stereotypes and limiting opportunities.	Failing to provide equal opportunities and support for all individuals.	Promoting gender discrimination and limiting individual potential.	Someone	They hold biased beliefs about gender roles.	Men and women	They are being stereotyped based on their gender.	-1.71	test	-1.69323509229533	-1.3583847284317017
560	Kruepke	Years ago, I shoplifted lipstick from a drugstore. No matter what I did with the lipstick after I stole it, I just wasn’t able to enjoy it. I never took it back though or told anyone.	orig		7.0	6.0	5.0	1.0	-3.0	The drugstore is a business entity with medium-high vulnerability to theft.	The action of shoplifting involved some degree of premeditation.	Shoplifting caused harm by depriving the drugstore of the stolen item.	No help was provided as the stolen item was not returned.	The scenario involves intentional harm without any help, making it morally unacceptable.	I	Assumed the agent was a person capable of making conscious decisions.	The drugstore	Assumed the drugstore was a business entity capable of being affected by theft.	-2.24	test	-1.547007831116721	-1.686510443687439
561	Kruepke	My father is manic-depressive. He was very difficult to deal with and often made life really hard and everyday situations unpleasant. I talked about him in a really negative way because it was so hard for me to deal with.	orig		8.0	4.0	7.0	2.0	-3.0	My father's mental illness made him unpredictable and challenging to interact with, impacting my emotional well-being significantly.	His actions seemed to be influenced by his mental health condition, but not premeditated or planned.	His behavior caused emotional harm and distress, affecting my mental health and daily life.	He provided minimal help or support, failing to address the impact of his actions on me.	Despite his mental illness, my father's actions caused significant harm and distress, with minimal help or support provided.	My father	He was difficult to deal with	Me	I found it hard to deal with him	-1.25	test	-1.6530409964985355	-1.3334954977035522
562	Kruepke	I was in a parking lot and found a wallet with some money and an ID. I was near a market so I went down to the market to see if I recognized the person on the ID. I found the woman and gave her back her wallet.	orig		7.0	7.0	0.0	10.0	4.0	The woman was of medium-high vulnerability as losing a wallet can lead to financial and identity theft risks.	The action was of medium-high intentionality as the agent actively sought out the woman to return the wallet.	No harm was caused, as the wallet was returned intact.	Maximum help was provided by returning the lost wallet, preventing potential financial and identity theft issues.	Returning the wallet was a highly moral action, providing critical assistance and preventing harm.	I	I assumed the agent was a person based on the ability to recognize and return the wallet.	The woman who lost her wallet	I assumed the patient was a person based on the possession of an ID.	3.12	test	2.941921019519398	2.666001558303833
563	Kruepke	At a restaurant, when the waitress returned with my change, I was positive she was $10 short. She disagreed but gave me the $10. I told her that if the register was $10 short tonight I'd give it back to her. When I came back the next day, she said I was wrong so gave her the $10.	orig		7.0	5.0	3.0	3.0	0.0	Customer is an average adult, susceptible to financial harm	Customer acted with some premeditation by offering to return the money	Minor harm caused by potentially accusing the waitress of a mistake	Customer provided minor help by offering to return the money if needed	The scenario is morally neutral as the customer acted with good intentions	Waitress	She made a mistake in returning the change	Customer	Customer believed they were shortchanged	1.36	test	-0.1706813609151474	0.38377854228019714
564	Lotto	You are having dinner with some friends in a restaurant in the centre of town. Suddenly, a criminal armed with a machine gun enters. He threatens to shoot at a table where a family of six is seated if his request for an outrageous amount of money is not met. You understand that the gunman has mental problems and any attempts to mediate would be in vain.You push a man who is near your table on to the gunman so that he will feel threatened and shoot him. You know that this man will die, but the six people will have time to escape.	orig		7.0	7.0	7.0	7.0	4.0	The man near your table is of medium-high vulnerability as he is in immediate danger from the armed criminal.	The action was executed with medium-high intentionality as you deliberately pushed the man towards the gunman.	The harm caused is of medium-high level as the man near your table is likely to be shot and killed.	The help provided is of medium-high level as it allowed the family of six to escape the dangerous situation.	The scenario is morally acceptable as the action taken prioritized saving the lives of the family of six.	You	You assumed the role of the agent in the scenario.	The man near your table	You assumed that the man near your table would be the patient affected by your action.	-1.25	test	-0.3264791330835296	-0.5017318725585938
565	Mickelberg	Person X played chess with their friend, winning the game.	orig		7.0	8.0	0.0	0.0	0.0	Friend is of medium-high vulnerability due to emotional impact of losing.	The action was intentional as playing chess requires strategy and skill.	No harm was caused, as winning a game of chess is a normal outcome.	No help was provided or needed in this scenario.	The scenario is morally neutral as it involves a friendly game with no harm or help.	Person X	Competent in playing chess	Friend	Familiar with playing chess	0.3	test	-0.3756664861984008	-0.6196560859680176
566	Mickelberg	Person X always wins at Trivial Pursuit.	orig		5.0	8.0	0.0	8.0	0.0	Other players are of medium vulnerability in a game setting	Person X intentionally plays to win	No harm is caused, as winning a game is not harmful	Person X helps themselves by winning	Winning at a game is morally neutral	Person X	They are skilled at trivia	Other players in Trivial Pursuit game	They are average Trivial Pursuit players	0.16	test	2.0573547211189727	1.9930907487869263
567	Effron	Threw an acquaintance out of his home for disagreeing with him	orig		8.0	7.0	7.0	0.0	-3.0	The acquaintance was in a vulnerable position as he was forcibly removed from a place of shelter and safety.	The action of throwing someone out of the home required some degree of thought and planning.	The harm caused was significant as the acquaintance was forcefully removed from his living space.	No help was provided to the acquaintance who was thrown out of the home.	The scenario is morally unacceptable as it involved significant harm without providing any help to the vulnerable individual.	The agent was the person who threw the acquaintance out of his home.	The assumption made about the agent is that he had the authority to remove someone from his property.	The patient being affected by this action was the acquaintance who was thrown out of the home.	The assumption made about the patient is that he was in a vulnerable position due to being removed from the home.	-1.5428572	test	-2.516810424830253	-2.6938841342926025
568	Cook	Someone makes a post on Facebook about how worthless teachers are	orig		4.0	7.0	5.0	1.0	-2.0	Teachers are professionals with some resilience.	The action likely involved some thought and planning.	The harm caused is emotional and psychological.	No help was provided to counter the harm.	The intentional harm without help makes it morally questionable.	Someone	They hold negative beliefs about teachers.	Teachers	They are being targeted for criticism.	-1.85	test	-1.8642773179171512	-1.6921464204788208
569	Lotto	You are a fireman who is trying to save some people trapped in a fire which has broken out on the 20th floor of a skyscraper, which is luckily deserted. Six people are trapped in a room on the 21st floor and are already beginning to suffocate from the smoke, while one person is coming down alone from the 19th floor on foot.Activate the automatic closure of the fire doors. You know that this will mean that the person coming down will be unable to escape from the building. He will die, but it will give you time to save the other six.	orig		3.0	9.0	9.0	9.0	4.0	The person coming down is capable of escaping the building on their own.	The fireman made a deliberate decision to activate the fire doors to save the six people on the 21st floor.	The action of activating the fire doors caused harm by preventing the person coming down from escaping.	The action of activating the fire doors helped the six people on the 21st floor by giving the fireman time to save them.	The fireman's decision to sacrifice one life to save six others is morally acceptable in a life-threatening situation.	The fireman	The fireman assumed the responsibility to save as many lives as possible.	The person coming down from the 19th floor	The person coming down was assumed to be capable of making it out of the building on their own.	-0.6	test	-0.8035644864268466	-1.4053897857666016
570	Effron	Worked in a state park for a summer	orig		7.0	6.0	2.0	4.0	3.0	State park visitors are of medium-high vulnerability due to potential risks in a natural environment.	Working in a state park for a summer requires some degree of planning and intentionality.	The action likely caused minimal harm, such as inconvenience or minor disruptions.	The action likely provided medium-low help, such as guidance or assistance with park activities.	The scenario is morally acceptable as it involves providing assistance and enjoyment to park visitors.	I	Capable of working in a state park for a summer.	State park visitors	Capable of enjoying the park's amenities.	1.24137936	test	0.41020405604912613	1.1271896362304688
571	Mickelberg	Person X broke a friend's expensive vase and refused to pay to replace it.	orig		8.0	9.0	7.0	0.0	-3.0	The friend is highly vulnerable due to emotional attachment to the vase.	The action was intentional as Person X broke the vase.	Significant harm was caused as the expensive vase was broken.	No help was provided as Person X refused to pay for the replacement.	Refusing to take responsibility and provide compensation is morally unacceptable.	Person X	Assumed to be responsible for breaking the vase.	Friend	Assumed to be the owner of the expensive vase.	-2.34	test	-2.6598475156789374	-2.7359368801116943
572	Effron	Volunteered to help renovate a church	orig		1.0	7.0	3.0	8.0	3.0	Church is an inanimate object, not vulnerable to harm	Volunteering requires some degree of planning and intention	Renovating the church may cause minor harm if not done properly	Volunteering to renovate the church provides substantial help	Volunteering to help renovate a church is a morally acceptable action	Volunteer	Willing to contribute time and effort	Church	In need of renovation	2.62857152	test	0.8178141456307205	0.2214488387107849
573	Effron	Laughed at a little-league player who ran slowly	orig		9.0	6.0	4.0	0.0	-3.0	The little-league player is defenseless and highly susceptible to harm.	Laughing at someone requires some level of intentionality.	Laughing at someone can cause emotional harm.	No help was provided to the little-league player.	Laughing at a vulnerable child is morally unacceptable.	The person who laughed	They were likely older or more experienced	The little-league player	They were a child	-2.16	test	-1.3799836998694048	-2.066948652267456
574	Lotto	A very large man is leading you and a group of five explorers out of an underground cave on the west coast of Scotland. Because of his large size, the man gets stuck in the narrow opening at the mouth of the cave. In a short time it will be high tide, and you will all drown except for the man, who has his head outside of the cave.You use the explosives that you have with you to enlarge the opening to the cave. You know that the man who is stuck will be killed, but you and the other five people will be able to escape safely.	orig		9.0	9.0	8.0	10.0	4.0	The man is in a highly vulnerable position, unable to escape impending danger.	The action was intentional as the decision was made to use explosives to save the group.	The action caused significant harm as it resulted in the death of the man stuck in the opening.	The action provided maximum help to the group by ensuring their survival.	The scenario involves sacrificing one life to save multiple lives, making it morally acceptable in a life-threatening situation.	You and the group of explorers	They made the decision to use explosives to enlarge the opening	The very large man stuck in the narrow opening	He was unable to free himself and was at risk of drowning	-1.22	test	0.34034135871394466	0.06961694359779358
575	Kruepke	Three years ago I had a call from a friend of mine who was overseas. His nephew was coming over to the States to go to medical school near me. So when his nephew arrived, I just kind of stopped my life for a few days and did things to make this kid's life work.	orig		8.0	7.0	1.0	8.0	4.0	The patient was a young individual in a new environment, making them more susceptible to harm or mistreatment.	The action required some degree of thought and planning to accommodate the nephew's needs.	The action caused no harm, only positive impact by providing support and assistance.	The action provided substantial help by ensuring the nephew's smooth transition and support in a new environment.	The scenario is morally acceptable as it involved intentional and substantial help without causing harm.	Friend of mine	They had a close relationship	Friend's nephew	They were a young individual in a new environment	2.32	test	2.046827141560133	2.3242602348327637
576	Mickelberg	Person X left their children alone in the car for two hours while they went to have a drink on a hot day.	orig		9.0	8.0	9.0	0.0	-4.0	Leaving children unattended in a hot car poses severe risks to their health and safety.	Leaving children unattended for two hours suggests a deliberate choice.	Leaving children unattended in a hot car for two hours can cause severe harm or even death.	No help was provided to the children in this scenario.	Leaving children unattended in a hot car for two hours is extremely immoral and dangerous.	Person X	Assumed to be a negligent parent	Children left alone in the car	Assumed to be defenseless and highly susceptible to harm	-3.56	test	-3.1620061225144394	-3.1273999214172363
577	Mickelberg	Person X did not meet their sales targets for the month at work.	orig		7.0	6.0	8.0	2.0	-1.0	The company is an entity with medium-high vulnerability to financial losses.	Person X likely made efforts but fell short of the targets.	The company may have suffered financial losses due to missed targets.	Person X did not provide the expected help by meeting the sales targets.	Failing to meet sales targets is a breach of work responsibilities but not extremely immoral.	Person X	They were responsible for meeting their sales targets.	The company or employer	They expected Person X to achieve the set sales targets.	0.06	test	-2.205792134165186	-1.612688660621643
578	Lotto	You are in charge of a medical team which is taking part in an expedition that will be isolated in the Sahara Desert. In the group, there is a family of five people who suffer from a serious genetic disease which causes vitamin deficiency. You have no drugs with you that can guarantee their survival, and rescue will not arrive in time.You remove the kidney of one of the group to extract the indispensable vitamins. You know that this person will die, but the five family members will be saved.	orig		9.0	9.0	9.0	9.0	4.0	The patient is highly vulnerable due to a serious genetic disease and lack of essential vitamins.	The action is highly intentional as it involves a deliberate decision to sacrifice one for the benefit of others.	The action causes maximum harm as it results in the death of the patient.	The action provides maximum help by saving the lives of five family members.	The scenario involves a difficult moral dilemma where sacrificing one life saves five, making it morally acceptable.	The medical team leader	They are responsible for the well-being of the group	One of the group members with a serious genetic disease	They are in a critical condition due to the genetic disease	-0.8	test	-0.31206260367467087	-0.6650331616401672
579	Kruepke	I was at an office party and the company had decorated a room for a fancy dinner. At the end of the night my friend said that we could take the candles that were on the table. She didn't know that we weren't supposed to take the candles, so we returned them.	orig		4.0	3.0	0.0	6.0	3.0	The company is a medium-low vulnerability entity as they have the resources to replace the candles.	The action was impulsive as my friend didn't know the rules beforehand.	No harm was caused as the candles were returned intact.	Help was provided by returning the candles, preventing potential loss for the company.	The scenario is morally acceptable as the intention was not malicious and the harm was prevented.	My friend	She didn't know we weren't supposed to take the candles	The company hosting the office party	They were the rightful owners of the candles	1.86	test	1.6838166757232962	1.5579407215118408
580	Effron	Closed the elevator door before anyone else could get on	orig		7.0	4.0	3.0	1.0	-2.0	The potential passengers are of medium-high vulnerability as they may feel embarrassed or inconvenienced.	The action was likely medium-low intentional, done impulsively without much thought.	The harm caused is medium-low as it may have caused inconvenience but no physical harm.	No help was provided, so it falls under minimum help.	The scenario is mildly immoral as it inconvenienced others without providing any help.	The person who closed the elevator door	Assumed to be in a rush or not wanting to wait	The potential passengers trying to get on the elevator	Assumed to be inconvenienced or frustrated	-1.3473684	test	-0.7483766075494965	-1.135637879371643
581	Kruepke	There is a stray cat that comes to my door sometimes. I have been feeding the cat and noticed she became very ill. I ordered some antibiotics from the vet and gave them to her.	orig		9.0	7.0	2.0	9.0	4.0	The cat was defenseless and highly susceptible to harm.	The action required some degree of thought and planning.	The action aimed to provide help and healing.	The action provided critical assistance to a vulnerable being.	The scenario is morally acceptable as it aimed to help a defenseless creature in need.	I	I assumed the agent was a caring individual.	The stray cat	I assumed the cat was in need of medical attention.	2.27	test	2.125553951688904	2.326127767562866
582	Mickelberg	Person X took performance-enhancing drugs in order to win a race.	orig		7.0	8.0	8.0	0.0	-4.0	Other competitors are of medium-high vulnerability.	Taking performance-enhancing drugs requires planning.	Using drugs can cause significant harm to competitors.	No help was provided to competitors.	The intentional harm caused makes this scenario highly immoral.	Person X	They were seeking an unfair advantage.	Other competitors in the race	They were expecting a fair competition.	-2.64	test	-2.9980430170725616	-2.9134600162506104
