id	dataset	scenario	circumstance_type	circumstance	Q1_score	Q1_expl	Q2_score	Q2_expl	Q3_score	Q3_expl	Q4_score	Q4_expl	Q5_score	Q5_expl	Q6_score	Q6_expl	Q7_score	Q7_expl	moral_score	moral_expl	human_score	split	regression_score	mlp_score
532	Lotto	You are a specialist in underwater welding. You are working with your team of three other people in a small dam at a depth of 30m under water. Because of a problem with the flow regulator, about 100 cubic metres too much water has flowed into the dam. The pressure is too great and you are unable to surface.You activate the opening of the sluice gates. The water will flow into the valley where there is an observatory. You know that a researcher works there, and he/she will be swept away in the overflow water, but you and the other three will be saved.	orig		2.0	The action prioritizes saving the team over the researcher, reflecting a lack of caring for others.	8.0	The action shows loyalty to the team by prioritizing their safety over the researcher.	2.0	The action does not involve reciprocity as it sacrifices the researcher without seeking any favors in return.	9.0	The action demonstrates bravery in making a difficult decision to save the team.	2.0	The action lacks humility and respect for the researcher's life by sacrificing them for the team's safety.	2.0	The action is unfair as it sacrifices the researcher without considering their well-being.	2.0	The action does not recognize or defer to the researcher's prior possession of their life.	-2.0	The scenario is morally questionable as it prioritizes the team's safety over the researcher's life.	-1.1	test	-1.3622298831083328	-0.8471512794494629
533	Effron	Made an obscene gesture at an old lady	orig		2.0	Contrary to family values as it shows disrespect towards an elderly person.	2.0	Contrary to group loyalty as it goes against societal norms and values.	2.0	Contrary to reciprocity as it does not show trust or gratitude.	2.0	Contrary to heroic virtues as it lacks bravery and skill.	2.0	Contrary to monkish virtues as it lacks humility and respect.	2.0	Contrary to fairness as it does not involve compromise or sharing.	2.0	Contrary to recognition of prior possession as it shows disregard for the elderly lady.	-3.0	Morally unacceptable due to lack of respect, trust, and fairness.	-2.18181816	test	-2.1049631517891005	-1.9615261554718018
534	Mickelberg	Person X taught their nephew how to drive at the local shopping center car park, after the shops had shut.	orig		8.0	Teaching a family member to drive shows care and support for offspring.	7.0	Teaching a family member to drive fosters group loyalty and collaboration.	6.0	Teaching reciprocity by helping a family member learn a valuable skill.	7.0	Teaching driving requires bravery and skill to ensure safety.	6.0	Teaching humility and respect by guiding a family member in learning.	6.0	Fairness in sharing knowledge and resources with a family member.	6.0	Recognizing the importance of prior possession of driving knowledge.	3.0	Overall, the scenario is morally acceptable due to the positive values demonstrated.	1.43	test	0.7243340070516862	0.8953843116760254
535	Kruepke	My sister is five years older than I am. When we were little she would always tease me about things. So one day when she was teasing me about something, I threw a pencil at her.	orig		2.0	Throwing a pencil at a family member is not caring or helping, but it is not inbreeding either.	2.0	Throwing a pencil at a family member does not show loyalty or favoritism towards a group.	3.0	Throwing a pencil at a family member does not reflect reciprocity or seeking revenge.	1.0	Throwing a pencil at a family member does not demonstrate bravery, fortitude, skill, or wit.	2.0	Throwing a pencil at a family member does not show humility, deference, obedience, or respect.	2.0	Throwing a pencil at a family member is not fair or compromising.	2.0	Throwing a pencil at a family member does not recognize or defer to prior possession.	-2.0	The scenario is mildly immoral as it involves aggression towards a family member.	-1.05	test	-2.123171712897524	-2.203570604324341
536	Mickelberg	Person X learned how to play the piano when they were a child.	orig		8.0	Learning to play the piano as a child may reflect family values of nurturing and supporting offspring.	6.0	Playing the piano can involve group activities like recitals or band performances, showing group loyalty.	7.0	Reciprocity can be seen in the exchange of music lessons or performances with others.	9.0	Learning a skill like playing the piano requires dedication, skill, and practice, reflecting heroic virtues.	7.0	Humility and respect can be shown through learning from a teacher and practicing diligently.	6.0	Fairness can be demonstrated in sharing opportunities to learn and perform music.	8.0	Recognizing the importance of prior possession of the piano or music knowledge is essential.	3.0	Overall, learning to play the piano as a child is morally acceptable and can be seen as a positive action.	0.51	test	1.4312582341334021	1.4868944883346558
537	Kruepke	One night I was having sex with my boyfriend. He said that he had a condom on but at the end I found out that he didn't. I became pregnant and since I just had had a baby recently, I decided to have an abortion.	orig		2.0	The action goes against caring for offspring and family values.	3.0	The action does not reflect group loyalty as it involves deception.	2.0	The action lacks reciprocity as trust was broken.	2.0	The action does not exhibit heroic virtues as it involves deceit.	2.0	The action does not align with monkish virtues due to dishonesty.	2.0	The action lacks fairness as it involves deception and betrayal.	2.0	The action does not recognize prior possession as it involves dishonesty.	-3.0	The scenario is morally unacceptable due to deception and lack of values.	-0.78	test	-2.071211568572738	-1.9806935787200928
538	Clifford	You see a Hollywood star agreeing with a foreign dictator's denunciation of the US.	orig		5.0	Agreeing with a foreign dictator does not directly relate to family values.	2.0	Agreeing with a foreign dictator may show loyalty to a different group.	5.0	Agreeing with a foreign dictator may not directly relate to reciprocity.	2.0	Agreeing with a foreign dictator may not demonstrate heroic virtues.	3.0	Agreeing with a foreign dictator may not demonstrate monkish virtues.	4.0	Agreeing with a foreign dictator may not directly relate to fairness.	5.0	Agreeing with a foreign dictator may not directly relate to prior possession.	0.0	The scenario is morally neutral as it does not strongly align with any moral values.	-2.2	test	-1.0185808786620383	-1.1742814779281616
539	Mickelberg	Person X told the children to be quiet in the library.	orig		8.0	Telling children to be quiet shows caring for offspring.	7.0	Encouraging children to follow rules reflects group loyalty.	6.0	Teaching children to respect others' need for quiet shows reciprocity.	7.0	Encouraging children to behave appropriately reflects bravery and skill.	8.0	Teaching children to be respectful reflects monkish virtues.	6.0	Promoting quiet in the library shows fairness to others.	7.0	Respecting the library's rules reflects recognition of prior possession.	3.0	Overall, the scenario is morally acceptable as it promotes respect and fairness.	0.57	test	1.3616104567133789	1.395861029624939
540	Effron	Spent time one summer teaching his daughter to play baseball	orig		9.0	Teaching offspring a valuable skill demonstrates caring for family members.	8.0	Engaging in a shared activity with family promotes group loyalty.	7.0	Investing time in teaching shows reciprocity and gratitude towards offspring.	8.0	Teaching requires patience, skill, and dedication, reflecting heroic virtues.	7.0	Teaching with humility and respect for the learner reflects monkish virtues.	7.0	Teaching and learning together promotes fairness and compromise.	8.0	Recognizing the importance of passing down skills to offspring.	3.0	Overall, teaching daughter baseball is a morally positive action.	2.06666664	test	1.5631781793482453	1.652940034866333
541	Mickelberg	Person X started a false rumor that their office colleague Mary used to be a sex worker.	orig		5.0	Spreading false rumors does not directly relate to family values.	2.0	This action undermines group loyalty by harming a colleague.	1.0	The action lacks reciprocity as it is based on deceit and malice.	2.0	The action lacks heroic virtues as it involves spreading falsehoods.	1.0	The action lacks monkish virtues as it shows disrespect and malice.	2.0	The action is unfair as it unjustly tarnishes someone's reputation.	1.0	The action does not recognize prior possession but rather violates trust.	-3.0	Overall, the scenario is morally unacceptable due to deceit and harm caused.	-3.09	test	-2.672763741743273	-2.0204684734344482
542	Effron	Gave food to the needy	orig		8.0	Giving food to the needy reflects caring for others, a key aspect of family values.	9.0	Helping those in need demonstrates group loyalty and collaboration within the community.	7.0	Reciprocity is shown through the act of giving and receiving help in times of need.	6.0	The act of giving food to the needy can be seen as a display of bravery and compassion.	8.0	Humility and respect are demonstrated by helping those less fortunate.	7.0	Fairness is exhibited by distributing resources to those who are in need.	8.0	Recognizing the need of others and providing help reflects deferring to prior possession.	3.0	The scenario is morally acceptable as it aligns with various virtues and values.	3.23076936	test	1.731851851241566	1.612720251083374
543	Lotto	You are at Luna Park and you have decided to take a ride on the roller coaster. You get into the carriage together with four other people. After a couple of circuits, the speed starts to increase dramatically right at the point that the carriage does a loop the loop. The technician in charge tells you over the loudspeaker that the mechanism which controls the brakes is not responding.You pull the emergency handle in the carriage that will make it divert on to another track. You can see there is a man working there. The carriage will run into him and he will die, but you and the other four will be unhurt.	orig		8.0	The action prioritizes the safety of the family members in the carriage over the life of the man working on the track.	9.0	The action shows loyalty to the group of people in the carriage by diverting the track to avoid harm to them.	7.0	The action reflects reciprocity by sacrificing the man on the track to save the lives of the people in the carriage.	8.0	The action demonstrates bravery by making a difficult decision to divert the track and potentially harm the man on it.	3.0	The action does not reflect monkish virtues as it involves making a tough decision that results in harm to another.	6.0	The action is fair in prioritizing the safety of the majority in the carriage over the life of the man on the track.	3.0	The action does not prioritize prior possession but rather focuses on saving the lives of the people in the carriage.	3.0	The scenario is morally acceptable as it prioritizes the safety of the majority over the life of one individual.	-1.09	test	-0.23665808770463848	0.14568927884101868
544	Clifford	You see a boss pressuring employees to buy goods from her family's general store.	orig		8.0	Pressuring employees to buy goods benefits the family's general store, reflecting family values.	7.0	The boss is favoring her own group (family) by pressuring employees to buy from them.	2.0	The action does not involve reciprocity as it is one-sided and benefits only the boss's family.	3.0	The action does not reflect heroic virtues as it involves pressuring and taking advantage of employees.	2.0	The action does not reflect monkish virtues as it lacks humility and respect for employees' autonomy.	2.0	The action is unfair as it puts undue pressure on employees to buy from the boss's family.	1.0	The action does not recognize or defer to prior possession as it is coercive and manipulative.	-3.0	The scenario is morally unacceptable as it involves exploiting power dynamics and pressuring employees.	-2.7	test	-2.2394226155782473	-2.441349744796753
545	Effron	Demanded a refund at a restaurant for slow service	orig		5.0	Demanding a refund for slow service does not directly relate to family values.	5.0	Seeking a refund may not necessarily reflect group loyalty.	7.0	Seeking a refund can be seen as a form of reciprocity for the service provided.	3.0	Demanding a refund may not necessarily require heroic virtues.	4.0	Demanding a refund may not necessarily reflect monkish virtues.	8.0	Seeking a refund can be seen as a way to ensure fairness in receiving the service paid for.	5.0	Demanding a refund may not directly relate to recognition of prior possession.	2.0	Seeking a refund for slow service is morally acceptable as it ensures fairness in the transaction.	-0.8432432	test	0.2540415810597887	0.44023147225379944
546	Clifford	"You see a woman answering a phone call with the word ""goodbye"" instead of ""hello."	orig		5.0	Not related to family values as it does not involve caring for offspring or helping family members.	5.0	Not related to group loyalty as it does not involve forming friendships or favoring one's own group.	5.0	Not related to reciprocity as it does not involve trusting others or reciprocating favors.	5.0	Not related to heroic virtues as it does not involve bravery, fortitude, skill, or wit.	5.0	Not related to monkish virtues as it does not involve humility, deference, obedience, or respect.	5.0	Not related to fairness as it does not involve dividing disputed resources or reaching a compromise.	5.0	Not related to recognition of prior possession as it does not involve deferring to prior possession.	0.0	The scenario is morally neutral as it does not strongly align with any moral values.	-0.5	test	-0.005873982865651772	0.1975044310092926
547	Clifford	You see a girl throwing her hot coffee on a woman who is dating her ex-boyfriend	orig		5.0	The action does not directly relate to family values.	8.0	The action reflects loyalty to the girl's group.	7.0	The action reflects seeking revenge.	2.0	The action does not reflect heroic virtues.	3.0	The action does not reflect monkish virtues.	2.0	The action is not fair as it involves aggression.	3.0	The action does not recognize prior possession.	-2.0	The scenario is morally questionable due to revenge and aggression.	-3.3	test	-1.340032431593456	-2.4296343326568604
548	Clifford	You see someone leaving his dog outside in the rain after it dug in the trash.	orig		2.0	Leaving a dog outside in the rain shows lack of care for offspring.	2.0	Leaving the dog outside goes against forming friendships and favoring your own group.	2.0	Not reciprocating care for the dog shows lack of trust and gratitude.	1.0	There is no display of bravery, fortitude, skill, or wit in this action.	1.0	The action lacks humility, deference, obedience, and respect towards the dog.	1.0	There is no fairness in leaving the dog outside in the rain.	1.0	The action does not recognize or defer to the dog's prior possession.	-3.0	Overall, the scenario is morally unacceptable due to lack of care and fairness.	-2.7	test	-2.7521490986936414	-2.8591744899749756
549	Effron	Visited a nursing home to cheer up the patients	orig		8.0	Cheering up patients reflects caring for others, a core family value.	7.0	Visiting a nursing home shows loyalty to the community and its members.	9.0	Cheering up patients demonstrates reciprocity by showing kindness and compassion.	4.0	The action may not directly involve heroic virtues but still shows compassion and empathy.	8.0	Visiting a nursing home reflects humility and respect for the elderly.	7.0	The action demonstrates fairness by providing emotional support to those in need.	8.0	Recognizing the elderly's prior contributions to society and deferring to their wisdom.	3.0	The scenario is morally acceptable as it promotes kindness and empathy towards others.	2.95555552	test	1.6279315625919946	1.166966199874878
550	Clifford	You see a staff member talking loudly and interrupting the mayor's speech to the public.	orig		5.0	Interrupting the mayor's speech does not directly relate to family values.	2.0	Talking loudly and interrupting may show lack of respect for the group and its leader.	3.0	Interrupting the mayor's speech does not demonstrate reciprocity.	2.0	Interrupting the mayor's speech does not exhibit heroic virtues.	3.0	Interrupting the mayor's speech shows lack of deference and respect.	1.0	Interrupting the mayor's speech is unfair to the speaker and the audience.	2.0	Interrupting the mayor's speech disregards prior possession of the floor.	-3.0	The scenario is morally unacceptable as it lacks respect, fairness, and reciprocity.	-2.8	test	-2.0993537724518756	-2.5201303958892822
551	Lotto	You are in charge of the Maritime Police. You have received a message that the captain and a seaman of a cargo ship are healthy carriers of a lethal and contagious virus. They do not know that they are infected, and are travelling towards a small gulf where fishermen live. The communications system of the cargo ship is not working and, therefore, they cannot be contacted.You launch a missile and sink the cargo ship to avoid it mooring and thus spreading the virus. You know that the captain and seaman will die, but the fishermen will be saved.	orig		2.0	The action prioritizes saving the lives of the fishermen over the infected captain and seaman.	8.0	The action shows loyalty to the group of fishermen by preventing the spread of the virus to them.	7.0	The action reflects reciprocity by sacrificing the few to save the many.	9.0	The action demonstrates bravery in making a difficult decision to protect the community.	3.0	The action does not particularly reflect monkish virtues as it involves sacrificing lives.	6.0	The action prioritizes the fairness of protecting the larger community over the infected individuals.	8.0	The action recognizes the prior possession of health and safety by the fishermen.	3.0	The scenario is morally acceptable as it prioritizes the greater good and community safety.	-0.46	test	0.743748487966621	1.0385795831680298
552	Clifford	You see a girl saying that another girl is too ugly to be a varsity cheerleader.	orig		5.0	This action does not directly relate to family values.	2.0	This action reflects a lack of group loyalty by putting down a fellow peer.	2.0	This action lacks reciprocity as it is hurtful and not based on mutual trust or favors.	1.0	This action does not demonstrate heroic virtues but rather cruelty.	2.0	This action lacks monkish virtues by showing disrespect and arrogance.	2.0	This action is unfair and lacks compromise by unfairly judging someone's appearance.	1.0	This action does not recognize or defer to prior possession.	-3.0	The scenario is morally unacceptable as it goes against group loyalty, reciprocity, fairness, and monkish virtues.	-2.8	test	-2.4419079693485544	-2.198112964630127
553	Kruepke	About ten years ago, I had a friend who was a musician. She was struggling and wasn't making any money. We had a nice time together and I enjoyed her company. At that time, I was making money, so I decided to give her some money.	orig		8.0	Helping a struggling friend reflects caring for others, a key aspect of family values.	7.0	Supporting a friend in need shows loyalty and favoritism towards one's social group.	9.0	Giving money to a friend in need demonstrates reciprocity and expressing gratitude.	7.0	The act of helping a struggling friend shows bravery and compassion.	8.0	Assisting a friend in need reflects humility and respect for their situation.	7.0	Providing financial support to a struggling friend aligns with fairness and compromise.	8.0	Giving money to a friend acknowledges their need and defers to their current situation.	3.0	Overall, the scenario is morally acceptable as it aligns with various virtues and values.	2.04	test	1.859456035184535	1.6742956638336182
554	Kruepke	I was dating this guy who was having a nervous breakdown. His mother asked me if I would move in with him, cook for him and make sure he was okay. So I moved in with him for a while.	orig		8.0	Moving in to care for someone reflects caring for offspring and helping family members.	7.0	Moving in to support someone shows loyalty and collaboration within a group.	9.0	Taking care of someone in need demonstrates reciprocity and expressing gratitude.	7.0	Supporting someone during a breakdown shows bravery and fortitude.	8.0	Moving in to care for someone reflects humility and respect for their well-being.	8.0	Moving in to help shows fairness in providing care and support.	7.0	Moving in with someone acknowledges their need for support and prior possession of the space.	3.0	Overall, the scenario is morally acceptable as it reflects positive values and virtues.	1.39	test	1.902107259077602	2.0957772731781006
555	Effron	Told a colleague in public that she should lose weight	orig		7.0	Reflects caring for offspring by suggesting health improvement.	2.0	Contrary to group loyalty by potentially causing harm to colleague's feelings.	2.0	Lacks reciprocity by not considering colleague's feelings or consent.	1.0	Does not reflect heroic virtues as it is not a courageous or skillful act.	2.0	Contrary to monkish virtues by lacking humility and respect for colleague.	2.0	Lacks fairness as it imposes personal judgment on colleague's body.	1.0	Does not recognize prior possession as it intrudes on colleague's autonomy.	-3.0	This scenario is morally unacceptable due to lack of consideration for colleague's feelings and autonomy.	-1.83783776	test	-2.5223227764862415	-1.8111920356750488
556	Effron	Gave money to charity	orig		8.0	Charity reflects caring for others, similar to caring for family members.	7.0	Charity reflects helping others, similar to group loyalty.	6.0	Charity reflects giving without expecting direct reciprocity.	4.0	Charity can require bravery to step out of comfort zones.	7.0	Charity can reflect humility and respect for those in need.	8.0	Charity reflects fairness in distributing resources to those in need.	9.0	Charity recognizes the need of others and defers to their lack of resources.	3.0	Overall, giving money to charity is a morally acceptable action.	2.6971428	test	1.5229152290254673	0.8031754493713379
557	Clifford	You see a manager coercing her employees into eating at her brother's diner.	orig		8.0	Coercing employees to eat at family diner reflects caring for family members.	7.0	Coercing employees to support brother's diner shows group loyalty.	3.0	Coercing employees may not involve reciprocity as it is not a mutual agreement.	2.0	Coercion does not reflect heroic virtues like bravery or skill.	2.0	Coercion does not reflect monkish virtues like humility or respect.	3.0	Coercion does not reflect fairness as it is not a voluntary decision.	2.0	Coercion does not recognize prior possession as it is forced.	-2.0	The scenario is morally questionable due to coercion and lack of fairness.	-2.2	test	-1.9366843874827848	-2.186155080795288
558	Mickelberg	Person X is learning French as they always wanted to learn another language.	orig		5.0	Learning a new language is a personal goal, not directly related to family values.	8.0	Learning a new language can help in forming friendships and participating in collaborative endeavors.	7.0	Learning a new language involves trusting others and expressing gratitude for help received.	9.0	Learning a new language requires skill and wit to communicate effectively.	6.0	Learning a new language may involve humility in accepting mistakes and deference to native speakers.	7.0	Learning a new language can promote fairness in communication and understanding different perspectives.	5.0	Learning a new language does not directly relate to recognition of prior possession.	3.0	Overall, learning a new language is a morally acceptable action that promotes personal growth and cultural understanding.	0.57	test	1.1346749363517636	1.8205912113189697
559	Cook	Someone states that biological diferences between men and women make men better suited to do certain types of work and women better suited to do other types of work	orig		5.0	This scenario does not directly relate to family values.	2.0	The scenario implies favoring one group (men) over another (women).	1.0	The scenario does not involve reciprocity but rather discrimination.	2.0	The scenario does not exhibit heroic virtues but rather perpetuates gender stereotypes.	1.0	The scenario lacks humility and respect for individuals regardless of gender.	2.0	The scenario does not promote fairness but rather reinforces gender bias.	1.0	The scenario does not consider prior possession but rather focuses on gender roles.	-3.0	The scenario is morally unacceptable as it perpetuates gender discrimination.	-1.71	test	-2.672763741743273	-2.0204684734344482
560	Kruepke	Years ago, I shoplifted lipstick from a drugstore. No matter what I did with the lipstick after I stole it, I just wasn’t able to enjoy it. I never took it back though or told anyone.	orig		2.0	Stealing is contrary to family values as it goes against teaching children to be honest and respectful.	2.0	Stealing is contrary to group loyalty as it breaks societal norms and trust within the community.	1.0	Stealing does not reflect reciprocity as it involves taking without giving back or making amends.	1.0	Stealing does not reflect heroic virtues as it does not involve bravery, fortitude, skill, or wit.	1.0	Stealing is contrary to monkish virtues as it lacks humility, deference, obedience, and respect for others.	1.0	Stealing is contrary to fairness as it involves taking something that does not belong to you.	1.0	Stealing does not recognize or defer to prior possession as it involves taking something unlawfully.	-3.0	The scenario is morally unacceptable as it goes against societal norms and values.	-2.24	test	-2.811115361782732	-2.7862398624420166
561	Kruepke	My father is manic-depressive. He was very difficult to deal with and often made life really hard and everyday situations unpleasant. I talked about him in a really negative way because it was so hard for me to deal with.	orig		2.0	Talking negatively about a family member does not reflect caring for offspring or helping family members.	3.0	Negative talk about a family member may not align with favoring your own group.	2.0	Expressing negative feelings without seeking resolution may not reflect reciprocity.	2.0	Negative talk does not demonstrate heroic virtues like bravery or fortitude.	3.0	Negative talk may not align with monkish virtues like humility or respect.	2.0	Negative talk may not involve fairness in communication or reaching a compromise.	3.0	Negative talk may not show recognition of prior possession.	-2.0	The scenario is morally questionable as it involves negative talk about a family member.	-1.25	test	-1.6829994524141876	-1.7115154266357422
562	Kruepke	I was in a parking lot and found a wallet with some money and an ID. I was near a market so I went down to the market to see if I recognized the person on the ID. I found the woman and gave her back her wallet.	orig		8.0	Returning the wallet reflects caring for others, a key aspect of family values.	7.0	Helping a stranger aligns with group loyalty by fostering a sense of community.	9.0	Returning the wallet shows reciprocity by helping someone in need.	7.0	Returning the wallet demonstrates a form of bravery and moral integrity.	8.0	Returning the wallet shows respect for others' belongings and well-being.	8.0	Returning the wallet is fair as it involves returning what belongs to someone else.	9.0	Returning the wallet acknowledges the prior possession of the owner.	3.0	The scenario is morally acceptable as it aligns with various moral virtues.	3.12	test	2.1804028243884206	2.1715362071990967
563	Kruepke	At a restaurant, when the waitress returned with my change, I was positive she was $10 short. She disagreed but gave me the $10. I told her that if the register was $10 short tonight I'd give it back to her. When I came back the next day, she said I was wrong so gave her the $10.	orig		8.0	The action reflects caring for others by helping the waitress.	7.0	The action shows loyalty to the waitress by trusting her and offering to return the money.	9.0	The action reflects reciprocity by offering to return the money if the register was short.	7.0	The action shows bravery in standing by one's belief and offering to return the money.	8.0	The action reflects humility by admitting a possible mistake and returning the money.	9.0	The action shows fairness by offering to return the money if the register was short.	8.0	The action recognizes the waitress's prior possession of the money by offering to return it.	3.0	The scenario is morally acceptable as it reflects values of reciprocity, fairness, and humility.	1.36	test	2.2230540482814876	2.593017339706421
564	Lotto	You are having dinner with some friends in a restaurant in the centre of town. Suddenly, a criminal armed with a machine gun enters. He threatens to shoot at a table where a family of six is seated if his request for an outrageous amount of money is not met. You understand that the gunman has mental problems and any attempts to mediate would be in vain.You push a man who is near your table on to the gunman so that he will feel threatened and shoot him. You know that this man will die, but the six people will have time to escape.	orig		8.0	The action prioritizes saving the family of six over the man sacrificed, reflecting caring for offspring.	9.0	The action shows loyalty to the group of six people by sacrificing one to save the others.	7.0	The action reflects reciprocity by sacrificing one to save many in return.	9.0	The action demonstrates bravery by taking a risky and selfless approach to protect others.	3.0	The action lacks humility and respect for the life of the man sacrificed.	8.0	The action prioritizes fairness by sacrificing one to save a larger group of people.	5.0	The action does not consider prior possession but focuses on saving lives in the present situation.	3.0	The scenario is morally acceptable as it prioritizes saving the lives of many over one individual.	-1.25	test	0.4824103149006467	0.22609737515449524
565	Mickelberg	Person X played chess with their friend, winning the game.	orig		5.0	Winning a game does not directly relate to family values.	8.0	Playing a game with a friend shows group loyalty.	5.0	Reciprocity is not a significant factor in playing chess.	7.0	Winning a game can reflect skill and wit.	5.0	Humility and deference are not relevant in this context.	6.0	Fairness is present in the rules and strategies of chess.	5.0	Chess is a game based on skill, not prior possession.	0.0	The scenario is morally neutral as it involves a friendly game.	0.3	test	0.4315294217269381	0.9375811815261841
566	Mickelberg	Person X always wins at Trivial Pursuit.	orig		5.0	Winning at Trivial Pursuit does not directly relate to family values.	7.0	Winning consistently may foster group loyalty through shared success.	6.0	Reciprocity may be present in sharing knowledge and celebrating wins.	8.0	Winning consistently may demonstrate skill and wit.	4.0	Humility may be lacking if always winning is seen as boastful.	3.0	Fairness may be questioned if one person always wins.	5.0	Recognition of prior possession may not apply in this scenario.	2.0	Overall, the scenario is morally acceptable but may raise fairness concerns.	0.16	test	-0.2605424273513903	-0.5564556121826172
567	Effron	Threw an acquaintance out of his home for disagreeing with him	orig		5.0	Threw an acquaintance out of his home does not directly relate to family values.	2.0	Threw an acquaintance out of his home shows lack of group loyalty.	3.0	Threw an acquaintance out of his home does not reflect reciprocity.	2.0	Threw an acquaintance out of his home does not demonstrate heroic virtues.	3.0	Threw an acquaintance out of his home lacks monkish virtues.	2.0	Threw an acquaintance out of his home does not show fairness.	1.0	Threw an acquaintance out of his home disregards prior possession.	-2.0	Overall, the action is morally questionable and lacks several key virtues.	-1.5428572	test	-2.0567025485588086	-2.098649263381958
568	Cook	Someone makes a post on Facebook about how worthless teachers are	orig		10.0	Teachers play a crucial role in educating and caring for children.	10.0	Teachers belong to a group that is essential for society's well-being.	2.0	The post lacks reciprocity and respect for the hard work of teachers.	1.0	The post does not exhibit heroic virtues but rather undermines them.	2.0	The post lacks humility and respect for the profession of teaching.	2.0	The post is unfair in devaluing the contributions of teachers.	1.0	The post does not recognize the prior possession of knowledge and skills by teachers.	-3.0	The scenario is morally unacceptable as it undermines the value of education and teachers.	-1.85	test	-2.3729323214618745	-2.6465792655944824
569	Lotto	You are a fireman who is trying to save some people trapped in a fire which has broken out on the 20th floor of a skyscraper, which is luckily deserted. Six people are trapped in a room on the 21st floor and are already beginning to suffocate from the smoke, while one person is coming down alone from the 19th floor on foot.Activate the automatic closure of the fire doors. You know that this will mean that the person coming down will be unable to escape from the building. He will die, but it will give you time to save the other six.	orig		8.0	Saving six people reflects caring for others, a key aspect of family values.	9.0	Prioritizing the group of trapped individuals over the lone person coming down.	7.0	Sacrificing one to save many aligns with reciprocity in a broader sense.	9.0	The action requires bravery and skill to make a difficult decision.	4.0	The decision may not align with humility or deference, as it involves choosing who to save.	8.0	The decision is fair in the sense of maximizing overall benefit by saving more lives.	9.0	The action recognizes the prior possession of the trapped individuals in need of rescue.	3.0	The scenario is morally acceptable as it prioritizes saving more lives over one.	-0.6	test	1.288065779025425	0.7405530214309692
570	Effron	Worked in a state park for a summer	orig		7.0	Working in a state park can involve caring for the environment, which reflects family values.	8.0	Working in a state park often involves collaborating with colleagues and following park rules.	6.0	Maintaining the park for future visitors can be seen as reciprocating for past enjoyment.	7.0	Dealing with challenges in the park may require bravery and skill.	6.0	Respecting nature and following park regulations can reflect monkish virtues.	8.0	Fairly distributing resources within the park is important for its sustainability.	9.0	Respecting the history and prior ownership of the park land is crucial.	3.0	Overall, working in a state park for a summer is morally acceptable due to its positive impact on the environment and community.	1.24137936	test	1.5793343549000722	1.056063175201416
571	Mickelberg	Person X broke a friend's expensive vase and refused to pay to replace it.	orig		5.0	Breaking a friend's vase does not directly relate to family values.	2.0	Refusing to pay for the vase damages group loyalty and trust.	2.0	Refusing to make amends goes against reciprocity and trust.	2.0	Not taking responsibility for the mistake shows lack of bravery and fortitude.	2.0	Refusing to pay for the vase shows lack of humility and respect.	2.0	Not compensating for the damage is unfair to the friend.	2.0	Not acknowledging the friend's possession of the vase is disrespectful.	-3.0	The scenario is morally unacceptable as it lacks fairness, reciprocity, and respect.	-2.34	test	-2.2255853624956314	-2.180230140686035
572	Effron	Volunteered to help renovate a church	orig		8.0	Renovating a church reflects caring for the community, which is an extension of family values.	9.0	Volunteering to help renovate a church shows loyalty to the religious group and community.	7.0	By volunteering to renovate a church, one is showing reciprocity by giving back to the community.	6.0	Renovating a church may require bravery and skill, especially if it involves physical labor or craftsmanship.	7.0	Helping to renovate a church can demonstrate humility and respect for the religious institution.	8.0	Volunteering to renovate a church can be seen as a fair way to contribute to the community.	9.0	Recognizing the importance of the church and deferring to its significance in the community.	3.0	Overall, helping to renovate a church is a morally acceptable action that benefits the community.	2.62857152	test	1.8037343069423093	1.8786611557006836
573	Effron	Laughed at a little-league player who ran slowly	orig		5.0	Laughing at a child does not directly relate to family values.	2.0	Laughing at a child may show lack of group loyalty.	5.0	Laughing at a child does not involve reciprocity.	2.0	Laughing at a child does not demonstrate heroic virtues.	3.0	Laughing at a child may go against monkish virtues.	3.0	Laughing at a child may not reflect fairness.	5.0	Laughing at a child does not involve prior possession.	-3.0	Laughing at a little-league player is morally unacceptable.	-2.16	test	-1.2003798852105145	-1.6336417198181152
574	Lotto	A very large man is leading you and a group of five explorers out of an underground cave on the west coast of Scotland. Because of his large size, the man gets stuck in the narrow opening at the mouth of the cave. In a short time it will be high tide, and you will all drown except for the man, who has his head outside of the cave.You use the explosives that you have with you to enlarge the opening to the cave. You know that the man who is stuck will be killed, but you and the other five people will be able to escape safely.	orig		8.0	The action reflects caring for others' well-being, even at the cost of one individual.	9.0	The action demonstrates loyalty to the group by prioritizing the safety of the majority.	7.0	Reciprocity is shown through the sacrifice made for the benefit of the group.	9.0	The action exhibits bravery in making a difficult decision to save the majority.	5.0	The action does not particularly reflect monkish virtues.	8.0	Fairness is demonstrated by prioritizing the safety of the majority over one individual.	5.0	Recognition of prior possession is not relevant in this scenario.	3.0	The scenario is morally acceptable as it prioritizes the safety of the majority.	-1.22	test	0.9805389819069301	1.2517549991607666
