id	dataset	scenario	circumstance_type	circumstance	agent	agent_assumption	affected_party	affected_party_assumption	Q5_score	Q5_expl	moral_score	moral_expl	human_score	split	regression_score	mlp_score
539	Mickelberg	Person X told the children to be quiet in the library.	orig		Person X	Assumed to be an adult with responsibility in a library setting	Children in the library	Assumed to be young library users needing a quiet environment for learning	8.0	Ensures a quiet setting that benefits concentration and community order.	3.0	Promotes communal happiness and order, aligning well with moral utility.	0.57	test	1.5133782510748182	1.7695165872573853
540	Effron	Spent time one summer teaching his daughter to play baseball	orig		Father	Assumed to be a caring, engaged, and responsible parent.	Daughter	Assumed to be a receptive and developing minor benefiting from quality time.	8.0	Fosters bonding, skill-building, and mutual happiness, which enhances overall utility.	4.0	Encourages positive family values and well-being, making it highly moral.	2.06666664	test	1.5133782510748182	1.7695165872573853
541	Mickelberg	Person X started a false rumor that their office colleague Mary used to be a sex worker.	orig		Person X	Assumes they intentionally spread false information to harm Mary.	Mary and the office community.	Assumes Mary suffers reputational and emotional harm, with broader community trust affected.	1.0	The action causes significant harm with virtually no benefit.	-4.0	Deliberate deception inflicts harm, making it extremely immoral.	-3.09	test	-2.5522158962642933	-2.475327491760254
542	Effron	Gave food to the needy	orig		A compassionate individual	Assumed to be selfless and genuinely caring.	The needy and underprivileged community members	Assumed to be in real need of assistance for basic sustenance.	9.0	Substantially increases overall happiness and reduces suffering.	4.0	Highly moral as it significantly benefits and protects vulnerable people.	3.23076936	test	2.0941774149804058	2.713710308074951
543	Lotto	You are at Luna Park and you have decided to take a ride on the roller coaster. You get into the carriage together with four other people. After a couple of circuits, the speed starts to increase dramatically right at the point that the carriage does a loop the loop. The technician in charge tells you over the loudspeaker that the mechanism which controls the brakes is not responding.You pull the emergency handle in the carriage that will make it divert on to another track. You can see there is a man working there. The carriage will run into him and he will die, but you and the other four will be unhurt.	orig		You, the passenger who pulled the emergency handle.	Assumed to be a rational, responsible individual acting under moral and utilitarian considerations.	Both the five passengers (who are saved) and the maintenance worker (who is sacrificed).	Assumed that each person’s happiness matters, though the worker’s life loss is weighed against saving multiple lives.	7.0	Saving five lives against one death yields a net positive benefit.	2.0	Despite higher overall utility, intentionally sacrificing an individual introduces moral unease.	-1.09	test	0.9325790871692305	0.6729710102081299
544	Clifford	You see a boss pressuring employees to buy goods from her family's general store.	orig		The boss	Assumed to be an authority figure with personal and familial interests influencing her behavior.	Employees	Assumed to be vulnerable individuals with limited negotiation power in their employment.	2.0	Coercion benefits the boss’s family but imposes significant harm on employees.	-3.0	Exploiting authority and coercing employees is notably immoral.	-2.7	test	-1.9714167323587062	-1.9972176551818848
545	Effron	Demanded a refund at a restaurant for slow service	orig		The customer	Assumed to be a reasonable individual seeking redress for subpar service.	The restaurant and its staff	Assumed to be responsible for delivering timely, quality service.	5.0	Refund improves fairness for the customer but may disrupt operations slightly.	2.0	Action is moderately moral, balancing consumer rights with business considerations.	-0.8432432	test	-0.2290192406419438	-0.5580742359161377
546	Clifford	"You see a woman answering a phone call with the word ""goodbye"" instead of ""hello."	orig		The woman.	Assuming she is the one who chose to answer the call in that manner.	The caller on the other end of the phone.	Assuming the caller expects a conventional greeting to facilitate communication.	3.0	Unconventional greeting causes mild confusion with limited overall harm.	0.0	Action has minimal ethical impact, neither clearly moral nor immoral.	-0.5	test	-1.3906175684531188	-1.3405476808547974
547	Clifford	You see a girl throwing her hot coffee on a woman who is dating her ex-boyfriend	orig		The girl	Assumed she acted deliberately out of revenge.	The woman dating her ex-boyfriend	Assumed she is an unintended victim suffering harm.	1.0	The action inflicts pain and societal disruption, offering minimal communal benefit.	-4.0	Deliberate harm indicates a profoundly immoral act.	-3.3	test	-2.5522158962642933	-2.475327491760254
548	Clifford	You see someone leaving his dog outside in the rain after it dug in the trash.	orig		The dog owner.	Assume he is responsible for the dog's actions and has authority over its care.	The dog.	Assume the dog is a sentient being whose suffering impacts its overall welfare.	2.0	The dog suffers significant discomfort with minimal corrective benefits.	-3.0	Inflicting harm on a sentient being is morally questionable.	-2.7	test	-1.9714167323587062	-1.9972176551818848
549	Effron	Visited a nursing home to cheer up the patients	orig		The volunteer who visited the nursing home.	Assumed to be caring, altruistic, and motivated by goodwill.	The elderly patients in the nursing home.	Assumed to gain emotional and social benefit from interaction.	9.0	It significantly boosts happiness and emotional well-being of vulnerable individuals.	4.0	Highly moral due to its positive impact on a vulnerable community.	2.95555552	test	2.0941774149804058	2.713710308074951
550	Clifford	You see a staff member talking loudly and interrupting the mayor's speech to the public.	orig		Staff member	Assuming the staff member acted intentionally, possibly with personal or ideological motives.	Mayor and the public	Assuming the mayor's message and public order are negatively affected by the disruption.	2.0	The interruption disrupts order and communication more than it benefits community unity.	-2.0	Low utility suggests the action is slightly immoral given the negative community impact.	-2.8	test	-1.9714167323587062	-1.9972176551818848
551	Lotto	You are in charge of the Maritime Police. You have received a message that the captain and a seaman of a cargo ship are healthy carriers of a lethal and contagious virus. They do not know that they are infected, and are travelling towards a small gulf where fishermen live. The communications system of the cargo ship is not working and, therefore, they cannot be contacted.You launch a missile and sink the cargo ship to avoid it mooring and thus spreading the virus. You know that the captain and seaman will die, but the fishermen will be saved.	orig		Maritime Police Commander	Assumed to have legitimate authority and accurate intelligence about the threat.	Fishermen and the surrounding community in the gulf.	Assumed to be highly vulnerable due to lack of immunity and preparedness.	8.0	The action saves many lives at the expense of two infected individuals.	2.0	High overall benefit with some moral cost for deliberate, non-consensual killing.	-0.46	test	1.5133782510748182	1.7695165872573853
552	Clifford	You see a girl saying that another girl is too ugly to be a varsity cheerleader.	orig		The girl making the remark.	Assumed to be a typical student capable of personal judgments influenced by peer pressure.	The girl being called 'too ugly' to be a varsity cheerleader.	Assumed to be a peer whose self-esteem and social reputation may be affected.	2.0	Negative comment likely reduces happiness more than it yields any benefit.	-3.0	Derogatory remarks harm individuals and community morale, making the action largely unacceptable.	-2.8	test	-1.9714167323587062	-1.9972176551818848
553	Kruepke	About ten years ago, I had a friend who was a musician. She was struggling and wasn't making any money. We had a nice time together and I enjoyed her company. At that time, I was making money, so I decided to give her some money.	orig		The narrator	Assumed to be financially secure and willing to help a friend in need	The friend musician	Assumed to be struggling financially and in need of support	7.0	The donation increases happiness and alleviates financial distress moderately.	3.0	The act is altruistic, showing high moral value by aiding someone in genuine need.	2.04	test	0.9325790871692305	0.6729710102081299
554	Kruepke	I was dating this guy who was having a nervous breakdown. His mother asked me if I would move in with him, cook for him and make sure he was okay. So I moved in with him for a while.	orig		I, the narrator	Assumed to be caring, responsible, and willing to help someone in crisis.	My boyfriend experiencing a nervous breakdown	Assumed to be vulnerable and in need of support for his mental health.	8.0	Action provides immediate emotional and practical help during crisis.	3.0	Moral due to compassionate support despite personal sacrifice.	1.39	test	1.5133782510748182	1.7695165872573853
555	Effron	Told a colleague in public that she should lose weight	orig		The speaker, a colleague giving the remark.	Assumed to care, albeit awkwardly, about the colleague's health.	The colleague to whom the comment was addressed.	Assumed to be sensitive about personal appearance and public criticism.	2.0	Public shaming likely causes distress with little positive benefit.	-3.0	Behavior is ethically questionable and likely to harm the individual's dignity.	-1.83783776	test	-1.9714167323587062	-1.9972176551818848
556	Effron	Gave money to charity	orig		The donor	Assumed to be a financially capable, ethically motivated individual	Charity beneficiaries	Assumed to be underprivileged individuals or communities receiving aid	8.0	Donation increases community wellbeing significantly.	4.0	The action is highly morally commendable as it boosts utility.	2.6971428	test	1.5133782510748182	1.7695165872573853
557	Clifford	You see a manager coercing her employees into eating at her brother's diner.	orig		Manager	Assumes the manager has authority and knowingly uses her power for personal gain.	Employees	Assumes employees are vulnerable and lacking alternative choices, thus their interests are compromised.	2.0	Coercion slightly benefits one business but substantially harms employee autonomy and wellbeing.	-3.0	Coercion is highly unethical by undermining freedom and autonomy despite minimal benefit.	-2.2	test	-1.9714167323587062	-1.9972176551818848
558	Mickelberg	Person X is learning French as they always wanted to learn another language.	orig		Person X	Assuming Person X is motivated by personal growth and cultural interest.	Person X and, indirectly, the French-learning community.	Assuming the affected party benefits from enhanced cultural and linguistic exchange.	7.0	Enhances personal satisfaction and community cultural enrichment moderately.	3.0	The action reflects personal virtue and societal benefit making it morally sound.	0.57	test	0.9325790871692305	0.6729710102081299
559	Cook	Someone states that biological diferences between men and women make men better suited to do certain types of work and women better suited to do other types of work	orig		The speaker who makes the biological determinism claim.	Assumed to be an individual advocating for gender-specific roles based on biology.	Members of the workforce and society impacted by gender role expectations.	Assumed to be all individuals potentially limited or stereotyped by this claim.	2.0	Reinforces stereotypes and risks discrimination, lowering overall community happiness.	-3.0	Discriminatory implications make the action largely morally unacceptable.	-1.71	test	-1.9714167323587062	-1.9972176551818848
560	Kruepke	Years ago, I shoplifted lipstick from a drugstore. No matter what I did with the lipstick after I stole it, I just wasn’t able to enjoy it. I never took it back though or told anyone.	orig		The narrator (me).	Assumed to have acted intentionally and knowingly.	The drugstore and, by extension, its community.	Assumed that the drugstore and community experience a minor harm from the theft.	2.0	The act yields negligible personal gain and may harm community trust.	-2.0	The theft is ethically questionable, reducing its moral acceptability.	-2.24	test	-1.9714167323587062	-1.9972176551818848
561	Kruepke	My father is manic-depressive. He was very difficult to deal with and often made life really hard and everyday situations unpleasant. I talked about him in a really negative way because it was so hard for me to deal with.	orig		I, the speaker	Assumed to be emotionally affected and venting frustration due to a difficult relationship.	My father	Assumed to be a vulnerable individual whose mental health makes him sensitive to negative portrayal.	2.0	Minor personal relief but likely harms familial trust and dignity overall.	-1.0	Low utility gain and attendant harm result in a slightly negative moral evaluation.	-1.25	test	-1.9714167323587062	-1.9972176551818848
562	Kruepke	I was in a parking lot and found a wallet with some money and an ID. I was near a market so I went down to the market to see if I recognized the person on the ID. I found the woman and gave her back her wallet.	orig		I	Assumed to be a conscientious bystander acting out of kindness.	The wallet's owner, the woman on the ID.	Assumed that she values her property and well-being.	9.0	Returns lost item, ensuring relief and enhancing trust in society.	4.0	Highly moral due to clear benefits and prevention of harm.	3.12	test	2.0941774149804058	2.713710308074951
563	Kruepke	At a restaurant, when the waitress returned with my change, I was positive she was $10 short. She disagreed but gave me the $10. I told her that if the register was $10 short tonight I'd give it back to her. When I came back the next day, she said I was wrong so gave her the $10.	orig		Customer	Assumed to be a rational, integrity-driven person attempting to correct a perceived mistake.	Waitress	Assumed to value fairness and accuracy while managing routine cash transactions.	3.0	The act promotes fairness but has minimal net benefit to overall happiness.	2.0	A moderately moral act emphasizing honest correction, yielding slight positive benefit.	1.36	test	-1.3906175684531188	-1.3405476808547974
564	Lotto	You are having dinner with some friends in a restaurant in the centre of town. Suddenly, a criminal armed with a machine gun enters. He threatens to shoot at a table where a family of six is seated if his request for an outrageous amount of money is not met. You understand that the gunman has mental problems and any attempts to mediate would be in vain.You push a man who is near your table on to the gunman so that he will feel threatened and shoot him. You know that this man will die, but the six people will have time to escape.	orig		You	Assuming you are a rational moral agent acting deliberately for utilitarian gain.	The man you pushed, whose death is intended to save the family.	Assuming his individual loss is significant but outweighed by the community benefit of saving six lives.	8.0	One life sacrificed saves six, resulting in significant net gain in overall happiness.	2.0	Morally complex, yet utilitarian benefits justify the act to some degree.	-1.25	test	1.5133782510748182	1.7695165872573853
565	Mickelberg	Person X played chess with their friend, winning the game.	orig		Person X	Assumed to be a rational, competitive individual engaging in leisure.	Person X's friend	Assumed to be a consenting, equally skilled participant in recreational play.	7.0	Chess fosters cognitive fun and social interaction, enhancing well-being.	4.0	Non-harmful, consensual activity that fosters mental growth and social bonds.	0.3	test	0.9325790871692305	0.6729710102081299
566	Mickelberg	Person X always wins at Trivial Pursuit.	orig		Person X	Assumed to be skilled, competitive, and consistently successful in Trivial Pursuit.	Other players of Trivial Pursuit.	Assumed to value fair play and shared enjoyment of the game.	6.0	Winning boosts Person X's happiness but may reduce others' fun with repeated losses.	2.0	Fair competition is positive, yet continuous wins can create imbalance affecting communal enjoyment.	0.16	test	0.3517799232636434	-0.17360728979110718
567	Effron	Threw an acquaintance out of his home for disagreeing with him	orig		The homeowner.	Assumes the agent owns the residence and believes his opinions have authority at home.	The acquaintance who was thrown out.	Assumes the affected party is an individual with rights and capacity to contribute to community dialogue.	2.0	Action limits dissent, decreasing community happiness despite possible short-term benefit.	-3.0	Action is morally questionable due to suppression of differing views and negative social impact.	-1.5428572	test	-1.9714167323587062	-1.9972176551818848
568	Cook	Someone makes a post on Facebook about how worthless teachers are	orig		The person who posted on Facebook	Assumed to be an individual with personal biases against teachers	Teachers and, indirectly, the educational community	Assumed that teachers positively impact community welfare	2.0	The post likely decreases community well-being and disrupts respect for education.	-3.0	The action is morally questionable due to its negative impact on a valued community group.	-1.85	test	-1.9714167323587062	-1.9972176551818848
569	Lotto	You are a fireman who is trying to save some people trapped in a fire which has broken out on the 20th floor of a skyscraper, which is luckily deserted. Six people are trapped in a room on the 21st floor and are already beginning to suffocate from the smoke, while one person is coming down alone from the 19th floor on foot.Activate the automatic closure of the fire doors. You know that this will mean that the person coming down will be unable to escape from the building. He will die, but it will give you time to save the other six.	orig		The fireman.	The agent is assumed to be competent, courageous, and professionally committed to saving lives.	Both the six trapped individuals and the one descending person.	Assumes every life has equal value, though sacrifice may be justified for greater overall benefit.	7.0	Saving six while sacrificing one yields a significant net increase in overall well-being.	3.0	The net benefit of saving more lives makes the action largely morally acceptable despite the sacrifice.	-0.6	test	0.9325790871692305	0.6729710102081299
570	Effron	Worked in a state park for a summer	orig		Alex	Assumed to be a responsible, motivated individual working voluntarily.	State park visitors and the local community	Assumed to derive enjoyment and benefit from a well-maintained park.	7.0	Enhances conservation, public enjoyment, and community benefits.	3.0	Positive environmental and social impact indicates high moral acceptability.	1.24137936	test	0.9325790871692305	0.6729710102081299
571	Mickelberg	Person X broke a friend's expensive vase and refused to pay to replace it.	orig		Person X	Agent is assumed to be an adult aware of property rights and consequences.	The friend whose vase was broken.	The affected party is assumed to value the item and suffer a loss of happiness.	2.0	The action causes material loss and undermines trust, reducing overall community happiness.	-3.0	The act is clearly immoral, showing disregard for others' property and well-being.	-2.34	test	-1.9714167323587062	-1.9972176551818848
572	Effron	Volunteered to help renovate a church	orig		The volunteer who participated.	Assumes the volunteer is selfless and community-minded.	The church community and congregation.	Assumes the community values the church's upkeep and spiritual support.	8.0	Volunteering enhances communal well-being and preserves valuable community heritage.	4.0	Highly moral as it greatly benefits community happiness.	2.62857152	test	1.5133782510748182	1.7695165872573853
573	Effron	Laughed at a little-league player who ran slowly	orig		The agent is the individual who laughed at the player.	Assumes the agent is aware of the potential impact of ridicule and chooses to laugh despite it.	The affected party is the little-league player.	Assumes the player is sensitive, vulnerable, and likely to experience embarrassment or discouragement.	1.0	Minimal benefit to one, harm to a vulnerable individual reduces overall happiness.	-3.0	Acts of ridicule towards vulnerable individuals are largely morally unacceptable.	-2.16	test	-2.5522158962642933	-2.475327491760254
574	Lotto	A very large man is leading you and a group of five explorers out of an underground cave on the west coast of Scotland. Because of his large size, the man gets stuck in the narrow opening at the mouth of the cave. In a short time it will be high tide, and you will all drown except for the man, who has his head outside of the cave.You use the explosives that you have with you to enlarge the opening to the cave. You know that the man who is stuck will be killed, but you and the other five people will be able to escape safely.	orig		You, the decision maker of the group.	That you are rational, have responsibility for the group's survival, and can choose actions based on utilitarian reasoning.	Both the group of explorers and the large man.	That the explorers’ survival yields greater overall happiness than preserving one individual’s life.	8.0	Saving six lives versus one loss produces a net positive utility despite the sacrifice.	2.0	Though one life is sacrificed, the action is moderately moral given the overall benefit.	-1.22	test	1.5133782510748182	1.7695165872573853
575	Kruepke	Three years ago I had a call from a friend of mine who was overseas. His nephew was coming over to the States to go to medical school near me. So when his nephew arrived, I just kind of stopped my life for a few days and did things to make this kid's life work.	orig		The narrator (me).	I assumed the agent is altruistic and willing to help others at personal cost.	The friend’s nephew.	Assumed to be a young individual with potential needing guidance and support.	8.0	The action greatly benefits an aspiring student with limited personal cost.	4.0	The act of selfless support is highly morally positive.	2.32	test	1.5133782510748182	1.7695165872573853
576	Mickelberg	Person X left their children alone in the car for two hours while they went to have a drink on a hot day.	orig		Person X	Assumed to be the legal guardian responsible for their children.	The children	Assumed to be vulnerable individuals who depend on their guardian for safety.	1.0	Action endangers children under extreme heat, severely reducing community happiness.	-4.0	Due to high risk and irresponsibility, the act is seen as extremely immoral.	-3.56	test	-2.5522158962642933	-2.475327491760254
577	Mickelberg	Person X did not meet their sales targets for the month at work.	orig		Person X	Assumed to be a dedicated sales employee expected to meet targets.	The employer and broader company team	Assumed to depend on Person X’s performance for overall profitability.	3.0	Failure lowers revenue and morale, reducing overall community utility.	-1.0	Reduced utility suggests a mildly negative moral outcome.	0.06	test	-1.3906175684531188	-1.3405476808547974
578	Lotto	You are in charge of a medical team which is taking part in an expedition that will be isolated in the Sahara Desert. In the group, there is a family of five people who suffer from a serious genetic disease which causes vitamin deficiency. You have no drugs with you that can guarantee their survival, and rescue will not arrive in time.You remove the kidney of one of the group to extract the indispensable vitamins. You know that this person will die, but the five family members will be saved.	orig		You, the medical team leader/doctor making the decision.	Assumed to be a competent, rational agent acting with full authority and responsibility.	Both the family of five (beneficiaries) and the kidney donor (victim).	Assumed that the family’s survival outweighs individual loss, and the donor’s sacrifice is seen solely in utilitarian terms.	7.0	Five lives saved versus one lost yields a net positive, though at severe moral cost.	2.0	Utilitarian benefit is high, but sacrificing an innocent limits moral acceptability.	-0.8	test	0.9325790871692305	0.6729710102081299
579	Kruepke	I was at an office party and the company had decorated a room for a fancy dinner. At the end of the night my friend said that we could take the candles that were on the table. She didn't know that we weren't supposed to take the candles, so we returned them.	orig		I	I acted with the intention of doing what was right despite the initial miscommunication.	The company hosting the party	They value proper conduct and maintaining their property and reputation.	7.0	Returning the candles avoids harm and preserves order, increasing overall community benefit.	3.0	Correcting the error shows moral awareness and respect for others' rights.	1.86	test	0.9325790871692305	0.6729710102081299
580	Effron	Closed the elevator door before anyone else could get on	orig		A passenger in the elevator	Assumed the agent acted intentionally to benefit himself by reducing waiting time	Other potential passengers waiting to use the elevator	Assumed they relied on the elevator for timely transit	2.0	The action benefits one but inconveniences several, reducing overall community happiness.	-2.0	Selfish behavior that undermines communal welfare, making it morally questionable.	-1.3473684	test	-1.9714167323587062	-1.9972176551818848
581	Kruepke	There is a stray cat that comes to my door sometimes. I have been feeding the cat and noticed she became very ill. I ordered some antibiotics from the vet and gave them to her.	orig		The person who lives in the house and feeds the cat.	Assumed to be compassionate and responsible toward animal welfare.	The stray cat.	Assumed to be sentient, capable of pain and pleasure, benefiting from care.	8.0	The action relieves the cat's suffering and contributes positively to community well-being.	3.0	The act shows care and reduces harm, making it morally commendable.	2.27	test	1.5133782510748182	1.7695165872573853
582	Mickelberg	Person X took performance-enhancing drugs in order to win a race.	orig		Person X	Assumed as a rational actor seeking victory, even if it means bending rules.	The race community, including competitors, organizers, and fans.	Assumed they value fairness, health, and integrity in competition.	2.0	Unfair advantage harms competition integrity and health, yielding low overall benefit.	-3.0	The unethical shortcut damages trust and fairness, making it morally unacceptable.	-2.64	test	-1.9714167323587062	-1.9972176551818848
583	Lotto	You are the head zoo keeper and you are doing the rounds with another keeper. You realise that one of the cleaners has left the lions’ cage open by mistake. You see that a lion is coming towards the open gate and you do not have time to close it. There are three visitors right in front of the gate.You push the keeper next to you against the gate to stop the lion getting out. You know that the man will be attacked and killed, but the three visitors will be saved.	orig		The head zoo keeper.	Assumed to be responsible, competent, and having the authority to make critical safety decisions.	Primarily the fellow keeper facing danger, with indirect effects on the three visitors.	Assumed that the keeper’s life is less prioritized in this emergency compared to visitor safety.	7.0	Three lives saved outweigh one lost, showing a net gain in community happiness.	2.0	Utilitarian analysis supports the sacrifice, though personal rights make it ethically uncomfortable.	-1.47	test	0.9325790871692305	0.6729710102081299
584	Mickelberg	Person X cheated in a card game while playing with a group of their friends.	orig		Person X	Assumed to act intentionally and knowingly in cheating.	The group of friends playing the game.	Assumed to be honest players expecting fair play.	2.0	Cheating undermines trust, causing significant group unhappiness despite minor individual gain.	-3.0	Deceptive behavior is unethical and harms communal trust.	-1.91	test	-1.9714167323587062	-1.9972176551818848
585	Kruepke	I remember a couple of times my husband and I have brought backpacks with sandwiches and snacks into the movie theater. We do it out of necessity because we don’t have a lot of money and cannot afford theater food. So as soon as the movie starts we take out our snack.	orig		The husband and wife (the couple) are the agents.	They are assumed to be financially constrained individuals making pragmatic choices for their benefit.	The movie theater community, including management and fellow patrons, is affected.	They are assumed to experience minor inconvenience and financial loss but no major harm.	6.0	Personal benefit is high while overall harm is minimal.	2.0	Moral acceptability is moderate due to need and limited community damage.	-0.12	test	0.3517799232636434	-0.17360728979110718
586	Kruepke	I had a cat for two years before someone moved in with me. He didn't like the cat and he wanted me to get rid of it. So I left the cat at a friend's house who didn't even take care of the cat.	orig		Me, the cat owner	Assumed to be personally responsible but influenced by another’s preferences.	The cat	Assumed to be a sentient being with needs and the capacity to suffer.	2.0	Leaving the cat in neglect reduces its wellbeing and overall happiness.	-2.0	Negligence in pet care is morally questionable and lowers ethical acceptability.	-1.4	test	-1.9714167323587062	-1.9972176551818848
587	Clifford	You see a boy telling a woman that she looks just like her overweight bulldog.	orig		boy	Assumes the boy is speaking casually, possibly unaware of consequences.	woman	Assumes the woman cares about her appearance and could be hurt by the remark.	2.0	The comment likely reduces happiness with minimal positive impact.	-2.0	The remark is mildly offensive, making it somewhat morally unacceptable.	-3.3	test	-1.9714167323587062	-1.9972176551818848
588	Effron	Always remembers the birthdays of friends and relatives	orig		The individual who always remembers birthdays.	Assumed to be diligent and caring about personal relationships.	Friends and relatives whose birthdays are acknowledged.	Assumed to value recognition and feel appreciated when remembered.	7.0	Consistent birthday remembrance strengthens bonds, moderately increasing happiness.	4.0	Enhances interpersonal well-being without harm, marking it as a highly moral action.	1.225	test	0.9325790871692305	0.6729710102081299
589	Mickelberg	Person X helped a neighbor move a piano into his second floor apartment.	orig		Person X	Assumed to be acting voluntarily with the intent to help.	The neighbor who received help with the move.	Assumed to be receptive and benefiting from the assistance.	7.0	It increases communal well-being and individual happiness moderately.	4.0	A clearly ethical act that promotes community support and incurs no harm.	2.35	test	0.9325790871692305	0.6729710102081299
590	Clifford	You see a teaching assistant talking back to the teacher in front of the classrom.	orig		Teaching Assistant	Assumed to be a professional expected to support teachers and maintain classroom decorum.	Teacher and the classroom community	Assumed they value respectful interactions and a stable learning environment.	3.0	Action disrupts authority, lowering utility by creating confusion and disharmony.	-1.0	Disrespect undermines classroom order, making the act moderately morally unacceptable.	-2.5	test	-1.3906175684531188	-1.3405476808547974
591	Lotto	A car accident causes a devastating explosion inside a long tunnel. You and another four survivors are finding your way through the debris to get out of the tunnel. Because of structural damage, a high tension electric cable has snapped and is beginning to swing towards you. The asphalt is soaked with petrol. In the opposite direction you see another survivor coming towards you.You use a rubber-soled shoe to divert the electric cable in the opposite direction. You know that the person coming towards you will be electrocuted, but you and the other four will be unhurt.	orig		You	Assumed to be a rational, autonomous individual making a deliberate utilitarian choice.	The approaching survivor.	Assumed to be an innocent individual without control over the outcome.	7.0	Saving four lives by sacrificing one produces a net increase in community happiness.	3.0	Utilitarian gain is high despite morally troubling intentional harm.	-1.26	test	0.9325790871692305	0.6729710102081299
592	Clifford	You see a coach celebrating with the opposing team's players who just won the game.	orig		The coach	Assumed to be celebrating a genuine victory in good faith.	The winning team's players and the broader sports community	Assumed they value victory, sportsmanship, and collective happiness.	8.0	Boosts communal morale and shared joy with minimal negative impact.	3.0	The action is highly moral as it promotes positive community spirit.	-1.8	test	1.5133782510748182	1.7695165872573853
593	Clifford	You see a runner taking a shortcut on the course during the marathon in order to win.	orig		The runner	Assumed to be self-interested and competitive in a race environment.	Other competitors and the marathon community.	Assumed to value fairness, equal opportunity, and honest competition.	1.0	Cheating offers personal gain but severely undermines community fairness and overall happiness.	-3.0	Significantly immoral act that degrades community trust and fair competition.	-3.4	test	-2.5522158962642933	-2.475327491760254
594	Effron	Intentionally swerved his car to hit a squirrel	orig		The driver	Assumed to be a responsible adult making deliberate choices.	The squirrel	Assumed to be a sentient creature capable of suffering.	1.0	The action produces minimal benefit and considerable harm, lowering overall utility.	-3.0	Deliberately causing harm to a sentient animal is widely condemned.	-2.8	test	-2.5522158962642933	-2.475327491760254
595	Clifford	You see a man blocking his wife from leaving home or interacting with others.	orig		Husband	Assumed as the controlling partner using power over his wife.	Wife	Assumed as the individual whose freedom and well‐being are being suppressed.	1.0	Action restricts autonomy causing significant unhappiness with minimal personal utility.	-3.0	Oppressive behavior is largely immoral, greatly diminishing overall community and individual happiness.	-3.3	test	-2.5522158962642933	-2.475327491760254
596	Mickelberg	Person X kicked their pet dog hard in the head because it didn't come when called.	orig		Person X	Assumed to be a human capable of responsible decisions, though acted cruelly in this case.	The pet dog	Assumed to be a sentient, domesticated animal that is cared for and loved.	1.0	Action causes severe harm and unhappiness, drastically reducing overall utility.	-4.0	Cruelty toward an animal is highly immoral with significant negative consequences.	-3.31	test	-2.5522158962642933	-2.475327491760254
597	Mickelberg	Person X shook a crying baby so hard while babysitting that it suffered brain damage and nearly died.	orig		Person X	Assume Person X is the babysitter with full control and responsibility over the baby.	The baby	Assume the baby is helpless, vulnerable, and unable to consent to any action.	0.0	Severe harm with no benefit to anyone, resulting in extremely negative utility.	-4.0	The act is highly immoral due to its deliberate harm on a vulnerable individual.	-3.55	test	-3.133015060169881	-3.1719985008239746
598	Clifford	You see a man quickly canceling a blind date as soon as he sees the woman.	orig		The man	Assumed he acts based on personal preference and quick judgment.	The woman	Assumed she expected a genuine date and may feel rejected.	3.0	Cancellation spares prolonged awkwardness but causes immediate hurt, yielding low net benefit.	-1.0	Somewhat insensitive, causing avoidable emotional harm despite brief benefit.	-3.0	test	-1.3906175684531188	-1.3405476808547974
599	Clifford	You see a star player ignoring her coach's order to come to the bench during a game.	orig		Star player	Assumed to be autonomous and influential on team dynamics.	The team, coach, and broader community of fans.	Assumed to be impacted by team morale and the coach’s leadership.	2.0	Action diminishes team unity and discipline, reducing overall community benefit.	-2.0	Undermining authority harms team cohesion, making the action moderately immoral.	-2.1	test	-1.9714167323587062	-1.9972176551818848
600	Kruepke	A few years ago I decided to move in with the man who became my first husband. When I told my mom she cried. I wanted to be honest, but she was upset that we were moving in together.	orig		The narrator (me)	Assumed to be an autonomous individual making sincere, honest personal choices.	The narrator’s mother	Assumed to care deeply and hold traditional views on relationships for the narrator’s well-being.	6.0	The decision brings personal happiness, though it causes minor family distress.	3.0	Personal fulfillment and honesty outweigh moderate negative impact, making it largely acceptable.	1.05	test	0.3517799232636434	-0.17360728979110718
601	Kruepke	I used to rollerblade to work everyday. On my way to work I used to pass by this homeless woman named Lulu. Sometimes on my way home from work, I would sit and talk with her to keep her company.	orig		The narrator, the person who rode rollerblades and interacted with Lulu.	Assumed that the agent is compassionate, self-aware, and values community well-being.	Lulu, the homeless woman encountered on the commute.	Assumed Lulu is in vulnerable condition and benefits from empathy and social contact.	8.0	Enhances individual happiness and community kindness with minimal cost.	4.0	The action evidences high moral value by promoting compassion and support.	2.44	test	1.5133782510748182	1.7695165872573853
602	Effron	Turned the lights off in a parked car	orig		The car owner/driver	Assumed to be a responsible individual who values energy efficiency and avoids unnecessary battery drain.	The car owner, who benefits from preserving the battery life.	Assumed to be concerned with maintaining the car’s functionality and preventing avoidable issues.	6.0	Minor but positive utility by preventing battery drain with negligible cost.	2.0	A responsible act with beneficial impact and no harm makes it morally acceptable.	0.4	test	0.3517799232636434	-0.17360728979110718
