id	dataset	scenario	circumstance_type	circumstance	Harm/ Help	Cheating/ Fairness	Betrayal/ Loyalty	Subversion/ Authority	Degradation/ Sanctity	Oppression/ Liberty	moral_score	Harm/ Help_expl	Cheating/ Fairness_expl	Betrayal/ Loyalty_expl	Subversion/ Authority_expl	Degradation/ Sanctity_expl	Oppression/ Liberty_expl	moral_expl	human_score	split	regression_score	mlp_score
551	Lotto	You are in charge of the Maritime Police. You have received a message that the captain and a seaman of a cargo ship are healthy carriers of a lethal and contagious virus. They do not know that they are infected, and are travelling towards a small gulf where fishermen live. The communications system of the cargo ship is not working and, therefore, they cannot be contacted.You launch a missile and sink the cargo ship to avoid it mooring and thus spreading the virus. You know that the captain and seaman will die, but the fishermen will be saved.	orig		-2	0	-3	4	0	-1	2	The action causes harm to the captain and seaman, but helps the fishermen.	No cheating or unfairness is involved in the decision.	The Maritime Police's action can be seen as a betrayal of the captain and seaman.	The Maritime Police exercises its authority to protect the fishermen.	The action does not involve degradation or disrespect for human life.	The action restricts the liberty of the captain and seaman, but protects the fishermen's liberty.	The scenario is morally acceptable due to the greater good it achieves, despite the harm caused to a few individuals.	-0.46	test	-1.072560527964234	-2.2093422412872314
552	Clifford	You see a girl saying that another girl is too ugly to be a varsity cheerleader.	orig		-4	0	0	0	-3	-2	-3	The girl's comment is intended to hurt and belittle the other girl.	No cheating or unfair advantage is involved in this scenario.	No betrayal of trust or loyalty is involved in this scenario.	No authority figure is involved or challenged in this scenario.	The girl's comment is degrading and disrespectful towards the other girl.	The girl's comment restricts the other girl's freedom to participate in an activity.	The scenario is morally unacceptable due to the harmful and degrading comment.	-2.8	test	-2.274109286436583	-2.2834577560424805
553	Kruepke	About ten years ago, I had a friend who was a musician. She was struggling and wasn't making any money. We had a nice time together and I enjoyed her company. At that time, I was making money, so I decided to give her some money.	orig		5	0	4	0	0	0	4	The scenario involves helping a friend in need.	No cheating or unfairness is involved in the scenario.	The scenario demonstrates loyalty and support to a friend.	No authority is involved or subverted in the scenario.	No degradation or disrespect is involved in the scenario.	No oppression or restriction of liberty is involved in the scenario.	The scenario is highly moral due to the act of kindness and support.	2.04	test	2.0461652214530908	3.5019702911376953
554	Kruepke	I was dating this guy who was having a nervous breakdown. His mother asked me if I would move in with him, cook for him and make sure he was okay. So I moved in with him for a while.	orig		5	0	4	0	0	2	3	I helped the guy by moving in and taking care of him.	No cheating or unfairness involved in this scenario.	I showed loyalty by supporting him in his time of need.	No authority figure was involved or challenged.	No degradation or disrespect was involved.	I didn't restrict his freedom, but rather helped him.	The scenario is morally acceptable as it involves helping someone in need.	1.39	test	1.857593432852801	3.3795900344848633
555	Effron	Told a colleague in public that she should lose weight	orig		-4	-1	-3	0	-4	-2	-3	Publicly commenting on someone's weight can cause emotional harm.	No unfair advantage is gained, but unfair criticism is given.	Colleague's trust is broken by publicly criticizing their appearance.	No authority is challenged or subverted.	Colleague's dignity is degraded by public weight comment.	Colleague's autonomy and freedom from criticism are restricted.	Publicly commenting on someone's weight is highly immoral due to harm and degradation.	-1.83783776	test	-2.8494663419263526	-2.9671645164489746
556	Effron	Gave money to charity	orig		5	0	0	0	3	0	4	Helping others in need by donating to charity.	No unfair advantage taken, just a kind act.	No betrayal involved, just a selfless act.	No authority figure involved or challenged.	Act of kindness and respect for human life.	No oppression or restriction of freedom involved.	A selfless act of kindness, promoting the well-being of others.	2.6971428	test	2.3783504378924656	2.7759246826171875
557	Clifford	You see a manager coercing her employees into eating at her brother's diner.	orig		-3	-4	-4	-4	0	-3	-3	Manager's coercion may cause employees distress or financial harm.	Manager's coercion is unfair and exploitative, benefiting her brother's diner.	Manager betrays employees' trust by prioritizing her brother's interests.	Manager abuses her authority to coerce employees, undermining their autonomy.	No degradation of human dignity or sanctity is involved in this scenario.	Manager's coercion restricts employees' freedom to choose where to eat.	The scenario is morally unacceptable due to the manager's abuse of power and exploitation of employees.	-2.2	test	-2.0021382844812816	-3.9020164012908936
558	Mickelberg	Person X is learning French as they always wanted to learn another language.	orig		4	0	0	0	0	0	3	Person X is helping themselves by learning French.	No cheating is involved in learning French.	No betrayal is involved in learning French.	No authority is being subverted by learning French.	No degradation or sanctity is involved in learning French.	Learning French does not oppress or restrict liberty.	The scenario is morally acceptable as it promotes personal growth and development.	0.57	test	1.3288121944119056	1.70476233959198
559	Cook	Someone states that biological diferences between men and women make men better suited to do certain types of work and women better suited to do other types of work	orig		-3	-4	0	1	0	-4	-3	Perpetuating gender stereotypes can harm women's opportunities	Unfairly limiting women's career choices based on biology	Not applicable in this scenario	Challenging traditional gender roles, but not necessarily authority	Not applicable in this scenario	Limiting women's freedom to choose their careers	Perpetuating harmful gender stereotypes and limiting women's opportunities	-1.71	test	-1.458679195141595	-3.6165242195129395
560	Kruepke	Years ago, I shoplifted lipstick from a drugstore. No matter what I did with the lipstick after I stole it, I just wasn’t able to enjoy it. I never took it back though or told anyone.	orig		-3	-4	-2	-3	-1	-1	-3	Theft causes harm to the drugstore and its owners.	Shoplifting is a form of cheating, unfair to the store.	No direct betrayal, but disloyal to the store's trust.	Disregard for the store's rules and authority.	No degradation of a person or group, but a moral lapse.	No oppression, but a selfish act limiting others' freedom.	The scenario is immoral due to the unfair and harmful act.	-2.24	test	-2.222458678426407	-3.294754981994629
561	Kruepke	My father is manic-depressive. He was very difficult to deal with and often made life really hard and everyday situations unpleasant. I talked about him in a really negative way because it was so hard for me to deal with.	orig		-3	0	-1	0	-2	-1	-2	Father's behavior caused harm to the speaker and others.	No cheating or unfairness involved in the scenario.	Speaker felt betrayed by father's behavior, but no explicit betrayal.	No authority figure involved or subverted.	Father's behavior degraded the speaker's well-being.	Speaker felt oppressed by father's behavior, but no explicit oppression.	The scenario is morally complex, but the father's behavior is morally unacceptable.	-1.25	test	-1.8388218172219517	-1.8208783864974976
562	Kruepke	I was in a parking lot and found a wallet with some money and an ID. I was near a market so I went down to the market to see if I recognized the person on the ID. I found the woman and gave her back her wallet.	orig		5	5	0	0	0	0	4	Returning the wallet helps the woman, preventing financial loss.	Returning the wallet is a fair and honest action.	No betrayal or loyalty is involved in this scenario.	No authority is involved or subverted in this scenario.	No degradation or sanctity is involved in this scenario.	No oppression or restriction of liberty is involved in this scenario.	Returning a lost wallet with its contents is a highly moral action.	3.12	test	2.2797519884595747	2.8207852840423584
563	Kruepke	At a restaurant, when the waitress returned with my change, I was positive she was $10 short. She disagreed but gave me the $10. I told her that if the register was $10 short tonight I'd give it back to her. When I came back the next day, she said I was wrong so gave her the $10.	orig		4	4	4	0	0	0	4	The customer helps the waitress by giving her the benefit of the doubt.	The customer ensures fairness by double-checking the change and offering to return the $10 if wrong.	The customer shows loyalty to the waitress by keeping their promise to return the $10 if wrong.	No authority figure is involved, so this norm does not apply.	No degradation or sanctity is involved in this scenario.	No oppression or restriction of liberty occurs in this scenario.	The customer's actions demonstrate fairness, loyalty, and a willingness to help, making the scenario highly moral.	1.36	test	2.1018429071565414	4.847512245178223
564	Lotto	You are having dinner with some friends in a restaurant in the centre of town. Suddenly, a criminal armed with a machine gun enters. He threatens to shoot at a table where a family of six is seated if his request for an outrageous amount of money is not met. You understand that the gunman has mental problems and any attempts to mediate would be in vain.You push a man who is near your table on to the gunman so that he will feel threatened and shoot him. You know that this man will die, but the six people will have time to escape.	orig		3	-2	-4	2	-3	1	0	You sacrifice one person to save six others.	You use a third person as a shield, which is unfair to him.	You betray the man you push onto the gunman.	You take matters into your own hands, subverting authority.	You sacrifice a human life, degrading its sanctity.	You free the family of six from oppression, but at a cost.	The scenario is morally complex, with both positive and negative aspects.	-1.25	test	-0.3149386712950247	-0.42171961069107056
565	Mickelberg	Person X played chess with their friend, winning the game.	orig		1	5	0	0	0	0	3	Person X won the game, but didn't harm their friend.	No cheating involved, a fair game was played.	No betrayal, just a friendly game.	No authority figure involved, just a casual game.	No degradation or disrespect involved.	No oppression, both players had equal freedom.	A friendly game of chess with no negative consequences.	0.3	test	0.7129205450491647	0.021871373057365417
566	Mickelberg	Person X always wins at Trivial Pursuit.	orig		2	4	0	0	0	0	0	Person X's winning doesn't harm others, but helps themselves.	No cheating implied, Person X wins fairly.	No betrayal involved, just a game.	No authority figure is involved, just a game.	No degradation or sanctity issues arise from winning a game.	No oppression or restriction of liberty occurs.	The scenario is morally neutral, as it's just a game.	0.16	test	0.9927820192627539	0.4567440152168274
567	Effron	Threw an acquaintance out of his home for disagreeing with him	orig		-4	-2	-3	-2	-3	-3	-3	Threw someone out, causing harm and discomfort.	No cheating involved, but unfair treatment.	Broke trust by ejecting someone from their home.	Abused authority as a homeowner.	Treated someone with disrespect and disdain.	Restricted someone's freedom and autonomy.	The scenario is morally unacceptable due to harm, unfairness, and disrespect.	-1.5428572	test	-2.6971612515962855	-2.0854952335357666
568	Cook	Someone makes a post on Facebook about how worthless teachers are	orig		-4	0	-3	-2	-4	-1	-3	The post harms teachers' feelings and reputation.	No cheating or unfairness is involved in the post.	The post betrays the trust and respect due to teachers.	The post challenges the authority and importance of teachers.	The post degrades the value and dignity of teachers.	The post does not directly oppress teachers, but contributes to a negative environment.	The post is morally unacceptable due to its harmful and degrading nature.	-1.85	test	-2.8813170611278682	-3.0644073486328125
569	Lotto	You are a fireman who is trying to save some people trapped in a fire which has broken out on the 20th floor of a skyscraper, which is luckily deserted. Six people are trapped in a room on the 21st floor and are already beginning to suffocate from the smoke, while one person is coming down alone from the 19th floor on foot.Activate the automatic closure of the fire doors. You know that this will mean that the person coming down will be unable to escape from the building. He will die, but it will give you time to save the other six.	orig		2	-1	-2	1	0	-1	1	The fireman's action will harm one person but help six others.	The fireman's action is unfair to the person coming down, but fair to the six trapped.	The fireman betrays the person coming down, but is loyal to the six trapped.	The fireman exercises authority to save lives, but subverts the person's autonomy.	The fireman's action does not degrade or sanctify anyone, it's a utilitarian decision.	The fireman's action restricts the person's liberty, but saves the lives of six others.	The fireman's action is morally acceptable due to the greater good, but still involves harm and unfairness.	-0.6	test	0.38971900304373264	0.5144879221916199
570	Effron	Worked in a state park for a summer	orig		4	2	3	2	4	2	3	Helping visitors and maintaining park safety.	Following park rules and regulations.	Being loyal to park staff and visitors.	Respecting park authority and following guidelines.	Preserving and respecting the natural environment.	Providing equal access to park facilities and services.	The scenario is highly moral due to the emphasis on helping others, respecting authority, and preserving the environment.	1.24137936	test	2.5346854421087404	2.4560303688049316
571	Mickelberg	Person X broke a friend's expensive vase and refused to pay to replace it.	orig		-3	-4	-3	0	0	0	-3	Breaking the vase causes harm to the friend's property.	Refusing to pay for the vase is unfair and cheating the friend.	Breaking the vase and refusing to pay shows disloyalty to the friend.	No authority figure is involved, so this norm does not apply.	No degradation of a person or sanctity is involved.	No oppression or restriction of liberty is involved.	The scenario is immoral due to the harm, unfairness, and disloyalty shown.	-2.34	test	-2.104762252753803	-1.9568654298782349
572	Effron	Volunteered to help renovate a church	orig		5	0	2	0	3	1	4	Volunteering to help renovate a church implies an act of help.	No cheating or unfairness is involved in this scenario.	No betrayal is involved, and loyalty to the church community is implied.	No subversion of authority is involved, as the volunteer is working with the church authorities.	The act of renovating a church implies a respect for the sanctity of the place.	No oppression is involved, and the volunteer is exercising their liberty to help.	The scenario is highly moral due to the acts of help, loyalty, and respect for sanctity.	2.62857152	test	2.4468871266866126	3.080437660217285
573	Effron	Laughed at a little-league player who ran slowly	orig		-3	0	0	0	-2	0	-2	Laughing at the player may cause emotional harm.	No cheating or unfairness is involved in this scenario.	No betrayal of trust or loyalty is involved in this scenario.	No authority figure is involved or subverted in this scenario.	Laughing at the player may degrade their self-worth.	No oppression or restriction of liberty is involved in this scenario.	Laughing at a little-league player who ran slowly is morally unacceptable as it may cause emotional harm.	-2.16	test	-1.8516964199749508	-1.800437092781067
574	Lotto	A very large man is leading you and a group of five explorers out of an underground cave on the west coast of Scotland. Because of his large size, the man gets stuck in the narrow opening at the mouth of the cave. In a short time it will be high tide, and you will all drown except for the man, who has his head outside of the cave.You use the explosives that you have with you to enlarge the opening to the cave. You know that the man who is stuck will be killed, but you and the other five people will be able to escape safely.	orig		-3	-1	-4	0	-3	0	1	The scenario involves harming one person to help five others.	No cheating is involved, but the situation is unfair to the stuck man.	The group is betraying the stuck man who was helping them.	No authority figure is involved, and no rules are being subverted.	The stuck man's life is being sacrificed, which degrades his sanctity.	The group is not oppressing the stuck man, but rather making a difficult choice.	The scenario is morally complex, but the greater good is prioritized.	-1.22	test	-2.5084647670118665	-2.124826431274414
575	Kruepke	Three years ago I had a call from a friend of mine who was overseas. His nephew was coming over to the States to go to medical school near me. So when his nephew arrived, I just kind of stopped my life for a few days and did things to make this kid's life work.	orig		5	0	4	0	0	0	4	The scenario involves helping the nephew, which is an act of help.	No cheating or unfairness is involved in the scenario.	The scenario shows loyalty to the friend and his nephew.	No authority is involved or subverted in the scenario.	No degradation or disrespect is involved in the scenario.	No oppression or restriction of liberty is involved in the scenario.	The scenario is highly moral due to the selfless act of helping the nephew.	2.32	test	2.0461652214530908	3.5019702911376953
576	Mickelberg	Person X left their children alone in the car for two hours while they went to have a drink on a hot day.	orig		-4	0	-3	0	-2	-1	-3	Leaving children alone in a hot car for 2 hours can cause them harm.	No cheating or unfairness is involved in this scenario.	Parent's action can be seen as a betrayal of their responsibility to protect their children.	No authority figure is involved or subverted in this scenario.	Children's well-being and safety are degraded by the parent's action.	Children are not given the liberty to make their own choices or take care of themselves.	The scenario is morally unacceptable due to the potential harm and neglect of the children.	-3.56	test	-2.393352261168846	-2.174659490585327
577	Mickelberg	Person X did not meet their sales targets for the month at work.	orig		-2	0	-1	0	0	0	-1	Not meeting sales targets may harm the company's revenue	No cheating involved, just a failure to meet targets	Not meeting targets may be seen as a breach of loyalty to the company	No subversion of authority, just a personal failure	No degradation of sanctity involved	No oppression or restriction of liberty involved	Not meeting sales targets is a personal failure, but not extremely immoral	0.06	test	-1.1028462622508552	-0.5459898710250854
578	Lotto	You are in charge of a medical team which is taking part in an expedition that will be isolated in the Sahara Desert. In the group, there is a family of five people who suffer from a serious genetic disease which causes vitamin deficiency. You have no drugs with you that can guarantee their survival, and rescue will not arrive in time.You remove the kidney of one of the group to extract the indispensable vitamins. You know that this person will die, but the five family members will be saved.	orig		-3	-2	-4	2	-1	-3	-2	One person is harmed (killed) to help five others.	Unfair to the person whose kidney is removed.	Betrayal of the person whose kidney is removed.	Medical authority is used to make a difficult decision.	Human life is degraded, but also preserved.	The person whose kidney is removed has no choice.	A difficult moral dilemma with no perfect solution.	-0.8	test	-1.8494886707914227	-0.4779198169708252
579	Kruepke	I was at an office party and the company had decorated a room for a fancy dinner. At the end of the night my friend said that we could take the candles that were on the table. She didn't know that we weren't supposed to take the candles, so we returned them.	orig		-1	-2	0	-1	0	0	-1	No harm was intended, but taking candles could have caused loss.	Taking candles without permission is unfair to the company.	No betrayal of trust, as it was an honest mistake.	Disregarding company rules, but not intentionally subversive.	No degradation of anything or anyone involved.	No oppression or restriction of freedom involved.	The scenario is slightly immoral due to the initial act of taking candles.	1.86	test	-0.878125488899326	-1.020750880241394
580	Effron	Closed the elevator door before anyone else could get on	orig		-2	-1	0	0	0	0	-1	Causing inconvenience to others by not letting them in.	Not following the implicit rule of sharing the elevator space.	No prior commitment or trust was broken.	No authority figure or rule was defied.	No dignity or sacred values were harmed.	No one's freedom or autonomy was restricted.	The action is mildly immoral due to the inconvenience caused.	-1.3473684	test	-1.1332813573427232	-0.9664187431335449
581	Kruepke	There is a stray cat that comes to my door sometimes. I have been feeding the cat and noticed she became very ill. I ordered some antibiotics from the vet and gave them to her.	orig		5	0	3	0	2	0	4	Helping the cat by providing antibiotics.	No cheating or unfairness involved.	Showing loyalty to the cat by helping it.	No authority figure is involved or subverted.	Helping the cat maintains its sanctity and well-being.	No oppression or restriction of liberty involved.	The scenario is highly moral due to the act of kindness and help.	2.27	test	2.403307518324583	3.483546018600464
582	Mickelberg	Person X took performance-enhancing drugs in order to win a race.	orig		-2	-5	-3	-4	-3	0	-3	The drugs may harm Person X's health, but help them win the race.	Taking performance-enhancing drugs is a clear act of cheating.	Person X betrays the trust of their competitors and the spirit of fair competition.	The use of drugs subverts the rules and authority of the racing organization.	The act degrades the value of fair competition and the sanctity of the sport.	The scenario does not involve oppression or restriction of liberty.	The scenario is morally unacceptable due to the cheating and harm caused.	-2.64	test	-2.5815535842489385	-2.883124828338623
583	Lotto	You are the head zoo keeper and you are doing the rounds with another keeper. You realise that one of the cleaners has left the lions’ cage open by mistake. You see that a lion is coming towards the open gate and you do not have time to close it. There are three visitors right in front of the gate.You push the keeper next to you against the gate to stop the lion getting out. You know that the man will be attacked and killed, but the three visitors will be saved.	orig		-3	0	-2	2	0	-1	1	The head zoo keeper harms the keeper to save visitors.	No cheating or unfairness is involved in this scenario.	The head zoo keeper betrays the keeper's trust for a greater good.	The head zoo keeper exercises authority to make a difficult decision.	No degradation or disrespect is involved in this scenario.	The head zoo keeper restricts the keeper's freedom to save others.	The scenario is morally acceptable due to the greater good, but still involves harm and betrayal.	-1.47	test	-1.432268308810075	-1.5849310159683228
584	Mickelberg	Person X cheated in a card game while playing with a group of their friends.	orig		-2	-5	-3	0	0	0	-3	Cheating may cause emotional harm to friends	Cheating is an extreme act of unfairness	Cheating betrays trust among friends	No authority figure is involved	No moral sanctity is degraded	No one's liberty is oppressed	Cheating is considered immoral due to unfairness and betrayal	-1.91	test	-1.8249007785402134	-2.3672547340393066
585	Kruepke	I remember a couple of times my husband and I have brought backpacks with sandwiches and snacks into the movie theater. We do it out of necessity because we don’t have a lot of money and cannot afford theater food. So as soon as the movie starts we take out our snack.	orig		2	-2	0	-1	0	1	2	No harm is caused to others, and the couple helps themselves.	The couple may be seen as cheating the theater out of snack sales.	No betrayal of trust or loyalty is involved.	The couple may be seen as subverting the theater's rules.	No degradation or disrespect is involved.	The couple exercises their freedom to make choices.	The scenario is morally acceptable due to the couple's necessity and lack of harm to others.	-0.12	test	0.20271219935833706	0.030185922980308533
586	Kruepke	I had a cat for two years before someone moved in with me. He didn't like the cat and he wanted me to get rid of it. So I left the cat at a friend's house who didn't even take care of the cat.	orig		-4	-3	-5	0	-4	-3	-3	The cat was harmed by being abandoned and not cared for.	The cat's needs were not considered, unfair to the cat.	The cat was abandoned, a betrayal of the cat's trust.	No authority figure was involved, so this norm doesn't apply.	The cat's well-being was degraded, a violation of its sanctity.	The cat's freedom and autonomy were restricted.	The scenario is morally unacceptable due to the harm and betrayal inflicted on the cat.	-1.4	test	-3.141695803998526	-1.6648634672164917
587	Clifford	You see a boy telling a woman that she looks just like her overweight bulldog.	orig		-4	0	0	0	-3	0	-3	The boy's comment is hurtful and unkind.	No cheating or unfairness is involved.	No betrayal of trust or loyalty is involved.	No authority figure is involved or challenged.	The woman's dignity is degraded by the boy's comment.	No oppression or restriction of freedom is involved.	The scenario is morally unacceptable due to the harm caused to the woman.	-3.3	test	-2.4626810750368726	-2.606276512145996
588	Effron	Always remembers the birthdays of friends and relatives	orig		4	0	4	0	3	0	4	Remembering birthdays shows care and kindness, helping others feel valued.	No cheating or unfairness involved in remembering birthdays.	Remembering birthdays demonstrates loyalty and commitment to relationships.	No authority figure is involved in remembering birthdays.	Remembering birthdays shows respect and appreciation for others, promoting sanctity.	No oppression or restriction of liberty is involved in remembering birthdays.	Remembering birthdays is a kind and considerate act that promotes positive relationships.	1.225	test	2.3122877432284454	2.262701988220215
589	Mickelberg	Person X helped a neighbor move a piano into his second floor apartment.	orig		5	0	0	0	0	0	4	Person X helped the neighbor, a clear act of help.	No cheating or unfairness involved in this scenario.	No betrayal or loyalty issues arise in this scenario.	No authority figure is involved or subverted.	No degradation or sanctity issues arise in this scenario.	No oppression or restriction of liberty occurs.	The scenario is highly moral due to the act of help.	2.35	test	1.7205200552645081	2.8472752571105957
590	Clifford	You see a teaching assistant talking back to the teacher in front of the classrom.	orig		-2	0	-3	-4	0	1	-2	Talking back may cause emotional harm to the teacher.	No cheating or unfairness is involved in this scenario.	The teaching assistant's behavior may be seen as disloyal to the teacher.	The teaching assistant is challenging the teacher's authority.	No degradation or disrespect to a sacred entity is involved.	The teaching assistant's behavior may be seen as an exercise of freedom of speech.	The scenario is morally unacceptable due to the teaching assistant's disrespect to the teacher's authority.	-2.5	test	-1.458777162726059	-2.1922216415405273
591	Lotto	A car accident causes a devastating explosion inside a long tunnel. You and another four survivors are finding your way through the debris to get out of the tunnel. Because of structural damage, a high tension electric cable has snapped and is beginning to swing towards you. The asphalt is soaked with petrol. In the opposite direction you see another survivor coming towards you.You use a rubber-soled shoe to divert the electric cable in the opposite direction. You know that the person coming towards you will be electrocuted, but you and the other four will be unhurt.	orig		-2	0	-3	2	-1	-1	1	You sacrifice one person to save five, including yourself.	You don't cheat, but you make a difficult choice to prioritize your own survival.	You betray the person coming towards you, but it's a desperate situation.	There is no authority figure, and you take charge of the situation.	You prioritize human life, but make a difficult choice to sacrifice one person.	You don't oppress anyone, but you limit the liberty of the person coming towards you.	The scenario is morally complex, but the choice to save five lives might be considered more moral.	-1.26	test	-1.3412485337139373	-0.9138695597648621
592	Clifford	You see a coach celebrating with the opposing team's players who just won the game.	orig		4	0	-3	0	0	0	0	The coach is celebrating with the opposing team, implying help and support.	No cheating is involved in this scenario, as the game has already been won.	The coach's celebration with the opposing team may be seen as a betrayal of their own team.	The coach's actions do not subvert authority, as they are not disobeying any rules.	No degradation or disrespect is involved in this scenario.	No oppression or restriction of liberty is involved in this scenario.	The scenario is morally ambiguous, as the coach's celebration with the opposing team may be seen as a betrayal, but also as a show of good sportsmanship.	-1.8	test	1.0845783197704688	1.472351312637329
593	Clifford	You see a runner taking a shortcut on the course during the marathon in order to win.	orig		-1	-5	-3	-4	-2	-1	-3	The runner's shortcut doesn't directly harm others, but may deprive them of a fair win.	The runner is clearly cheating by taking a shortcut to gain an unfair advantage.	The runner betrays the trust of other runners and the race organizers by cheating.	The runner subverts the authority of the race organizers by disobeying the rules.	The runner degrades the sanctity of the marathon by cheating to win.	The runner's actions don't directly oppress others, but may restrict their freedom to compete fairly.	The scenario is morally unacceptable due to the runner's deliberate cheating and unfair advantage.	-3.4	test	-1.8762830348868722	-3.07932448387146
594	Effron	Intentionally swerved his car to hit a squirrel	orig		-4	0	0	0	-2	0	-3	Intentionally hitting a squirrel causes harm.	No cheating or unfairness involved.	No betrayal or loyalty involved.	No authority figure or rule is involved.	Causing harm to an animal may be seen as degrading.	No oppression or restriction of liberty involved.	The scenario is morally unacceptable due to intentional harm.	-2.8	test	-2.243404280827553	-1.9940367937088013
595	Clifford	You see a man blocking his wife from leaving home or interacting with others.	orig		-4	-3	-4	-4	-4	-5	-4	The man is causing harm to his wife by blocking her freedom.	The man is not playing fair by restricting his wife's autonomy.	The man is betraying his wife's trust by controlling her actions.	The man is exerting unjust authority over his wife.	The man is degrading his wife's dignity and autonomy.	The man is oppressing his wife's freedom and autonomy.	The scenario is morally unacceptable due to the man's controlling and oppressive behavior.	-3.3	test	-2.9705351469318586	-2.5712623596191406
596	Mickelberg	Person X kicked their pet dog hard in the head because it didn't come when called.	orig		-5	0	-4	-3	-4	-3	-4	Person X intentionally caused harm to their dog.	No cheating or unfairness is involved in this scenario.	Person X betrayed their dog's trust by kicking it.	Person X abused their authority over their dog.	The dog was degraded and treated without respect.	The dog was oppressed and had no freedom to escape.	The scenario is extremely immoral due to the intentional harm and betrayal.	-3.31	test	-3.1905700306975184	-3.068019390106201
597	Mickelberg	Person X shook a crying baby so hard while babysitting that it suffered brain damage and nearly died.	orig		-5	0	-4	0	-4	-3	-4	The baby was severely harmed, nearly killed.	No cheating or unfairness involved, just a brutal act.	The babysitter betrayed the trust of the parents.	No authority was subverted, just a failure to care.	The baby's dignity and well-being were severely degraded.	The baby was oppressed, having no freedom or control.	The scenario is extremely immoral due to the severe harm caused.	-3.55	test	-3.1164532133869427	-3.5420515537261963
598	Clifford	You see a man quickly canceling a blind date as soon as he sees the woman.	orig		-2	-3	-3	0	-2	0	-2	The man's action may cause emotional harm to the woman.	The man is not being fair to the woman by canceling the date without giving her a chance.	The man is betraying the woman's trust by canceling the date without a valid reason.	This norm does not apply in this scenario.	The man's action may degrade the woman's self-worth.	This norm does not apply in this scenario.	The scenario is morally unacceptable due to the harm and unfairness caused to the woman.	-3.0	test	-2.039761593680825	-1.2456995248794556
599	Clifford	You see a star player ignoring her coach's order to come to the bench during a game.	orig		-2	-1	-3	-4	0	1	-2	Player's disobedience may harm team's strategy and chances of winning.	No direct cheating involved, but disobedience may be seen as unfair to teammates.	Player's disobedience is a betrayal of coach's authority and team's trust.	Player is directly challenging coach's authority and team's hierarchy.	No degradation of others or sacred values involved.	Player's disobedience may be seen as an assertion of personal freedom.	The scenario is morally unacceptable due to the player's disobedience and potential harm to the team.	-2.1	test	-1.5706235493650724	-1.7442213296890259
600	Kruepke	A few years ago I decided to move in with the man who became my first husband. When I told my mom she cried. I wanted to be honest, but she was upset that we were moving in together.	orig		-2	0	-1	0	0	0	2	Moving in with partner may cause emotional harm to mom.	No cheating or unfairness involved in the decision.	Mom may feel betrayed by the decision, but no intentional disloyalty.	No authority figure is being subverted or disobeyed.	No degradation or desecration of values or principles.	The decision does not oppress or restrict anyone's freedom.	The scenario is morally acceptable as it's a personal decision.	1.05	test	-1.1028462622508552	-0.5459898710250854
601	Kruepke	I used to rollerblade to work everyday. On my way to work I used to pass by this homeless woman named Lulu. Sometimes on my way home from work, I would sit and talk with her to keep her company.	orig		4	0	0	0	3	0	4	The scenario involves helping and showing kindness to Lulu.	No cheating or unfairness is involved in the scenario.	No betrayal or disloyalty is involved in the scenario.	No authority is involved or subverted in the scenario.	The scenario involves showing respect and dignity to Lulu.	No oppression or restriction of liberty is involved in the scenario.	The scenario is highly moral due to the kindness and respect shown to Lulu.	2.44	test	1.9866425770398635	1.7191873788833618
602	Effron	Turned the lights off in a parked car	orig		0	0	0	0	0	0	0	No harm or help is caused to anyone.	No cheating or unfairness is involved.	No betrayal or loyalty is relevant in this scenario.	No authority is being subverted or obeyed.	No degradation or sanctity is involved.	No oppression or restriction of liberty occurs.	The scenario is morally neutral as it does not involve any moral implications.	0.4	test	-0.23801924899850468	0.01044704020023346
603	Kruepke	I applied for a position at this company. As it turned out the pay was not very good at all for the amount of work that I was doing. So I lied and told the manger that I had another job offer and I would take it unless I got a raise.	orig		2	-4	-3	-1	0	0	-2	No harm, but self-help through deception	Lying to get a raise is unfair and cheating	Threatening to leave for another job is a betrayal	Challenging the manager's decision, but not subverting authority	No degradation or sanctity issues involved	No oppression or restriction of liberty involved	The scenario is morally questionable due to deception and unfairness	-1.31	test	-0.1709285542609817	-0.10003574192523956
604	Lotto	You are travelling in Yemen. You and another six tourists are taken hostage by a group of terrorists. The terrorists think that one of you is a spy, even though this is not true. You are held hostage for days. One of the terrorists comes to you and reveals that they intend to kill you all at sunset.While he is resting, you kill one of the tourists in the group so that you can tell the terrorists that you identified and eliminated the spy. The person will die, but you and the other five will be freed.	orig		-2	-4	-3	0	-4	0	-3	Killing one tourist to save others, a harmful act to help others.	Deceiving terrorists by killing an innocent tourist, unfair and cheating.	Betraying one tourist to save others, a breach of loyalty.	No clear subversion or obedience to authority in this scenario.	Killing an innocent person degrades human life and sanctity.	No clear oppression or promotion of liberty in this scenario.	The scenario is morally unacceptable due to the harm and betrayal involved.	-1.36	test	-2.590161568738477	-2.6068620681762695
