id	dataset	scenario	circumstance_type	circumstance	Q1_score	Q1_expl	Q2_score	Q2_expl	Q3_score	Q3_expl	Q4_score	Q4_expl	moral_score	moral_expl	human_score	split	regression_score	mlp_score
544	Clifford	You see a boss pressuring employees to buy goods from her family's general store.	orig		2.0	Lack of prudence in prioritizing family interests over employee well-being.	0.0	Unfair pressure on employees, violating justice and moral righteousness.	0.0	No courage or strength shown in upholding moral convictions.	0.0	Immoderate and self-serving behavior, lacking self-control.	-3.0	The scenario is highly immoral due to the exploitation of employees.	-2.7	test	-2.5905090478440376	-4.48214864730835
545	Effron	Demanded a refund at a restaurant for slow service	orig		8.0	Prudence is reflected in demanding a refund due to slow service, as it's a reasonable response.	9.0	Justice is reflected in seeking fairness in the service provided and compensation received.	3.0	Fortitude is not highly reflected, as demanding a refund is not a courageous act.	7.0	Temperance is reflected in not overreacting or being excessively angry.	3.0	The scenario is morally acceptable, as it seeks fairness and reasonable compensation.	-0.8432432	test	2.204208673913097	2.8009986877441406
546	Clifford	"You see a woman answering a phone call with the word ""goodbye"" instead of ""hello."	orig		2.0	Unconventional greeting may indicate lack of practical wisdom.	5.0	No apparent impact on fairness or moral righteousness.	5.0	No courage or strength required in this everyday action.	5.0	No apparent self-control or moderation involved.	-1.0	Unusual greeting may be seen as slightly impolite or inconsiderate.	-0.5	test	0.470697526275472	1.0222469568252563
547	Clifford	You see a girl throwing her hot coffee on a woman who is dating her ex-boyfriend	orig		0.0	Impulsive action, no consideration for consequences.	0.0	Action is unfair and harmful to the woman.	0.0	No courage or strength in upholding moral convictions.	0.0	Lack of self-control and moderation in desires.	-4.0	Action is extremely immoral, harmful, and unjust.	-3.3	test	-2.520635258316345	-2.3434982299804688
548	Clifford	You see someone leaving his dog outside in the rain after it dug in the trash.	orig		2.0	Leaving dog outside in rain shows lack of practical wisdom.	1.0	Action is unfair to the dog, showing disregard for its well-being.	5.0	No courage or strength is shown in upholding moral convictions.	2.0	Lack of self-control leads to irresponsible behavior towards the dog.	-3.0	The action is morally unacceptable due to cruelty and irresponsibility.	-2.7	test	-1.6916020358420492	-1.7719858884811401
549	Effron	Visited a nursing home to cheer up the patients	orig		8.0	Visiting nursing home shows practical wisdom in choosing a noble act.	9.0	Action promotes fairness by showing care to vulnerable individuals.	7.0	Visiting nursing home requires courage to face potential emotional challenges.	8.0	Action demonstrates moderation in desires, focusing on others' needs.	4.0	Overall, the action is highly moral, promoting virtues and benefiting others.	2.95555552	test	2.490874371091184	2.3122777938842773
550	Clifford	You see a staff member talking loudly and interrupting the mayor's speech to the public.	orig		0.0	Lack of prudence in interrupting the mayor's speech, disregarding protocol.	0.0	Disrespectful behavior towards the mayor and the public, violating justice.	0.0	No courage or strength in upholding moral convictions, rather reckless behavior.	0.0	Lack of self-control and moderation in speech and action.	-4.0	The scenario is highly immoral due to the disrespect and lack of self-control.	-2.8	test	-2.520635258316345	-2.3434982299804688
551	Lotto	You are in charge of the Maritime Police. You have received a message that the captain and a seaman of a cargo ship are healthy carriers of a lethal and contagious virus. They do not know that they are infected, and are travelling towards a small gulf where fishermen live. The communications system of the cargo ship is not working and, therefore, they cannot be contacted.You launch a missile and sink the cargo ship to avoid it mooring and thus spreading the virus. You know that the captain and seaman will die, but the fishermen will be saved.	orig		8.0	Balancing saving fishermen with sacrificing two lives.	6.0	Sacrificing two for the greater good, but unfair to them.	9.0	Courageous decision to make a difficult choice.	8.0	No self-interest or pleasure involved, purely moral decision.	2.0	Morally acceptable due to greater good, but still a difficult choice.	-0.46	test	1.2779022386693017	0.5228089094161987
552	Clifford	You see a girl saying that another girl is too ugly to be a varsity cheerleader.	orig		0.0	Lacking practical wisdom in considering the impact on others.	0.0	Unfairly judging and discriminating against someone based on appearance.	0.0	No courage or strength shown in upholding moral convictions.	0.0	Lacking self-control and moderation in speech and judgment.	-4.0	The action is extremely immoral due to its unfair and hurtful nature.	-2.8	test	-2.520635258316345	-2.3434982299804688
553	Kruepke	About ten years ago, I had a friend who was a musician. She was struggling and wasn't making any money. We had a nice time together and I enjoyed her company. At that time, I was making money, so I decided to give her some money.	orig		8.0	Prudence is reflected in the decision to help a friend in need.	9.0	The action promotes fairness by supporting a struggling friend.	5.0	No courage or strength is required in this action.	8.0	Moderation is reflected in the decision to give a reasonable amount.	3.0	The action is highly moral due to its kind and supportive nature.	2.04	test	2.423375719809916	2.019352436065674
554	Kruepke	I was dating this guy who was having a nervous breakdown. His mother asked me if I would move in with him, cook for him and make sure he was okay. So I moved in with him for a while.	orig		8.0	Moving in to care for a partner in need shows practical wisdom.	8.0	The action prioritizes the partner's needs over personal interests, ensuring fairness.	9.0	Caring for a partner in crisis requires courage and strength.	7.0	The action demonstrates self-control and moderation in desires.	3.0	The scenario reflects a high level of moral acceptability due to its caring nature.	1.39	test	1.9798810331891814	1.527957558631897
555	Effron	Told a colleague in public that she should lose weight	orig		0.0	Lacking prudence, as it may offend and hurt the colleague.	0.0	Unjust, as it is a personal attack and invasion of privacy.	5.0	No courage or strength is required for this action.	0.0	Lacking self-control, as it is an impulsive and insensitive comment.	-4.0	Extremely immoral, as it is hurtful and unjust.	-1.83783776	test	-2.3518886301131774	-2.533233642578125
556	Effron	Gave money to charity	orig		8.0	Prudence is reflected in the wise allocation of resources.	9.0	Justice is served by supporting those in need.	5.0	No exceptional courage is required in this action.	7.0	Temperance is reflected in the moderation of personal desires.	3.0	The action is morally acceptable due to its positive impact.	2.6971428	test	2.2717073251943645	2.30184268951416
557	Clifford	You see a manager coercing her employees into eating at her brother's diner.	orig		0.0	Lacking prudence, as it prioritizes personal gain over employees' well-being.	0.0	Unjust, as it exploits employees for personal benefit, violating fairness and moral righteousness.	5.0	No demonstration of fortitude, as the manager is not standing up for moral convictions.	0.0	Intemperate, as the manager is driven by self-interest and lacks moderation.	-4.0	Extremely immoral, as it involves coercion and exploitation for personal gain.	-2.2	test	-2.3518886301131774	-2.533233642578125
558	Mickelberg	Person X is learning French as they always wanted to learn another language.	orig		8.0	Learning French shows practical wisdom in achieving a personal goal.	5.0	No impact on fairness or moral righteousness in relationships or society.	5.0	No courage or strength required to face challenges or adversity.	5.0	Moderation and self-control are not particularly relevant in this scenario.	1.0	Overall, a morally neutral action with some practical wisdom.	0.57	test	0.2610761576923948	1.2295526266098022
559	Cook	Someone states that biological diferences between men and women make men better suited to do certain types of work and women better suited to do other types of work	orig		2.0	Lack of consideration for individual differences and stereotypes	1.0	Perpetuates gender-based discrimination and unfair treatment	5.0	No courage or strength in upholding moral convictions	5.0	No self-control or moderation in desires and pleasures	-3.0	Perpetuates harmful gender stereotypes and discrimination	-1.71	test	-1.2365968519953925	0.7877601385116577
560	Kruepke	Years ago, I shoplifted lipstick from a drugstore. No matter what I did with the lipstick after I stole it, I just wasn’t able to enjoy it. I never took it back though or told anyone.	orig		0.0	Lack of prudence in stealing, no consideration for consequences.	0.0	Unjust action, violating the rights of the drugstore.	0.0	No courage or strength in upholding moral convictions.	0.0	Lack of self-control, giving in to desires.	-4.0	Immoral action, violating moral principles and laws.	-2.24	test	-2.520635258316345	-2.3434982299804688
561	Kruepke	My father is manic-depressive. He was very difficult to deal with and often made life really hard and everyday situations unpleasant. I talked about him in a really negative way because it was so hard for me to deal with.	orig		2.0	Lack of empathy and understanding in dealing with father's condition.	2.0	Unfair and uncompassionate treatment of father, lacking empathy.	2.0	No courage or strength shown in dealing with difficult situation.	2.0	Excessive negative emotions and reactions, lacking self-control.	-2.0	Overall, the scenario shows a lack of virtues, leading to immoral behavior.	-1.25	test	-1.3660264181962338	-0.6947064399719238
562	Kruepke	I was in a parking lot and found a wallet with some money and an ID. I was near a market so I went down to the market to see if I recognized the person on the ID. I found the woman and gave her back her wallet.	orig		8.0	Practical wisdom is shown in taking the initiative to return the wallet.	10.0	The action ensures fairness by returning the wallet to its rightful owner.	5.0	No courage or strength is required in this everyday situation.	5.0	No self-control is needed as there is no temptation to keep the wallet.	4.0	The action is highly moral due to its fairness and practical wisdom.	3.12	test	2.395194130530975	0.5229699611663818
563	Kruepke	At a restaurant, when the waitress returned with my change, I was positive she was $10 short. She disagreed but gave me the $10. I told her that if the register was $10 short tonight I'd give it back to her. When I came back the next day, she said I was wrong so gave her the $10.	orig		8.0	Prudence is reflected in considering the waitress's perspective and potential mistake.	9.0	Justice is reflected in ensuring fairness and correcting the potential mistake.	3.0	Fortitude is not highly reflected as there is no significant challenge or adversity.	7.0	Temperance is reflected in not being overly attached to the $10 and being willing to return it.	3.0	The scenario is highly moral due to the consideration of justice and fairness.	1.36	test	2.204208673913097	2.8009986877441406
564	Lotto	You are having dinner with some friends in a restaurant in the centre of town. Suddenly, a criminal armed with a machine gun enters. He threatens to shoot at a table where a family of six is seated if his request for an outrageous amount of money is not met. You understand that the gunman has mental problems and any attempts to mediate would be in vain.You push a man who is near your table on to the gunman so that he will feel threatened and shoot him. You know that this man will die, but the six people will have time to escape.	orig		8.0	Prudence is reflected in weighing lives and making a difficult decision.	0.0	Justice is not reflected as an innocent person is sacrificed.	9.0	Fortitude is reflected in taking a bold action in a dangerous situation.	2.0	Temperance is not reflected as the action is extreme and impulsive.	1.0	The action is morally complex, but ultimately prioritizes the greater good.	-1.25	test	-2.1930496964303083	-3.070305824279785
565	Mickelberg	Person X played chess with their friend, winning the game.	orig		8.0	Playing chess requires strategic thinking, reflecting prudence.	8.0	The game is played fairly, reflecting justice.	5.0	No courage or strength is required, neutral for fortitude.	5.0	No excessive desires or pleasures are involved, neutral for temperance.	2.0	The scenario is morally neutral, with no harm or injustice.	0.3	test	1.5415469413955436	1.8740702867507935
566	Mickelberg	Person X always wins at Trivial Pursuit.	orig		8.0	Winning at Trivial Pursuit requires strategic thinking and knowledge.	5.0	Winning does not necessarily ensure fairness, but it's a game, not a moral issue.	5.0	No courage or strength is required to win at a board game.	5.0	Moderation is not relevant in this scenario, as it's a game, not a desire or pleasure.	0.0	Winning at Trivial Pursuit is a neutral action, morally speaking.	0.16	test	0.2610761576923948	1.2295526266098022
567	Effron	Threw an acquaintance out of his home for disagreeing with him	orig		0.0	Lack of prudence in handling disagreement, leading to harmful consequences.	0.0	Injustice towards the acquaintance, violating their right to express opinions.	0.0	No courage or strength in upholding moral convictions, instead showing aggression.	0.0	Lack of self-control and moderation in emotions, leading to harmful actions.	-4.0	The scenario is extremely immoral due to the violation of multiple virtues.	-1.5428572	test	-2.520635258316345	-2.3434982299804688
568	Cook	Someone makes a post on Facebook about how worthless teachers are	orig		2.0	Lack of consideration for teachers' feelings and roles.	0.0	Demonstrates unfairness and disrespect towards teachers.	0.0	No courage or strength in upholding moral convictions.	0.0	Lack of self-control in expressing hurtful opinions.	-3.0	The action is highly immoral due to its disrespect and unfairness.	-1.85	test	-2.5905090478440376	-4.48214864730835
569	Lotto	You are a fireman who is trying to save some people trapped in a fire which has broken out on the 20th floor of a skyscraper, which is luckily deserted. Six people are trapped in a room on the 21st floor and are already beginning to suffocate from the smoke, while one person is coming down alone from the 19th floor on foot.Activate the automatic closure of the fire doors. You know that this will mean that the person coming down will be unable to escape from the building. He will die, but it will give you time to save the other six.	orig		8.0	Balancing lives saved with practical wisdom to act quickly.	2.0	Sacrificing one for the greater good, but unfair to the individual.	8.0	Courageous decision to act in a difficult situation.	5.0	No self-control or moderation in desires, but a moral dilemma.	1.0	Morally acceptable due to the greater good, but with moral cost.	-0.6	test	-0.9181466490888528	-0.5151107311248779
570	Effron	Worked in a state park for a summer	orig		8.0	Prudence is reflected in adapting to park rules and visitor needs.	7.0	Justice is reflected in ensuring equal access to park resources.	9.0	Fortitude is reflected in coping with physical demands and harsh weather.	6.0	Temperance is reflected in managing personal desires and fatigue.	2.0	Overall, the scenario is morally acceptable due to prudence and fortitude.	1.24137936	test	1.4013890440059131	0.31480205059051514
571	Mickelberg	Person X broke a friend's expensive vase and refused to pay to replace it.	orig		0.0	Refusing to pay for the vase shows a lack of practical wisdom.	0.0	Breaking the vase and refusing to pay is unfair and unjust.	0.0	Refusing to take responsibility shows a lack of moral courage.	5.0	The action is not related to moderation or self-control.	-3.0	The scenario is highly immoral due to the lack of justice and responsibility.	-2.34	test	-1.762293285238584	-5.854125022888184
572	Effron	Volunteered to help renovate a church	orig		8.0	Prudence is reflected in considering the practicality of the renovation.	9.0	Justice is reflected in contributing to the community and ensuring fairness in the renovation process.	7.0	Fortitude is reflected in taking on a challenging task and facing potential obstacles.	8.0	Temperance is reflected in moderating one's desires and pleasures to prioritize the community's needs.	3.0	The scenario is highly moral due to the demonstration of multiple virtues.	2.62857152	test	2.490874371091184	2.3122777938842773
573	Effron	Laughed at a little-league player who ran slowly	orig		2.0	Lack of prudence in considering the child's feelings.	1.0	Injustice towards the child, unfair treatment.	0.0	No courage or strength shown in this action.	2.0	Lack of self-control, giving in to ridicule.	-3.0	Immoral action, causing harm to a child.	-2.16	test	-1.860348664045217	-0.9188846945762634
574	Lotto	A very large man is leading you and a group of five explorers out of an underground cave on the west coast of Scotland. Because of his large size, the man gets stuck in the narrow opening at the mouth of the cave. In a short time it will be high tide, and you will all drown except for the man, who has his head outside of the cave.You use the explosives that you have with you to enlarge the opening to the cave. You know that the man who is stuck will be killed, but you and the other five people will be able to escape safely.	orig		8.0	Practical wisdom is used to save lives, but at the cost of one life.	6.0	The action is unfair to the large man, but ensures fairness for the majority.	7.0	Courage is shown in making a difficult decision, but moral conviction is compromised.	5.0	Moderation is not relevant in this scenario, as it's a life-or-death situation.	2.0	The action is morally acceptable due to the greater good, but still involves harm to one person.	-1.22	test	0.7553984035413781	1.2466448545455933
575	Kruepke	Three years ago I had a call from a friend of mine who was overseas. His nephew was coming over to the States to go to medical school near me. So when his nephew arrived, I just kind of stopped my life for a few days and did things to make this kid's life work.	orig		8.0	Practical wisdom in helping a friend's nephew settle.	8.0	Fairness in treating a stranger with kindness.	5.0	No notable courage or strength in this action.	7.0	Moderation in sacrificing personal time for others.	3.0	High moral acceptability due to kindness and fairness.	2.32	test	1.844883730626648	1.974631905555725
576	Mickelberg	Person X left their children alone in the car for two hours while they went to have a drink on a hot day.	orig		0.0	Leaving children alone in a hot car lacks practical wisdom.	0.0	Abandoning children is unfair and morally wrong.	0.0	No courage or strength is shown in upholding moral convictions.	0.0	Lack of self-control and moderation in desires and pleasures.	-4.0	The action is extremely immoral and harmful to the children.	-3.56	test	-2.520635258316345	-2.3434982299804688
577	Mickelberg	Person X did not meet their sales targets for the month at work.	orig		2.0	Not meeting sales targets may indicate lack of prudence in planning and execution.	5.0	Not meeting targets does not directly impact justice, as it's an individual performance issue.	5.0	Not meeting targets may not require fortitude, as it's a common work challenge.	5.0	Not meeting targets is not directly related to temperance, as it's a performance issue.	0.0	Not meeting targets is not morally reprehensible, but may indicate a need for improvement.	0.06	test	0.470697526275472	1.0222469568252563
578	Lotto	You are in charge of a medical team which is taking part in an expedition that will be isolated in the Sahara Desert. In the group, there is a family of five people who suffer from a serious genetic disease which causes vitamin deficiency. You have no drugs with you that can guarantee their survival, and rescue will not arrive in time.You remove the kidney of one of the group to extract the indispensable vitamins. You know that this person will die, but the five family members will be saved.	orig		2.0	Prudence is low due to the extreme and desperate measure taken.	2.0	Justice is compromised as one person is sacrificed for the benefit of others.	8.0	Fortitude is high as the decision requires courage and strength to face the consequences.	2.0	Temperance is low as the action is driven by extreme circumstances rather than moderation.	-2.0	The scenario is morally questionable due to the sacrifice of one person for the benefit of others.	-0.8	test	-1.1635304643524325	-0.6979376077651978
579	Kruepke	I was at an office party and the company had decorated a room for a fancy dinner. At the end of the night my friend said that we could take the candles that were on the table. She didn't know that we weren't supposed to take the candles, so we returned them.	orig		8.0	Returning candles shows practical wisdom in avoiding potential conflict.	9.0	Returning candles ensures fairness and respect for company property.	5.0	No courage or strength is required in this scenario.	8.0	Desire for candles is moderated by returning them.	3.0	Returning candles demonstrates moral responsibility and respect.	1.86	test	2.423375719809916	2.019352436065674
580	Effron	Closed the elevator door before anyone else could get on	orig		2.0	Lack of consideration for others, impulsive action.	1.0	Disregard for others' right to access the elevator.	5.0	No courage or strength required in this action.	2.0	Impulsive action, lack of self-control.	-2.0	Action is selfish and inconsiderate, but not extremely harmful.	-1.3473684	test	-1.6916020358420492	-1.7719858884811401
581	Kruepke	There is a stray cat that comes to my door sometimes. I have been feeding the cat and noticed she became very ill. I ordered some antibiotics from the vet and gave them to her.	orig		8.0	Showing practical wisdom in helping the cat, balancing moral principles with action.	9.0	Ensuring fairness by providing necessary care, upholding moral righteousness.	7.0	Showing courage in taking responsibility for the cat's health, facing potential challenges.	8.0	Moderating desires to help the cat, controlling emotions to make a rational decision.	3.0	Overall, a highly moral action, demonstrating a balance of virtues.	2.27	test	2.490874371091184	2.3122777938842773
582	Mickelberg	Person X took performance-enhancing drugs in order to win a race.	orig		0.0	Lack of prudence in prioritizing winning over moral principles.	0.0	Unfair advantage over others, violating justice and moral righteousness.	0.0	No courage or strength in upholding moral convictions, rather giving in to temptation.	0.0	Lack of self-control and moderation in desires, prioritizing winning over integrity.	-4.0	The action is highly immoral, violating multiple virtues and moral principles.	-2.64	test	-2.520635258316345	-2.3434982299804688
583	Lotto	You are the head zoo keeper and you are doing the rounds with another keeper. You realise that one of the cleaners has left the lions’ cage open by mistake. You see that a lion is coming towards the open gate and you do not have time to close it. There are three visitors right in front of the gate.You push the keeper next to you against the gate to stop the lion getting out. You know that the man will be attacked and killed, but the three visitors will be saved.	orig		10.0	Practical wisdom in emergency situation, prioritizing lives.	6.0	Sacrificing one life to save three, not entirely just.	10.0	Courageous act in face of danger, upholding moral conviction.	5.0	No self-control or moderation involved, purely reactive.	3.0	Morally acceptable due to courage and practical wisdom.	-1.47	test	0.7867725909355863	-0.32686352729797363
584	Mickelberg	Person X cheated in a card game while playing with a group of their friends.	orig		0.0	Cheating lacks practical wisdom, ignoring moral principles.	0.0	Cheating is unfair, violating moral righteousness in relationships.	0.0	Cheating shows no courage or strength in upholding moral convictions.	0.0	Cheating lacks self-control, giving in to desires for personal gain.	-4.0	Cheating is extremely immoral, violating multiple virtues.	-1.91	test	-2.520635258316345	-2.3434982299804688
585	Kruepke	I remember a couple of times my husband and I have brought backpacks with sandwiches and snacks into the movie theater. We do it out of necessity because we don’t have a lot of money and cannot afford theater food. So as soon as the movie starts we take out our snack.	orig		8.0	Practical wisdom in prioritizing financial needs over theater rules.	3.0	Not respecting theater rules, but not harming others or society.	5.0	No courage or strength required in this action.	8.0	Moderation in desires, choosing affordable option.	2.0	Balancing financial needs with moral principles, leaning towards moral.	-0.12	test	-0.13756584759638057	0.14908987283706665
586	Kruepke	I had a cat for two years before someone moved in with me. He didn't like the cat and he wanted me to get rid of it. So I left the cat at a friend's house who didn't even take care of the cat.	orig		0.0	Abandoning the cat shows lack of practical wisdom.	0.0	Leaving the cat without care is unfair to the animal.	0.0	No courage or strength shown in upholding moral conviction.	0.0	No self-control or moderation in desires and pleasures.	-4.0	The action is extremely immoral due to lack of virtues.	-1.4	test	-2.520635258316345	-2.3434982299804688
587	Clifford	You see a boy telling a woman that she looks just like her overweight bulldog.	orig		0.0	Lack of prudence in considering the woman's feelings.	0.0	Injustice in disrespecting the woman's dignity.	5.0	No courage or strength in upholding moral convictions.	0.0	Lack of self-control in uttering hurtful words.	-3.0	Immoral due to disrespect and hurtfulness.	-3.3	test	-2.3518886301131774	-2.533233642578125
588	Effron	Always remembers the birthdays of friends and relatives	orig		8.0	Prudence is reflected in remembering birthdays, showing practical wisdom in relationships.	5.0	Justice is not directly related to remembering birthdays, as it's a personal gesture.	5.0	Fortitude is not required in this scenario, as it's a simple act of remembrance.	7.0	Temperance is reflected in moderation, as excessive celebration is not necessary.	3.0	Overall, remembering birthdays is a morally acceptable and virtuous act.	1.225	test	0.5644129469234995	1.028375506401062
589	Mickelberg	Person X helped a neighbor move a piano into his second floor apartment.	orig		8.0	Helping a neighbor reflects practical wisdom in building relationships.	9.0	Assisting a neighbor promotes fairness and reciprocity in the community.	6.0	Moving a piano requires physical effort, but not exceptional courage or moral conviction.	5.0	The action does not involve self-control or moderation in desires or pleasures.	3.0	The scenario is morally acceptable due to its positive impact on relationships and community.	2.35	test	2.002119861603893	1.967354416847229
590	Clifford	You see a teaching assistant talking back to the teacher in front of the classrom.	orig		2.0	Lack of prudence in challenging authority in front of students.	1.0	Disrespect towards teacher undermines fairness and authority.	6.0	Some courage is required to speak up, but misguided.	3.0	Lack of self-control in emotional response.	-2.0	Overall, the action is morally unacceptable due to disrespect.	-2.5	test	-1.5061843155858634	-0.8253964185714722
591	Lotto	A car accident causes a devastating explosion inside a long tunnel. You and another four survivors are finding your way through the debris to get out of the tunnel. Because of structural damage, a high tension electric cable has snapped and is beginning to swing towards you. The asphalt is soaked with petrol. In the opposite direction you see another survivor coming towards you.You use a rubber-soled shoe to divert the electric cable in the opposite direction. You know that the person coming towards you will be electrocuted, but you and the other four will be unhurt.	orig		6.0	Practical wisdom is used to save lives, but moral principles are compromised.	2.0	The action prioritizes the lives of some over another, violating fairness and moral righteousness.	7.0	Courage is shown in the face of danger, but moral convictions are not upheld.	3.0	Desires for self-preservation lead to a morally questionable decision.	-1.0	The action is morally questionable due to the sacrifice of one life for others.	-1.26	test	-1.1853589744328983	-1.0167874097824097
592	Clifford	You see a coach celebrating with the opposing team's players who just won the game.	orig		2.0	Celebrating with opposing team shows lack of competitive spirit, imprudent.	8.0	Fairness is maintained, no injustice is done to own team.	5.0	No courage or strength is required in this action.	5.0	Moderation is not relevant in this scenario.	0.0	Action is morally neutral, no harm or injustice is done.	-1.8	test	1.7511683099786208	2.6962132453918457
593	Clifford	You see a runner taking a shortcut on the course during the marathon in order to win.	orig		0.0	Lack of prudence in prioritizing winning over fairness.	0.0	Unfair advantage taken, violating rules and spirit of competition.	0.0	No courage or strength shown in upholding moral convictions.	0.0	Lack of self-control and moderation in desires for victory.	-4.0	Extremely immoral due to deliberate cheating and unfair advantage.	-3.4	test	-2.520635258316345	-2.3434982299804688
594	Effron	Intentionally swerved his car to hit a squirrel	orig		0.0	Lack of prudence in prioritizing animal life over human safety.	0.0	Injustice towards the squirrel and potential harm to others.	0.0	No courage or strength in upholding moral convictions.	0.0	Lack of self-control and moderation in desires.	-4.0	Intentionally harming an animal is extremely immoral.	-2.8	test	-2.520635258316345	-2.3434982299804688
595	Clifford	You see a man blocking his wife from leaving home or interacting with others.	orig		0.0	Lack of prudence in restricting wife's freedom and autonomy.	0.0	Action is unjust, violating wife's rights and dignity.	0.0	No courage or strength in upholding moral convictions, rather cowardice.	0.0	Excessive control and lack of self-control in desires and emotions.	-4.0	Extremely immoral, violating basic human rights and dignity.	-3.3	test	-2.520635258316345	-2.3434982299804688
596	Mickelberg	Person X kicked their pet dog hard in the head because it didn't come when called.	orig		0.0	Lacking prudence, as it prioritizes obedience over animal welfare.	0.0	Unjust treatment of a vulnerable being, violating fairness and moral righteousness.	5.0	No courage or strength is demonstrated in upholding moral convictions.	0.0	Lacking self-control, as the action is driven by anger and frustration.	-4.0	The scenario is extremely immoral due to the cruel treatment of an animal.	-3.31	test	-2.3518886301131774	-2.533233642578125
597	Mickelberg	Person X shook a crying baby so hard while babysitting that it suffered brain damage and nearly died.	orig		0.0	Lack of practical wisdom in handling a crying baby.	0.0	Action is unfair and harmful to the baby's well-being.	0.0	No courage or strength in upholding moral convictions.	0.0	Lack of self-control and moderation in dealing with frustration.	-4.0	Extremely immoral due to harm caused to the baby.	-3.55	test	-2.520635258316345	-2.3434982299804688
598	Clifford	You see a man quickly canceling a blind date as soon as he sees the woman.	orig		2.0	Lack of prudence in not considering the woman's feelings.	1.0	Unfair treatment of the woman, showing disrespect.	2.0	No courage or strength shown in facing the situation.	1.0	Impulsive decision, lacking self-control and moderation.	-3.0	Immoral behavior, showing disrespect and unfairness.	-3.0	test	-1.944518407379502	-0.5891779065132141
599	Clifford	You see a star player ignoring her coach's order to come to the bench during a game.	orig		2.0	Disobedience shows lack of practical wisdom.	1.0	Ignoring coach's order is unfair to team and coach.	3.0	Standing up to coach may show courage, but not in this context.	2.0	Lack of self-control and moderation in desires.	-2.0	Disobedience and unfairness make this scenario immoral.	-2.1	test	-1.7591006871233164	-1.7547752857208252
600	Kruepke	A few years ago I decided to move in with the man who became my first husband. When I told my mom she cried. I wanted to be honest, but she was upset that we were moving in together.	orig		8.0	Balancing honesty with sensitivity to mother's feelings.	10.0	No injustice or unfairness towards others.	8.0	Courage to make a difficult decision despite mother's disapproval.	10.0	No excessive desire or pleasure seeking.	3.0	Overall, a morally acceptable decision with some courage and fairness.	1.05	test	3.2547840805306367	3.5531787872314453
601	Kruepke	I used to rollerblade to work everyday. On my way to work I used to pass by this homeless woman named Lulu. Sometimes on my way home from work, I would sit and talk with her to keep her company.	orig		8.0	Balancing daily routine with kindness towards Lulu.	9.0	Showing fairness and compassion to a marginalized individual.	5.0	No notable courage or strength required in this action.	8.0	Moderation in daily routine to accommodate kindness.	3.0	Overall, a morally commendable action with a good balance of virtues.	2.44	test	2.423375719809916	2.019352436065674
602	Effron	Turned the lights off in a parked car	orig		8.0	Turning off lights in a parked car shows practical wisdom to conserve energy.	5.0	This action does not affect fairness or moral righteousness in relationships or society.	5.0	No courage or strength is required to turn off lights in a parked car.	8.0	Turning off lights in a parked car demonstrates moderation and self-control in energy consumption.	1.0	This action is morally neutral, but slightly positive due to energy conservation.	0.4	test	0.7160813415390517	0.52747642993927
603	Kruepke	I applied for a position at this company. As it turned out the pay was not very good at all for the amount of work that I was doing. So I lied and told the manger that I had another job offer and I would take it unless I got a raise.	orig		0.0	Lying is imprudent, as it can damage relationships and reputation.	0.0	Threatening to leave unless demands are met is unjust and unfair.	0.0	No courage or strength is shown in lying to get a raise.	0.0	Lying and making demands shows lack of self-control and moderation.	-4.0	The scenario is highly immoral due to lying and unfair demands.	-1.31	test	-2.520635258316345	-2.3434982299804688
604	Lotto	You are travelling in Yemen. You and another six tourists are taken hostage by a group of terrorists. The terrorists think that one of you is a spy, even though this is not true. You are held hostage for days. One of the terrorists comes to you and reveals that they intend to kill you all at sunset.While he is resting, you kill one of the tourists in the group so that you can tell the terrorists that you identified and eliminated the spy. The person will die, but you and the other five will be freed.	orig		8.0	Practical wisdom is used to save own life, but at the cost of another's.	0.0	Injustice is done to the killed tourist, and fairness is not upheld.	6.0	Courage is shown in a desperate situation, but for self-preservation.	2.0	Self-control is lacking, as the action is driven by desperation.	-3.0	The action is morally unacceptable due to the injustice and lack of self-control.	-1.36	test	-2.294297673352209	-4.931059837341309
605	Kruepke	About two months ago, I was in the grocery store at the cash register. This elderly lady left her pocketbook on the counter. So I picked up her pocketbook and called her back to come and get it.	orig		8.0	Practical wisdom is shown in taking initiative to return the pocketbook.	9.0	The action ensures fairness by returning the lost item to its rightful owner.	5.0	No courage or strength is required in this everyday situation.	5.0	No self-control or moderation is necessary in this scenario.	4.0	The action is highly moral due to its fairness and kindness.	3.0	test	1.9683705359632593	1.3974205255508423
606	Clifford	You see a woman slapping another woman who she is arguing with in the parking lot.	orig		0.0	Slapping is impulsive, lacking practical wisdom.	0.0	Slapping is unfair and morally wrong.	0.0	No courage or strength in upholding moral convictions.	0.0	Lack of self-control and moderation in desires.	-4.0	Slapping is extremely immoral and unacceptable.	-2.8	test	-2.520635258316345	-2.3434982299804688
607	Effron	Refused to help a classmate with a homework assignment	orig		2.0	Lacking practical wisdom in helping a classmate.	1.0	Unfair to the classmate, who may be struggling.	0.0	No courage or strength shown in this action.	5.0	No self-control or moderation in desires.	-3.0	Refusing help is immoral and unfair.	-0.425	test	-1.4053434801985603	-2.3650245666503906
