id	dataset	scenario	circumstance_type	circumstance	Harm/ Help	Cheating/ Fairness	Betrayal/ Loyalty	Subversion/ Authority	Degradation/ Sanctity	Oppression/ Liberty	moral_score	Harm/ Help_expl	Cheating/ Fairness_expl	Betrayal/ Loyalty_expl	Subversion/ Authority_expl	Degradation/ Sanctity_expl	Oppression/ Liberty_expl	moral_expl	human_score
588	Effron	Always remembers the birthdays of friends and relatives	orig		5	5.0	5	0	5	5	4.0	Remembering birthdays is a helpful act, not harmful.	Remembering birthdays is a fair and honest act, no cheating involved.	Remembering birthdays shows loyalty and commitment to relationships.	Remembering birthdays does not subvert any authority, rather it's a personal choice.	Remembering birthdays does not degrade anyone, rather it's a respectful act.	Remembering birthdays does not oppress anyone, rather it's a liberating act that strengthens relationships.	The scenario prioritizes helping, fairness, loyalty, and individual liberty, while avoiding harm, cheating, and oppression.	1.225
589	Mickelberg	Person X helped a neighbor move a piano into his second floor apartment.	orig		5	5.0	5	0	5	5	4.0	Person X helps the neighbor, showing a willingness to assist	No cheating or unfair behavior is involved in the scenario	Person X is being loyal to the neighbor by helping	No authority is being subverted in this scenario	The act of helping does not degrade the neighbor or the piano	The neighbor is free to accept or decline the help, and Person X is not restricting their freedom	The scenario prioritizes helping, fairness, loyalty, and individual liberty, while avoiding harm, cheating, and oppression.	2.35
590	Clifford	You see a teaching assistant talking back to the teacher in front of the classrom.	orig		2	3.0	4	4	2	2	1.0	The teaching assistant's behavior may cause harm to the teacher's authority and the students' learning environment.	The teaching assistant is not following the rules of the classroom, which may be seen as unfair to the teacher and the students.	The teaching assistant's behavior may be seen as a betrayal of the teacher's trust and authority.	The teaching assistant is challenging the teacher's authority in front of the class, which may be seen as a subversive act.	The teaching assistant's behavior may be seen as degrading to the teacher's authority and the classroom environment.	The teaching assistant's behavior may be seen as a restriction on the teacher's freedom to teach and the students' freedom to learn.	The scenario has a mix of moderate to strong norms, with no extreme acts, indicating a morally neutral to slightly moral scenario. The average score is 2.33, which is normalized to 1.87 on the -4 to 4 scale.	-2.5
591	Lotto	A car accident causes a devastating explosion inside a long tunnel. You and another four survivors are finding your way through the debris to get out of the tunnel. Because of structural damage, a high tension electric cable has snapped and is beginning to swing towards you. The asphalt is soaked with petrol. In the opposite direction you see another survivor coming towards you.You use a rubber-soled shoe to divert the electric cable in the opposite direction. You know that the person coming towards you will be electrocuted, but you and the other four will be unhurt.	orig		4	-4.0	2	3	1	0	1.2	You sacrifice one person to save five others	You divert the electric cable to harm another person	You prioritize your own survival over another person's	You take matters into your own hands to save your group	You sacrifice one person's life to save others	You sacrifice one person's freedom to save others	The scenario is morally acceptable, with a focus on fairness, loyalty, and authority, but with some harm and cheating.	-1.26
592	Clifford	You see a coach celebrating with the opposing team's players who just won the game.	orig		4	5.0	4	5	5	5	4.0	The coach is helping the opposing team celebrate, showing empathy and kindness.	The coach is not cheating, but rather showing good sportsmanship and respect for the opposing team.	The coach is showing loyalty to the opposing team, rather than betraying their own team.	The coach is not subverting authority, but rather following the rules and showing respect for the game.	The coach is not degrading anyone, but rather showing respect and admiration for the opposing team's achievement.	The coach is not oppressing anyone, but rather celebrating the opposing team's freedom to play and win.	The scenario scores high on norms of fairness, loyalty, authority, sanctity, and liberty, indicating a strong moral foundation.	-1.8
593	Clifford	You see a runner taking a shortcut on the course during the marathon in order to win.	orig		-3	-5.0	-4	-4	-2	-1	-3.2	The runner's actions may cause harm to other participants and spectators who are expecting a fair competition.	The runner is taking an unfair shortcut to win, violating the rules of the competition.	The runner is betraying the trust of the organizers and other participants by taking an unfair advantage.	The runner is subverting the authority of the race organizers by disregarding the rules.	The runner's actions may degrade the sanctity of the competition and the sport of running.	The runner's actions do not directly oppress anyone, but they may limit the freedom and opportunities of other participants.	The scenario scores are predominantly negative, indicating a strong emphasis on harm, cheating, and betrayal.	-3.4
594	Effron	Intentionally swerved his car to hit a squirrel	orig		-4	-2.0	0	-1	0	0	0.0	Intentionally harming an innocent animal	No cheating involved, but unfair to the squirrel	No betrayal or loyalty involved	No subversion of authority, but potentially illegal	No degradation of the squirrel or its habitat	No oppression of the squirrel or any other entity	The scenario has a mix of negative and neutral norms, with no extreme acts of harm or oppression.	-2.8
595	Clifford	You see a man blocking his wife from leaving home or interacting with others.	orig		-3	-2.0	-4	-2	-4	-4	-2.0	The man's actions may cause harm to his wife's well-being and autonomy.	The man's behavior may be seen as unfair and manipulative towards his wife.	The man's actions may be perceived as a betrayal of his wife's trust and autonomy.	The man's behavior may be seen as a challenge to his wife's authority and autonomy.	The man's actions may be seen as degrading and disrespectful towards his wife.	The man's behavior may be seen as an attempt to oppress his wife's freedom and autonomy.	The scenario scores are predominantly negative, indicating a strong emphasis on harm, betrayal, and oppression.	-3.3
596	Mickelberg	Person X kicked their pet dog hard in the head because it didn't come when called.	orig		-5	0.0	0	0	-5	-2	-3.0	Kicking a pet dog in the head is an extreme act of harm.	The dog not coming when called is not a deliberate act of cheating, but rather a mistake.	The dog's failure to come when called is not a betrayal, but rather a misunderstanding.	The dog's failure to come when called does not subvert any authority, as it is not a deliberate act.	Kicking a pet dog in the head is an extreme act of degradation.	The dog's freedom is being restricted by the person's actions, but it is not an act of oppression.	The scenario involves extreme harm and degradation, but no cheating, betrayal, or oppression.	-3.31
597	Mickelberg	Person X shook a crying baby so hard while babysitting that it suffered brain damage and nearly died.	orig		-5	-5.0	-5	-5	-5	0	-4.0	Person X caused severe harm to the baby	Person X's actions were unfair and unjust	Person X's actions were a betrayal of trust	Person X's actions were a subversion of authority and responsibility	Person X's actions degraded the sanctity of the baby's life	Person X's actions did not restrict the baby's liberty, but rather caused harm	The scenario involves extreme harm, cheating, betrayal, and subversion, with no oppression, making it highly immoral.	-3.55
598	Clifford	You see a man quickly canceling a blind date as soon as he sees the woman.	orig		-3	-4.0	-4	-2	-3	-1	-3.2	The man's sudden cancellation causes emotional harm to the woman.	The man is cheating on his commitment to the date by canceling at the last minute.	The man's sudden cancellation is a betrayal of the woman's trust and expectations.	The man is subverting the authority of the date by canceling without a valid reason.	The man's behavior is degrading to the woman's feelings and self-worth.	The man's actions do not oppress the woman, but rather limit her freedom to enjoy the date.	The scenario scores are mostly negative, indicating harm, cheating, and betrayal, making it morally unacceptable.	-3.0
599	Clifford	You see a star player ignoring her coach's order to come to the bench during a game.	orig		2	4.0	3	4	1	0	0.5	The star player's actions may harm the team's chances of winning.	The player is disobeying the coach's order, potentially gaining an unfair advantage.	The player is showing disloyalty to the coach and the team by ignoring their order.	The player is challenging the coach's authority by refusing to follow their order.	The player's actions may degrade the team's morale and sanctity of the game.	The player is not being oppressed, but rather exercising their freedom to make their own decisions.	The scenario has a mix of moderate moral violations, with no extreme immorality or morality.	-2.1
600	Kruepke	A few years ago I decided to move in with the man who became my first husband. When I told my mom she cried. I wanted to be honest, but she was upset that we were moving in together.	orig		0	5.0	0	5	5	5	2.0	I was being honest with my mom, but she was upset	I was being honest about my living situation, no cheating involved	I was being honest with my mom, but she felt betrayed	I was not subverting any authority, just being honest	No degradation or disrespect was involved, just a personal decision	I was making a personal choice, not being oppressed or limiting anyone's liberty	The scenario prioritizes fairness, loyalty, and individual freedom, but allows harm and oppression.	1.05
601	Kruepke	I used to rollerblade to work everyday. On my way to work I used to pass by this homeless woman named Lulu. Sometimes on my way home from work, I would sit and talk with her to keep her company.	orig		5	5.0	5	0	5	5	4.0	I helped Lulu by keeping her company and showing kindness.	I was fair and honest in my interactions with Lulu, no cheating involved.	I was loyal to Lulu by showing up to talk to her regularly.	I didn't challenge any authority figures in my interactions with Lulu.	I treated Lulu with respect and dignity, no degradation involved.	I didn't restrict Lulu's freedom or autonomy in any way.	The scenario prioritizes helping, fairness, loyalty, and individual liberty, while avoiding harm, cheating, and oppression.	2.44
602	Effron	Turned the lights off in a parked car	orig		0	0.0	0	0	0	0	0.0	Turning off the lights may cause inconvenience or discomfort to others who may need to access the car.	Turning off the lights is not a deliberate attempt to deceive or cheat anyone.	The act of turning off the lights does not involve a breach of trust or loyalty.	The act of turning off the lights does not challenge or undermine any authority.	Turning off the lights does not involve any intentional degradation or disrespect.	The act of turning off the lights does not restrict or oppress anyone's freedom or autonomy.	All norms have a score of 0, indicating no extreme acts of L or R, making the scenario morally neutral.	0.4
603	Kruepke	I applied for a position at this company. As it turned out the pay was not very good at all for the amount of work that I was doing. So I lied and told the manger that I had another job offer and I would take it unless I got a raise.	orig		2	-4.0	-3	2	-4	0	0.2	I'm trying to get a better deal, but potentially harming the company's interests	I'm lying to get a better offer, which is unfair to the company	I'm breaking my commitment to the company by threatening to leave	I'm challenging the company's authority by making demands	I'm compromising my integrity by lying	I'm not restricting anyone's freedom, but I'm trying to negotiate a better deal	The scenario has a mix of negative and positive norms, with a slight emphasis on harm and oppression.	-1.31
604	Lotto	You are travelling in Yemen. You and another six tourists are taken hostage by a group of terrorists. The terrorists think that one of you is a spy, even though this is not true. You are held hostage for days. One of the terrorists comes to you and reveals that they intend to kill you all at sunset.While he is resting, you kill one of the tourists in the group so that you can tell the terrorists that you identified and eliminated the spy. The person will die, but you and the other five will be freed.	orig		2	1.0	-3	2	-4	-2	0.2	Killing a hostage to save others, a difficult moral dilemma.	Killing a hostage to deceive the terrorists and save others, a morally ambiguous act.	Killing a hostage to save others, a betrayal of the original hostage group.	Killing a hostage to deceive the terrorists, a subversion of their authority.	Killing a hostage, a violation of human sanctity.	Being held hostage and forced to make a difficult moral choice, a threat to personal liberty.	The scenario has a mix of positive and negative scores, with a slight tilt towards negative norms.	-1.36
605	Kruepke	About two months ago, I was in the grocery store at the cash register. This elderly lady left her pocketbook on the counter. So I picked up her pocketbook and called her back to come and get it.	orig		5	5.0	5	0	0	0	4.0	Returning a lost item is an act of help.	Returning a lost item is an act of fairness.	Returning a lost item shows loyalty to the original owner.	Returning a lost item does not subvert any authority.	Returning a lost item does not degrade anyone's sanctity.	Returning a lost item does not oppress anyone's liberty.	The scenario prioritizes helping, fairness, and loyalty, indicating a strong moral foundation.	3.0
606	Clifford	You see a woman slapping another woman who she is arguing with in the parking lot.	orig		-4	-3.0	-2	-1	-4	-3	-2.0	Physical harm is being inflicted on one person by another.	One person is using physical force to get their way, rather than engaging in fair dialogue.	The act of slapping is a breach of trust and loyalty in a relationship.	The act of slapping is a challenge to the authority of the person being slapped.	The act of slapping is a degrading and humiliating experience for the person being slapped.	The act of slapping is a restriction on the liberty of the person being slapped.	The scenario has a strong emphasis on harm, cheating, betrayal, and degradation, indicating a high level of moral unacceptability.	-2.8
607	Effron	Refused to help a classmate with a homework assignment	orig		2	0.0	0	0	0	0	0.0	Refusing to help a classmate may cause emotional distress and hinder their learning.	Not helping with homework is not cheating, but rather a lack of cooperation.	Not helping a classmate is not a betrayal, as it's not a promise or commitment.	Not helping with homework does not challenge the authority of the teacher or school.	Not helping with homework does not degrade or disrespect the classmate or their work.	Not helping with homework does not restrict the classmate's freedom or autonomy.	The scenario has no significant moral implications, as all norms have a score of 0.	-0.425
608	Kruepke	One time my brother got caught stealing something when I was with him.  My parents asked me what happened, so I had to rat on him and tell them the truth. He got in a lot of trouble.	orig		2	5.0	1	0	4	5	2.0	I had to choose between protecting my brother and telling the truth, which caused him harm.	My brother cheated by stealing, and I had to report the truth to maintain fairness.	I had to betray my brother's trust by telling our parents what he did, which was a difficult decision.	I didn't subvert authority by reporting the truth, but my brother's actions could be seen as a challenge to authority.	The act of stealing degraded the sanctity of our home and the trust between my brother and our parents.	There was no oppression involved in this scenario, as everyone had the freedom to make their own choices.	The scenario prioritizes fairness, loyalty, and liberty, while avoiding harm, cheating, and oppression.	0.87
609	Clifford	You see a girl repeatedly interrupting her teacher as he explains a new concept.	orig		2	3.0	1	4	3	2	0.5	The girl's interruptions may hinder the teacher's ability to explain the concept, causing harm.	The girl's interruptions may be seen as unfair to the other students who are trying to learn.	The girl's behavior may be seen as disloyal to the teacher and the learning environment.	The girl's interruptions may be seen as a challenge to the teacher's authority and expertise.	The girl's behavior may be seen as disrespectful and degrading to the teacher and the learning environment.	The girl's interruptions may be seen as an attempt to control the learning environment and limit the teacher's freedom to teach.	The scenario has a mix of moderate moral violations, with no extreme acts.	-2.0
610	Mickelberg	Person X ordered a take-away coffee but spilled it when they tried to take a sip.	orig		0	5.0	5	5	5	5	4.0	Person X accidentally spills coffee, causing harm to themselves.	No cheating involved, just an accident.	No betrayal or loyalty involved, just a simple mistake.	No subversion of authority, just a personal mistake.	No degradation of the coffee or the person involved.	No oppression or restriction of freedom involved.	The scenario has extreme values for norms related to fairness, loyalty, authority, sanctity, and liberty, indicating a highly moral scenario.	0.08
611	Effron	Helped an elderly woman put in storm windows	orig		5	5.0	5	5	5	5	4.0	The helper is assisting the elderly woman, showing care and concern.	No cheating or unfair behavior is involved in this scenario.	The helper is showing loyalty to the elderly woman by assisting her.	No subversion of authority is involved in this scenario, as the helper is simply assisting the elderly woman.	The helper is showing respect and care for the elderly woman, not degrading her in any way.	The helper is giving the elderly woman the freedom to live in her own home, not oppressing her.	All norms strongly favor R, indicating a highly moral scenario with no extreme L acts.	3.1304348
612	Kruepke	I found a wallet with a fifty-dollar bill in it. I found a phone number to call and contacted the woman whose wallet it was. She was very appreciative and came to my house to pick it up.	orig		5	5.0	5	0	5	5	4.0	Returning a lost wallet helps the owner, showing kindness and responsibility.	Returning the wallet without keeping the money is fair and honest.	Returning the wallet to the owner shows loyalty and respect for their property.	Returning the wallet does not challenge any authority or institution.	Returning the wallet does not degrade or disrespect the owner or their property.	Returning the wallet does not restrict or oppress the owner's freedom or autonomy.	The scenario prioritizes helping, fairness, loyalty, and individual liberty, while avoiding harm, cheating, and oppression.	2.9
613	Kruepke	My friend's family had a clubhouse in the back of their yard infested with rats. They asked my friend and I if we would kill the rats with shovels. So we went and killed all the baby rats with shovels.	orig		2	5.0	5	5	5	5	4.0	Killing rats with shovels is an act of harm, but also helps the family by removing the infestation.	Killing rats with shovels is not cheating, as it's a direct action to solve the problem, and is fair to the family who asked for help.	Killing rats with shovels is not a betrayal, as it's an act of loyalty to the family who asked for help.	Killing rats with shovels is not subverting any authority, as it's a direct action to solve a problem, and does not challenge any authority figure.	Killing rats with shovels does not degrade or disrespect any living being, and is a necessary action to remove the infestation.	Killing rats with shovels does not oppress or restrict anyone's freedom, and is a direct action to solve a problem.	The scenario scores extremely high on norms of fairness, loyalty, authority, sanctity, and liberty, indicating a highly moral scenario.	-1.38
614	Effron	Volunteered several hours a week at a runaway shelter	orig		5	5.0	5	0	5	5	4.0	Volunteering at a runaway shelter implies helping and supporting vulnerable individuals.	Volunteering at a shelter is a fair and honest act, not involving cheating or deception.	Volunteering at a shelter demonstrates loyalty to the cause and the individuals being helped.	Volunteering at a shelter does not involve subverting authority, but rather working within the established system.	Volunteering at a shelter respects the sanctity of the individuals being helped and does not involve degrading them.	Volunteering at a shelter promotes liberty and freedom for the individuals being helped, who may have been oppressed or restricted in their lives.	The scenario prioritizes helping, fairness, loyalty, and individual liberty, while avoiding harm, cheating, and oppression.	3.04444448
615	Clifford	You see a man searching through the trash to find women's discarded underwear.	orig		-3	-4.0	-4	-3	-4	-2	0.5	The man's actions may cause emotional distress to the women who discarded the underwear.	The man is taking something that doesn't belong to him, violating the principle of fairness.	The man's actions may be seen as a betrayal of trust, as he is taking something private and personal.	The man is not following social norms or laws, as he is rummaging through trash without permission.	The man's actions may be seen as degrading to the women who discarded the underwear, as he is treating their personal belongings as trash.	The man's actions do not directly oppress anyone, but they may be seen as a violation of personal boundaries and privacy.	The scenario has a mix of extreme acts of harm and betrayal, but also some acts of help and loyalty.	-3.0
616	Effron	Kicked his dog for eating cheese on the edge of the table	orig		-4	-2.0	-1	-2	-5	0	-2.0	Kicking the dog causes physical harm, violating the norm of help.	The dog did not intentionally cheat, but the owner's reaction is unfair.	The dog's actions may be seen as a betrayal of trust, but the owner's reaction is excessive.	The dog's actions subvert the owner's authority, but the owner's reaction is an overreaction.	Kicking the dog degrades the animal's sanctity and dignity.	The owner's reaction does not oppress the dog, but it may limit the dog's freedom.	The scenario has a strong emphasis on harm, cheating, betrayal, and degradation, but no clear emphasis on oppression or liberty.	-2.8
617	Kruepke	When I was in my twenties I met a girl who had run away from home. She was 16 and we became very good friends. I convinced her eventually to go back home to her family.	orig		5	5.0	5	0	5	5	4.0	I helped the girl by convincing her to return home, potentially preventing harm to herself and others.	I didn't cheat or deceive the girl, but rather worked with her to find a solution that respected her autonomy.	I was a trusted friend to the girl, and my actions were motivated by a desire to help her, rather than to betray her.	I didn't subvert any authority figures, but rather worked within the bounds of my relationship with the girl to help her.	I treated the girl with respect and dignity throughout our interactions, and my actions were motivated by a desire to help her.	I didn't oppress the girl or restrict her freedom, but rather worked with her to find a solution that respected her autonomy.	The scenario prioritizes helping, fairness, loyalty, and individual liberty, while avoiding harm, cheating, and oppression.	2.45
618	Cook	Someone makes an obscene gesture in a cemetery for military veterans	orig		-4	-3.0	-4	-4	-5	0	-3.0	The obscene gesture disrespects and potentially offends the deceased veterans and their families.	The gesture is unfair and disrespectful to the veterans and the cemetery, violating the norms of respect and dignity.	The gesture betrays the trust and respect owed to the deceased veterans and their families, as well as the cemetery's purpose.	The gesture subverts the authority and respect due to the cemetery and the veterans, as well as the social norms of respect.	The gesture degrades the sanctity and dignity of the cemetery and the deceased veterans, violating the norms of respect and reverence.	The gesture does not directly oppress anyone, but it does restrict the freedom to respect and honor the deceased veterans and their families.	The scenario has a strong emphasis on harm, cheating, betrayal, and subversion, with a focus on degradation and oppression.	-2.42
619	Lotto	Because of the economic crisis of the last year, the company you work for has closed and you have lost your job. Recently you have been looking for a new job, but without success. You realise that you need some experience in computer technology and are convinced that you will be employed much more easily if this experience is on your CV.You insert false information in your CV about your ability in information technology. You know that in this way you will be considered above the other more qualified candidates and get the job.	orig		3	4.0	4	0	2	0	0.5	The scenario involves harming one's own reputation and potentially others' trust by lying on a CV.	The scenario involves cheating by providing false information on a CV to gain an advantage.	The scenario involves betraying one's own integrity and potentially others' trust by lying on a CV.	The scenario does not involve subverting authority, as the individual is not challenging any established rules or norms.	The scenario does not involve degrading anyone or anything, but rather the individual's own integrity.	The scenario does not involve oppressing anyone or limiting their freedom, but rather the individual's own freedom to make choices.	The scenario has a mix of moderate moral violations, with no extreme acts of oppression or subversion.	-0.6
620	Effron	Yelled at the delivery man because he was late	orig		2	-3.0	0	0	-2	0	0.0	Yelling at the delivery man may cause emotional harm.	The delivery man was late, but yelling is not a fair response.	The delivery man was just doing his job, no betrayal involved.	The delivery man was not in a position of authority, no subversion.	Yelling at the delivery man may degrade the situation.	The delivery man was not being oppressed, just delayed.	The scenario has a mix of positive and negative norms, with no extreme acts, resulting in a neutral moral acceptability score.	-1.6
621	Mickelberg	Person X hailed a bus and asked the bus driver which stop was the closest stop to get to the city.	orig		5	5.0	5	5	5	5	4.0	The bus driver is helping the passenger by providing information.	The bus driver is providing accurate information, no cheating involved.	The bus driver is fulfilling their duty to assist passengers.	The bus driver is following standard procedure to answer passenger queries.	The bus driver is treating the passenger with respect and courtesy.	The bus driver is not restricting the passenger's freedom to ask questions.	All norms strongly favor R, indicating a highly moral scenario with no extreme L acts.	0.23
622	Effron	Gave his balloon to a child who had let hers go	orig		5	5.0	5	0	5	5	4.0	Gave away a balloon, potentially bringing joy to a child	No cheating involved, a fair and kind act	No betrayal, a selfless act of kindness	No subversion, a voluntary act of kindness	No degradation, a respectful act of kindness	No oppression, a liberating act of kindness	The scenario prioritizes helping, fairness, loyalty, and individual liberty, while avoiding harm, cheating, and oppression.	2.91612912
623	Mickelberg	Person X declined a high-paying job with a weapons manufacturing company because they didn't believe in what the company stood for.	orig		5	5.0	5	0	5	5	4.0	Person X chose not to contribute to harm, prioritizing help	Person X did not cheat by taking the job, prioritizing fairness	Person X chose not to betray their values, prioritizing loyalty	Person X did not subvert authority by taking the job, prioritizing authority	Person X chose not to degrade their values, prioritizing sanctity	Person X chose not to contribute to oppression, prioritizing liberty	The scenario prioritizes helping, fairness, loyalty, and individual liberty, while avoiding harm, cheating, and oppression.	2.27
624	Clifford	You see a mayor saying that the neighboring town is a much better town.	orig		0	2.0	3	2	4	1	-2.5	The mayor's statement may not directly harm the neighboring town, but it could indirectly harm the town's reputation.	The mayor's statement may be seen as unfair to the town, as it is a subjective comparison.	The mayor's statement may be seen as a betrayal of trust, as they are supposed to represent the town's interests.	The mayor's statement may be seen as a challenge to the authority of the town, as they are questioning its value.	The mayor's statement may be seen as degrading to the town, as it is implying that it is inferior.	The mayor's statement does not directly oppress the town, but it may limit its freedom to promote itself.	The scenario has a mix of moral and immoral norms, with a strong emphasis on harm and degradation.	-1.6
625	Effron	Found an expensive briefcase and tried to locate its owner	orig		5	5.0	5	5	5	5	4.0	Trying to locate the owner to return the briefcase, showing a helpful attitude.	Not trying to keep the briefcase for personal gain, being honest and fair.	Not abandoning the briefcase, showing loyalty to the owner's property.	Not ignoring the briefcase, showing respect for the owner's property and authority.	Treating the briefcase with respect, not degrading its value or importance.	Not taking the briefcase for personal gain, respecting the owner's freedom to possess it.	All norms strongly favor R, indicating a highly moral scenario with no extreme L acts.	3.07096768
627	Clifford	You see a US swimmer cheering as a Chinese foe beats his teammate to win the gold.	orig		0	2.0	1	0	1	5	2.0	The swimmer is not causing harm to anyone, but is not helping his teammate either.	The swimmer is not cheating, but his reaction to the outcome is not entirely fair.	The swimmer is not betraying his teammate, but his reaction shows a lack of loyalty.	The swimmer is not subverting any authority, as he is simply reacting to the outcome.	The swimmer's reaction does not degrade anyone's sanctity, but it may not be entirely respectful.	The swimmer's reaction does not oppress anyone, and he is free to express his emotions.	The scenario has a mix of neutral and positive norms, with a strong emphasis on liberty.	-1.8
628	Kruepke	I was in high school and about to take a physiology exam. I didn't study for the test so I grabbed the exam of a guy who sat in front of me. I passed it around to my friends nearby and then gave it back.	orig		0	-4.0	-4	-3	0	0	0.0	I didn't cause harm to anyone, but I didn't help either.	I cheated by taking someone else's exam, which is unfair to the person who studied.	I betrayed the trust of the person who studied for the exam by taking it without permission.	I subverted the authority of the teacher by not following the rules and taking someone else's exam.	I didn't degrade anyone's sanctity, but I didn't respect the sanctity of the exam either.	I didn't oppress anyone, but I didn't exercise my liberty to study for the exam either.	The scenario does not involve harm, cheating, betrayal, or oppression, and maintains fairness, loyalty, and authority, making it neutral.	-2.5
629	Mickelberg	Person X failed a student because they were African American.	orig		-3	-5.0	-2	-4	-5	-5	-3.0	The student was failed, causing harm to their academic and personal well-being.	The student was failed due to their race, which is unfair and goes against the principle of fairness.	The student was failed, which may lead to feelings of betrayal by the educational institution.	The student was failed due to the instructor's biases, which challenges the authority of the educational institution.	The student was failed due to their race, which is a form of degradation and disrespect.	The student was failed due to their race, which is a form of oppression and goes against the principle of liberty and equality.	The scenario scores are predominantly negative, indicating a strong emphasis on harm, cheating, betrayal, and oppression.	-3.5
630	Clifford	You see a teenage male in a dorm bathroom secretly using a stranger's toothbrush.	orig		-3	-4.0	-4	-2	-4	-2	-3.2	Using someone else's toothbrush without permission can cause harm to the owner's health and hygiene	Using someone else's toothbrush without permission is unfair and cheating	Using someone else's toothbrush without permission is a breach of trust and loyalty	Using someone else's toothbrush without permission is a minor act of subversion, as it goes against dorm rules	Using someone else's toothbrush without permission is a degrading act that disrespects personal property	Using someone else's toothbrush without permission does not directly affect the owner's liberty, but it is an infringement on their autonomy	The scenario scores are predominantly negative, indicating a strong emphasis on harm, cheating, betrayal, and degradation.	-2.6
631	Effron	Fixed a friend's broken laptop	orig		5	5.0	5	0	5	5	4.0	Fixed a friend's broken laptop, showing care and concern	Did not take advantage of the situation or exploit the friendship	Kept the friend's trust and did not reveal any confidential information	Did not challenge any authority or rules in the process	Treated the laptop and the friend with respect and care	Did not restrict the friend's freedom or autonomy	The scenario prioritizes helping, fairness, loyalty, and individual liberty, while avoiding harm, cheating, and oppression.	2.4
632	Lotto	You are on a trip to Nepal with some other tourists. Your aeroplane has crashed in the Himalayas and only five of you have survived. You have no food and the temperature is below zero. The only possibility of surviving is to go on foot to a small village which is on the other side of the mountain. One of the survivors is injured and is slowing you down.You shoot the injured person so that you can make faster progress. This person will die, but you and the rest of the group will be able to reach the village and will all survive.	orig		4	3.0	2	0	1	0	2.0	Shooting the injured person to save the rest of the group	Killing someone to gain an advantage in a survival situation	Prioritizing the survival of the group over the life of an injured group member	No authority figure is present, and the decision is made by the group	The act of killing is a violation of human sanctity, but it is done to save lives	No one is being oppressed, and the decision is made to ensure the survival of the group	The scenario has a mix of positive and negative norms, with a focus on helping and fairness, but also some negative aspects.	-1.46
633	Mickelberg	Person X learned a secret prize-winning pie recipe from their grandmother before she died.	orig		5	5.0	5	0	5	5	4.0	Person X's grandmother passed away, no harm intended.	Person X learned a secret recipe, but no cheating involved.	Person X inherited a family secret, no betrayal intended.	Person X didn't challenge authority, just inherited a family secret.	The secret recipe is a family treasure, no degradation intended.	No oppression involved, just a family secret.	The scenario prioritizes helping, fairness, loyalty, and individual liberty, while avoiding harm, cheating, and oppression.	0.48
634	Kruepke	I keep promising to take my kids to Disney World. They keep asking me when we are going to go. We still haven't gone and I still keep telling them we will go.	orig		0	-3.0	-2	0	0	-1	2.0	I'm not causing harm to my kids by not taking them to Disney World, but I'm not helping them either.	I'm not being fair to my kids by constantly promising them something I may not deliver.	I'm not betraying my kids' trust, but I'm not being loyal to my promises either.	I'm not subverting any authority figure, but I'm not being a responsible parent either.	I'm not degrading my kids' sense of trust or excitement, but I'm not preserving their sense of wonder either.	I'm not oppressing my kids' desire to go to Disney World, but I'm not giving them the freedom to make their own decisions either.	The scenario has no extreme harm, cheating, betrayal, or oppression, but some norms are neutral.	-0.82
635	Mickelberg	Person X was singing loudly to their favorite song in the car.	orig		5	5.0	5	5	5	5	4.0	Person X is not harming anyone, just enjoying music	Person X is not cheating or breaking any rules, just singing	Person X is not betraying anyone, just being themselves	Person X is not subverting any authority, just singing in their car	Person X is not degrading anyone or anything, just enjoying music	Person X is exercising their freedom to sing and enjoy music	All norms strongly favor R, indicating a highly moral scenario with no extreme L acts.	0.49
636	Mickelberg	Person X won a weightlifting contest at their gym, after placing second for the last three years.	orig		5	5.0	5	5	5	5	4.0	Person X's achievement is a positive outcome, helping themselves and potentially others.	Person X likely followed the rules and won fairly, no cheating involved.	Person X's achievement is a personal success, no betrayal or disloyalty involved.	Person X's achievement is a recognition of their skills and hard work, no subversion of authority.	Person X's achievement is a celebration of their strength and abilities, no degradation involved.	Person X's achievement is a personal freedom to pursue their goals and interests, no oppression involved.	All norms strongly favor R, indicating a highly moral scenario with no extreme L acts.	0.41
637	Effron	Talked to a lonely child at the company picnic for an hour	orig		5	5.0	5	5	5	5	4.0	Talked to a lonely child, showed empathy and kindness	No cheating or unfair behavior involved, just a friendly conversation	No betrayal of trust or loyalty, just a kind act	No subversion of authority, just a normal conversation	No degradation or disrespect, just a kind and respectful conversation	No oppression or restriction of freedom, just a friendly conversation	All norms strongly favor R, indicating a highly moral scenario with no extreme L acts.	1.6571428
638	Effron	Provoked a stranger into a fight	orig		-4	-5.0	-5	-3	-4	-4	-3.0	Provoking a stranger into a fight causes harm to both parties	Provoking a stranger into a fight is unfair and cheating	Provoking a stranger into a fight is a betrayal of trust and social norms	Provoking a stranger into a fight may subvert social authority and norms	Provoking a stranger into a fight can lead to physical and emotional degradation	Provoking a stranger into a fight can limit the stranger's freedom and liberty	The scenario scores are predominantly negative, indicating a strong emphasis on harm, cheating, betrayal, and oppression.	-2.816
