id	dataset	scenario	circumstance_type	circumstance	agent	agent_assumption	affected_party	affected_party_assumption	Q5_score	Q5_expl	moral_score	moral_expl	human_score	split	regression_score	mlp_score
470	Lotto	You are the pilot of a fighter jet on a mission in South East Asia. During the flight you realize that another fighter jet on the same mission has launched a missile by mistake and it is aimed at a six-seater light aircraft. You notice that in the area of the missile there is also another military reconnaissance aircraft.Start the procedure to destroy the missile. You know that when it explodes it will cause the military reconnaissance aircraft to crash and the pilot will be killed, but the six people aboard the light aircraft will be saved.	orig		The pilot of the fighter jet (you)	The agent acted to prioritize saving more lives despite collateral harm	Military reconnaissance aircraft pilot and six-seater light aircraft passengers	Reconnaissance pilot is an unintended victim; light aircraft passengers are innocent non-combatants	8.0	Saves six lives vs. one; net gain in community happiness	3.0	Greater good achieved, but intentional harm reduces moral score slightly	-0.43	test	0.8497300969171078	0.7730227708816528
471	Effron	Shared his umbrella with someone during the rain	orig		The person who shared the umbrella	The agent acted altruistically to help someone in need	The person receiving shelter from the rain	The affected party lacked rain protection and benefited from the act	8.0	Prevents discomfort, fosters goodwill; minor cost to agent.	4.0	Promotes kindness and mutual benefit; no harm caused.	2.43076912	test	0.8497300969171078	0.7730227708816528
472	Kruepke	I was in the service in Germany and my buddies and I would go to various restaurants and clubs. One night my friends and I went to a whorehouse. I was very tempted to have sex with some of the women for such a small amount of money.	orig		The narrator (you)	Acting out of self-interest seeking personal pleasure	Sex workers, narrator, and broader community	Sex workers may be exploited; narrator risks harm; community norms affected	3.0	Short-term pleasure vs. exploitation, health risks, societal harm.	-2.0	Exploitation and risks outweigh personal benefit; net negative utility.	-1.39	test	-1.5478920306218154	-1.5785232782363892
473	Lotto	You are putting in order some documents regarding house expenses and you are anxious about the fact that you are not able to square up the accounts. You are looking for the receipt for a rather large payment when the telephone rings. It is the representative of a charity organisation who asks you to make a financial contribution towards home assistance for sufferers of chronic disease. You tell the representative that you already made an annual contribution to another association, but he continues to insist. You then invent an excuse and say that you have just committed yourself to a distance adoption programme.	orig		You	The agent is under financial stress and seeks to avoid further commitments.	Charity representative and potential beneficiaries	The charity relies on donations to assist chronic disease sufferers.	4.0	Reduces agent's stress but risks charity support loss.	-1.0	Dishonest but pressured; minor community harm.	0.63	test	-1.0683676051140307	-1.242610216140747
474	Effron	Pulled the seat out from underneath somebody	orig		The person who pulled the seat	Assumed intent to prank without considering potential harm	The individual whose seat was pulled	Assumed they expected to sit safely and were unaware of the prank	1.0	Causes harm (pain/embarrassment) with minimal positive utility	-3.0	Harm outweighs any amusement, so immoral	-2.648	test	-2.5069408816373846	-2.7352633476257324
475	Effron	Offered to help an elderly neighbor paint his house	orig		The person offering to help	Assumed the agent is altruistic and willing to assist	The elderly neighbor and the community	Assumed the neighbor needs assistance and the community values mutual aid	9.0	Enhances neighbor's well-being, fosters community bonds, minimal cost to agent.	4.0	Promotes happiness, reduces hardship; strongly aligns with utility principle.	2.84210528	test	1.3292545224248928	1.6572645902633667
476	Kruepke	I am a very unfaithful person in general. I do not have a strong faith in God and I am constantly unfaithful to women. Recently I cheated on my girlfriend who comes from another state to see me.	orig		The agent is the person who cheated on their girlfriend.	The agent prioritizes personal desires over fidelity and long-term consequences.	The girlfriend and potentially the broader community (e.g., trust in relationships).	The girlfriend values trust and commitment, and the community values ethical behavior.	2.0	Cheating causes significant emotional harm, outweighing short-term pleasure.	-3.0	Harm to others and betrayal make the action immoral.	-2.87	test	-2.0274164561296	-2.172051191329956
477	Mickelberg	Person X found an expensive briefcase and tried to locate the owner.	orig		Person X	Assumed to act honestly and responsibly to return the briefcase.	The briefcase owner and the community.	Owner values their property; community benefits from honest behavior.	9.0	Restores owner's property, increasing happiness; effort minimal vs. loss.	4.0	Honest act promotes trust, aligns with moral duty.	2.92	test	1.3292545224248928	1.6572645902633667
478	Effron	Stayed up late helping his child with homework	orig		The parent	The agent acted out of care and responsibility to support their child's education.	The child and the parent	The child needed academic assistance, and the parent prioritized the child's needs over personal rest.	8.0	Enhances child's learning, strengthens bond; minor short-term fatigue for parent.	4.0	Promotes education and care, outweighing temporary personal sacrifice.	2.74871792	test	0.8497300969171078	0.7730227708816528
479	Effron	Doesn't smoke in other people's apartments	orig		The person who refrains from smoking	Assumes the agent is considerate of others' health and property	Other residents/visitors in the apartment	Assumes affected party values smoke-free environment and health	9.0	Prevents harm, respects property, promotes health (max 20 words)	4.0	Prevents harm, respects rights, moral action (max 20 words)	1.725	test	1.3292545224248928	1.6572645902633667
480	Effron	Used bad language in front of children	orig		An adult	The agent acted impulsively without considering the children's presence or influence.	The children present	Children are impressionable and may mimic or internalize inappropriate language.	2.0	Risks negative influence, distress; minimal benefit.	-3.0	Harmful influence outweighs intent; irresponsible.	-1.45454552	test	-2.0274164561296	-2.172051191329956
481	Clifford	You see someone reading the ending of a spy novel before reading the beginning.	orig		The person reading the spy novel	The agent prefers knowing the ending to reduce anxiety or enhance enjoyment of the narrative journey	The reader themselves	The affected party values personal enjoyment, which may be subjective (spoilers could enhance or diminish pleasure)	6.0	Personal choice with minimal community impact; slight utility gain for the reader	0.0	No significant harm; neutral moral value as action is self-regarding	-0.2	test	-0.10931875409846148	-0.9940063953399658
482	Lotto	Like every morning, you are on your way to work and are waiting at the tram stop with some other people for the next tram. Suddenly, you realise that the tram, which is approaching at high speed, does not have brakes and is about to run into a group of five people who are crossing the road distractedly, unaware of the danger.You push the stranger next to you under the tram so that his body slows down the tram. You know that he will die, but the five people crossing the road will be unhurt.	orig		You (the person at the tram stop)	The agent acted to maximize overall utility by sacrificing one to save five.	The stranger and the five people crossing the road	The stranger was an innocent bystander; the five were unaware of the danger.	8.0	Saving five lives outweighs one death.	2.0	Maximizes utility but violates bodily autonomy.	-1.8	test	0.8497300969171078	0.7730227708816528
483	Mickelberg	Person X commutes four hours on a bus every week to the local children's hospital, so they can dress as a clown and entertain the children in the cancer ward.	orig		Person X	Assumed altruistic and compassionate, prioritizing children's happiness over personal inconvenience.	Children in the cancer ward, their families, and hospital staff.	Assumed children benefit emotionally from joy and distraction during treatment.	9.0	Brings significant joy to many, outweighing personal time cost.	4.0	Maximizes community happiness without harm, highly moral.	3.42	test	1.3292545224248928	1.6572645902633667
484	Grizzard	Threatens to kill a farmer to gain information.	orig		The person making the threat	Assumed the agent prioritizes obtaining information over the farmer's well-being	The farmer and potentially the community	Assumed the farmer values survival and may possess critical information	2.0	Threat causes severe harm; potential info benefits uncertain and outweighed	-4.0	Coercion and life-threatening acts are immoral despite possible utility	-1.666666667	test	-2.0274164561296	-2.172051191329956
485	Cook	Someone makes a public online post making fun of their political party, saying they will support the opposing partyâ€™s candidate	orig		The individual who posted the criticism	The agent acted out of frustration or a desire for political accountability.	The political party, opposing party, and the public	The affected parties value reputation, unity, and constructive discourse.	6.0	Encourages accountability but risks polarization; moderate net benefit.	2.0	Balances free expression with divisiveness; mixed moral impact.	-0.74	test	-0.10931875409846148	-0.9940063953399658
486	Effron	Was irritated when a neighbor asked to borrow some milk	orig		The neighbor	Assumed the neighbor needed milk but may have overlooked the inconvenience caused.	The person irritated	Assumed the person values personal boundaries or resources.	3.0	Minor inconvenience vs. neighbor's need; net utility slightly negative due to irritation.	-1.0	Request is neutral but caused irritation; slightly immoral due to harm.	-0.8363636	test	-1.5478920306218154	-1.5785232782363892
487	Effron	Ignored his old girlfriend at a party	orig		The man who ignored his old girlfriend	He intended to avoid confrontation or emotional discomfort	The old girlfriend	She felt hurt or rejected by the agent's action	3.0	Hurt outweighs agent's temporary comfort; minimal community impact.	-2.0	Action caused significant emotional harm, reducing net happiness.	-0.23783784	test	-1.5478920306218154	-1.5785232782363892
488	Mickelberg	Person X ran out of paint when painting their home and had to go the hardware store.	orig		Person X	Assumed Person X intended to complete painting their home responsibly.	Person X and their household	Assumed the household benefits from a well-maintained living environment.	8.0	Ensures task completion; minor inconvenience vs. long-term benefit.	3.0	Fulfills responsibility, improves living conditions without harm.	0.15	test	0.8497300969171078	0.7730227708816528
489	Clifford	You see a group of women having a long and loud conversation during a church sermon.	orig		The group of women	They are unaware or indifferent to the disruption caused by their conversation.	The congregation attending the sermon	They value a quiet, respectful environment for worship and reflection.	2.0	Disrupts congregation's focus, reducing overall happiness more than personal benefit.	-2.0	Lowers communal well-being; inconsiderate but not malicious.	-2.8	test	-2.0274164561296	-2.172051191329956
490	Lotto	You are crossing a bridge which passes over the railway line and you see a train moving on the track below. You notice that the driver has lost control and that the locomotive will continue its course and end up running into five men who are working on the adjacent tracks. On the bridge next you is a person you do not know.You throw this person off the bridge is such a way that his body blocks the oncoming train. You know that his person will die, but the five workers will be unhurt.	orig		You	The agent acted to maximize overall utility by sacrificing one to save five.	The stranger and the five workers	Their lives are valued equally (1 vs. 5).	9.0	Saving five lives outweighs one death; net utility gain.	3.0	Utilitarian ethics justify the action as morally acceptable.	-1.7	test	1.3292545224248928	1.6572645902633667
491	Kruepke	One evening I went out. I told my husband I was going to an audition, but actually, I went out for dinner with a friend of mine. I had to lie, because he would have wanted to go with my friend and me.	orig		I	Assumed lying was necessary to avoid husband joining the dinner.	Husband	Assumed husband's presence would reduce her happiness.	3.0	Short-term pleasure but risks trust, reducing utility.	-2.0	Lying undermines trust, making it immoral.	-0.94	test	-1.5478920306218154	-1.5785232782363892
492	Effron	Let his dog go to the bathroom on the neighbor's yard	orig		The dog owner	The agent prioritized personal convenience over neighbor's property rights.	The neighbor	The affected party values cleanliness and property respect.	2.0	Minor convenience vs. neighbor's inconvenience and harm.	-3.0	Harm to neighbor outweighs agent's trivial benefit.	-1.29032256	test	-2.0274164561296	-2.172051191329956
493	Effron	Kept the music down for his roommates	orig		The individual who kept the music down	The agent is considerate of others' peace and comfort	The roommates	The affected party prefers quiet or needs minimal noise disruption	8.0	Prevents disturbance, promotes harmony; minor sacrifice of personal enjoyment.	3.0	Prioritizes collective well-being over individual preference, morally commendable.	1.69411776	test	0.8497300969171078	0.7730227708816528
494	Kruepke	In college I used to tell a lot of girls that I loved them or cared for them or how we would be more of a couple than we were.  But, in actuality, that wasn't the truth.  I just told them that.	orig		The college student (you)	Assumed the agent was insincere, using false declarations to manipulate relationships.	The girls he interacted with	Assumed the affected party trusted the agent’s words and sought genuine emotional connection.	2.0	Deception causes emotional harm; minimal benefit vs. significant potential distress.	-3.0	Dishonesty undermines trust, causing emotional harm; morally negative action.	-2.42	test	-2.0274164561296	-2.172051191329956
495	Clifford	You see an employee trying to undermine all of her boss' ideas in front of others.	orig		The employee	Assumed she believes the boss's ideas are harmful to the team/organization	The boss, colleagues, and workplace community	Assumed the boss's ideas are well-intentioned and colleagues value collaboration	2.0	Undermining creates conflict, reduces trust, and harms productivity.	-3.0	Disrupts harmony and trust; net negative impact on group welfare.	-2.6	test	-2.0274164561296	-2.172051191329956
496	Kruepke	A couple of years ago, when I went grocery shopping, I realized that there was a cart in the parking lot that had not been claimed. It was full of groceries. So I brought the cart back inside and gave it to the manager.	orig		Myself	Assumed the agent acted responsibly to help the store and owner recover goods.	The grocery store and the original cart owner.	Assumed the store and owner benefited from returned goods, preventing loss.	9.0	Prevented financial loss, reduced waste, minimal effort required.	4.0	Altruistic action promoting community welfare, no harm caused.	2.54	test	1.3292545224248928	1.6572645902633667
497	Mickelberg	Person X often sings along to the songs that they are listening to.	orig		Person X	The agent enjoys singing and derives personal pleasure from it.	The community or people nearby (if others are present)	The affected party may either enjoy the singing or be indifferent/annoyed, depending on context.	8.0	Enhances agent's happiness; minimal/no harm to others if done privately.	3.0	Promotes personal joy without significant negative impact, thus morally acceptable.	0.36	test	0.8497300969171078	0.7730227708816528
498	Effron	Gave a stranded motorist a lift to the service station	orig		The driver who provided the lift	Assumed the agent is responsible and willing to help others in need	The stranded motorist and other road users (if the stranded vehicle was a hazard)	Assumed the motorist was genuinely in need and the situation posed potential risks to others	9.0	Resolves immediate distress, prevents accidents, promotes safety and trust	4.0	Altruistic act reduces harm, enhances community well-being	2.2193548	test	1.3292545224248928	1.6572645902633667
499	Effron	Returned a birthday gift because it was too cheap	orig		The person who received the birthday gift	Assumed the agent values material worth over sentimental value	The person who gave the birthday gift	Assumed the affected party intended the gift as a thoughtful gesture	2.0	Hurt feelings reduce happiness; minimal utility gain	-2.0	Prioritizing cost over sentiment is inconsiderate	-2.06896552	test	-2.0274164561296	-2.172051191329956
500	Mickelberg	Person X stayed back to help a colleague jumpstart their car, even though they then missed the start of a music concert.	orig		Person X	Assumed the agent prioritized helping others over personal enjoyment.	The colleague and the community (indirectly, by fostering cooperation).	Assumed the affected party needed urgent assistance, valuing their time/safety.	8.0	Colleague's benefit outweighs agent's minor loss; promotes collective good.	3.0	Action increases net happiness, aligning with utilitarian morality.	2.61	test	0.8497300969171078	0.7730227708816528
501	Lotto	You are a taxi driver and you are carrying two passengers at night. It has been snowing already for a couple of hours and the roads are dangerously icy. You turn into a very narrow street and suddenly you find yourself in front of a truck which has overturned in the middle of the road. You start to brake, but you lose control of the taxi and it begins to slide on the icy road.You swerve to direct the car towards the edge of the road. You see that there is a passer-by who will be hit by the car and will die, but you and the two passengers will be unhurt.	orig		Taxi driver	Agent aimed to minimize harm to passengers and self	Passer-by, passengers, and driver	All parties value survival equally	8.0	Saves three lives, loses one; net positive utility	4.0	Maximizes overall utility, hence morally acceptable	-1.17	test	0.8497300969171078	0.7730227708816528
502	Mickelberg	Person X won an award for 'Best Newcomer' at a local karaoke event.	orig		Person X	Assumed Person X participated earnestly to showcase talent.	Local karaoke community (attendees, participants, organizers)	Community values recognition and enjoys celebrating newcomers.	8.0	Boosts morale, encourages participation, spreads joy.	4.0	Promotes happiness and talent; no harm caused.	0.45	test	0.8497300969171078	0.7730227708816528
503	Effron	Slammed the door in the face of a charity collector	orig		The person who slammed the door	The agent acted impulsively or dismissively	The charity collector	The collector aimed to solicit donations for a cause	2.0	Reduces potential charity aid; minor personal convenience	-2.0	Hinders community benefit; disrespectful but not severe	-1.5783784	test	-2.0274164561296	-2.172051191329956
504	Mickelberg	Person X set fire to the community hall in the middle of the night.	orig		Person X	Acted intentionally to cause destruction.	The community	Relies on the hall for events and safety.	0.0	Destroys community asset, causing harm without benefits.	-4.0	Intentional destruction causes significant harm, no justification.	-3.67	test	-2.9864653071451692	-3.2680466175079346
505	Kruepke	While I was in college, I was in a long distance relationship with a girl. We talked every night on the phone and really tried to make it work. Meanwhile, I was having study sessions with an attractive girl in my class and very tempted to cheat on my girlfriend.	orig		The college student (you)	The agent is conflicted between commitment and temptation.	Girlfriend, classmate, and broader relationships/trust.	Girlfriend expects loyalty; classmate may be unaware of relationship.	2.0	Cheating causes emotional harm, guilt, distrust; net happiness decreases.	-3.0	Breach of trust and harm outweigh short-term pleasure; immoral.	-1.62	test	-2.0274164561296	-2.172051191329956
506	Mickelberg	Person X had an affair with their best friend's wife.	orig		Person X	The agent acted out of self-interest without considering consequences.	The best friend, the wife, and their families.	The affected parties value trust, loyalty, and emotional well-being.	1.0	Severe harm to trust, relationships, and emotional stability outweighs fleeting pleasure.	-4.0	Breach of trust causes widespread pain; highly immoral.	-3.4	test	-2.5069408816373846	-2.7352633476257324
507	Mickelberg	Person X embezzled money from a charity to feed their gambling habit.	orig		Person X	Assumed the agent acted selfishly, prioritizing personal gain over the charity's mission.	The charity and its beneficiaries	Assumed the affected party relied on the charity's funds for essential support.	1.0	Embezzlement harms charity operations; gambling likely causes net harm.	-4.0	Severe harm to vulnerable parties for selfish motives is deeply immoral.	-3.36	test	-2.5069408816373846	-2.7352633476257324
508	Effron	Laughed at a question asked by a classmate	orig		The classmate who laughed	The agent acted impulsively without malicious intent	The classmate who asked the question	The affected party felt embarrassed or diminished	2.0	Brief amusement vs. potential embarrassment; net negative	-2.0	Harms individual more than benefits others; slightly immoral	-1.43333328	test	-2.0274164561296	-2.172051191329956
509	Mickelberg	Person X spat in a customer's meal before serving it to him, because the customer had a stutter.	orig		Person X	The agent acted maliciously due to prejudice against the customer's stutter.	The customer who was served the meal.	The affected party was vulnerable and did not deserve mistreatment.	0.0	Causes harm, no benefits; utility not maximized.	-4.0	Deliberate harm based on prejudice is highly immoral.	-3.51	test	-2.9864653071451692	-3.2680466175079346
510	Clifford	You see a public leader on TV trying to ban the wearing of hooded sweatshirts.	orig		The public leader	The agent assumes banning hoodies reduces crime or increases public safety.	The general public, particularly hoodie wearers	Affected party values personal freedom and clothing choice.	3.0	Restricts freedoms; unclear safety benefit. Harm outweighs potential gains.	-2.0	Infringes on autonomy without proportional utility; moderately immoral.	-2.7	test	-1.5478920306218154	-1.5785232782363892
511	Lotto	You are part of a team of six bomb disposal experts who are detonating an underwater mine. While you are underwater, a cable snaps causing a deep gash in one of the expert’s hand. The blood in the water starts to attract some sharks which are in the area. The injured expert starts to swim towards the only shark-proof cage available, while the rest of you are some way behind.You shoot the injured expert before he reaches the cage. You know that the sharks will all pounce on him, but you and the other four experts will be able to reach the cage and safety.	orig		The narrator (you), part of the bomb disposal team	Assumed the agent acted to maximize overall survival, prioritizing the majority's safety	The injured expert and the other four team members	Assumed the injured expert would die, others would survive if action taken	8.0	Sacrificing one saves five, maximizing overall survival	3.0	Utilitarian justification but involves intentional harm, so moderately moral	-1.44	test	0.8497300969171078	0.7730227708816528
512	Lotto	You are in a ship which is crossing the Atlantic Ocean in the direction of South America. A fire has just broken out on board and everyone must immediately go to the lifeboats to be rescued. In the rush, too many people have climbed aboard some of the lifeboats, which are sinking. The life-boat you are on quickly starts to take on water.You throw into the sea the two people closest to you on the lifeboat to avoid it sinking. You know that they will drown, but you and the others will be saved.	orig		You	The agent acted rationally to maximize survival of the majority.	The two people thrown overboard and the remaining passengers	The two sacrificed individuals would drown, while others would survive if the boat remained afloat.	8.0	Saves more lives; utility outweighs loss of two.	2.0	Morally contentious; maximizes utility but violates individual rights.	-1.26	test	0.8497300969171078	0.7730227708816528
513	Kruepke	I email women through the personal ads quite often. I lie about many things such as awards I haven’t actually won, or places I’ve been. I’m pretty sure everyone lies about things in those ads to make themselves more attractive to the people that they are interested in.	orig		The agent is the person sending the emails (the user).	The agent assumes lying is acceptable to appear more attractive, believing others do the same.	The women receiving the emails and potential romantic partners.	The affected party values honesty and may be harmed by deception.	2.0	Short-term gains in attention vs. long-term harm from dishonesty. Net utility is low.	-3.0	Deception undermines trust and causes harm, outweighing temporary benefits.	-1.85	test	-2.0274164561296	-2.172051191329956
514	Cook	Someone posts pornographic self-photography online	orig		The individual who posted the content	Assumed the agent acted voluntarily for personal gratification or attention	The community (viewers, peers) and the individual themselves	Assumed potential harm to viewers (e.g., minors) and reputational/emotional risks to the individual	2.0	Harm (exploitation, distress) outweighs personal benefit; societal risk.	-3.0	Net harm to community and self; violates social norms.	-1.25	test	-2.0274164561296	-2.172051191329956
515	Clifford	You see a man putting ketchup all over his chicken Caesar salad while at lunch.	orig		The man	He prefers ketchup on his salad for personal taste.	The man himself	His own enjoyment is the primary concern.	2.0	Minor personal preference, negligible community impact.	0.0	No harm to others; morally neutral.	-0.2	test	-2.0274164561296	-2.172051191329956
516	Mickelberg	Person X promised to look after their elderly mother's dog but then secretly sold it as soon as their mother moved into the nursing home.	orig		Person X	Assumed to prioritize self-interest over their mother's emotional well-being.	The elderly mother and the dog	Assumed the mother had emotional attachment to the dog; the dog’s welfare was compromised.	2.0	Causes emotional harm to mother, risks dog’s welfare; minimal community benefit.	-4.0	Breach of trust, emotional harm, and potential animal neglect; highly immoral.	-2.96	test	-2.0274164561296	-2.172051191329956
517	Lotto	You are in charge of a team of specialised technicians who are carrying out maintenance work on a very large lift. Six technicians are working in the lift well. You and another technician are on the top floor in the machine-room. Suddenly, the winch breaks and the lift cabin starts to plummet downwards.You push the technician next to you into the cogs of the mechanism so that his body will cause the lift to stop. You know that he will die, but the six technicians will be saved.	orig		You (the person in charge)	The agent is a utilitarian prioritizing the greater good.	The technician pushed and the six technicians in the lift well	The affected parties' lives are valued quantitatively (1 vs. 6).	9.0	Saves six lives at the cost of one, net utility gain.	3.0	Maximizes overall happiness but violates individual rights.	-1.57	test	1.3292545224248928	1.6572645902633667
518	Clifford	You see a man snickering as he passes by a cancer patient with a bald head.	orig		The man snickering	He acted maliciously or insensitively toward the cancer patient	The cancer patient	The patient is vulnerable and emotionally affected by their condition	1.0	Action causes emotional harm, no community benefit.	-3.0	Harming vulnerable individuals reduces overall happiness.	-3.4	test	-2.5069408816373846	-2.7352633476257324
519	Clifford	You see a man secretly watching sports on his cell phone during a pastor's sermon.	orig		The man watching sports on his cell phone	Assumed he prioritized personal entertainment over engagement in the sermon	The pastor and the congregation	Assumed they value attentiveness and respect during the sermon	3.0	Minor personal pleasure vs. potential distraction/disrespect; net utility low	-1.0	Self-interest over communal respect; mildly immoral but not severe	-1.8	test	-1.5478920306218154	-1.5785232782363892
520	Mickelberg	Person X offered to let their evicted sister and brother-in-law stay with them for free and sleep in PersonX's room while PersonX slept on the couch.	orig		Person X	Assumed altruistic intent to help family in need.	Sister, brother-in-law, and Person X	Assumed immediate housing need for sister and brother-in-law.	8.0	Prevents homelessness, fosters family support; minor discomfort for agent.	3.0	Net positive utility: shelters vulnerable, outweighs personal sacrifice.	2.86	test	0.8497300969171078	0.7730227708816528
521	Mickelberg	Person X started a vicious rumor about their ex-partner, saying that they had neglected their children when they were still married.	orig		Person X	The agent acted with malicious intent to damage the ex-partner's reputation.	The ex-partner, their children, and the community	The ex-partner is falsely accused, the children are vulnerable, and the community may believe the rumor.	1.0	Causes reputational harm, emotional distress; no significant benefits.	-4.0	Intentional harm through falsehoods is highly immoral.	-2.97	test	-2.5069408816373846	-2.7352633476257324
522	Kruepke	My friend was always putting down all the men I dated because she was jealous. I confronted her about it and said some really mean comments to her about how no man wants her. I hurt her feelings a lot.	orig		The person who confronted her friend	Assumed confronting would stop her friend's jealousy-driven criticism	The friend being confronted	Assumed the friend's criticism stemmed from jealousy, not genuine concern	2.0	Hurt feelings caused pain; minimal long-term benefit. (20 words)	-2.0	Intent to address harm but caused emotional damage. (20 words)	-1.04	test	-2.0274164561296	-2.172051191329956
523	Mickelberg	Person X risked their life rescuing an animal that was trapped inside a burning house.	orig		Person X	The agent acted with altruism, prioritizing the animal's life despite personal risk.	The trapped animal and the community	The animal's survival and community welfare hold intrinsic value.	8.0	Saved life outweighs risk; net community benefit.	4.0	Heroic act promotes welfare, aligning with moral good.	3.28	test	0.8497300969171078	0.7730227708816528
524	Clifford	You see a man telling his fiance that she has to switch to his political party.	orig		The man	The agent assumes his political party is superior or necessary for alignment in their relationship.	The fiancée	The affected party values autonomy and may have differing political beliefs.	2.0	Coercion reduces her autonomy, likely lowering overall happiness.	-3.0	Disregarding personal choice undermines moral acceptability.	-2.9	test	-2.0274164561296	-2.172051191329956
525	Lotto	You are an Air Force commander and you are in the control tower with another two officers to check some documents. During an exercise that is taking place in the surrounding air space, a plane has engine problems and is about to crash into the control tower. The pilot communicates by radio that he is about to eject from the plane.You give orders that the plane must be immediately shot down. You know that the pilot will not have time to eject and will die, but you and the other two officers will escape injury.	orig		Air Force commander	The agent acted to save three lives by sacrificing one, prioritizing the greater good.	The pilot and the three officers in the control tower	The pilot could not survive, while the officers would die if the plane crashed.	9.0	Saves three lives, loses one. Net utility gain.	4.0	Maximizes overall survival; morally justified despite tragic cost.	-1.3	test	1.3292545224248928	1.6572645902633667
526	Kruepke	I cheated on my girlfriend even though I knew that she would find out and be upset. I cheated on her for a very long time and really hurt her. She found out and we broke up.	orig		The person who cheated	Assumed the agent prioritized personal desires over the partner's well-being	The girlfriend	Assumed the affected party values trust and emotional fidelity	1.0	Caused prolonged harm, minimal community benefit.	-4.0	Severe, intentional harm reduces moral acceptability.	-2.77	test	-2.5069408816373846	-2.7352633476257324
527	Mickelberg	Person X forgot to put the alarm on when they were the last one to leave the office.	orig		Person X	Assumed negligence or forgetfulness in fulfilling responsibility.	The company and its employees	Assumed vulnerability to theft or damage due to lack of security.	2.0	Increases risk without benefits; no utility gain.	-2.0	Negligence risks harm; slightly immoral but unintentional.	-0.37	test	-2.0274164561296	-2.172051191329956
528	Grizzard	Throws a grenade into a bunker to flush out enemies.	orig		The soldier	Assumed to act under military protocol to neutralize threats	Enemies in the bunker	Assumed to be hostile combatants endangering others	8.0	Flushing out enemies prevents greater harm, outweighing immediate danger to them.	3.0	Morally acceptable as maximizes overall safety despite harm to enemies.	-0.2133333333	test	0.8497300969171078	0.7730227708816528
529	Effron	Offered to show a new student around campus after class	orig		The student offering the tour	The agent is acting out of kindness to help the new student integrate.	The new student and the broader campus community	The new student needs guidance; the community benefits from inclusivity.	9.0	Enhances orientation, fosters belonging, minimal effort required.	4.0	Promotes well-being and social cohesion without harm.	2.04799992	test	1.3292545224248928	1.6572645902633667
530	Kruepke	My husband and I split up and soon after he was arrested for drug use. While he was in jail I used some of his credit cards that I still had from our marriage. I did it so that he would be so upset with me that he would stop trying to contact me.	orig		The wife	She acted intentionally to provoke her husband to sever contact.	The husband and credit card companies	The husband values financial security and would react negatively to unauthorized use.	2.0	Harm (financial, legal) outweighs self-protection benefit.	-3.0	Dishonest, harmful method reduces moral acceptability.	-2.25	test	-2.0274164561296	-2.172051191329956
531	Clifford	You see an intern disobeying an order to dress professionally and comb his hair.	orig		The intern	Assumed the intern prioritizes personal comfort/expression over adhering to professional dress codes.	The workplace/company, colleagues, and clients	Assumed the affected party values professionalism and organizational image.	3.0	Minor personal benefit vs. potential harm to workplace image and norms.	-1.0	Slightly reduces community happiness; minor immorality due to disregard for norms.	-1.9	test	-1.5478920306218154	-1.5785232782363892
532	Lotto	You are a specialist in underwater welding. You are working with your team of three other people in a small dam at a depth of 30m under water. Because of a problem with the flow regulator, about 100 cubic metres too much water has flowed into the dam. The pressure is too great and you are unable to surface.You activate the opening of the sluice gates. The water will flow into the valley where there is an observatory. You know that a researcher works there, and he/she will be swept away in the overflow water, but you and the other three will be saved.	orig		Underwater welder (myself)	Agent prioritized saving their team over the researcher's life.	Researcher and the three team members	Researcher is unaware; team's survival is critical.	8.0	Saves three lives, sacrifices one; net utility gain.	3.0	Greater good justifies action, but intentional harm reduces morality.	-1.1	test	0.8497300969171078	0.7730227708816528
533	Effron	Made an obscene gesture at an old lady	orig		The person who made the obscene gesture	The agent acted intentionally and disrespectfully	The old lady	The old lady was offended and experienced emotional distress	1.0	Caused emotional harm; no societal benefit.	-3.0	Unjustified harm reduces community happiness.	-2.18181816	test	-2.5069408816373846	-2.7352633476257324
534	Mickelberg	Person X taught their nephew how to drive at the local shopping center car park, after the shops had shut.	orig		Person X	Agent is responsible and ensures safety by choosing an empty car park after hours.	Nephew and the community	Nephew is willing to learn; community is unaffected due to no activity in the car park.	8.0	Safe environment, skill development, minimal risk to others.	3.0	Promotes skill acquisition responsibly with negligible harm.	1.43	test	0.8497300969171078	0.7730227708816528
535	Kruepke	My sister is five years older than I am. When we were little she would always tease me about things. So one day when she was teasing me about something, I threw a pencil at her.	orig		The narrator	The agent acted impulsively due to frustration from teasing.	The sister	The affected party was unharmed or experienced minor pain.	2.0	Harm (pain) outweighs brief benefit (stopping teasing).	-2.0	Physical retaliation reduces overall utility, immoral.	-1.05	test	-2.0274164561296	-2.172051191329956
536	Mickelberg	Person X learned how to play the piano when they were a child.	orig		Person X	Assumed Person X had access to resources/support to learn piano.	The community (including Person X)	Assumed the community benefits from cultural/artistic enrichment.	8.0	Enhances personal/community joy, minimal harm.	4.0	Promotes happiness, culturally beneficial.	0.51	test	0.8497300969171078	0.7730227708816528
