id	dataset	scenario	circumstance_type	circumstance	Harm/ Help	Cheating/ Fairness	Betrayal/ Loyalty	Subversion/ Authority	Degradation/ Sanctity	Oppression/ Liberty	moral_score	Harm/ Help_expl	Cheating/ Fairness_expl	Betrayal/ Loyalty_expl	Subversion/ Authority_expl	Degradation/ Sanctity_expl	Oppression/ Liberty_expl	moral_expl	human_score	split	regression_score	mlp_score
485	Cook	Someone makes a public online post making fun of their political party, saying they will support the opposing partyâ€™s candidate	orig		-1.0	0.0	-3.0	-2.0	0.0	3.0	-1.0	Mocking may cause minor emotional harm.	No unfairness; personal choice.	Switching parties breaches loyalty.	Mocking challenges party authority.	No sanctity violation.	Exercising free speech and choice.	Breach of loyalty offsets personal liberty.	-0.74	test	-0.48432793703533966	-0.4512745141983032
486	Effron	Was irritated when a neighbor asked to borrow some milk	orig		-1.0	0.0	-1.0	0.0	0.0	-1.0	-1.0	Minor inconvenience, no significant harm.	Request is neutral; no unfairness implied.	Irritation may hint at strained neighborly bonds.	No authority dynamic involved.	Milk lacks sacred context here.	Minor imposition, not oppressive.	Irritation is uncharitable but minor.	-0.8363636	test	-0.6552766528464771	-0.4843273162841797
487	Effron	Ignored his old girlfriend at a party	orig		-2.0	0.0	-1.0	0.0	0.0	0.0	-1.0	Ignoring may cause emotional harm but not severe.	No direct unfairness or cheating involved.	Minor disloyalty if friendship was expected post-breakup.	No authority dynamic in the scenario.	No violation of purity or sanctity.	Personal choice, not systemic oppression.	Mildly immoral due to emotional harm and disloyalty.	-0.23783784	test	-0.9331340024859706	-0.8581216335296631
488	Mickelberg	Person X ran out of paint when painting their home and had to go the hardware store.	orig		0.0	0.0	0.0	0.0	0.0	0.0	0.0	No harm or help involved; routine purchase.	No unfairness or cheating; simple necessity.	No betrayal or loyalty concerns.	No defiance of authority; standard errand.	No degradation or sanctity issues.	No oppression; neutral exercise of liberty.	Neutral action; no moral implications.	0.15	test	-0.0900918668885875	0.14673441648483276
489	Clifford	You see a group of women having a long and loud conversation during a church sermon.	orig		-2.0	0.0	-1.0	-3.0	-2.0	-1.0	-2.0	Disrupts others' focus; minor harm to communal peace.	No direct unfairness or cheating involved.	Disregards group norms of quiet worship.	Disrespects church authority and sermon etiquette.	Violates sacred atmosphere of worship.	Limits others' freedom to engage peacefully.	Disruptive and disrespectful but not severely harmful.	-2.8	test	-1.5865254665578699	-1.8755784034729004
490	Lotto	You are crossing a bridge which passes over the railway line and you see a train moving on the track below. You notice that the driver has lost control and that the locomotive will continue its course and end up running into five men who are working on the adjacent tracks. On the bridge next you is a person you do not know.You throw this person off the bridge is such a way that his body blocks the oncoming train. You know that his person will die, but the five workers will be unhurt.	orig		-4.0	0.0	0.0	0.0	-4.0	-4.0	-4.0	Direct harm to one to save five; intentional killing.	No unfairness or cheating involved in the act.	No pre-existing relationship; loyalty irrelevant.	No defiance or adherence to authority structures.	Using a person as a tool violates sanctity.	Violates liberty by forcing death without consent.	Intentional harm and degradation outweigh saving lives.	-1.7	test	-2.6107896285097736	-2.4301958084106445
491	Kruepke	One evening I went out. I told my husband I was going to an audition, but actually, I went out for dinner with a friend of mine. I had to lie, because he would have wanted to go with my friend and me.	orig		-2.0	-3.0	-4.0	0.0	-1.0	2.0	-3.0	Lying risks emotional harm to husband if discovered.	Deception undermines trust, creating unfair relational imbalance.	Lying to spouse breaches loyalty and trust.	No authority figure subverted in this scenario.	No direct violation of sanctity; minor relational strain.	Asserting personal liberty to socialize independently.	Deception breaches trust, making the act immoral despite autonomy.	-0.94	test	-1.0794115956134005	-0.4183065891265869
492	Effron	Let his dog go to the bathroom on the neighbor's yard	orig		-3.0	-3.0	0.0	-2.0	-3.0	-2.0	-3.0	Dog waste harms neighbor's yard hygiene.	Using property without consent is unfair.	No direct betrayal of group loyalty.	Violates property rights or local norms.	Waste degrades neighbor's property sanctity.	Imposes on neighbor's right to clean space.	Inconsiderate, unhygienic, and disrespectful to neighbor.	-1.29032256	test	-2.182741494019341	-2.4094486236572266
493	Effron	Kept the music down for his roommates	orig		3.0	2.0	3.0	2.0	0.0	3.0	3.0	Prevents disturbance, promotes peace.	Respects shared living fairness.	Shows consideration for roommates.	Aligns with household norms.	Irrelevant to physical/spiritual purity.	Upholds others' right to quiet.	Considerate act, respects communal harmony.	1.69411776	test	1.8869242636724166	2.7719573974609375
494	Kruepke	In college I used to tell a lot of girls that I loved them or cared for them or how we would be more of a couple than we were.  But, in actuality, that wasn't the truth.  I just told them that.	orig		-3.0	-4.0	-4.0	0.0	-2.0	-3.0	-3.0	Lies risk emotional harm by misleading trust.	Deception manipulates fairness in relationships.	False commitment breaches loyalty.	No direct authority subversion involved.	Undermines sanctity of honest bonds.	Manipulation restricts informed consent.	Deceptive emotional manipulation breaches trust and fairness.	-2.42	test	-2.2231187165863293	-1.7165350914001465
495	Clifford	You see an employee trying to undermine all of her boss' ideas in front of others.	orig		-2.0	-1.0	-4.0	-5.0	-3.0	1.0	-3.0	Undermining may harm boss's reputation or team morale.	Not inherently dishonest, but unfair if manipulative.	Publicly opposing boss violates loyalty expectations.	Direct challenge to hierarchical authority.	Disrespectful but not morally sacrilegious.	Could reflect resistance to oppressive ideas.	Undermining authority and disloyalty make it immoral.	-2.6	test	-1.8573121815904388	-3.684208393096924
496	Kruepke	A couple of years ago, when I went grocery shopping, I realized that there was a cart in the parking lot that had not been claimed. It was full of groceries. So I brought the cart back inside and gave it to the manager.	orig		4.0	3.0	0.0	3.0	0.0	2.0	4.0	Returning the cart prevents loss and helps the store/owner.	Acting honestly ensures fairness to the store and owner.	No group loyalty or betrayal involved.	Respecting store authority by informing the manager.	No violation of purity/sanctity norms.	Protects owner’s property, no oppression involved.	Act promotes fairness, help, and respect for authority.	2.54	test	2.154971967508515	2.6778483390808105
497	Mickelberg	Person X often sings along to the songs that they are listening to.	orig		0.0	0.0	0.0	0.0	0.0	1.0	2.0	No direct harm or help involved.	No fairness violation in personal enjoyment.	Irrelevant to loyalty or betrayal.	Does not challenge authority structures.	No violation of purity/sanctity norms.	Expresses personal liberty positively.	Harmless self-expression, morally neutral/positive.	0.36	test	0.028481762579433342	0.48047158122062683
498	Effron	Gave a stranded motorist a lift to the service station	orig		4.0	0.0	0.0	0.0	0.0	3.0	3.0	Assisting a stranded motorist aligns with helping others in distress.	No unfair advantage or deception involved.	Irrelevant to group loyalty or betrayal.	Does not challenge or uphold authority structures.	No violation or elevation of purity/sanctity.	Enables freedom by alleviating the motorist's困境.	Actively aiding someone in need is morally commendable.	2.2193548	test	1.8513529379455325	2.664496421813965
499	Effron	Returned a birthday gift because it was too cheap	orig		-2.0	-1.0	-3.0	0.0	-2.0	1.0	-2.0	May hurt the giver's feelings but no severe harm.	Prioritizing monetary value over gesture is unfair.	Undermines trust in social relationships.	Irrelevant to authority dynamics.	Disregards symbolic value of gift-giving.	Exercises personal choice without oppression.	Violates social etiquette, causing emotional harm.	-2.06896552	test	-1.1844985541377302	-1.23466157913208
500	Mickelberg	Person X stayed back to help a colleague jumpstart their car, even though they then missed the start of a music concert.	orig		4.0	0.0	2.0	0.0	0.0	1.0	3.0	Actively helped a colleague in need.	No unfairness or cheating involved.	Prioritized aiding a colleague over self-interest.	Irrelevant to authority dynamics.	No sanctity-related elements present.	Voluntary choice to assist, no oppression.	Altruistic act outweighs personal inconvenience.	2.61	test	1.7145660337741995	2.476954936981201
501	Lotto	You are a taxi driver and you are carrying two passengers at night. It has been snowing already for a couple of hours and the roads are dangerously icy. You turn into a very narrow street and suddenly you find yourself in front of a truck which has overturned in the middle of the road. You start to brake, but you lose control of the taxi and it begins to slide on the icy road.You swerve to direct the car towards the edge of the road. You see that there is a passer-by who will be hit by the car and will die, but you and the two passengers will be unhurt.	orig		-3.0	0.0	2.0	0.0	-2.0	-2.0	-2.0	Intentional harm to passer-by to save passengers.	No unfair advantage or deception involved.	Prioritized passengers' safety, showing loyalty.	No authority challenged in decision-making.	Life lost, violating sanctity of human life.	Passer-by’s liberty/freedom fatally restricted.	Necessary harm to save more lives, but immoral outcome.	-1.17	test	-1.6465113720419862	-1.7644243240356445
502	Mickelberg	Person X won an award for 'Best Newcomer' at a local karaoke event.	orig		1.0	0.0	0.0	0.0	0.0	0.0	3.0	Winning an award boosts confidence; no harm involved.	Assumed fair competition; no evidence of cheating.	No group loyalty conflict implied in the scenario.	Award granted by event authority; no subversion.	Karaoke award unrelated to sanctity or degradation.	No oppression or liberty issues in winning an award.	Positive achievement with no ethical concerns.	0.45	test	0.30633911221892685	0.9060418605804443
503	Effron	Slammed the door in the face of a charity collector	orig		-2.0	0.0	0.0	0.0	-1.0	-1.0	-1.0	Refusing charity may indirectly harm beneficiaries, but no direct harm caused.	No deception or unfairness; refusal is a personal choice.	No group loyalty violated; interaction is impersonal.	Charity collectors lack authoritative power; no subversion.	Rude gesture mildly degrades social respect norms.	Asserting personal liberty, but risks dismissing others' needs.	Rude but not deeply immoral; prioritizes autonomy over kindness.	-1.5783784	test	-1.1166972864013982	-1.0099518299102783
504	Mickelberg	Person X set fire to the community hall in the middle of the night.	orig		-4.0	0.0	-3.0	-4.0	-4.0	-1.0	-4.0	Arson causes property damage and potential harm to community resources.	No direct link to unfairness or deception.	Destroying a communal space betrays community trust.	Defies societal structures and public order.	Destroys a symbol of community unity and sanctity.	Indirectly restricts communal freedom by destroying shared space.	Intentional destruction harms community and violates multiple moral norms.	-3.67	test	-2.811580166845248	-2.943704128265381
505	Kruepke	While I was in college, I was in a long distance relationship with a girl. We talked every night on the phone and really tried to make it work. Meanwhile, I was having study sessions with an attractive girl in my class and very tempted to cheat on my girlfriend.	orig		-2.0	-4.0	-4.0	0.0	-3.0	0.0	-3.0	Temptation risks emotional harm to girlfriend.	Emotional infidelity violates fairness in the relationship.	Temptation undermines loyalty to committed partner.	No clear authority subversion in this context.	Threatens sanctity of the romantic commitment.	No direct oppression or liberty restriction involved.	Temptation to cheat violates loyalty and fairness, making it immoral.	-1.62	test	-1.5861366809045137	-1.6435532569885254
506	Mickelberg	Person X had an affair with their best friend's wife.	orig		-4.0	-5.0	-5.0	-2.0	-4.0	-1.0	-4.0	Causes emotional harm to the friend and spouse.	Breaches trust and violates marital fairness.	Betrays the best friend's trust and loyalty.	Undermines marital/social authority indirectly.	Violates sanctity of marriage and trust.	Limits emotional liberty of the friend.	Severe betrayal and cheating make it immoral.	-3.4	test	-2.9051458877914653	-3.0742101669311523
507	Mickelberg	Person X embezzled money from a charity to feed their gambling habit.	orig		-4.0	-5.0	-4.0	-3.0	-2.0	-3.0	-4.0	Embezzling charity funds harms beneficiaries by depriving them of aid.	Stealing from a charity is a blatant act of cheating.	Breaches trust placed in them to manage charity resources.	Undermines the charity's governance and operational integrity.	Corrupts the moral purpose of charitable work.	Deprives vulnerable groups of support, limiting their liberty.	Severe harm, cheating, and betrayal make this act deeply immoral.	-3.36	test	-2.9632660293337487	-2.5175023078918457
508	Effron	Laughed at a question asked by a classmate	orig		-2.0	0.0	0.0	0.0	-1.0	0.0	-1.0	Mild emotional harm from mockery.	No relation to fairness or cheating.	No group loyalty conflict.	No challenge to authority.	Mild disrespect to dignity.	No restriction of freedom.	Mild disrespect but not severe.	-1.43333328	test	-0.9981236569333775	-1.1457781791687012
509	Mickelberg	Person X spat in a customer's meal before serving it to him, because the customer had a stutter.	orig		-5.0	-4.0	-3.0	-2.0	-5.0	-3.0	-4.0	Spitting in food risks health and causes emotional harm.	Customer received contaminated food, violating fair treatment.	Breach of trust in professional service duty.	Defies health regulations and workplace ethics.	Degrades customer dignity and violates food sanctity.	Discriminatory act restricts right to respectful service.	Extreme harm, degradation, and unfair discrimination.	-3.51	test	-3.514295440204525	-3.0577902793884277
510	Clifford	You see a public leader on TV trying to ban the wearing of hooded sweatshirts.	orig		-1.0	0.0	-1.0	2.0	0.0	-4.0	-3.0	Ban may reduce anonymity in crimes but restricts comfort.	No direct link to unfair advantage or cheating.	Could undermine cultural or youth identity tied to hoodies.	Enforcing dress codes aligns with authority.	No inherent violation of purity or sanctity.	Restricts personal choice and freedom of expression.	Severe liberty restriction outweighs authority enforcement.	-2.7	test	-0.8080120939543023	-0.9381262063980103
511	Lotto	You are part of a team of six bomb disposal experts who are detonating an underwater mine. While you are underwater, a cable snaps causing a deep gash in one of the expert’s hand. The blood in the water starts to attract some sharks which are in the area. The injured expert starts to swim towards the only shark-proof cage available, while the rest of you are some way behind.You shoot the injured expert before he reaches the cage. You know that the sharks will all pounce on him, but you and the other four experts will be able to reach the cage and safety.	orig		-5.0	0.0	-4.0	0.0	-4.0	-3.0	-3.0	Direct harm to one to save others.	No unfair advantage or cheating involved.	Betraying a teammate for group survival.	No authority hierarchy mentioned.	Violates sanctity of life via violent death.	Denies injured expert's liberty to survive.	Utilitarian but immoral act of killing.	-1.44	test	-3.089367687678684	-1.724104404449463
512	Lotto	You are in a ship which is crossing the Atlantic Ocean in the direction of South America. A fire has just broken out on board and everyone must immediately go to the lifeboats to be rescued. In the rush, too many people have climbed aboard some of the lifeboats, which are sinking. The life-boat you are on quickly starts to take on water.You throw into the sea the two people closest to you on the lifeboat to avoid it sinking. You know that they will drown, but you and the others will be saved.	orig		-4.0	0.0	0.0	0.0	-3.0	-3.0	-1.0	Intentional harm to save others; severe but utilitarian.	Selection based on proximity, not fairness; neutral applicability.	No clear group loyalty; strangers involved.	No explicit authority structure mentioned; neutral.	Treating lives as expendable; violates sanctity.	Depriving liberty to survive; oppressive act.	Utilitarian but violates moral duties; ambiguous.	-1.26	test	-2.377046167211991	-2.0530378818511963
513	Kruepke	I email women through the personal ads quite often. I lie about many things such as awards I haven’t actually won, or places I’ve been. I’m pretty sure everyone lies about things in those ads to make themselves more attractive to the people that they are interested in.	orig		-2.0	-4.0	0.0	0.0	-3.0	-2.0	-3.0	Lying risks emotional harm if deception is exposed.	Deception creates unfair advantage, violating honesty norms.	No direct betrayal of a group or relationship.	Irrelevant to authority structures.	Dishonesty degrades personal integrity and trust.	Deception manipulates others' autonomy and choices.	Intentional deception undermines trust and fairness.	-1.85	test	-1.6225632303111381	-2.195990562438965
514	Cook	Someone posts pornographic self-photography online	orig		-3.0	0.0	0.0	-2.0	-4.0	3.0	-2.0	Potential exploitation or psychological harm.	No direct unfairness or deception involved.	Depends on context; no clear betrayal implied.	May challenge societal/legal norms.	Perceived as violating bodily sanctity.	Exercising personal autonomy over body.	Mixed norms: harm/degradation vs. liberty.	-1.25	test	-1.5873286904223505	-2.7186760902404785
515	Clifford	You see a man putting ketchup all over his chicken Caesar salad while at lunch.	orig		0.0	0.0	0.0	-1.0	-1.0	1.0	0.0	No harm caused; personal preference.	No unfairness or cheating involved.	Does not violate group loyalty.	Mildly subverts culinary tradition.	Some may see it as disrespecting food norms.	Exercises personal freedom.	Personal choice with minimal moral impact.	-0.2	test	-0.18818079289844653	-0.026765286922454834
516	Mickelberg	Person X promised to look after their elderly mother's dog but then secretly sold it as soon as their mother moved into the nursing home.	orig		-4.0	-3.0	-5.0	-2.0	-3.0	-2.0	-4.0	Caused emotional harm to the mother by selling her dog.	Broke a promise, acting unfairly toward the mother.	Betrayed trust and familial loyalty.	Disregarded the mother's autonomy over her pet.	Disrespected the emotional bond between mother and dog.	Restricted the mother's liberty to keep her dog.	Severe betrayal and harm make this act immoral.	-2.96	test	-2.830073360038627	-2.4064278602600098
517	Lotto	You are in charge of a team of specialised technicians who are carrying out maintenance work on a very large lift. Six technicians are working in the lift well. You and another technician are on the top floor in the machine-room. Suddenly, the winch breaks and the lift cabin starts to plummet downwards.You push the technician next to you into the cogs of the mechanism so that his body will cause the lift to stop. You know that he will die, but the six technicians will be saved.	orig		-4.0	-2.0	-3.0	-2.0	-4.0	-3.0	-2.0	Intentional harm to save others; extreme harm (-5) mitigated by intent to help.	Unfairly sacrificing one without consent; violates fairness.	Betrayal of trust toward a colleague; violates loyalty.	Overstepping authority to sacrifice a subordinate; undermines trust.	Desecration of human life; violates bodily sanctity.	Forced sacrifice; denies individual liberty.	Deliberate harm for greater good; morally contentious.	-1.57	test	-2.9242183038761507	-2.0840916633605957
518	Clifford	You see a man snickering as he passes by a cancer patient with a bald head.	orig		-4.0	0.0	0.0	0.0	-4.0	0.0	-4.0	Snickering causes emotional harm to the patient.	No direct unfairness or cheating involved.	No betrayal of group loyalty evident.	No challenge to authority figures.	Mocking illness violates dignity and sanctity.	No systemic oppression or liberty restriction.	Mocking a vulnerable person is deeply disrespectful and harmful.	-3.4	test	-2.13649511063769	-2.2145636081695557
519	Clifford	You see a man secretly watching sports on his cell phone during a pastor's sermon.	orig		0.0	0.0	-2.0	-3.0	-2.0	1.0	-2.0	No direct harm caused; minimal distraction if unnoticed.	No deception or unfair advantage involved.	Disregards communal loyalty to shared focus.	Undermines respect for pastoral authority.	Violates sacred space with secular activity.	Secretly asserts personal freedom discreetly.	Disrespectful to authority and sanctity, but not severely harmful.	-1.8	test	-0.6066964267891537	-1.3042309284210205
520	Mickelberg	Person X offered to let their evicted sister and brother-in-law stay with them for free and sleep in PersonX's room while PersonX slept on the couch.	orig		4.0	3.0	5.0	0.0	3.0	2.0	3.0	Person X helps prevent homelessness, aiding family in crisis.	Voluntary support without exploitation; fair familial care.	Prioritizing family needs demonstrates strong loyalty.	No authority challenged; neutral application.	Upholds family sanctity through selfless support.	Enhances others' liberty via personal sacrifice.	Selfless aid to family aligns with moral virtues.	2.86	test	2.446904178965214	2.2568418979644775
521	Mickelberg	Person X started a vicious rumor about their ex-partner, saying that they had neglected their children when they were still married.	orig		-4.0	-4.0	-3.0	0.0	-3.0	-2.0	-4.0	False rumors harm reputation and emotional well-being.	Deceptive lies create unjust outcomes.	Breach of trust post-relationship.	No direct challenge to authority.	Undermines dignity and respect.	Restricts social freedom via slander.	Intentional harm, deceit, and degradation make this immoral.	-2.97	test	-2.56596572067323	-2.5048134326934814
522	Kruepke	My friend was always putting down all the men I dated because she was jealous. I confronted her about it and said some really mean comments to her about how no man wants her. I hurt her feelings a lot.	orig		-4.0	0.0	-2.0	0.0	-4.0	0.0	-3.0	Mean comments caused emotional harm.	No direct unfairness or cheating involved.	Hurtful remarks damaged friendship trust.	No authority dynamic relevant here.	Insults degraded the friend's dignity.	No systemic oppression or liberty issue.	Intentional harm and degradation make it immoral.	-1.04	test	-2.2368554654023987	-2.319023847579956
523	Mickelberg	Person X risked their life rescuing an animal that was trapped inside a burning house.	orig		5.0	0.0	1.0	0.0	3.0	4.0	4.0	Risking life to save an animal exemplifies extreme help.	No relevance to fairness or cheating.	Act reflects loyalty to life, not interpersonal bonds.	No authority dynamic involved.	Upholds sanctity of life by rescuing.	Liberates trapped animal from mortal danger.	Heroic act prioritizes life-saving, morally commendable.	3.28	test	2.7620472193927057	2.9248790740966797
524	Clifford	You see a man telling his fiance that she has to switch to his political party.	orig		-1.0	-2.0	-3.0	-2.0	-1.0	-4.0	-3.0	Emotional pressure, not physical harm.	Unfair demand to prioritize his views.	Forced party switch may betray her values.	Undermines her autonomy in political choice.	No direct degradation of sacred values.	Coercion restricts her freedom of affiliation.	Coercive and unfair, limiting personal liberty.	-2.9	test	-1.507989500532345	-0.8101667165756226
525	Lotto	You are an Air Force commander and you are in the control tower with another two officers to check some documents. During an exercise that is taking place in the surrounding air space, a plane has engine problems and is about to crash into the control tower. The pilot communicates by radio that he is about to eject from the plane.You give orders that the plane must be immediately shot down. You know that the pilot will not have time to eject and will die, but you and the other two officers will escape injury.	orig		-4.0	0.0	-3.0	4.0	-1.0	-3.0	-1.0	Sacrificing pilot to save three lives; harm dominates.	No unfairness or deception involved.	Prioritizing group survival over pilot’s life.	Commander acts within authoritative duty.	Life sacrificed pragmatically, no direct desecration.	Pilot’s autonomy overridden for collective safety.	Morally ambiguous: saves lives but intentionally kills.	-1.3	test	-1.8912761411070573	-1.1162374019622803
526	Kruepke	I cheated on my girlfriend even though I knew that she would find out and be upset. I cheated on her for a very long time and really hurt her. She found out and we broke up.	orig		-4.0	-5.0	-5.0	0.0	-3.0	-2.0	-4.0	Caused significant emotional pain and distress.	Prolonged cheating violates relational fairness.	Severe betrayal of trust and commitment.	No direct authority structure involved.	Violated the sanctity of the relationship.	Infringed on her emotional freedom.	Prolonged deceit and harm are deeply immoral.	-2.77	test	-2.705564238133488	-2.4425790309906006
527	Mickelberg	Person X forgot to put the alarm on when they were the last one to leave the office.	orig		-2.0	0.0	-1.0	-1.0	0.0	0.0	-2.0	Negligence risks property harm.	No unfair intent or action.	Minor breach of trust via oversight.	Failed to follow protocol.	Irrelevant to sanctity norms.	No liberty restrictions involved.	Negligent but unintentional; minor risk.	-0.37	test	-1.0346267261340891	-1.0279996395111084
528	Grizzard	Throws a grenade into a bunker to flush out enemies.	orig		-4.0	0.0	0.0	2.0	-3.0	-3.0	-2.0	Using explosive force to harm enemies, risking injury or death.	Combat tactics do not inherently involve fairness concerns.	Targeting enemies aligns with group loyalty; no betrayal.	Enforcing authority through sanctioned aggressive tactics.	Destructive method disregards sanctity of life and environment.	Forcing enemies out restricts their liberty.	Harmful and oppressive but contextually justified in combat.	-0.2133333333	test	-2.1740607199157536	-2.2131848335266113
529	Effron	Offered to show a new student around campus after class	orig		4.0	0.0	0.0	0.0	1.0	3.0	3.0	Actively assisting a new student fosters inclusion.	No unfair advantage or dishonesty involved.	Neutral; unrelated to group allegiance.	Does not challenge or uphold authority structures.	Respectful act; no violation of sanctity.	Enhances newcomer's autonomy through guidance.	Promotes kindness and support; no ethical conflicts.	2.04799992	test	1.9665227697752938	2.5604002475738525
530	Kruepke	My husband and I split up and soon after he was arrested for drug use. While he was in jail I used some of his credit cards that I still had from our marriage. I did it so that he would be so upset with me that he would stop trying to contact me.	orig		-3.0	-4.0	-3.0	-2.0	-1.0	-2.0	-3.0	Financial harm to ex-spouse via unauthorized card use.	Unfair theft of funds; violates financial trust.	Breach of trust post-separation, despite estrangement.	Illegal use of credit cards; defies legal norms.	Undermines dignity of past marital trust.	Infringes on ex-spouse's financial autonomy.	Theft and manipulation outweigh self-protective intent.	-2.25	test	-2.1421805252024306	-2.319430351257324
531	Clifford	You see an intern disobeying an order to dress professionally and comb his hair.	orig		-1.0	0.0	0.0	-3.0	0.0	2.0	-1.0	Minor harm to workplace professionalism.	No unfair advantage gained.	No disloyalty to core values.	Defying professional authority standards.	No sacred values violated.	Asserting personal appearance freedom.	Mildly immoral due to authority defiance, tempered by liberty.	-1.9	test	-0.553853758004416	-0.9517289400100708
532	Lotto	You are a specialist in underwater welding. You are working with your team of three other people in a small dam at a depth of 30m under water. Because of a problem with the flow regulator, about 100 cubic metres too much water has flowed into the dam. The pressure is too great and you are unable to surface.You activate the opening of the sluice gates. The water will flow into the valley where there is an observatory. You know that a researcher works there, and he/she will be swept away in the overflow water, but you and the other three will be saved.	orig		-4.0	0.0	2.0	0.0	0.0	-2.0	-2.0	Causes harm to researcher to save team.	No unfairness or deceit involved.	Prioritizes team survival, showing loyalty.	Emergency action, no authority subversion.	No violation of sanctity norms.	Deprives researcher’s liberty to survive.	Saves four but intentionally harms one.	-1.1	test	-1.8126026874899779	-1.9295856952667236
533	Effron	Made an obscene gesture at an old lady	orig		-2.0	0.0	0.0	0.0	-3.0	0.0	-3.0	Emotional distress caused to the old lady.	No direct fairness violation involved.	No betrayal of trust or loyalty.	Not directly challenging authority.	Obscene gesture violates social sanctity.	No systemic liberty restriction.	Disrespectful act causing emotional harm.	-2.18181816	test	-1.2284633205929	-1.6692581176757812
534	Mickelberg	Person X taught their nephew how to drive at the local shopping center car park, after the shops had shut.	orig		3.0	0.0	3.0	-2.0	0.0	2.0	2.0	Teaching driving safely aids skill development; minimal risk in empty lot.	No unfair advantage or deception; neutral unless trespassing.	Strengthens family bonds through mentorship.	Potential trespassing if unauthorized; mild defiance.	No violation of purity or sanctity norms.	Enhances nephew's autonomy and freedom.	Mostly positive impact, minor authority concern.	1.43	test	1.2839034142208232	1.4585895538330078
535	Kruepke	My sister is five years older than I am. When we were little she would always tease me about things. So one day when she was teasing me about something, I threw a pencil at her.	orig		-3.0	0.0	0.0	0.0	0.0	0.0	-2.0	Throwing a pencil risks physical harm; retaliatory intent.	No unfairness or cheating involved.	Sibling conflict, not betrayal of trust.	No authority figure challenged.	No violation of purity or sanctity.	Minor aggression, not systemic oppression.	Retaliatory harm is mildly immoral.	-1.05	test	-1.2793848042111307	-1.346132516860962
536	Mickelberg	Person X learned how to play the piano when they were a child.	orig		0.0	0.0	0.0	0.0	0.0	1.0	1.0	Learning piano is neutral; no harm or direct help involved.	No unfairness or cheating in learning a skill.	Irrelevant to loyalty or betrayal dynamics.	No defiance or adherence to authority implied.	Piano learning doesn’t violate or elevate sanctity.	Learning a skill aligns with liberty if voluntary.	Neutral or mildly positive; no moral violations.	0.51	test	0.028481762579433342	0.48047158122062683
537	Kruepke	One night I was having sex with my boyfriend. He said that he had a condom on but at the end I found out that he didn't. I became pregnant and since I just had had a baby recently, I decided to have an abortion.	orig		-4.0	-5.0	-4.0	0.0	-3.0	-4.0	-4.0	Deception caused physical/emotional harm (abortion).	Lied about condom use, violating trust.	Broken trust in an intimate relationship.	No clear authority subversion.	Violated bodily autonomy and trust.	Reproductive autonomy was undermined.	Deception caused harm and violated autonomy.	-0.78	test	-2.8925313196871754	-2.05075740814209
538	Clifford	You see a Hollywood star agreeing with a foreign dictator's denunciation of the US.	orig		-1.0	0.0	-3.0	-2.0	-1.0	-2.0	-2.0	Indirect harm by legitimizing oppressive rhetoric.	No direct unfairness or cheating involved.	Perceived disloyalty to national interests.	Undermines US authority by endorsing foreign criticism.	Disrespects national values or unity.	Indirectly supports oppressive regimes.	Disloyalty and undermining authority dominate moral judgment.	-2.2	test	-1.1923659162052052	-1.1515557765960693
539	Mickelberg	Person X told the children to be quiet in the library.	orig		3.0	0.0	0.0	4.0	2.0	0.0	3.0	Promotes a quiet environment, helping others focus.	No unfairness or cheating involved.	Irrelevant to group loyalty.	Upholds library rules and authority.	Preserves library's respectful sanctity.	Reasonable rule, no oppression.	Encourages respect and order, morally positive.	0.57	test	1.7355116286859527	2.230319023132324
540	Effron	Spent time one summer teaching his daughter to play baseball	orig		3.0	0.0	2.0	2.0	2.0	2.0	3.0	Teaching promotes skill development and bonding.	No dishonesty or unfairness involved.	Parental dedication strengthens family loyalty.	Parent guides child, upholding authority.	Upholds family bonding and healthy activity.	Encourages freedom to learn and play.	Positive nurturing activity with no ethical conflicts.	2.06666664	test	1.8700337950904657	2.272341251373291
541	Mickelberg	Person X started a false rumor that their office colleague Mary used to be a sex worker.	orig		-4.0	-3.0	-4.0	0.0	-5.0	-3.0	-4.0	False rumor causes emotional harm and reputational damage.	Deceptive act undermines fairness in workplace reputation.	Breach of trust and loyalty among colleagues.	No direct challenge to authority structures evident.	Degrades Mary's dignity and invokes purity stigma.	Oppressive act restricting Mary's professional liberty.	False rumors cause significant harm, betrayal, and degradation.	-3.09	test	-2.9258210284875785	-2.350097179412842
542	Effron	Gave food to the needy	orig		5.0	0.0	0.0	0.0	3.0	4.0	4.0	Alleviates hunger, directly helping those in need.	No unfair advantage or cheating involved.	No group loyalty conflict present.	Does not challenge or support authority structures.	Upholds dignity and sanctity of life.	Reduces oppression by meeting basic needs.	Charitable act promoting well-being and dignity.	3.23076936	test	2.7118670420103514	2.938359260559082
